,PRTFDC1 (56952)
ACH-000004,0.12765316473993524
ACH-000005,0.07098917417908618
ACH-000007,0.2396656352204948
ACH-000009,0.1221169791492396
ACH-000011,0.09750577296304888
ACH-000012,0.09127086783848748
ACH-000013,0.12736274315919285
ACH-000014,-0.014743357837708118
ACH-000015,0.19372414667968724
ACH-000017,0.12630280007535574
ACH-000018,0.055304609112754685
ACH-000019,0.13548377072878626
ACH-000021,0.03892891150774056
ACH-000022,0.15346768950577566
ACH-000025,0.12366527638850985
ACH-000028,0.030058308245208644
ACH-000030,0.03326086078040149
ACH-000035,0.1126262969344909
ACH-000036,0.10313144498178972
ACH-000037,0.002095153523527433
ACH-000039,-0.006970793219521665
ACH-000040,0.04270957430238445
ACH-000041,0.08214671069281715
ACH-000042,0.15479672654628066
ACH-000045,0.09015359217373728
ACH-000047,0.15440945741665654
ACH-000052,0.21259288853616248
ACH-000053,0.14387387326822207
ACH-000054,0.223605211239873
ACH-000055,0.12335008683115944
ACH-000060,0.1231361595674122
ACH-000067,0.1815742796921384
ACH-000070,0.1772949299205234
ACH-000075,0.37901198187608615
ACH-000078,0.06422814223230765
ACH-000082,0.04858386828442585
ACH-000085,-0.00033953377736111617
ACH-000086,0.15756228194838395
ACH-000087,0.2116255250754354
ACH-000092,0.07644502679032661
ACH-000095,0.1242068659388595
ACH-000097,0.16047271722383788
ACH-000098,0.17232692066758734
ACH-000099,0.10848967421570403
ACH-000108,0.14865374663734576
ACH-000113,0.14235043432956898
ACH-000116,0.19681275168634635
ACH-000118,0.06488635508262354
ACH-000120,0.08451210417657684
ACH-000123,0.11886526568920187
ACH-000127,0.05475490169580301
ACH-000128,0.3029158441323965
ACH-000132,0.037866130613923
ACH-000133,0.1775219380842285
ACH-000137,0.1891075982894216
ACH-000138,0.0972000170516748
ACH-000142,0.27891688564105377
ACH-000143,0.055572587918863436
ACH-000146,0.1059583166717461
ACH-000148,0.08479770404054146
ACH-000150,0.17521201999235492
ACH-000152,0.19303546682309972
ACH-000153,-0.00021396112890947783
ACH-000159,0.08041862510424125
ACH-000160,0.07183039798528225
ACH-000163,0.26871728676038903
ACH-000167,0.4033731594337244
