,PPDPF (79144)
ACH-000004,0.26137260634535925
ACH-000005,0.2957536906136046
ACH-000007,0.2049499560064156
ACH-000009,-0.05723062477332355
ACH-000011,-0.1644694288934764
ACH-000012,0.09031397924094152
ACH-000013,0.0219238519348678
ACH-000014,0.04355149167413281
ACH-000015,0.05881530074270231
ACH-000017,0.05069972600338156
ACH-000018,0.04064640174778365
ACH-000019,-0.3722971827016947
ACH-000021,0.17868147639668205
ACH-000022,-0.0024858849781970995
ACH-000025,0.1139584388781656
ACH-000028,-0.09010294892656956
ACH-000030,-0.007314290466003042
ACH-000035,0.13386471081205453
ACH-000036,-0.08738192260743435
ACH-000037,0.15828452005492247
ACH-000039,0.12219315552385003
ACH-000040,-0.0323555917475633
ACH-000041,0.1070595243571052
ACH-000042,-0.0707707990459604
ACH-000045,0.043753988585696665
ACH-000047,0.049433232733760775
ACH-000052,-0.04455762315033805
ACH-000053,0.10599214494217396
ACH-000054,-0.02741333332313197
ACH-000055,-0.0702155875881099
ACH-000060,-0.09550015405616953
ACH-000067,-0.05304796798737085
ACH-000070,0.05139393667217599
ACH-000075,-0.10165174978928423
ACH-000078,-0.13015978147001026
ACH-000082,0.006989179199586852
ACH-000085,0.12599489953487514
ACH-000086,0.10666840405322207
ACH-000087,0.15917102812627512
ACH-000092,0.09141071990790058
ACH-000095,0.00884225518303076
ACH-000097,-0.0341327862525219
ACH-000098,0.010581887297772149
ACH-000099,-0.08496761292169759
ACH-000108,0.07786317987960574
ACH-000113,0.06831880399673135
ACH-000116,-0.03055291733344705
ACH-000118,0.045479850514364505
ACH-000120,0.11701064606494348
ACH-000123,0.0109290579739269
ACH-000127,0.04104532995065508
ACH-000128,0.054661977629476166
ACH-000132,-0.05218071218668086
ACH-000133,-0.0258778701264311
ACH-000137,0.144813813645251
ACH-000138,0.033870436486225675
ACH-000142,0.08663438801547127
ACH-000143,0.016873548194534266
ACH-000146,0.09162002214881264
ACH-000148,-0.03334176024080838
ACH-000150,-0.14310210139769822
ACH-000152,0.061396188076174175
ACH-000153,0.10428029713731576
ACH-000159,-0.011552782333070038
ACH-000160,0.17773226041941792
ACH-000163,0.03704699163259742
ACH-000167,-0.0021664395031433677
ACH-000168,0.13528047229879064
ACH-000169,-0.050035915389302035
ACH-000178,0.013303568429499663
ACH-000183,0.10989819745183856
ACH-000188,0.06612308864489247
ACH-000189,0.03588977381183791
ACH-000190,0.28154980973537275
ACH-000198,0.18989631836180296
ACH-000203,-0.10974583469773476
