,NAB2 (4665)
ACH-000004,-0.2186345732725108
ACH-000005,0.1907536408421268
ACH-000007,-0.2002789120481748
ACH-000009,0.030078828028276626
ACH-000011,-0.07930300462565333
ACH-000012,-0.09349000097387254
ACH-000013,-0.07453633525376112
ACH-000014,-0.1451019282214003
ACH-000015,-0.11888833366110005
ACH-000017,0.005925239815064124
ACH-000018,0.02674782654809786
ACH-000019,0.012644428633156726
ACH-000021,0.037348487421029516
ACH-000022,-0.061734374199624235
ACH-000025,-0.09963758895473476
ACH-000028,-0.023097213236565568
ACH-000030,-0.058961253094476036
ACH-000035,-0.2256499931265259
ACH-000036,-0.03365700883448376
ACH-000037,0.00895079281390944
ACH-000039,-0.023847452296625445
ACH-000040,-0.0866707381963425
ACH-000041,-0.031558647377079786
ACH-000042,-0.012577547132618784
ACH-000045,-0.18283183799988456
ACH-000047,-0.09539398774671397
ACH-000052,-0.14000664053085926
ACH-000053,0.033467411420570116
ACH-000054,-0.09384638739657897
ACH-000055,-0.196360501684596
ACH-000060,0.035108858729717675
ACH-000067,-0.04933101761659284
ACH-000070,-0.07984750403387424
ACH-000075,-0.2039509346591967
ACH-000078,-0.09355534783843036
ACH-000082,-0.12864820601533455
ACH-000085,-0.21731173405329632
ACH-000086,-0.2217044561787108
ACH-000087,-0.1309518056418852
ACH-000092,-0.0595730311543895
ACH-000095,-0.12460154003184905
ACH-000097,-0.05339327352246585
ACH-000098,0.0008458529075088408
ACH-000099,0.004259848593310734
ACH-000108,0.04252209379674254
ACH-000113,-0.06316387046302656
ACH-000116,-0.01978523752720333
ACH-000118,-0.056060167276807474
ACH-000120,-0.18316864819164425
ACH-000123,0.0136998746115045
ACH-000127,-0.0973770015960612
ACH-000128,-0.025149894143978332
ACH-000132,0.0985017507160654
ACH-000133,-0.015774030569521796
ACH-000137,-0.03786787024269885
ACH-000138,-0.015651355340516118
ACH-000142,0.07002274993080826
ACH-000143,-0.003000766516906877
ACH-000146,-0.12371899814427295
ACH-000148,-0.09136459139441892
ACH-000150,-0.26328584240886643
ACH-000152,-0.2459500809595662
ACH-000153,-0.10686116486050944
ACH-000159,-0.15258298897866568
ACH-000160,0.1025779397397496
ACH-000163,-0.18179666119257765
ACH-000167,0.31593040682648016
ACH-000168,-0.03367647400969913
ACH-000169,-0.0802032373148197
ACH-000178,-0.02901276667330098
ACH-000183,-0.3094021548877352
ACH-000188,-0.036765758600907535
ACH-000189,-0.16283915779361272
ACH-000190,0.15732939541863947
ACH-000198,-0.12352753627798845
ACH-000203,-0.02332553896281969
ACH-000204,-0.0453450482966507
ACH-000206,-0.2480672990249101
ACH-000207,-0.14438092934678445
ACH-000208,-0.5158271949393035
ACH-000210,-0.13700560545927626
ACH-000211,-0.08191547072534221
ACH-000215,-0.04108156913141217
ACH-000221,-0.1464190003265284
ACH-000222,0.2260486114856389
ACH-000223,-0.08591264874820262
ACH-000226,-0.10088465109966432
ACH-000227,-0.14784211903864067
ACH-000228,-0.20412028626781106
ACH-000231,-0.2362148351838805
ACH-000232,-0.05310713743536885
ACH-000233,-0.18325953981407414
ACH-000234,-0.2620324930438919
ACH-000235,-0.1197369551151277
ACH-000237,0.00663964493509499
ACH-000238,-0.18072829396643145
ACH-000242,-0.23049375855754334
ACH-000243,-0.08858597914929171
ACH-000244,-0.05764996664695427
ACH-000246,-0.16729482503812498
ACH-000248,-0.22107337522683512
ACH-000250,0.0013660404749215582
ACH-000251,-0.272785215383428
ACH-000252,-0.09495389958945756
ACH-000253,-0.0435122806141637
ACH-000255,0.03339216901633972
ACH-000256,0.04913407726622292
ACH-000257,-0.0673409726396101
ACH-000258,0.040122650130994274
ACH-000259,-0.041947518518704686
ACH-000260,0.019047977292892176
ACH-000261,-0.1226797182204832
ACH-000262,0.04426600419377074
ACH-000263,-0.4258768048697732
ACH-000264,-0.03352092953552396
ACH-000265,-0.048808957739271734
ACH-000266,-0.09309505277019192
ACH-000272,-0.02098170384813321
ACH-000274,-0.11402816892592198
ACH-000277,0.050193733773238304
ACH-000278,-0.05626342124813258
ACH-000279,-0.20526414003937699
ACH-000280,-0.04762049827998847
ACH-000281,-0.19901651318954194
ACH-000288,-0.07000789545971177
ACH-000291,-0.08807419577980971
ACH-000293,-0.0830661543935543
ACH-000294,-0.021932609443079225
ACH-000295,-0.06866607154601875
ACH-000296,-0.18111441316538693
ACH-000302,-0.03875469840561847
ACH-000304,-0.048321221216777004
ACH-000307,-0.09968692103028888
ACH-000308,-0.058778454368827775
ACH-000310,-0.1444131501676722
ACH-000311,-0.06290789638683013
ACH-000312,-0.008001446169696481
ACH-000315,-0.2669931580903273
ACH-000316,-0.1314755343980317
ACH-000317,0.04262008202627229
ACH-000318,-0.04932779541910706
ACH-000319,-0.14234848145900422
ACH-000320,-0.061329905008446726
ACH-000322,0.034980101538590984
ACH-000323,0.09784167076733956
ACH-000324,-0.06575412621080244
ACH-000329,-0.10411351344499302
ACH-000330,0.041493194660700033
ACH-000331,-0.10297083265805264
ACH-000332,-0.04438243244501671
ACH-000334,-0.029365946052853087
ACH-000335,-0.21939595028977046
ACH-000336,-0.186902451822518
ACH-000337,-0.35076035023721885
ACH-000338,-0.14898943021398334
ACH-000339,-0.02870511624688034
ACH-000341,-0.12008863494151235
ACH-000348,-0.07735826384883898
ACH-000350,-0.12828319358248094
ACH-000352,0.05011635724313505
ACH-000356,-0.12765896697813395
ACH-000361,-0.09764221950001438
ACH-000362,-0.08896193411564962
ACH-000363,-0.09233048724309813
ACH-000364,-0.20965988579950512
ACH-000365,-0.27551015554054514
ACH-000366,-0.06560867276206732
ACH-000368,-0.10297707709304543
ACH-000374,-0.04110278231149308
ACH-000375,0.0742136377441846
ACH-000376,0.007826663916080948
ACH-000381,0.1532802355387596
ACH-000383,-0.04235814635416176
ACH-000387,-0.08502307861566395
ACH-000389,-0.02029667192761254
ACH-000390,-0.06710711911847933
ACH-000393,0.031049728722837074
ACH-000395,-0.262640148200882
ACH-000396,0.12122973899627768
ACH-000397,-0.02057669225422372
ACH-000401,-0.04587368949798964
ACH-000402,-0.14734033099516974
ACH-000403,-0.02686214926776421
ACH-000404,-0.10221182414293922
ACH-000406,-0.03919515284908879
ACH-000407,-0.2077676986081515
ACH-000408,-0.28540966943675355
ACH-000410,-0.08767626523646055
ACH-000411,0.06404393354295243
ACH-000414,-0.14221522703114756
ACH-000415,-0.05204550444825168
ACH-000416,-0.034043485341428585
ACH-000420,-0.04227824777250315
ACH-000421,-0.029827165248996975
ACH-000424,-0.13653344375658188
ACH-000425,-0.033177436211094063
ACH-000426,0.030336633971553124
ACH-000427,-0.0231850395189398
ACH-000433,-0.08806174301196455
ACH-000435,-0.03618938246401576
ACH-000436,0.055706460623461886
ACH-000444,-0.0011057810696486977
ACH-000445,-0.2314341771495617
ACH-000448,-0.09241216429889088
ACH-000450,-0.01927920149487796
ACH-000452,-0.11034332928953763
ACH-000454,-0.3552074969694226
ACH-000458,-0.019061338178236145
ACH-000459,0.18186300732633
ACH-000460,-0.06074959893844738
ACH-000461,-0.0913024431634192
ACH-000463,-0.13558850794123822
ACH-000464,-0.07823706719330308
ACH-000466,-0.00951902677481373
ACH-000467,-0.0288082910503914
ACH-000468,-0.1804591588756084
ACH-000469,-0.0686474508531836
ACH-000470,-0.11036631937921514
ACH-000471,0.05342359942962022
ACH-000472,-0.09907786174089153
ACH-000473,0.2343687581710751
ACH-000475,-0.10663337296279003
ACH-000476,-0.15624253444745184
ACH-000477,0.010284197744549394
ACH-000479,-0.009023739893821636
ACH-000480,-0.008839694891186472
ACH-000481,-0.15397907445508013
ACH-000483,-0.02615248578359465
