,CDCP2 (200008)
ACH-000004,0.016139193586845124
ACH-000005,-0.07114715849227315
ACH-000007,0.15907494168932246
ACH-000009,0.011843010467991915
ACH-000011,-0.05511913020997087
ACH-000012,0.06459977124862776
ACH-000013,0.003981793210995974
ACH-000014,-0.017226307283948087
ACH-000015,0.006668497100397556
ACH-000017,0.04189029248452094
ACH-000018,0.10020380803511232
ACH-000019,-0.16433334486716564
ACH-000021,0.08462254859666761
ACH-000022,0.11084400993603126
ACH-000025,-0.08632487273417627
ACH-000028,0.051290676354393626
ACH-000030,0.018492190389632908
ACH-000035,-0.24338097308799386
ACH-000036,0.11934775586482364
ACH-000037,0.06914742458147766
ACH-000039,-0.04245861351733237
ACH-000040,0.0009820971646909806
ACH-000041,0.11635994742962905
ACH-000042,0.040834899113506615
ACH-000045,0.06460250443769057
ACH-000047,-0.00548382015792443
ACH-000052,0.09680056747549802
ACH-000053,0.032038225770637925
ACH-000054,0.02273119929856846
ACH-000055,-0.14312398999184853
ACH-000060,-0.21089611722337065
ACH-000067,-0.017291456042557656
ACH-000070,0.024782245494538287
ACH-000075,0.02866617563402488
ACH-000078,0.03869279764227405
ACH-000082,0.006740757375149914
ACH-000085,-0.009862618662643444
ACH-000086,0.001965812252822829
ACH-000087,0.09986519721396477
ACH-000092,-0.07117199537041513
ACH-000095,0.10215832303381177
ACH-000097,-0.029698305201900463
ACH-000098,-0.09366295761411396
ACH-000099,0.13564119614926787
ACH-000108,0.004000330864330578
ACH-000113,0.10025212325059747
ACH-000116,0.08264988795139523
ACH-000118,0.03825374288628156
ACH-000120,-0.0511363255708582
ACH-000123,0.10268243753266576
ACH-000127,0.06546842805652367
ACH-000128,-0.051978026448155315
ACH-000132,0.04918501694680243
ACH-000133,0.01888645516282297
ACH-000137,-0.014694555004497825
ACH-000138,0.009394244703523005
ACH-000142,0.021361406088807582
ACH-000143,-0.026056921113040428
ACH-000146,-0.1428519036317364
ACH-000148,0.07883696204200434
ACH-000150,-0.11382227276919105
ACH-000152,-0.022446997178106214
ACH-000153,-0.0008613082769848832
ACH-000159,0.00954423133383217
ACH-000160,0.0885165054016448
ACH-000163,-0.02173601163307264
ACH-000167,-0.00872902246179296
ACH-000168,-0.07337072153888598
ACH-000169,-0.05306784475170608
ACH-000178,0.11682008413553968
ACH-000183,0.038471316287705684
ACH-000188,0.09253355053538563
ACH-000189,-0.047814612544091896
ACH-000190,-0.04128698306189503
ACH-000198,-0.0774773920463265
ACH-000203,0.3584941161264502
ACH-000204,0.07464427741935585
ACH-000206,0.06569593484671579
ACH-000207,-0.12464189757590025
ACH-000208,0.03284610963779985
ACH-000210,-0.2638047587576338
ACH-000211,0.1364289916206817
ACH-000215,-0.01956631250333973
ACH-000221,0.08650306131506727
ACH-000222,-0.030522852692916377
ACH-000223,0.11329262184703058
ACH-000226,0.00019331227832988018
ACH-000227,-0.033621780445608776
ACH-000228,0.04360130195207775
ACH-000231,0.10503380976089574
ACH-000232,0.0890192157694385
ACH-000233,0.08552425382305008
ACH-000234,0.06279015100496546
ACH-000235,0.06384804856991726
ACH-000237,-0.022720409545601696
ACH-000238,-0.07710778565195615
ACH-000242,0.5323246106098284
ACH-000243,0.11739715325393865
ACH-000244,-0.10827505395040887
ACH-000246,0.18322423088117987
ACH-000248,0.17679098723305345
ACH-000250,0.04856402943861002
ACH-000251,0.017786092172996516
ACH-000252,-0.11677065142554585
ACH-000253,-0.11075341673450677
ACH-000255,0.016116197702867353
ACH-000256,0.09169560397776244
ACH-000257,0.0008444354175172566
ACH-000258,0.06863684629804052
ACH-000259,0.09254494820379518
ACH-000260,0.006042121368963759
ACH-000261,0.0759856909958696
ACH-000262,0.05850579272848527
ACH-000263,0.08719860394737497
ACH-000264,0.04916525933724165
ACH-000265,-0.007912383639754559
ACH-000266,0.10151392558094442
ACH-000272,0.1146154258294021
ACH-000274,0.03545355862058217
ACH-000277,0.031436711359300464
ACH-000278,-0.04127285478036264
