,TMIE (259236)
ACH-000004,-0.05955182212211201
ACH-000005,-0.05310180521213079
ACH-000007,-0.10984035798406848
ACH-000009,-0.03848445878536177
ACH-000011,0.017775164889682154
ACH-000012,-0.0142499719044818
ACH-000013,0.07073156422064658
ACH-000014,0.23077837476282004
ACH-000015,-0.09850568532182746
ACH-000017,-0.12370472292199222
ACH-000018,-0.09668673119865648
ACH-000019,-0.06847548221370288
ACH-000021,-0.010251376356763278
ACH-000022,0.004699452839209461
ACH-000025,-0.2239015036058323
ACH-000028,0.03938797465215252
ACH-000030,-0.03093578590054595
ACH-000035,0.06136980540360741
ACH-000036,-0.06270641072629275
ACH-000037,-0.033426393564003766
ACH-000039,0.08558633991249079
ACH-000040,0.013255784974276336
ACH-000041,0.13223079257200365
ACH-000042,0.027171005365165184
ACH-000045,0.02044349700968037
ACH-000047,-0.004579648637221939
ACH-000052,0.07647778472732902
ACH-000053,0.019558430408459303
ACH-000054,-0.04035831450556024
ACH-000055,0.11618054567067045
ACH-000060,-0.031818634437281605
ACH-000067,-0.07758408450121207
ACH-000070,-0.23757378099754697
ACH-000075,0.10656683634543626
ACH-000078,0.013010234757117193
ACH-000082,0.02537028983639511
ACH-000085,0.18069690544890693
ACH-000086,-0.06161098644353315
ACH-000087,0.24976970807061374
ACH-000092,0.01660516094999056
ACH-000095,0.00035170617754822685
ACH-000097,0.061088644522408336
ACH-000098,-0.052015737747435085
ACH-000099,0.06532533126502903
ACH-000108,0.025143942443814838
ACH-000113,0.08530501872711219
ACH-000116,-0.0012593792589057498
ACH-000118,-0.011618296977856045
ACH-000120,0.008586280245811114
ACH-000123,0.09606353026544426
ACH-000127,0.03183962932275783
ACH-000128,-0.21491333202306784
ACH-000132,0.03967228208383573
ACH-000133,0.030931081851939768
ACH-000137,0.07206472932338061
ACH-000138,-0.0267851487527491
ACH-000142,0.008118469495584153
ACH-000143,-0.16434730034478204
ACH-000146,-0.02669175855428801
ACH-000148,0.049715092438623584
ACH-000150,-0.119576294047186
ACH-000152,-0.001303782116794057
ACH-000153,0.16915721153401764
ACH-000159,0.07693606604194055
ACH-000160,0.02813490906034924
ACH-000163,0.07699291410608229
ACH-000167,-0.07408804273805703
ACH-000168,-0.045307185846571785
ACH-000169,0.044217923512555116
ACH-000178,0.04123661884162566
ACH-000183,0.12295260129165225
ACH-000188,0.0071901244120477934
ACH-000189,0.0625195950675529
ACH-000190,-0.058622082199121614
ACH-000198,-0.05854369195576563
ACH-000203,0.43680111372454855
ACH-000204,-0.0888016738206613
ACH-000206,-0.0991657116111964
ACH-000207,-0.12575320178580632
ACH-000208,-0.2154059723293048
ACH-000210,-0.4136074467026839
ACH-000211,0.029186527208964776
ACH-000215,0.028064425902385358
ACH-000221,0.03717552217654582
ACH-000222,-0.015360243470636284
ACH-000223,-0.013918220496906188
ACH-000226,-0.057009304458845535
ACH-000227,-0.07510145535523388
ACH-000228,-0.04455565153511976
ACH-000231,0.056071442469901284
ACH-000232,-0.09600164811421566
ACH-000233,-0.09737922660506736
ACH-000234,0.02258722884863248
ACH-000235,-0.0034656362603885924
ACH-000237,-0.04113432470312283
ACH-000238,-0.06430425893748418
ACH-000242,0.0939261214627383
ACH-000243,0.02862069444530527
ACH-000244,0.023253189474307632
ACH-000246,0.04838475875176634
ACH-000248,0.002528329388077146
ACH-000250,0.04873667411298183
ACH-000251,-0.10320188863299344
ACH-000252,0.04287068798950636
ACH-000253,0.007470202724884707
ACH-000255,0.009408406618180841
ACH-000256,0.07735891706307585
ACH-000257,-0.056710978430298736
ACH-000258,0.004490436966248401
ACH-000259,-0.02514876811327876
ACH-000260,-0.04243054440742966
ACH-000261,0.008664246617532309
ACH-000262,0.08855657710250109
ACH-000263,-0.07823765207995748
ACH-000264,-0.051747577737803065
ACH-000265,0.07041451122717718
ACH-000266,-0.017639439542923324
ACH-000272,0.1002218943030946
ACH-000274,-0.1169470210118094
ACH-000277,-0.04606758616699523
ACH-000278,0.051762127365460986
ACH-000279,0.0752028122882655
ACH-000280,0.0058303333126763284
ACH-000281,-0.10028222498261884
ACH-000288,-0.019061193298354897
ACH-000291,0.012957449798998702
ACH-000293,-0.03736799355961643
