,KDM4A (9682)
ACH-000004,-0.3245699191672185
ACH-000005,-0.22071596685278744
ACH-000007,-0.09387821707789716
ACH-000009,-0.21359621890854866
ACH-000011,-0.13059779210087175
ACH-000012,-0.4041804599002118
ACH-000013,-0.4565043217856677
ACH-000014,-0.07388256898089056
ACH-000015,-0.2482003118622687
ACH-000017,-0.2743079079240178
ACH-000018,-0.47486580567708
ACH-000019,-0.20001943394505228
ACH-000021,-0.20984453377565826
ACH-000022,-0.21863504260070515
ACH-000025,-0.4021429790046169
ACH-000028,-0.22439452583371045
ACH-000030,-0.4484285220679162
ACH-000035,-0.29238076286142817
ACH-000036,-0.05999273120290075
ACH-000037,-0.2438572862220912
ACH-000039,-0.21299575230268286
ACH-000040,-0.19321038099696708
ACH-000041,-0.4091527715571323
ACH-000042,-0.08727345648883261
ACH-000045,-0.2398258554999237
ACH-000047,-0.09982549211895153
ACH-000052,-0.2315607612775127
ACH-000053,-0.2491481648654696
ACH-000054,-0.06325528358984916
ACH-000055,-0.4481059303782347
ACH-000060,-0.1995892886465553
ACH-000067,-0.29732800631298223
ACH-000070,-0.2941285559007432
ACH-000075,-0.2788413053879449
ACH-000078,-0.323958621310897
ACH-000082,-0.265426431262948
ACH-000085,-0.16208014337882296
ACH-000086,-0.29687750350093783
ACH-000087,-0.3443043954107268
ACH-000092,-0.6774502958992265
ACH-000095,-0.3961666272216733
ACH-000097,-0.14436251971205738
ACH-000098,-0.3481836467027386
ACH-000099,-0.17556915536857368
ACH-000108,-0.15932588049724394
ACH-000113,-0.12691326450360918
ACH-000116,-0.2649564417752993
ACH-000118,-0.1380558262284941
ACH-000120,-0.1595119277550287
ACH-000123,-0.3330494006652731
ACH-000127,-0.15460757546090725
ACH-000128,-0.19059661773934333
ACH-000132,-0.1287793643478343
ACH-000133,-0.2187956151117676
ACH-000137,-0.15691428953464884
ACH-000138,-0.16694787066425493
ACH-000142,-0.24019597110575544
ACH-000143,-0.06657639154728084
ACH-000146,-0.16195208039835315
ACH-000148,-0.2279641275409477
ACH-000150,-0.3317566053553298
ACH-000152,-0.22458999098203006
ACH-000153,-0.1261795814375571
ACH-000159,-0.19256258621103914
ACH-000160,0.0053572095508652275
