,NLGN2 (57555)
ACH-000004,-0.10228832570275856
ACH-000005,-0.09487381541635144
ACH-000007,-0.12440805780902199
ACH-000009,-0.1849249976042675
ACH-000011,-0.05117433293182797
ACH-000012,-0.12417456297795786
ACH-000013,-0.16976330051877128
ACH-000014,0.07890466085366435
ACH-000015,-0.15643393341511266
ACH-000017,-0.0738352688440427
ACH-000018,0.05305679732185402
ACH-000019,-0.08819681130858507
ACH-000021,0.02676667057459285
ACH-000022,-0.03068934073361321
ACH-000025,-0.09724211065874704
ACH-000028,0.0828374781904359
ACH-000030,-0.09866108089731072
ACH-000035,-0.039601552339980826
ACH-000036,-0.1923755251937134
ACH-000037,-0.0035656164484717647
ACH-000039,-0.02896205666053077
ACH-000040,-0.10857620115787922
ACH-000041,-0.2307278078080076
ACH-000042,-0.12314317384410135
ACH-000045,-0.036914750614514304
ACH-000047,-0.014973839266180438
ACH-000052,0.19988464030378209
ACH-000053,-0.02435447795591446
ACH-000054,0.041259399603109315
ACH-000055,0.13534510123593485
ACH-000060,-0.166629687086274
ACH-000067,-0.058413771972035775
ACH-000070,0.11781555556918458
ACH-000075,0.0488695277305933
ACH-000078,-0.18276234031249894
ACH-000082,-0.0013719131458629268
ACH-000085,-0.1935411241986888
ACH-000086,-0.00021585934194533231
ACH-000087,-0.0192930321133065
ACH-000092,-0.0077003116324301
ACH-000095,-0.01888605568791058
ACH-000097,-0.07397996478295935
ACH-000098,-0.04479371453383901
ACH-000099,-0.07530142993907997
ACH-000108,-0.061074662649070965
ACH-000113,-0.0607673320384253
ACH-000116,-0.08749515609946441
ACH-000118,-0.02126143096371814
ACH-000120,0.010493856347353982
ACH-000123,-0.020236982802636302
ACH-000127,-0.10974541012086377
ACH-000128,-0.05540908208678015
ACH-000132,-0.11025514400960007
ACH-000133,0.034866953835571514
ACH-000137,-0.05353186067766163
ACH-000138,-0.07808826793542563
ACH-000142,-0.2342669366618693
ACH-000143,-0.12114853915219062
ACH-000146,-0.033384914978374064
ACH-000148,-0.05047660204372327
ACH-000150,-0.18002536874742775
ACH-000152,-0.03221964443010628
ACH-000153,-0.011317130048805387
ACH-000159,0.011933251577106112
ACH-000160,0.1189101940817126
ACH-000163,-0.0626146478557814
ACH-000167,1.0448142614401668
ACH-000168,-0.09936892475769983
ACH-000169,0.04824657048082042
ACH-000178,-0.08440504982332903
ACH-000183,-0.04741883606747373
ACH-000188,-0.13890875139712494
ACH-000189,0.02102593878506939
ACH-000190,-0.1320062637179303
ACH-000198,-0.02901847216765618
ACH-000203,-0.10094089568540772
ACH-000204,-0.10325801272205093
ACH-000206,-0.0946027527949723
ACH-000207,-0.15034260659486606
ACH-000208,-0.07486683981096376
ACH-000210,-0.15383680314775594
ACH-000211,-0.03799996223546663
ACH-000215,-0.12607356282195328
ACH-000221,-0.22011300028434802
ACH-000222,-0.01200225629250686
ACH-000223,0.10326096169401107
ACH-000226,0.08156953591577502
ACH-000227,0.14740413572497707
ACH-000228,-0.0075229240430280935
ACH-000231,-0.015924121493012696
ACH-000232,-0.08960004199625098
ACH-000233,-0.13982995571319198
ACH-000234,-0.15266259574958088
ACH-000235,-0.15806015218779307
ACH-000237,-0.007003439375034493
ACH-000238,-0.07589170422248584
ACH-000242,-0.22297605693114286
ACH-000243,-0.16227106091462126
ACH-000244,-0.11509326171980412
ACH-000246,-0.12881566172789796
ACH-000248,0.041497607597995666
ACH-000250,-0.1870220274737208
ACH-000251,-0.16155530181037425
ACH-000252,0.0003444564492253977
ACH-000253,-0.05206696248575977
ACH-000255,0.06177061009724316
ACH-000256,-0.17166679576366328
ACH-000257,-0.00962114525919482
ACH-000258,0.004151995396903022
ACH-000259,-0.06098832039121095
ACH-000260,-0.01182579401303673
ACH-000261,0.03323726561148206
ACH-000262,-0.14983795688099882
ACH-000263,0.08957574244502799
ACH-000264,-0.06111122080077095
ACH-000265,-0.054752132742250624
ACH-000266,-0.03699156454616115
ACH-000272,0.0027627679421250123
ACH-000274,-0.07317307862695856
ACH-000277,0.061639112079795035
ACH-000278,-0.06774537168887132
ACH-000279,-0.0943808074064168
ACH-000280,-0.14095960704504634
ACH-000281,-0.13862734589902664
ACH-000288,-0.2014956951308304
ACH-000291,-0.07641922965078443
ACH-000293,-0.015784355056362727
ACH-000294,-0.08769765472276075
ACH-000295,0.1623422586782482
ACH-000296,-0.12267427040417266
ACH-000302,-0.09087667971624444
ACH-000304,0.042661447160445565
ACH-000307,0.06242582859248012
ACH-000308,0.002393508065207945
ACH-000310,-0.07319998110761476
ACH-000311,-0.01887042917439911
ACH-000312,-0.08021237237247382
ACH-000315,-0.04866415522728408
ACH-000316,-0.007636563926200677
ACH-000317,0.09094055370009073
ACH-000318,0.019862145934991096
ACH-000319,-0.07181691616068847
