,LRPPRC (10128)
ACH-000004,-0.5026301642842459
ACH-000005,-0.10325471494910488
ACH-000007,-0.7679386082096249
ACH-000009,-0.44202572143180896
ACH-000011,-0.1445068192471038
ACH-000012,-0.6308104213951501
ACH-000013,-0.8727743874938518
ACH-000014,-0.4585038616668294
ACH-000015,-0.8101025828941829
ACH-000017,-0.48023793980234
ACH-000018,-0.6095979948519497
ACH-000019,-0.8907895256566931
ACH-000021,-0.5244250582202813
ACH-000022,-0.7166061281119813
ACH-000025,-0.5966048571904295
ACH-000028,-1.0234097978042451
ACH-000030,-0.4268216313681435
ACH-000035,-0.9466895746156466
ACH-000036,-0.2078155159102572
ACH-000037,-0.6021119178659857
ACH-000039,-0.6717089685493777
ACH-000040,-0.3494711636188653
ACH-000041,-0.4224570063554737
ACH-000042,-0.6472254944618571
ACH-000045,-0.5646455456993659
ACH-000047,-0.7708566711408963
ACH-000052,-0.5654662963987143
ACH-000053,-0.4722235337071822
ACH-000054,-0.8322549226307477
ACH-000055,-0.8505051614707247
ACH-000060,-0.5424822077785574
ACH-000067,-0.5600774945946807
ACH-000070,-0.5404648212860641
ACH-000075,-0.4259637051273247
ACH-000078,-0.5115480208140128
ACH-000082,-0.4642985291640732
ACH-000085,-0.6393851527624721
ACH-000086,-0.8911373610460978
ACH-000087,-0.862946206016272
ACH-000092,-0.551418453443257
ACH-000095,-0.2815074589740056
ACH-000097,-0.5169455533247302
ACH-000098,-0.5230202808916085
ACH-000099,-0.5863743083644329
ACH-000108,-0.4818796766519976
ACH-000113,-1.0270528175844449
ACH-000116,-0.8022451585577947
ACH-000118,-0.9499828047235294
ACH-000120,-0.2725806181682365
ACH-000123,-0.6152652259671438
ACH-000127,-0.7713472426882136
ACH-000128,-0.7240514895128961
ACH-000132,-0.5355308550049215
ACH-000133,-0.7935458387689172
ACH-000137,-0.5758004849623516
ACH-000138,-0.5588936379103189
ACH-000142,-0.5632718817802759
ACH-000143,-0.57303937909994
ACH-000146,-0.7182398506953294
ACH-000148,-0.8397627305083651
