,ZC2HC1B (153918)
ACH-000004,0.20127794358727127
ACH-000005,0.09441577232329873
ACH-000007,0.04911578815850776
ACH-000009,0.11250201925245848
ACH-000011,-0.049440737721988884
ACH-000012,0.06885543398490072
ACH-000013,0.061305960097070414
ACH-000014,0.13390882016003627
ACH-000015,0.048673113919809566
ACH-000017,0.051785695178224775
ACH-000018,0.032110972253561236
ACH-000019,0.08655705330138723
ACH-000021,0.007864676705059893
ACH-000022,0.10051822816525334
ACH-000025,0.065729267635095
ACH-000028,0.12347977711279852
ACH-000030,0.10216822845403156
ACH-000035,0.15342095304741352
ACH-000036,0.16847469331248882
ACH-000037,0.026997362874880804
ACH-000039,0.06544636171932472
ACH-000040,0.10865851954378357
ACH-000041,-0.007295038782045396
ACH-000042,0.060240147895350274
ACH-000045,0.05660274938605021
ACH-000047,0.014364940401018409
ACH-000052,0.1102882183986312
ACH-000053,0.10491627165708606
ACH-000054,0.07222598653032695
ACH-000055,0.26291374464668243
ACH-000060,0.02799378788087775
ACH-000067,0.11424926844878942
ACH-000070,0.25982326052205085
ACH-000075,0.13873110693969548
ACH-000078,0.0968307296103317
ACH-000082,-0.022653637865944428
ACH-000085,0.3032569958037817
ACH-000086,0.1810143002445153
ACH-000087,0.14072652886952047
ACH-000092,0.02958946299860894
ACH-000095,0.1564649289882846
ACH-000097,0.022586691491569545
ACH-000098,0.13243778509710566
ACH-000099,0.09044592494353454
ACH-000108,0.04667622624045101
ACH-000113,0.02174034852108989
ACH-000116,0.1072289893019957
ACH-000118,0.048116659060068734
ACH-000120,0.04259787883686651
ACH-000123,0.1262743025555927
ACH-000127,0.008486641735522805
ACH-000128,0.01004925889108356
ACH-000132,0.04112472142851198
ACH-000133,0.1152583466422693
ACH-000137,0.06580889141830576
ACH-000138,0.18296997755666952
ACH-000142,0.055535154648792086
ACH-000143,0.2362381494946253
ACH-000146,0.0709688670126313
ACH-000148,0.012096767824959614
ACH-000150,0.05593121319615285
ACH-000152,0.1845136764436564
ACH-000153,0.012876127524218723
ACH-000159,0.0317588706457515
ACH-000160,0.07277821059664517
ACH-000163,0.05015376151014244
ACH-000167,-0.09827578407145596
ACH-000168,0.08214374564588951
ACH-000169,0.1901592615034148
ACH-000178,0.07053940609834775
ACH-000183,0.03216568288210612
ACH-000188,0.05547584969461875
ACH-000189,-0.1497476096500412
ACH-000190,-0.005566976616841693
ACH-000198,0.16959648738099858
ACH-000203,0.08580468466709666
ACH-000204,0.1809643602791855
ACH-000206,0.2114503063212592
ACH-000207,0.12053639369197765
ACH-000208,0.29105953510851035
ACH-000210,0.2291264266108197
ACH-000211,0.05570803302832253
ACH-000215,0.0647773095349835
ACH-000221,0.12684719958132576
ACH-000222,0.1452370864259559
ACH-000223,0.07777832964220333
ACH-000226,0.13786876332862144
ACH-000227,0.03994427580880135
ACH-000228,0.08427158222894014
ACH-000231,0.046511671988648993
ACH-000232,0.047805986367935344
ACH-000233,0.15274675324251055
ACH-000234,0.0825064712483335
ACH-000235,0.03498229097067953
ACH-000237,0.054975832188856134
