,ACTL8 (81569)
ACH-000004,-0.2913662250557799
ACH-000005,0.317517698230661
ACH-000007,0.02168237850530814
ACH-000009,-0.2172125927209092
ACH-000011,0.06685006000243361
ACH-000012,-0.027196518721135158
ACH-000013,-0.056499384201736474
ACH-000014,-0.04641105597715072
ACH-000015,-0.14505353316307146
ACH-000017,-0.1228793769277513
ACH-000018,-0.08176282602414542
ACH-000019,-0.2262018625813971
ACH-000021,-0.013888948652108338
ACH-000022,-0.08856215481393294
ACH-000025,0.03536258688868392
ACH-000028,-0.04731262223629058
ACH-000030,-0.1002031923570422
ACH-000035,-0.1824655993033548
ACH-000036,-0.06240459591514912
ACH-000037,-0.13254919230744716
ACH-000039,-0.35097079466367115
ACH-000040,-0.05877441452235909
ACH-000041,-0.16422700930681836
ACH-000042,-0.06331627523658234
ACH-000045,-0.2558225998819187
ACH-000047,-0.1136468403108156
ACH-000052,0.034855726244959744
ACH-000053,-0.08826090288646334
ACH-000054,-0.08390608969714745
ACH-000055,-0.1604601202194655
ACH-000060,-0.16228048158297284
ACH-000067,-0.24462284617421284
ACH-000070,0.07161784400271841
ACH-000075,-0.3109623981265647
ACH-000078,-0.0694143969812066
ACH-000082,-0.06158143093061522
ACH-000085,-0.11068819933474232
ACH-000086,-0.09762839209064107
ACH-000087,-0.17436928665287713
ACH-000092,-0.14574363369855026
ACH-000095,0.04043971633241787
ACH-000097,-0.006284265863344357
ACH-000098,-0.13818624595854406
ACH-000099,-0.04928098842332476
ACH-000108,0.044099289317788566
ACH-000113,-0.05759193411930885
ACH-000116,0.020253473587077662
ACH-000118,0.07010237118956067
ACH-000120,-0.2109183099066344
ACH-000123,-0.2935114509899952
ACH-000127,-0.05804391378005432
ACH-000128,-0.1487839541485375
ACH-000132,-0.0017137966985562372
ACH-000133,-0.011625357966464314
ACH-000137,0.16956063085233386
ACH-000138,-0.034269956619094905
ACH-000142,0.1817441661645736
ACH-000143,0.021829347873784388
ACH-000146,-0.14688134864276073
ACH-000148,-0.09857850764234828
ACH-000150,-0.1482185179462222
ACH-000152,0.024125771526526868
ACH-000153,-0.06817575828673239
ACH-000159,-0.019376998350362117
ACH-000160,-0.028440849693378963
ACH-000163,-0.03747210014430116
ACH-000167,-0.08064492522472426
ACH-000168,-0.3486969413831782
ACH-000169,-0.14853412381118658
ACH-000178,-0.07148385156793184
ACH-000183,-0.2878063460635361
ACH-000188,-0.10165616863415204
ACH-000189,-0.17605253331243295
ACH-000190,-0.09895247709253928
ACH-000198,0.02589928767346636
ACH-000203,-0.14974930097589553
ACH-000204,-0.09156286547588408
ACH-000206,-0.08984771577836942
ACH-000207,-0.07953539281937658
ACH-000208,-0.07934925127237115
ACH-000210,0.15641129457032799
ACH-000211,-0.07011493493039674
