,EDARADD (128178)
ACH-000004,0.07820708979519388
ACH-000005,0.3085440369043973
ACH-000007,-0.15384173830267664
ACH-000009,-0.19756112658775246
ACH-000011,-0.19452866484690728
ACH-000012,-0.09026163888948854
ACH-000013,0.04928694030419463
ACH-000014,-0.036339612170372
ACH-000015,-0.022414334597014786
ACH-000017,-0.01898261586229089
ACH-000018,-0.0777556440739588
ACH-000019,0.13691279608689078
ACH-000021,-0.001779711372661014
ACH-000022,0.03427088469062135
ACH-000025,0.007413197147290594
ACH-000028,0.11444234672986905
ACH-000030,0.01639110401551774
ACH-000035,0.0057832918931237974
ACH-000036,-0.023023719208716
ACH-000037,0.14237588694025827
ACH-000039,0.1532716038710224
ACH-000040,-0.0678243577205636
ACH-000041,-0.06664859567799165
ACH-000042,-0.00028382454735985635
ACH-000045,0.14824387404934505
ACH-000047,0.06098333900110595
ACH-000052,0.04007372503311687
ACH-000053,-0.06625974264398078
ACH-000054,-0.00547759399106159
ACH-000055,-0.03731669718751239
ACH-000060,-0.02265641571990215
ACH-000067,0.04312094264619109
ACH-000070,0.2534880302428133
ACH-000075,-0.1348913128931799
ACH-000078,-0.027408136821200867
ACH-000082,-0.05150696859499587
ACH-000085,-0.22257988254448924
ACH-000086,-0.02411248809267016
ACH-000087,0.054398190691126586
ACH-000092,-0.04327997161784693
ACH-000095,-0.03385739010968663
ACH-000097,0.023955776425949937
ACH-000098,-0.14472646420902266
ACH-000099,-0.0946887986966336
ACH-000108,0.07833920812654238
ACH-000113,-0.08269676671602225
ACH-000116,-0.16524505660765754
ACH-000118,0.0962513691491506
ACH-000120,-0.18268308700333213
ACH-000123,0.009364916984676477
ACH-000127,0.06566238489942489
ACH-000128,-0.03483804684803096
ACH-000132,0.038092051277949804
ACH-000133,-0.016688480445538674
ACH-000137,-0.06574894754047217
ACH-000138,-0.02363197998616401
ACH-000142,-0.178588022248651
ACH-000143,0.1099019991996166
ACH-000146,-0.08145459251523844
ACH-000148,-0.14055440171670064
ACH-000150,0.09898682934865877
ACH-000152,-0.06165286318390086
ACH-000153,-0.10007223404543024
ACH-000159,-0.15030292111383822
ACH-000160,-0.2532412440941403
ACH-000163,-0.14759261920004524
ACH-000167,-0.08776539934638862
ACH-000168,-0.035061627827547175
ACH-000169,0.09363938477845317
ACH-000178,0.11115778174295317
ACH-000183,-0.03403962673248726
ACH-000188,0.032393178730141435
ACH-000189,-0.16592800671252847
