,MYPN (84665)
ACH-000004,0.12003176928937236
ACH-000005,0.14369875810298996
ACH-000007,0.09842469980375576
ACH-000009,0.1604150182901843
ACH-000011,0.16207533992567466
ACH-000012,0.18900558575714027
ACH-000013,0.13671339644254527
ACH-000014,0.24361969457314606
ACH-000015,0.12261025956019615
ACH-000017,0.0858376363774596
ACH-000018,0.2945042357795861
ACH-000019,0.2913416060045722
ACH-000021,0.03632778403429365
ACH-000022,0.2066411526031408
ACH-000025,-0.07821994850728348
ACH-000028,0.2495603496031995
ACH-000030,-0.07955106438440904
ACH-000035,0.0815570160485327
ACH-000036,0.11860402729220147
ACH-000037,-0.004469855702546429
ACH-000039,0.004663465383312873
ACH-000040,0.174655725267359
ACH-000041,0.06744823872906916
ACH-000042,0.09251166675611901
ACH-000045,0.15271534490389038
ACH-000047,0.20919709100688294
ACH-000052,0.14481173581202053
ACH-000053,0.02029029303143796
ACH-000054,0.121162594572939
ACH-000055,0.17171422384975793
ACH-000060,0.17794776501969034
ACH-000067,-0.0595793801665632
ACH-000070,-0.024600948473358832
ACH-000075,-0.08626916784484355
ACH-000078,0.14081540111559213
ACH-000082,0.06888674525805415
ACH-000085,-0.04084178834810842
ACH-000086,0.10796320528149443
ACH-000087,0.06412581601793213
ACH-000092,0.11180327801785477
ACH-000095,0.20517553443724132
ACH-000097,0.1898543006496336
ACH-000098,0.11958212462018357
ACH-000099,0.07915763866136337
ACH-000108,0.1436735496489639
ACH-000113,-0.057909257843160325
ACH-000116,0.037707792490024636
ACH-000118,0.15623743502658366
ACH-000120,-0.07048749442946159
ACH-000123,0.14913663089926749
ACH-000127,0.011517587177358428
ACH-000128,0.05817628687989625
ACH-000132,0.2944298647417096
ACH-000133,0.11831985455588208
ACH-000137,0.029810235510697006
ACH-000138,0.09826189561684673
ACH-000142,0.12215670086460745
ACH-000143,0.011980906316668585
ACH-000146,0.12478433363615765
ACH-000148,-0.008830192437203153
ACH-000150,0.02698553001733697
ACH-000152,0.06215765561156076
ACH-000153,0.07903806777171997
ACH-000159,0.1269053310685586
ACH-000160,0.14207110212795573
ACH-000163,0.20097997323096808
ACH-000167,-0.0175697451711256
ACH-000168,0.1403806745710957
ACH-000169,0.16996343445609313
ACH-000178,0.12298216874809445
ACH-000183,0.2796229501007718
