,SETD8 (387893)
ACH-000004,-0.28929931124172337
ACH-000005,-0.36461750501709533
ACH-000007,-0.4159512868382811
ACH-000009,-0.21422612592663468
ACH-000011,-0.3774043755531856
ACH-000012,-0.3108967861979449
ACH-000013,-0.27123317453564383
ACH-000014,-0.18934369815108368
ACH-000015,-0.22302677077973265
ACH-000017,-0.3015233222481805
ACH-000018,-0.15589361226577975
ACH-000019,-0.2210319206757141
ACH-000021,-0.454980089898014
ACH-000022,-0.25134505372790905
ACH-000025,-0.4723323466521458
ACH-000028,-0.11502862089211136
ACH-000030,-0.19660668449946306
ACH-000035,-0.30248209015901945
ACH-000036,-0.37776397562477937
ACH-000037,-0.3873032722357767
ACH-000039,-0.2777252874848186
ACH-000040,-0.25606685337173496
ACH-000041,-0.19481137915879326
ACH-000042,-0.36705897857104175
ACH-000045,-0.3564684113342135
ACH-000047,-0.2724417426512818
ACH-000052,-0.4532547473747767
ACH-000053,-0.1936057479728664
ACH-000054,-0.274811897435254
ACH-000055,-0.5418013556222953
ACH-000060,-0.4141108631524599
ACH-000067,-0.3706368870959765
ACH-000070,-0.2834931263412616
ACH-000075,-0.3521238316725128
ACH-000078,-0.2841286997954038
ACH-000082,-0.34376609577258993
ACH-000085,-0.39369968022275853
ACH-000086,-0.4994875518172018
ACH-000087,-0.5717370572172535
ACH-000092,-0.4009809027861844
ACH-000095,-0.35520623636671245
ACH-000097,-0.3275782164701088
ACH-000098,-0.4842113798451191
ACH-000099,-0.3740153147369856
ACH-000108,-0.3895320629613776
ACH-000113,-0.44219392934544777
ACH-000116,-0.2946445986436599
ACH-000118,-0.3980377710216331
ACH-000120,-0.30600754218050963
ACH-000123,-0.2946484577613281
ACH-000127,-0.38533056425454604
ACH-000128,-0.4361777799646267
ACH-000132,-0.5931981263433558
ACH-000133,-0.4462554027008943
ACH-000137,-0.5346176895574223
ACH-000138,-0.3024113445857026
ACH-000142,-0.4138066886235255
ACH-000143,-0.5942495241304304
ACH-000146,-0.1688021571425276
ACH-000148,-0.2542907547577199
ACH-000150,-0.5997367882111793
ACH-000152,-0.3767055432187397
ACH-000153,-0.6397045803426675
ACH-000159,-0.31825285146963833
ACH-000160,-0.04531112211297995
ACH-000163,-0.4119950392008479
ACH-000167,0.3749777624840647
ACH-000168,-0.321931921675196
ACH-000169,-0.5126397506063045
ACH-000178,-0.3386252507043413
ACH-000183,-0.682238441223515
ACH-000188,-0.3726634158951346
ACH-000189,-0.3726231332555698
ACH-000190,0.014064174231923422
ACH-000198,-0.28100220655479924
ACH-000203,-0.0995713990738456
ACH-000204,-0.6034637257026954
ACH-000206,-0.08280276576198814
ACH-000207,-0.25831668279711245
ACH-000208,-0.2829122438850678
ACH-000210,-0.5278809003823222
ACH-000211,-0.2634605735104201
ACH-000215,-0.3928177009611296
ACH-000221,-0.2696055198219838
ACH-000222,-0.4990153397812917
ACH-000223,-0.4580451215597334
ACH-000226,-0.4591302519190822
ACH-000227,-0.6875579312384187
ACH-000228,-0.2315586151985519
ACH-000231,-0.18357243479745355
ACH-000232,-0.3039271209201111
ACH-000233,-0.25988125675498025
ACH-000234,-0.2722292292008054
ACH-000235,-0.2751663784631472
ACH-000237,-0.4300209596267359
ACH-000238,-0.3564547297679417
ACH-000242,-0.31066231609135936
ACH-000243,-0.3340408007664185
ACH-000244,-0.21884492463433924
ACH-000246,-0.3366734269325289
ACH-000248,-0.4934088972574247
ACH-000250,-0.17342197749916094
ACH-000251,-0.5919716866783896
ACH-000252,-0.2795738201607427
ACH-000253,-0.2885035617170074
ACH-000255,-0.4117789721812322
ACH-000256,-0.3084260058537966
ACH-000257,-0.4855107546698591
ACH-000258,-0.11906381125431285
ACH-000259,-0.4130295498086056
ACH-000260,-0.2025017275714501
ACH-000261,-0.34033610577691703
ACH-000262,-0.1682277206773624
ACH-000263,-0.4632941437741075
ACH-000264,-0.32711084351924324
ACH-000265,-0.490153455730577
ACH-000266,-0.4976596698549428
ACH-000272,-0.21039432608547487
ACH-000274,-0.17315166983414293
ACH-000277,-0.3261206267109777
ACH-000278,-0.4083160318438427
ACH-000279,-0.4211107584463213
ACH-000280,-0.1685311950370531
ACH-000281,-0.5257194665382352
ACH-000288,-0.3695099059818041
ACH-000291,-0.388568098562014
ACH-000293,-0.261227838001012
ACH-000294,-0.1219179045418822
ACH-000295,-0.34285051585859744
ACH-000296,-0.3580501331593604
ACH-000302,-0.3037581657060969
ACH-000304,-0.4136056180160973
ACH-000307,-0.3699145397638877
ACH-000308,-0.2741769594945477
ACH-000310,-0.12340791596380755
ACH-000311,-0.14359766804635346
ACH-000312,-0.461161535246489
ACH-000315,-0.3951089301778503
ACH-000316,-0.32592389121142384
ACH-000317,-0.4249754298689721
ACH-000318,-0.5610784847348552
ACH-000319,-0.4342740697952688
ACH-000320,-0.4627553096042974
ACH-000322,-0.4630925648700561
ACH-000323,-0.33099682838793004
ACH-000324,-0.1693214966536514
ACH-000329,-0.25396692701739304
ACH-000330,-0.3167903654014052
ACH-000331,-0.3453585901835543
ACH-000332,-0.2836641999543281
ACH-000334,-0.3505388710685733
ACH-000335,-0.2783367721535154
ACH-000336,-0.040584410867480485
ACH-000337,-0.5110444005579236
ACH-000338,-0.606407801740006
ACH-000339,-0.2081127360207456
ACH-000341,-0.2520714575986848
ACH-000348,-0.5186223464950019
ACH-000350,-0.21907593537036296
ACH-000352,-0.22095180589599844
ACH-000356,-0.03855186486187428
ACH-000361,-0.49681545714731107
ACH-000362,-0.32688838635669
ACH-000363,-0.3742897282300016
ACH-000364,-0.08055018500936527
ACH-000365,-0.4155421069663707
ACH-000366,-0.4328591763281761
ACH-000368,-0.4855869202817586
ACH-000374,-0.4661882414186274
ACH-000375,-0.2536676957357851
ACH-000376,-0.3057980218811848
ACH-000381,-0.40516660945650695
ACH-000383,-0.20861113191781794
ACH-000387,-0.3982103846905142
ACH-000389,-0.3292961514907006
ACH-000390,-0.3517940471788114
ACH-000393,-0.37062993574667896
ACH-000395,-0.4591096151487722
ACH-000396,-0.3155774993541205
ACH-000397,-0.3480995189111564
ACH-000401,-0.20134933834597066
ACH-000402,-0.4478144174042665
ACH-000403,-0.4261249865269208
ACH-000404,-0.3803764487284496
ACH-000406,-0.37454672893190294
ACH-000407,-0.2262407401375306
ACH-000408,-0.2000285745783258
ACH-000410,-0.2665058280283859
ACH-000411,-0.3907791070706148
ACH-000414,-0.4207118582683743
ACH-000415,-0.2987064851157654
ACH-000416,-0.3323021887608161
ACH-000420,-0.3429814485078143
ACH-000421,-0.3906241170044143
ACH-000424,-0.5026404385420229
ACH-000425,-0.26969935702896025
ACH-000426,-0.20757331348466576
ACH-000427,-0.4552478752046355
ACH-000433,-0.4078642120338231
ACH-000435,-0.5450277075246903
ACH-000436,-0.13237468222129756
ACH-000444,-0.3866649691470461
ACH-000445,-0.5383407065061411
ACH-000448,-0.4440482969788005
ACH-000450,-0.3710392919478177
ACH-000452,-0.33115133986572576
ACH-000454,-0.3838718943617592
ACH-000458,-0.21369257141174453
ACH-000459,-0.2820915688408707
ACH-000460,-0.2919877581174149
ACH-000461,-0.4138542028070023
ACH-000463,-0.4702322952069236
ACH-000464,-0.3385473232390207
ACH-000466,-0.3972346725383346
ACH-000467,-0.4504304485179815
ACH-000468,-0.23164329250105464
ACH-000469,-0.3012282285189243
ACH-000470,-0.6122925409611212
ACH-000471,-0.2350013328737107
ACH-000472,-0.3520411120750641
ACH-000473,-0.3586719874344117
ACH-000475,-0.3520310625665871
ACH-000476,-0.3643296665015819
ACH-000477,-0.2133413094938384
ACH-000479,-0.3171829603474293
ACH-000480,-0.34691666385334585
ACH-000481,-0.3897577235645612
ACH-000483,-0.17678795839757125
ACH-000484,-0.5764544421799616
ACH-000485,-0.2583966129453568
ACH-000486,-0.3674379331566068
ACH-000487,-0.32315225101658346
ACH-000488,-0.345360038295628
ACH-000490,-0.22603711114725894
ACH-000491,-0.3324241058255429
ACH-000495,-0.19717043728320274
ACH-000496,-0.28658005014498605
ACH-000499,-0.4383064815244273
ACH-000500,-0.5870611488431374
ACH-000502,-0.34064334709524
ACH-000503,-0.14844155529263064
ACH-000505,-0.291356961498795
ACH-000507,-0.5329130978237359
ACH-000510,-0.2365932977129347
ACH-000511,-0.31291091812570515
ACH-000512,-0.2755245258635455
ACH-000516,-0.4111297893536808
ACH-000517,-0.2515887951819056
ACH-000518,-0.4632472673604994
ACH-000520,-0.3685701347371227
ACH-000521,-0.3411811939495601
ACH-000522,-0.5644400579232477
ACH-000524,-0.3046748964706738
ACH-000527,-0.3869702164119139
ACH-000528,-0.20220856979548965
ACH-000537,-0.4740321556034324
ACH-000541,-0.228369564530472
ACH-000542,-0.4352740621913166
ACH-000544,-0.32562754256786897
ACH-000545,-0.1511267414869261
ACH-000547,-0.24739283510195856
ACH-000548,-0.29129912793294044
ACH-000549,-0.3511021741327589
ACH-000550,-0.204793205281273
ACH-000552,-0.3720550881308406
ACH-000556,-0.19072824758923207
ACH-000557,-0.23645799186358935
ACH-000569,-0.2298770114796201
ACH-000570,-0.4149369445747873
ACH-000571,-0.24187408849384026
ACH-000573,-0.20753046218437013
ACH-000576,-0.2783598057753716
ACH-000579,-0.5354446532658842
ACH-000580,-0.2003637639094709
ACH-000584,-0.3311099183397292
ACH-000585,-0.3877090271161212
ACH-000588,-0.2821385775591962
ACH-000589,-0.34212606688714503
ACH-000591,-0.525522978336821
ACH-000593,-0.33241122807599066
ACH-000600,-0.4163555635308116
ACH-000601,-0.4069359261458198
ACH-000605,-0.5295525047979697
ACH-000606,-0.3973205093767093
ACH-000608,-0.34739664314857754
ACH-000614,-0.33637368214861685
ACH-000616,-0.5107180653541125
ACH-000618,-0.3842624249001238
ACH-000619,-0.13418587896571826
ACH-000620,-0.2276828536214111
ACH-000621,-0.2506673327306018
ACH-000622,-0.21231876425801574
ACH-000623,-0.321076699900591
ACH-000624,-0.118205299905683
ACH-000627,-0.21905047397412175
ACH-000630,-0.3903736617735567
ACH-000631,-0.5739481453590098
ACH-000632,-0.3557495441956914
ACH-000633,-0.4644956555609559
ACH-000637,-0.3301621375155466
ACH-000638,-0.38696794131245055
