,E2F6 (1876)
ACH-000004,-0.8345097395072884
ACH-000005,-0.8835455426927555
ACH-000007,-0.3754444818339346
ACH-000009,-0.4555916498621598
ACH-000011,-0.3316120346736496
ACH-000012,-0.4550248336985477
ACH-000013,-0.29338949255602664
ACH-000014,-0.4799159993401034
ACH-000015,-0.43882481302668536
ACH-000017,-0.4798493784954774
ACH-000018,-0.449774600415017
ACH-000019,-0.4277098509664689
ACH-000021,-0.4113549540597304
ACH-000022,-0.6757540386332604
ACH-000025,-0.49392205068654405
ACH-000028,-0.3650259596066043
ACH-000030,-0.43485943609349
ACH-000035,-0.4213183290334277
ACH-000036,-0.4254834523271187
ACH-000037,-0.37167793465190335
ACH-000039,-0.3569224465230835
ACH-000040,-0.5239723027250527
ACH-000041,-0.4950339118492849
ACH-000042,-0.7869389537567453
ACH-000045,-0.6649392335078518
ACH-000047,-0.4060345337496349
ACH-000052,-0.406496011575241
ACH-000053,-0.2643036241654027
ACH-000054,-0.4614000366790099
ACH-000055,-0.6282322302513582
ACH-000060,-0.5197944944636997
ACH-000067,-0.4336345892910109
ACH-000070,-0.6249056063813117
ACH-000075,-0.33707427828431763
ACH-000078,-0.5689659570326889
ACH-000082,-0.243044810112136
ACH-000085,-0.3283305947520552
ACH-000086,-0.2177155838699852
ACH-000087,-0.4368773097108499
ACH-000092,-0.6442921034307011
ACH-000095,-0.5537855961963101
ACH-000097,-0.4711220954948035
ACH-000098,-0.5073841295875446
ACH-000099,-0.3826634740258849
ACH-000108,-0.4632151517245235
ACH-000113,-0.46603627811641707
ACH-000116,-0.4917506239681427
ACH-000118,-0.2343203597445265
ACH-000120,-0.5853632113877474
ACH-000123,-0.4851158440298162
ACH-000127,-0.3359682659831065
ACH-000128,-0.4344998066064739
ACH-000132,-0.2088808692806606
ACH-000133,-0.3735287167063517
ACH-000137,-0.3819047743107716
ACH-000138,-0.4839333748687675
ACH-000142,-0.2767031018304778
ACH-000143,-0.4958362921256286
ACH-000146,-0.4496188197380148
ACH-000148,-0.31938462632509723
ACH-000150,-0.7421551017577738
ACH-000152,-0.2994778693173828
ACH-000153,-0.7142148753364428
ACH-000159,-0.2242820869744266
ACH-000160,-0.14425837824401827
ACH-000163,-0.3895656006662305
ACH-000167,-0.1417029626336184
ACH-000168,-0.57039199710498
ACH-000169,-0.4710768737592798
ACH-000178,-0.5298576991442407
ACH-000183,-0.5431894148136064
ACH-000188,-0.3645188409205266
ACH-000189,-0.4959482867784562
ACH-000190,-0.2174926071560558
ACH-000198,-0.4559190828240178
ACH-000203,-0.7040214368112482
ACH-000204,-0.5794413357404946
ACH-000206,-0.3732735555958154
