,WDPCP (51057)
ACH-000004,-0.1262040749661273
ACH-000005,0.12725947574324067
ACH-000007,0.007010567286640342
ACH-000009,-0.07413079515646757
ACH-000011,0.10258115023892618
ACH-000012,-0.08925173629294962
ACH-000013,-0.08341741192001406
ACH-000014,0.1344399725530407
ACH-000015,-0.04562786123408465
ACH-000017,0.017759860935340526
ACH-000018,-0.12496455809830258
ACH-000019,0.04234298890939787
ACH-000021,-0.10900711012737002
ACH-000022,0.08398909491542073
ACH-000025,0.003967162894895855
ACH-000028,0.02924257790363117
ACH-000030,-0.1334272992319623
ACH-000035,-0.25301437061834103
ACH-000036,-0.13612274375639558
ACH-000037,0.05053043209791069
ACH-000039,-0.07299351794111936
ACH-000040,0.05614695878487663
ACH-000041,-0.07574623876394265
ACH-000042,-0.09167697860426899
ACH-000045,0.09442299370854627
ACH-000047,-0.11150002137651073
ACH-000052,-0.11121706313064196
ACH-000053,-0.013899278844386171
ACH-000054,0.07279020434328635
ACH-000055,0.12878614263355787
ACH-000060,0.012947713980573441
ACH-000067,-0.17200050024432284
ACH-000070,-0.10361117348033096
ACH-000075,0.020762985479233668
ACH-000078,-0.18580883859744776
ACH-000082,0.0011512694987224961
ACH-000085,-0.13364590498212894
ACH-000086,0.004422784338490851
ACH-000087,-0.09695307559204668
ACH-000092,-0.1982086820258482
ACH-000095,-0.05719750824705995
ACH-000097,0.016431300017898037
ACH-000098,-0.01685945076938456
ACH-000099,-0.17565882381653158
ACH-000108,-0.04708144170929413
ACH-000113,0.08262166270856452
ACH-000116,-0.011945792067959241
ACH-000118,-0.002458339444240573
ACH-000120,0.07624768664217807
ACH-000123,0.07448790359359934
ACH-000127,-0.0756990703395702
ACH-000128,-0.01584070719748201
ACH-000132,-0.04511221503839637
ACH-000133,-0.13863169800343916
ACH-000137,0.07460511092562509
ACH-000138,-0.06464794219383277
ACH-000142,-0.19855208289484505
ACH-000143,0.10375620643206007
ACH-000146,-0.017205003883759576
ACH-000148,0.17583137286794293
ACH-000150,0.052591292235337816
ACH-000152,-0.0357745447742763
ACH-000153,0.046156404720538315
ACH-000159,-0.08572644399914298
ACH-000160,0.0010014481483180708
ACH-000163,-0.04449451019360026
ACH-000167,-0.11468942668026967
ACH-000168,0.03835673258626828
ACH-000169,0.1098906168097803
ACH-000178,-0.06701040538712898
ACH-000183,0.003579240250939501
ACH-000188,-0.07834408295052729
ACH-000189,-0.1088561564675468
