,DYNLRB1 (83658)
ACH-000183,-1.3421764611082845
ACH-000188,-1.375294839436602
ACH-000189,-1.2343797486378103
ACH-000190,-1.3360501116634345
ACH-000198,-1.2723820594814992
ACH-000203,-1.532072135932261
ACH-000204,-1.082210364770298
ACH-000206,-1.0297312325261565
ACH-000207,-1.32492678106276
ACH-000208,-1.4367364480360505
ACH-000210,-1.33256939648448
ACH-000211,-1.4263860619743014
ACH-000215,-1.5618792937184742
ACH-000221,-1.457715914829072
ACH-000222,-1.2569203314376989
ACH-000223,-0.8813334336980697
ACH-000226,-1.1283408856822732
ACH-000227,-1.0071527468360664
ACH-000228,-1.4460626633429834
ACH-000231,-1.5379126446488607
ACH-000232,-1.4401344614140736
ACH-000233,-1.0249527835106285
ACH-000234,-1.4487294469237286
ACH-000235,-1.3532092234013662
ACH-000237,-1.5849056207296706
ACH-000238,-1.5938547210148375
ACH-000242,-1.891578040253885
ACH-000243,-1.4532246523341852
ACH-000244,-1.273445032774644
ACH-000246,-1.144666493635769
ACH-000248,-1.2421005428031389
ACH-000250,-1.3957975354918897
ACH-000251,-1.827007105385945
ACH-000252,-1.3485838748706018
ACH-000253,-1.1056868464302512
ACH-000255,-1.3075305974351443
ACH-000256,-1.27869023770837
ACH-000257,-1.2738305880287215
ACH-000258,-0.5797665463885919
ACH-000259,-1.3109314094714482
ACH-000260,-1.4071751703680668
ACH-000261,-1.47410120904367
ACH-000262,-1.6426320235653569
ACH-000263,-1.4922044988923329
ACH-000264,-1.6918447083973898
ACH-000265,-1.314763148622397
ACH-000266,-1.3575814465077285
ACH-000272,-1.283570447940248
ACH-000274,-1.4382470330528672
ACH-000277,-1.2645080006280578
ACH-000278,-1.3094385373945134
ACH-000279,-1.4381641747953715
ACH-000280,-1.6828600475059
ACH-000281,-1.4640701824750435
ACH-000288,-1.4540110758978064
ACH-000291,-1.4826605664160284
ACH-000293,-1.3154129630046056
ACH-000294,-1.0120732023254595
ACH-000295,-1.262711465237081
ACH-000296,-1.3010048593580408
ACH-000302,-1.1594052779763668
ACH-000304,-1.268470483150658
ACH-000307,-1.157423692906363
ACH-000308,-0.8054158031977642
ACH-000310,-1.1334561086193915
ACH-000311,-1.51360919751838
ACH-000312,-1.3834249669455592
ACH-000315,-0.9611317708028071
ACH-000316,-1.898212350123225
ACH-000317,-1.710848249024022
ACH-000318,-1.631071918930831
ACH-000319,-1.2983185974605909
ACH-000320,-1.4746189680773425
ACH-000322,-1.5501473872568057
ACH-000323,-1.264558637365272
ACH-000324,-1.4618482210820696
ACH-000329,-1.4156172933200013
ACH-000330,-1.6667637261284731
ACH-000331,-1.294462349608784
ACH-000332,-1.3324785991050838
ACH-000334,-0.8027646055509424
ACH-000335,-1.3354953910047602
ACH-000336,-1.275497823978595
ACH-000337,-1.4780173704967907
ACH-000338,-1.1850094540043792
ACH-000339,-1.419167884563496
ACH-000341,-1.3522017626479963
ACH-000348,-1.1494159385289096
ACH-000350,-1.2544390235604599
ACH-000352,-1.3211648814246837
ACH-000356,-1.300679112726087
ACH-000361,-1.2851133380298372
ACH-000362,-1.0811492165083672
ACH-000363,-1.1213316833156113
ACH-000364,-1.4778899230180111
ACH-000365,-1.2679094566628553
ACH-000366,-1.1946507369599682
ACH-000368,-1.3446394245798086
ACH-000374,-1.6088081956339224
ACH-000375,-1.294620283075515
ACH-000376,-1.2595461332551845
ACH-000381,-1.4749076301111452
ACH-000383,-1.3580199227231189
ACH-000387,-1.6784695467949855
ACH-000389,-1.2905788791762252
ACH-000390,-1.0402776761432069
ACH-000393,-1.3323331908610438
ACH-000395,-1.4864810671914426
ACH-000396,-1.6009259207920774
ACH-000397,-1.4432959786704782
ACH-000401,-1.191211022618114
ACH-000402,-1.20858084551181
ACH-000403,-1.1272440314080119
ACH-000404,-0.754271352349901
ACH-000406,-1.3341572574958696
ACH-000407,-1.3751767432682689
ACH-000408,-1.7270023495241928
ACH-000410,-1.2008806088114
ACH-000411,-1.3644826649399815
ACH-000414,-1.5817089365107844
ACH-000415,-1.7663694837715505
ACH-000416,-0.9685103430957088
ACH-000420,-1.408707865463917
ACH-000421,-1.351631619161341
ACH-000424,-1.207309304061015
ACH-000425,-1.1762393842282453
ACH-000426,-0.7751779799621421
ACH-000427,-1.6386307503925057
ACH-000433,-1.3376477418760997
ACH-000435,-1.316498379093891
ACH-000436,-1.1950084996681272
ACH-000444,-1.331344777095743
ACH-000445,-1.1592651769530091
ACH-000448,-1.329689896079512
ACH-000450,-1.0727855730760647
ACH-000452,-1.6094194220354947
ACH-000454,-1.4640372995730064
ACH-000458,-1.3733409523225215
ACH-000459,-0.8107931906741986
ACH-000460,-1.306287429825784
ACH-000461,-1.434694296097951
ACH-000463,-1.5393858424894868
ACH-000464,-1.5288226805708305
ACH-000466,-1.6460559769518042
ACH-000467,-1.21320728708318
ACH-000468,-1.1505625108561648
ACH-000469,-1.4538084749792513
ACH-000470,-1.4625743001433236
ACH-000471,-1.5422982095114008
ACH-000472,-1.3905269711215784
ACH-000473,-1.5945526356079858
ACH-000475,-1.5126397333076191
ACH-000476,-1.3255344189317777
ACH-000477,-1.3923414591921202
ACH-000479,-1.1207635868983865
ACH-000480,-1.1999567221916223
ACH-000481,-1.3897879058918656
ACH-000483,-1.532687763021386
ACH-000484,-1.1572900745934778
ACH-000485,-1.4042385258689127
ACH-000486,-1.2494534870884288
ACH-000487,-1.295695553216656
ACH-000488,-1.2516886804857443
ACH-000490,-1.575958944752782
ACH-000491,-1.0964460469647737
ACH-000495,-1.368032094930746
ACH-000496,-1.5361104151187577
ACH-000499,-1.1803521540942958
ACH-000500,-1.4347356097966002
ACH-000502,-1.4361036587453542
ACH-000503,-1.2997922608577113
ACH-000505,-1.400364586238527
ACH-000507,-1.1737456457084852
ACH-000510,-1.2613311073317306
ACH-000511,-1.2247820749337202
ACH-000512,-1.1450726503965667
ACH-000516,-1.5265461642349716
ACH-000517,-1.5027670865264415
ACH-000518,-1.6193869903007236
ACH-000520,-1.3288333433326065
ACH-000521,-1.0596368677724504
ACH-000522,-1.5679948624837183
ACH-000524,-1.0429553798204283
ACH-000527,-1.3012123733362455
ACH-000528,-1.4781014963572991
ACH-000537,-1.4384750362161722
ACH-000541,-0.8488995023086212
ACH-000542,-1.3285011085230616
ACH-000544,-1.1954257933442354
ACH-000545,-1.518383035628614
ACH-000547,-1.4190884611673344
ACH-000548,-1.2207245695313376
ACH-000549,-1.2755752814805956
ACH-000550,-1.5171054508386117
ACH-000552,-1.4577377724440383
ACH-000556,-1.1803653162258692
ACH-000557,-1.1970525680143551
ACH-000569,-1.1868951421179643
ACH-000570,-1.5076560392430505
ACH-000571,-1.2140628585761215
ACH-000573,-1.5265722651213518
ACH-000576,-1.1651234962729733
ACH-000579,-1.0710807149214043
ACH-000580,-1.4168565355768554
ACH-000584,-1.7207815412807133
ACH-000585,-1.759671165005596
ACH-000588,-0.968305996419732
ACH-000589,-1.5024648870430088
ACH-000591,-1.3625022513562832
ACH-000593,-1.311776909915019
ACH-000600,-0.9099788678180928
ACH-000601,-1.4166569727522735
ACH-000605,-1.5301210522836382
ACH-000606,-1.4210095303300903
ACH-000608,-1.0385410725373865
ACH-000614,-1.139565722534282
ACH-000616,-1.3914278292427034
ACH-000618,-1.222025621814261
ACH-000619,-1.4551772471209146
ACH-000620,-1.386380978021605
ACH-000621,-1.1799343751727032
ACH-000622,-1.6845102091418018
ACH-000623,-1.3883103666509262
ACH-000624,-1.3941112765304742
ACH-000627,-1.3505817543254095
ACH-000630,-1.3410426552315469
ACH-000631,-1.5616115742859016
ACH-000632,-1.3183137225882406
ACH-000633,-0.8712183667835643
ACH-000637,-1.3183184720490146
ACH-000638,-1.3692215347459136
ACH-000646,-0.9350664008886289
ACH-000647,-1.3132431458230065
ACH-000648,-1.4855428662264183
ACH-000649,-1.4212360520270693
ACH-000651,-1.4068696151261182
ACH-000652,-1.2792751073443402
ACH-000653,-0.983577170101783
ACH-000657,-1.4391671822230392
ACH-000658,-1.1313586833101952
ACH-000661,-1.3906021340420691
ACH-000662,-1.2205384503777288
ACH-000663,-1.1112787873130556
ACH-000665,-1.0777540749161416
ACH-000671,-1.0825742162523917
ACH-000672,-1.4231553475584182
ACH-000673,-1.3997458781815972
ACH-000676,-1.2371947606458789
ACH-000677,-1.1178278290064554
ACH-000681,-1.250885881460617
ACH-000683,-1.4722280352150594
ACH-000684,-1.3228574620878382
ACH-000688,-1.1641473717696238
ACH-000693,-1.3641186284245124
ACH-000694,-1.7035170392559496
ACH-000695,-1.0835852750967898
ACH-000696,-1.3611828112210942
ACH-000697,-1.158980014893729
ACH-000699,-1.1275235690161671
ACH-000701,-0.9714421131343649
ACH-000706,-1.5907517699345488
ACH-000711,-1.3818354441721579
ACH-000713,-1.4918570611941269
ACH-000714,-1.3975229606348831
ACH-000718,-1.5649970953874068
ACH-000720,-1.4562365310100085
ACH-000721,-1.3935967377220888
ACH-000724,-1.8245288196781184
ACH-000725,-1.6712313503985683
ACH-000732,-1.3613187405910667
ACH-000734,-1.4083386311615458
ACH-000735,-1.3235622278741879
ACH-000736,-1.3632779938819215
ACH-000738,-1.377815403904996
ACH-000746,-1.1825534289209303
ACH-000747,-1.3196498854778689
ACH-000748,-1.2376339236602725
ACH-000753,-1.343245123470408
ACH-000756,-1.562299697928495
ACH-000757,-0.8137369735829977
ACH-000758,-1.1782918364262085
ACH-000760,-0.4826348618184722
ACH-000762,-1.0317756164320786
ACH-000763,-0.8467897246211619
ACH-000764,-1.4516663375453769
ACH-000765,-1.2488134741881158
ACH-000766,-1.149434559166996
ACH-000767,-1.299848076876768
ACH-000768,-1.3859623517257271
ACH-000769,-1.3160542318940056
ACH-000770,-1.3874747159266716
ACH-000771,-1.2275347326607369
ACH-000773,-1.2055326627395375
ACH-000776,-1.3082948996261905
ACH-000777,-1.4535676685745635
ACH-000778,-1.7449932449177399
ACH-000781,-1.5956318587287586
ACH-000782,-1.1917930491804751
ACH-000783,-1.3453334012576468
ACH-000784,-1.4740602010501929
ACH-000785,-1.2454628461123642
ACH-000787,-1.2926177418510312
ACH-000788,-1.0116232885297014
ACH-000791,-1.1229715739889752
ACH-000792,-1.0417586342748355
ACH-000794,-1.3171277068301313
ACH-000796,-1.49401983610524
ACH-000798,-1.2873571219129851
ACH-000799,-1.302644350994153
ACH-000800,-1.6875740597528583
ACH-000802,-1.5203614261693263
ACH-000804,-1.3293186907038508
ACH-000805,-1.2831263836891011
ACH-000809,-1.3284311896525576
ACH-000810,-1.0297566670068838
ACH-000811,-1.4426034233420884
ACH-000817,-1.152933770963087
ACH-000819,-1.470043512590612
ACH-000820,-1.7057214883781866
ACH-000821,-0.8742800233758378
ACH-000822,-1.4114575585202735
ACH-000823,-1.5128745352663193
ACH-000824,-0.5544939400035012
ACH-000827,-1.2110055565967746
ACH-000829,-1.1936616100386823
ACH-000831,-0.7071815261568596
ACH-000832,-1.324863922110759
ACH-000833,-1.518733101210879
ACH-000834,-1.4645081882317956
ACH-000835,-1.3947829774266398
ACH-000836,-1.478286670268566
ACH-000837,-1.4376987718277978
ACH-000838,-1.0891979102490774
ACH-000839,-1.3821773277236595
ACH-000840,-1.3026929447450586
ACH-000841,-1.232147593344109
ACH-000843,-1.4656703746114512
ACH-000846,-1.3867150420426018
ACH-000847,-1.4575913264067932
ACH-000848,-1.4170882594385907
ACH-000849,-1.5681968100939399
ACH-000851,-1.4114418587314077
ACH-000855,-1.3553788161042477
ACH-000856,-1.1492327470124342
ACH-000858,-1.2597424777652906
ACH-000859,-1.5814994975590977
ACH-000861,-1.3689649854035224
ACH-000862,-1.2638574108273983
ACH-000865,-1.5431844733188211
ACH-000866,-1.3108017542474133
ACH-000867,-1.3424306209901136
ACH-000869,-1.87970893651452
ACH-000872,-1.423636103430996
ACH-000873,-1.2931487317905428
ACH-000876,-1.2565861612111744
ACH-000878,-1.4353877623187157
ACH-000880,-1.4396505638587898
ACH-000881,-1.3701000977374342
ACH-000882,-1.3515107549344894
ACH-000884,-1.2308479785282866
ACH-000885,-1.4666337312772169
ACH-000887,-1.2756602307449014
ACH-000889,-0.877453552575016
ACH-000896,-1.2785228800107062
ACH-000898,-0.7559485391677581
ACH-000900,-1.3838486623487285
ACH-000901,-1.3808778573158045
ACH-000905,-1.3185950902875134
ACH-000906,-1.4136238307224671
ACH-000907,-1.2026900322941332
ACH-000910,-1.60137906401353
ACH-000911,-1.1946652255296486
ACH-000912,-1.4730262626653703
ACH-000913,-1.2505281066395548
ACH-000915,-1.274223213314777
ACH-000916,-1.3677356053725702
ACH-000917,-1.6519514733820249
ACH-000920,-1.3473963248975094
ACH-000921,-1.2812506352100848
ACH-000924,-1.1912151336342518
ACH-000926,-1.1830004802224972
ACH-000928,-1.1066260306413158
ACH-000929,-1.5571794869093782
ACH-000932,-0.9808077023901132
ACH-000935,-1.2244899756023049
ACH-000936,-1.3502928817804525
ACH-000937,-1.5457852292053034
ACH-000938,-0.9677872483847904
ACH-000939,-1.2610200938924947
ACH-000941,-1.3601765173282598
ACH-000943,-1.1375115244552043
ACH-000946,-1.3181703504407316
ACH-000947,-1.2681347497158766
ACH-000948,-1.1477572502756437
ACH-000950,-1.3339658366323568
ACH-000953,-1.3336333791360837
ACH-000954,-1.253167937778633
ACH-000957,-1.5065422300083569
ACH-000958,-1.5853512806410333
ACH-000960,-1.409052025166826
ACH-000963,-1.2744218250989408
ACH-000968,-1.3299675494228311
ACH-000969,-1.2614435799649617
ACH-000972,-1.569906441175288
ACH-000973,-1.453015556721583
ACH-000974,-1.3222485888326247
ACH-000978,-1.3489263459092689
ACH-000984,-1.4583085024642393
ACH-000986,-1.4240605435101148
ACH-000988,-1.253970928567731
ACH-000993,-1.4102854610646125
ACH-000994,-1.22248067900908
ACH-000996,-1.3337438376441102
ACH-001001,-1.324148398770686
ACH-001020,-1.271205595060438
ACH-001028,-1.3477072887003758
ACH-001031,-1.2898276922616967
ACH-001038,-1.4127207575168326
ACH-001048,-1.4243813108660628
ACH-001050,-1.5322234218316686
ACH-001053,-1.2783788304432162
ACH-001054,-1.2443318107772021
ACH-001061,-0.965153367774698
ACH-001067,-1.489346692469986
ACH-001075,-1.24406828795185
ACH-001096,-1.685418480691352
ACH-001111,-1.0982037442823451
ACH-001119,-1.25734371495063
ACH-001128,-1.302457597937074
ACH-001134,-1.07396267199133
ACH-001151,-1.2674017384042526
ACH-001163,-1.1110873449087382
ACH-001164,-1.0772253406129195
ACH-001183,-1.4426653927646562
ACH-001192,-1.1850792438984814
ACH-001193,-1.3662183896678215
ACH-001196,-1.4254500592594257
ACH-001197,-1.3502012070894898
ACH-001205,-1.1732821904986732
ACH-001211,-1.4301263988275004
ACH-001212,-1.2650626664444695
ACH-001228,-1.2798829204305255
ACH-001232,-1.3225742263058329
ACH-001239,-1.360710495731806
ACH-001270,-1.4426146490289748
ACH-001274,-1.4828097575841281
ACH-001275,-1.2549233315945851
ACH-001277,-1.2162818006380984
ACH-001278,-1.2483523828075078
ACH-001280,-1.012285079091966
ACH-001283,-1.2972069915492397
ACH-001289,-1.3008094927859275
ACH-001300,-1.2134422068310966
ACH-001301,-1.2282030837458888
ACH-001302,-1.3165732210751746
ACH-001306,-0.9268231206865892
ACH-001318,-1.3602701028571205
ACH-001322,-1.3735294057205274
ACH-001328,-1.1833544743506454
ACH-001332,-1.4112925462768378
ACH-001336,-1.2574411453926329
ACH-001346,-1.4513128381465574
ACH-001353,-1.3694209545823102
ACH-001354,-1.1174997908414408
ACH-001367,-1.2112072834596328
ACH-001368,-1.0072909361128302
ACH-001374,-1.3999654082649746
ACH-001377,-1.2980110093119757
ACH-001380,-1.3467213675059486
ACH-001391,-1.6087796915410468
ACH-001408,-1.6443707347176928
ACH-001430,-1.3728798661043844
ACH-001431,-1.1421783298632264
ACH-001450,-1.2824237329101753
ACH-001496,-1.2055011976240664
ACH-001500,-1.448575262004728
ACH-001523,-1.5627855811400004
ACH-001532,-1.2698627212175233
ACH-001550,-1.9639288935017507
ACH-001552,-1.2732873453499942
ACH-001554,-1.325610671219949
ACH-001654,-1.3541140337601743
ACH-001735,-1.2311539754344518
ACH-001736,-1.2425545326314569
ACH-001737,-0.6281244072910459
ACH-001740,-1.5958501039995348
ACH-001745,-1.3810899471369704
ACH-001765,-1.3160010596156615
