,KLB (152831)
ACH-000004,-0.03155161927857734
ACH-000005,-0.014588400102619685
ACH-000007,0.2696194098846857
ACH-000009,0.07534105228657116
ACH-000011,0.12307357115022505
ACH-000012,0.10216263814564258
ACH-000013,0.06967041251051552
ACH-000014,0.1108445983901652
ACH-000015,0.0896292226951603
ACH-000017,0.011704482318789443
ACH-000018,0.0795931245530825
ACH-000019,0.039719041221024085
ACH-000021,0.058703483175049975
ACH-000022,0.15427845369932114
ACH-000025,0.2912951748426059
ACH-000028,0.09863495472085604
ACH-000030,0.11022395012184408
ACH-000035,0.1245339215318851
ACH-000036,-0.016943840904952184
ACH-000037,0.003127572020752537
ACH-000039,0.047305730166607315
ACH-000040,0.13111891793795682
ACH-000041,-0.026881514470002744
ACH-000042,0.04429200220446074
ACH-000045,0.0279435689625754
ACH-000047,0.2661750240248669
ACH-000052,-0.08736220317814153
ACH-000053,0.02628404166883705
ACH-000054,0.06780311299428554
ACH-000055,-0.1078798316980834
ACH-000060,0.05881075673123792
ACH-000067,0.1076796217353125
ACH-000070,0.25237417920490685
ACH-000075,-0.06563928323276
ACH-000078,0.013088771884649348
ACH-000082,0.058927658359773885
ACH-000085,-0.014213858276943828
ACH-000086,0.09216339824473127
ACH-000087,0.29019365479898923
ACH-000092,0.09014550187780716
ACH-000095,0.05442269792235873
ACH-000097,0.10304734294388176
ACH-000098,0.20175980217623535
ACH-000099,0.07960060645298357
ACH-000108,0.06623357721262996
ACH-000113,0.03606423151997176
ACH-000116,0.051519912993043517
ACH-000118,0.1098248588588659
ACH-000120,-0.017280855652483933
ACH-000123,-0.09474485768335657
ACH-000127,0.2307166100855886
ACH-000128,0.041447010132832
ACH-000132,-0.005576709676525845
ACH-000133,-0.08934793317053387
ACH-000137,0.1002190149414201
ACH-000138,0.10767243851689977
ACH-000142,-0.004739727724475474
ACH-000143,0.1622301219340459
ACH-000146,0.08600393981702187
ACH-000148,0.04193075854259437
ACH-000150,0.08484924379220757
ACH-000152,0.15132933574703952
ACH-000153,0.043421427332182364
ACH-000159,0.08487797664447504
ACH-000160,0.06788369421993762
ACH-000163,0.029173092558575583
ACH-000167,-0.30680337028201343
ACH-000168,-0.018955158032686426
ACH-000169,0.049819653481347134
ACH-000178,0.17057456598129211
ACH-000183,0.18638822369606173
ACH-000188,0.055668983445495625
ACH-000189,0.08920577399089995
ACH-000190,0.1315485280953228
ACH-000198,0.05268380001193304
ACH-000203,0.2386856607798367
ACH-000204,-0.05691029924407021
ACH-000206,-0.07711027637947207
ACH-000207,0.12580340388552194
ACH-000208,0.016146053366537932
ACH-000210,0.05628153453881221
ACH-000211,0.1240405597939909
ACH-000215,-0.04801027467236427
ACH-000221,0.18592517820055493
ACH-000222,0.044897264086754485
ACH-000223,0.06178784008892555
ACH-000226,0.11269076299965088
ACH-000227,-0.05787048486565907
ACH-000228,-0.03194734325085118
ACH-000231,0.02639997563551937
ACH-000232,0.16429761526385234
ACH-000233,0.1525097043459908
ACH-000234,0.13003828022180047
ACH-000235,0.14350188941215924
ACH-000237,0.07532799126643187
ACH-000238,0.03125862350460504
ACH-000242,0.035085982739980766
ACH-000243,0.027977907169752514
ACH-000244,-0.07050374067917088
ACH-000246,0.14125958621366946
ACH-000248,0.07835921678572466
ACH-000250,0.09397066767141812
ACH-000251,0.12263214791084084
ACH-000252,0.2957960909377871
ACH-000253,0.12825627193638642
ACH-000255,0.08203071155559308
ACH-000256,0.16519767210955255
ACH-000257,0.0481364484333764
ACH-000258,0.009505480270563455
ACH-000259,0.0765410774948617
ACH-000260,0.0585597644819553
ACH-000261,0.000122788641922499
ACH-000262,-0.08855022775454187
ACH-000263,-0.0073907839502097145
ACH-000264,0.012511116579579396
ACH-000265,0.1260000093878817
ACH-000266,0.09061524635141448
ACH-000272,-0.021388226862308592
ACH-000274,0.02050693463055768
ACH-000277,0.0450744608280026
ACH-000278,0.02868637226075464
ACH-000279,0.03473607906169817
ACH-000280,0.13522610604057328
ACH-000281,-0.013854838318994322
ACH-000288,0.14698820103478685
ACH-000291,0.1253703113642108
ACH-000293,0.07718893028468972
ACH-000294,0.046423639447410604
ACH-000295,0.0919101890946722
ACH-000296,0.009945383723555976
ACH-000302,0.05343321863212259
ACH-000304,0.16016433677513436
ACH-000307,0.10068237163406286
ACH-000308,0.09670494758178233
ACH-000310,0.02044483793667589
ACH-000311,0.2079865927844277
ACH-000312,0.04606273332493002
ACH-000315,0.2627666184777419
ACH-000316,-0.004853244309000961
ACH-000317,0.07789405172483742
ACH-000318,-0.08041429880669577
ACH-000319,0.02550860741394404
ACH-000320,0.01871599050633763
ACH-000322,-0.006873296736801949
ACH-000323,0.1298996036361947
ACH-000324,0.06984089832656556
ACH-000329,0.042327201610582184
ACH-000330,0.09733489280439317
ACH-000331,0.13567656044132548
ACH-000332,0.060540481101553516
ACH-000334,0.141273944550211
ACH-000335,0.03669297629389272
ACH-000336,0.09204803841967804
ACH-000337,0.1850510051015011
ACH-000338,0.005725691046098458
ACH-000339,0.08321510623083317
ACH-000341,0.06944780442094635
ACH-000348,0.048340099356940336
ACH-000350,0.09628871835885801
ACH-000352,0.16499212151248696
ACH-000356,0.04029322938733401
ACH-000361,0.007801608125516369
ACH-000362,0.07216192617771795
ACH-000363,0.03366136957967699
