,GLMN (11146)
ACH-000004,-0.3052450330759681
ACH-000005,-0.24610675967837015
ACH-000007,-0.446463319669952
ACH-000009,-0.5721532951002261
ACH-000011,-0.12719148894350615
ACH-000012,-0.3945824310951189
ACH-000013,-0.7514715169858811
ACH-000014,-0.4510032269548772
ACH-000015,-0.4402701639368943
ACH-000017,-0.2384834588370439
ACH-000018,-0.3854262462170979
ACH-000019,-0.3606552130855778
ACH-000021,-0.33470237968022704
ACH-000022,-0.3643863587051852
ACH-000025,-0.5417608194494951
ACH-000028,-0.8181942252567557
ACH-000030,-0.7498579509912601
ACH-000035,-0.4105094971974413
ACH-000036,-0.2813798945140729
ACH-000037,-0.2278545162447281
ACH-000039,-0.2698685558704689
ACH-000040,-0.3966926921443589
ACH-000041,-0.2163198267951522
ACH-000042,-0.7408193308874319
ACH-000045,-0.3892299713430172
ACH-000047,-0.3898245104341256
ACH-000052,-0.5372377366098718
ACH-000053,-0.11922565649482605
ACH-000054,-0.519656699539183
ACH-000055,-0.5251633045528968
ACH-000060,-0.4840829945096446
ACH-000067,-0.5781619383726003
ACH-000070,-0.4867435629238096
ACH-000075,-0.6332435602870886
ACH-000078,-0.19145829503385306
ACH-000082,-0.21606947136427934
ACH-000085,-0.15729952561152216
ACH-000086,-0.4269676565264793
ACH-000087,-0.2396514625454415
ACH-000092,-0.6541461027960179
ACH-000095,-0.19619235836047053
ACH-000097,-0.5937502958278511
ACH-000098,-0.19709084361710047
ACH-000099,-0.12755767090085698
ACH-000108,-0.11774751008861566
ACH-000113,-0.4725660597205573
ACH-000116,-0.7409499324946943
ACH-000118,-0.5507091352994158
ACH-000120,-0.13232504196035152
ACH-000123,-0.297232932461905
ACH-000127,-0.4127480842504323
ACH-000128,-0.4697060802087605
ACH-000132,-0.06343889878117365
ACH-000133,-0.43317160226920337
ACH-000137,-0.4498845812637465
ACH-000138,-0.4970890034607216
ACH-000142,-0.6037163944860784
ACH-000143,-0.4903540862041833
ACH-000146,-0.3998066788172826
ACH-000148,-0.4654833081949398
ACH-000150,-0.3153657556688945
ACH-000152,-0.39823205626613856
ACH-000153,-0.6978597958327347
ACH-000159,-0.2420700484882583
ACH-000160,-0.6451469144127209
ACH-000163,-0.3813373003741332
ACH-000167,-0.7567139809954512
ACH-000168,-0.569158062017047
ACH-000169,-0.4171263899158741
ACH-000178,-0.27371866891209445
ACH-000183,-0.4472052728989238
ACH-000188,-0.4269891880680464
ACH-000189,-0.503140064357503
ACH-000190,-0.4074980469960252
ACH-000198,-0.4686088414263792
ACH-000203,-0.12745324368885996
ACH-000204,-0.4480043963978264
ACH-000206,-0.30529841961558124
ACH-000207,-0.4662633325958022
ACH-000208,-0.6054448954273706
ACH-000210,-0.3313416594088656
ACH-000211,-0.4196144124378543
ACH-000215,-0.30997295593934304
ACH-000221,-0.32662438845850755
ACH-000222,-0.27100608743612764
ACH-000223,-0.4904605175011594
ACH-000226,-0.3373347960576157
ACH-000227,-0.3459237741924564
ACH-000228,-0.6669341866730838
ACH-000231,-0.4662176906637584
ACH-000232,-0.3388072478008418
ACH-000233,-0.3127976254451121
ACH-000234,-0.3807750095847139
ACH-000235,-0.35565674525163105
ACH-000237,-0.5004195743385346
ACH-000238,-0.4984711044038031
ACH-000242,-0.2375995338852311
ACH-000243,-0.5339647399009384
ACH-000244,-0.5185626076442376
ACH-000246,-0.38886712557625297
ACH-000248,-0.3138710671130514
ACH-000250,-0.24993518044128296
ACH-000251,-0.9689371391824548
ACH-000252,-0.42223275813400973
ACH-000253,-0.6291731795572673
ACH-000255,-0.6371611240557535
ACH-000256,-0.3501842823877199
ACH-000257,-0.27418763067728724
ACH-000258,-0.483927910939012
ACH-000259,-0.2640983184197549
ACH-000260,-0.6700463316392997
ACH-000261,-0.32499946008380315
ACH-000262,-0.4947919988183575
ACH-000263,-0.1873404712099664
ACH-000264,-0.3172782375315359
ACH-000265,-0.3652231293253902
ACH-000266,-0.2428984788875224
ACH-000272,-0.4997441644958596
ACH-000274,-0.3236789046958972
ACH-000277,-0.12807608053474706
ACH-000278,-0.4915429863609378
ACH-000279,-0.6159226302257584
ACH-000280,-0.428558469088408
ACH-000281,-0.2150012694010828
ACH-000288,-0.3899715686011376
ACH-000291,-0.31874836032708576
ACH-000293,-0.3405978922337688
ACH-000294,-0.4621840059583704
ACH-000295,-0.3830257925658492
ACH-000296,-0.3347585402397725
ACH-000302,-0.4449716755771405
ACH-000304,-0.6312715324183703
ACH-000307,-0.3779346163446797
ACH-000308,-0.5010170724604956
ACH-000310,-0.2685473346808641
ACH-000311,-0.4352068125688996
ACH-000312,-0.21222633878455507
ACH-000315,-0.4541613886364845
ACH-000316,-0.4522873623161152
ACH-000317,-0.5224531231451047
ACH-000318,-0.3347267620574416
ACH-000319,-0.4674710251164925
ACH-000320,-0.3495968776751742
ACH-000322,-0.5269120088959063
ACH-000323,-0.20351179499495006
ACH-000324,-0.3739261555054145
ACH-000329,-0.2197641972444488
ACH-000330,-0.4344022024326389
ACH-000331,-0.2979291099164894
ACH-000332,-0.7986221517033817
ACH-000334,-0.4138097356545013
ACH-000335,-0.7545552974276081
ACH-000336,-0.49645394013589206
ACH-000337,-0.457677815693764
ACH-000338,-0.14706544488078124
ACH-000339,-0.26478207103512225
ACH-000341,-0.3389469047357424
ACH-000348,-0.4592836680726578
ACH-000350,-0.4566763482069609
ACH-000352,-0.4528079289190559
ACH-000356,-0.6733926530142312
ACH-000361,-0.034475378060243964
ACH-000362,-0.37623352506236457
ACH-000363,-0.1793419022499499
ACH-000364,-0.6311147408132817
ACH-000365,-0.11501852634926188
ACH-000366,-0.31412637181823583
ACH-000368,-0.5421618196529892
ACH-000374,-0.17339414535637673
ACH-000375,-0.37527503605470014
ACH-000376,-0.4241381843851201
ACH-000381,-0.4381657814900508
ACH-000383,-0.3639622918592785
ACH-000387,-0.4918465316823876
ACH-000389,-0.4911567768001433
ACH-000390,-0.5793814643919041
ACH-000393,-0.39943886877598495
ACH-000395,-0.4277712563041485
ACH-000396,-0.4768885584398216
ACH-000397,-0.3003266115574702
ACH-000401,-0.4094707148638521
ACH-000402,-0.02838094471492015
ACH-000403,-0.21530120928059351
ACH-000404,-0.5138348363582345
ACH-000406,-0.21216304920381188
ACH-000407,-0.3984554403613757
ACH-000408,-0.6489829142214494
ACH-000410,-0.345950210389682
ACH-000411,-0.6728375884807082
ACH-000414,-0.3291806456515101
ACH-000415,-0.4743265603925583
ACH-000416,-0.26001105186474194
ACH-000420,-0.42583854218772826
ACH-000421,-0.4165465003439159
ACH-000424,-0.5950843582977068
ACH-000425,-0.5833939242797312
ACH-000426,-0.20162598707415466
ACH-000427,-0.2534249527820597
ACH-000433,-0.4574851304792133
ACH-000435,-0.60859453988789
ACH-000436,-0.3545570158591865
ACH-000444,-0.692270877695975
ACH-000445,-0.5910514504713459
ACH-000448,-0.3467399717662979
ACH-000450,-0.3436684441506852
ACH-000452,-0.5583497109191592
ACH-000454,-0.7575239388601294
ACH-000458,-0.6337700313506562
ACH-000459,-0.6311549495589059
ACH-000460,-0.4652963166628126
ACH-000461,-0.8760947087133742
ACH-000463,-0.6739004938550343
ACH-000464,-0.3233378891307038
ACH-000466,-0.6250931505056596
ACH-000467,-0.3957960115138496
ACH-000468,-0.4870116856309766
ACH-000469,-0.3176149551084909
ACH-000470,-0.5858111022864638
ACH-000471,-0.5416441199600492
ACH-000472,-0.24953716554782585
ACH-000473,-0.5985149081965977
ACH-000475,-0.5610679607655391
ACH-000476,-0.7081205544378956
ACH-000477,-0.5111576785478776
ACH-000479,-0.2829527393039265
ACH-000480,-0.4447794176953528
ACH-000481,-0.40518187493600655
ACH-000483,-0.5800296187002353
ACH-000484,-0.16144537183419358
ACH-000485,-0.6708809755689423
ACH-000486,-0.6253671073811415
ACH-000487,-0.08693133128955285
ACH-000488,-0.5120596081765105
ACH-000490,-0.5355712165644954
ACH-000491,-0.2121601215976288
ACH-000495,-0.4638187306058254
ACH-000496,-0.5729296991081633
ACH-000499,-0.5492454466847404
ACH-000500,-0.6763250198016112
ACH-000502,-0.5375763810676477
ACH-000503,-0.3061243659306475
ACH-000505,-0.5187741033114316
ACH-000507,-0.453965171932925
ACH-000510,-0.6908278591214859
ACH-000511,-0.5171565432323583
ACH-000512,-0.29578424270465536
ACH-000516,-0.2980977977749497
ACH-000517,-0.620499331138851
ACH-000518,-0.475604041695144
ACH-000520,-0.3881675536275276
ACH-000521,-0.5144868669236351
ACH-000522,-0.6110092177020777
ACH-000524,-0.26527916624487585
ACH-000527,-0.6043460865345588
ACH-000528,-0.8743669528703586
ACH-000537,-0.5229215143539095
ACH-000541,-0.438894408409046
ACH-000542,-0.5134651724007921
ACH-000544,-0.5774992902254664
ACH-000545,-0.6877586546437001
ACH-000547,-0.4513733895119562
ACH-000548,-0.3052210271038817
ACH-000549,-0.5702513654972328
ACH-000550,-0.3643822413766231
ACH-000552,-0.6370032001050359
ACH-000556,-0.2351140080259398
ACH-000557,-0.09797565561702293
ACH-000569,-0.06220945805652343
ACH-000570,-0.4723878024292869
ACH-000571,-0.4383861777643412
ACH-000573,-0.4194191254031471
ACH-000576,-0.616980686395421
ACH-000579,-0.397166904887007
ACH-000580,-0.4487443616850623
ACH-000584,-0.5290068452652181
ACH-000585,-0.3805080095081652
ACH-000588,-0.6318530499031079
ACH-000589,-0.3607076651402488
ACH-000591,-0.4898899654890223
ACH-000593,-0.5104070105534784
ACH-000600,-0.4803340976254498
ACH-000601,-0.6185473367915811
ACH-000605,-0.6530113915301032
ACH-000606,-0.7135567409354993
ACH-000608,-0.3231060778030329
ACH-000614,-0.40113865144285576
ACH-000616,-0.4498426741018101
ACH-000618,-0.4853527598765582
ACH-000619,-0.6349239989256572
ACH-000620,-0.2700410258152149
ACH-000621,-0.3211226488820178
ACH-000622,-0.3901946601871065
ACH-000623,-0.4836707002148127
ACH-000624,-0.7508494709675649
ACH-000627,-0.562758227062954
ACH-000630,-0.3934124633336931
ACH-000631,-0.6481509402364263
ACH-000632,-0.4273511498762124
ACH-000633,-0.2035209410048572
ACH-000637,-0.4288564757301853
ACH-000638,-0.5964134513504449
ACH-000646,-0.385401700626638
ACH-000647,-0.284966740165133
ACH-000648,-0.4707856736579454
ACH-000649,-0.4929583386131634
ACH-000651,-0.31583555432229377
ACH-000652,-0.4235021912953868
ACH-000653,-0.4177600156930842
ACH-000657,-0.26979834216603393
ACH-000658,-0.11338048373494213
ACH-000661,-0.39455467112040893
ACH-000662,-0.1812984765260332
ACH-000663,-0.18406418702343272
ACH-000665,-0.553886701411955
ACH-000671,-0.4380030903760668
ACH-000672,0.1033836133141994
ACH-000673,-0.3546346430937184
ACH-000676,-0.43701198182402295
ACH-000677,-0.2286360899112408
ACH-000681,-0.4696625021083357
ACH-000683,-0.8851631460888381
ACH-000684,-0.4208817854084924
ACH-000688,-0.4043471580938132
ACH-000693,-0.6283103053994024
ACH-000694,-0.6079297758994402
ACH-000695,-0.5063268594669837
ACH-000696,-0.3901456538982225
ACH-000697,-0.3198769382537976
ACH-000699,-0.4287347434479572
ACH-000701,-0.370699138785214
ACH-000706,-0.4455170530500765
ACH-000711,-0.5579904050072441
ACH-000713,-0.527055018017715
ACH-000714,-0.5712887342263051
ACH-000718,-0.5529352981847195
ACH-000720,-0.29013905615705404
ACH-000721,-0.4390609540684535
ACH-000724,-0.3332217602077673
ACH-000725,-0.3457356863859425
ACH-000732,-0.6655166087570843
ACH-000734,-0.5697707609456283
ACH-000735,-0.6032808450460452
ACH-000736,-0.5754170584813579
ACH-000738,-0.26229504442645635
ACH-000746,-0.3725449680069055
ACH-000747,-0.2777320294776625
ACH-000748,-0.6194949744519527
ACH-000753,-0.3145403986061729
ACH-000756,-0.5397456297390898
ACH-000757,-0.18196729962609706
ACH-000758,-0.3410502845460755
ACH-000760,-0.2915815634667512
ACH-000762,-0.5329967520503414
ACH-000763,-0.30953954135283
ACH-000764,-0.4594625903974114
ACH-000765,-0.9440563260161372
ACH-000766,-0.5456635295920553
ACH-000767,-0.217998441217664
ACH-000768,-0.3607200769154191
ACH-000769,-0.5622725726869343
ACH-000770,-0.11104877721990283
ACH-000771,-0.4259373209671759
ACH-000773,-0.24466073336657246
ACH-000776,-0.6658034637965923
ACH-000777,-0.6546967355397394
ACH-000778,-0.3410776808006629
ACH-000781,-0.6722219034863463
ACH-000782,-0.5066472823246477
ACH-000783,-0.3649025489663235
ACH-000784,-0.3266648480032217
ACH-000785,-0.16256791571608908
ACH-000787,-0.5947591974420492
ACH-000788,-0.7033238333997743
ACH-000791,-0.396949284376285
ACH-000792,-0.7650805313242257
ACH-000794,-0.5857134393838153
ACH-000796,-0.4249285077548353
ACH-000798,-0.4662982914417287
ACH-000799,-0.4047371850898372
ACH-000800,-0.491830120609153
ACH-000802,-0.5897079148347752
ACH-000804,-0.2921823124797681
ACH-000805,-0.3451013685462986
ACH-000809,-0.4369153089304893
ACH-000810,-0.4387388165588604
ACH-000811,-0.4404706225334648
ACH-000817,-0.6100776704581389
ACH-000819,-0.3534098818925378
ACH-000820,-0.3287458655120573
ACH-000821,-0.19513983466043874
ACH-000822,-0.29863259522745045
ACH-000823,-0.7316039992068442
ACH-000824,-0.4840450468429813
ACH-000827,-0.4312565458028971
ACH-000829,-0.1876757217031434
ACH-000831,-0.4407201797975456
ACH-000832,-0.6351708818783093
ACH-000833,-0.3950095696478417
ACH-000834,-0.4582568451508711
ACH-000835,-0.6456689297037994
ACH-000836,-0.5180209726089866
ACH-000837,-0.4946220575708045
ACH-000838,-0.15571161757957755
ACH-000839,-0.6686518717852596
ACH-000840,-0.13945558366447844
ACH-000841,-0.4994671004928493
ACH-000843,-0.6109139513764645
ACH-000846,-0.1976955846895006
ACH-000847,-0.4939625788457332
ACH-000848,-0.5144806041046642
ACH-000849,-0.3917866363316444
ACH-000851,-0.4848415980261779
ACH-000855,-0.4586389988510128
ACH-000856,-0.2814680526004204
ACH-000858,-0.5670415000159543
ACH-000859,-0.6336165282317198
ACH-000861,-0.4982914363565119
ACH-000862,-0.3393474098158578
ACH-000865,-0.7377496244452375
ACH-000866,-0.4976648939837141
ACH-000867,-0.2614711078977343
ACH-000869,-0.21052946425333807
ACH-000872,-0.8811371747570704
ACH-000873,-0.36590127560795793
ACH-000876,-0.18570744588202195
ACH-000878,-0.4162210793952882
ACH-000880,-0.5151558670322636
ACH-000881,-0.6310560983971174
ACH-000882,-0.7272526158498074
ACH-000884,-0.5697915023253571
ACH-000885,-0.07231464033155338
ACH-000887,-0.5650665719123613
ACH-000889,-0.4921576866340871
ACH-000896,-0.5243757402993859
ACH-000898,-0.06703177559983065
ACH-000900,-0.22279897338347
ACH-000901,-0.5271090065876642
ACH-000905,-0.553873833689286
ACH-000906,-0.4933529015960023
ACH-000907,-0.1076990187577934
ACH-000910,-0.4357021379968432
ACH-000911,-0.4694389417334685
ACH-000912,-0.37852854105415945
ACH-000913,-0.5148032629839837
ACH-000915,-0.3951079796301188
ACH-000916,-0.033489050169302516
ACH-000917,-0.8289453226717781
ACH-000920,-0.8819143466127878
ACH-000921,-0.4297742136354199
ACH-000924,-0.4633276653005873
ACH-000926,-0.3664338905983424
ACH-000928,-0.42087571543406105
ACH-000929,-0.5194827428375028
ACH-000932,-0.6035392018955711
ACH-000935,-0.5528054936792729
ACH-000936,-0.474515814526324
ACH-000937,-0.31869920508948746
ACH-000938,-0.3446767438337697
ACH-000939,-0.20785976638454015
ACH-000941,-0.3853613300042869
ACH-000943,-0.5759978327787655
ACH-000946,-0.3937965758796244
ACH-000947,-0.5684122270741674
ACH-000948,-0.4536107552306055
ACH-000950,-0.19974081298112414
ACH-000953,-0.3532572774359919
ACH-000954,-0.8255776378629924
ACH-000957,-0.5094286438103661
ACH-000958,-0.3594189142342679
ACH-000960,-0.22483258660097594
ACH-000963,-0.4864219374618524
ACH-000968,-0.19476656145172674
ACH-000969,-0.296324182694262
ACH-000972,-0.5266656187938489
ACH-000973,-0.3679653865521595
ACH-000974,-0.38283306689863006
ACH-000978,-0.6592529178683822
ACH-000984,-0.4563006100026429
ACH-000986,-0.4240558299342048
ACH-000988,-0.3803014249036662
ACH-000993,-0.29301915778252113
ACH-000994,-0.3301669068900208
ACH-000996,-0.5506471526819211
ACH-001001,-0.4611794304512558
ACH-001020,-0.5814321582807441
ACH-001028,-0.5216724790400001
ACH-001031,-0.24658845543843305
ACH-001038,-0.16203380590875685
ACH-001048,-0.3925790462520325
ACH-001050,-0.4680454287095068
ACH-001053,-0.470090112587052
ACH-001054,-0.6718907971810122
ACH-001061,-0.4865166900210235
ACH-001067,-0.2803232212445438
ACH-001075,-0.5799802025300312
ACH-001096,-0.4727431769709808
ACH-001111,-0.1719595790385545
ACH-001119,-0.5247308923024734
ACH-001128,-0.8117113425956586
ACH-001134,-0.5999640365829286
ACH-001151,-0.6158679204639662
ACH-001163,-0.2629404131993085
ACH-001164,-0.2920621750658353
ACH-001183,-0.4020906128834764
ACH-001192,-0.3726087617956513
ACH-001193,-0.4667072740386424
ACH-001196,-0.6135911636718053
ACH-001197,-0.4926063602416583
ACH-001205,-0.4198209000664981
ACH-001211,-0.4565210716363308
ACH-001212,-0.2707918326984889
ACH-001228,-0.47693005938679
ACH-001232,-0.4485901743116844
ACH-001239,-0.5931558257426681
ACH-001270,-0.7312627752823014
ACH-001274,-0.3365495811229064
ACH-001275,-0.4141079597885545
ACH-001277,-0.2938564247492395
ACH-001278,-0.313124704368553
ACH-001280,-0.4058546823687759
ACH-001283,-0.3644262536162051
ACH-001289,-0.2733240427685986
ACH-001300,-0.5741777975608822
ACH-001301,-0.23878281920985805
ACH-001302,-0.4039191069407344
ACH-001306,-0.5284644060410763
ACH-001318,-0.3555179032372707
ACH-001322,-0.6857050965647219
ACH-001328,-0.40890923819073294
ACH-001332,-0.7491572459607876
ACH-001336,-0.9715671359648372
ACH-001346,-0.6146153631601554
ACH-001353,-0.493051640602381
ACH-001354,-0.31086595110746823
ACH-001367,-0.5224031522494417
ACH-001368,-0.3151243026632225
ACH-001374,-0.5899170608869535
ACH-001377,-0.497462042778233
ACH-001380,-0.2940373211224305
ACH-001391,-0.2961005612458089
ACH-001408,-0.7719746115974561
ACH-001430,-0.4170709640676941
ACH-001431,-0.38390431631308336
ACH-001450,-0.2427051616998644
ACH-001496,-0.3405355695651081
ACH-001500,-0.3499858751165593
ACH-001523,-0.3793905826902584
ACH-001532,-0.4238364143415522
ACH-001550,-0.609523577492903
ACH-001552,-0.5643654705631406
ACH-001554,-0.5013315141146847
ACH-001654,-0.7106363555530827
ACH-001735,-0.2679025406493792
ACH-001736,-0.17130122147654375
ACH-001737,-0.3148994496473383
ACH-001740,-0.5807799287232851
ACH-001745,-0.6469946334596498
ACH-001765,-0.545646695689576
