,CCNA2 (890)
ACH-000004,-1.2057703966540074
ACH-000005,-1.5910660548139492
ACH-000007,-1.0460142057453057
ACH-000009,-1.0047071723884142
ACH-000011,-1.032871973109587
ACH-000012,-1.249444482260207
ACH-000013,-0.8139893118905988
ACH-000014,-0.8045766287715257
ACH-000015,-1.275649598615357
ACH-000017,-1.1084180297718176
ACH-000018,-0.940962159415418
ACH-000019,-0.9046203036118696
ACH-000021,-1.086316091808094
ACH-000022,-1.1248612506024838
ACH-000025,-0.9688481486082754
ACH-000028,-1.2311253565484117
ACH-000030,-1.0412910286010648
ACH-000035,-0.9151339621254776
ACH-000036,-1.2602842820879272
ACH-000037,-1.0813309426801945
ACH-000039,-1.0739589878181717
ACH-000040,-1.0041917909881497
ACH-000041,-1.1631554806540954
ACH-000042,-1.1994867304387735
ACH-000045,-0.988310591452148
ACH-000047,-1.20724731168094
ACH-000052,-1.260981502431
ACH-000053,-0.9050182671926486
ACH-000054,-1.1063068387471906
ACH-000055,-1.0327139527605451
ACH-000060,-1.1661731024465396
ACH-000067,-1.1408732673514452
ACH-000070,-0.8770968327212506
ACH-000075,-1.270965352205297
ACH-000078,-0.8982572790468567
ACH-000082,-1.1449745640128222
ACH-000085,-1.0087011812090867
ACH-000086,-0.9346046564264732
ACH-000087,-1.3115807699811766
ACH-000092,-1.2713902821852399
ACH-000095,-1.036353340536664
ACH-000097,-1.1867968564895943
ACH-000098,-0.9849840618051704
ACH-000099,-0.91519646984544
ACH-000108,-1.0336399150519096
ACH-000113,-1.0520875425233636
ACH-000116,-1.3305911575694414
ACH-000118,-0.9653672720361768
ACH-000120,-1.0885672509829956
ACH-000123,-1.117571898091599
ACH-000127,-1.120806836246239
ACH-000128,-1.2762706067639953
ACH-000132,-1.1909134677380528
ACH-000133,-1.2629817225523936
ACH-000137,-1.080745284417278
ACH-000138,-0.9411413690360284
ACH-000142,-0.7804170040713356
ACH-000143,-1.2393109464875958
ACH-000146,-1.1133064013821599
ACH-000148,-0.9984078908294216
ACH-000150,-1.0196320464635216
ACH-000152,-1.1883008422925383
ACH-000153,-1.3476209612837584
ACH-000159,-1.2160419213742872
ACH-000160,-1.2524056164688182
ACH-000163,-0.8968681106716312
ACH-000167,-1.7366518190725335
ACH-000168,-1.1089100412302273
