,CELA1 (1990)
ACH-000244,-0.3182677319519037
ACH-000246,-0.12721663661051671
ACH-000248,-0.24667899710761484
ACH-000250,-0.17144188082073675
ACH-000251,-0.10336433084537393
ACH-000252,-0.35867529288974936
ACH-000253,-0.058267270488034276
ACH-000255,-0.14578558293732025
ACH-000256,-0.2013739490489764
ACH-000257,-0.24086368034785305
ACH-000258,-0.1890590408481255
ACH-000259,-0.18080322328320605
ACH-000260,-0.3409952190150077
ACH-000261,-0.2408608524369141
ACH-000262,-0.08220406615901897
ACH-000263,-0.2310537651957996
ACH-000264,-0.23319373264022686
ACH-000265,-0.10280364441908504
ACH-000266,-0.13107796616390638
ACH-000272,-0.012221926897226008
ACH-000274,-0.18566638964339413
ACH-000277,-0.2437974151423266
ACH-000278,-0.2664741714465477
ACH-000279,-0.30900780266107786
ACH-000280,-0.11756680624357715
ACH-000281,-0.2736255672963946
ACH-000288,-0.2658448472068969
ACH-000291,-0.14088858965124024
ACH-000293,-0.2677470841363035
ACH-000294,-0.1937363426312445
ACH-000295,-0.2475184051253669
ACH-000296,-0.2724462444074361
ACH-000302,-0.21810837396499225
ACH-000304,-0.12588350916984986
ACH-000307,-0.0784162769221783
ACH-000308,-0.15486192645523653
ACH-000310,-0.20059836161723552
ACH-000311,-0.09867262340672976
ACH-000312,-0.24927975654885984
ACH-000315,0.014884407157002068
ACH-000316,-0.24576962073320374
ACH-000317,-0.03538525981831432
ACH-000318,-0.27595106736245045
ACH-000319,-0.2711272800377412
ACH-000320,-0.018921281444682997
ACH-000322,-0.16422734308877246
ACH-000323,0.0620217242309805
ACH-000324,-0.15171530776988235
ACH-000329,-0.2232593623389586
ACH-000330,-0.0941809718367214
ACH-000331,-0.12887031225145776
ACH-000332,-0.13011434881825554
ACH-000334,-0.28765143873548993
ACH-000335,-0.06139471168041235
ACH-000336,-0.06399834744291842
ACH-000337,-0.2268702107591039
ACH-000338,-0.011300111389939272
ACH-000339,-0.24224077260596685
ACH-000341,-0.2675093870924057
ACH-000348,-0.20829961330049093
ACH-000350,-0.13902145245513076
ACH-000352,-0.047175890242650335
ACH-000356,-0.3320754533340016
ACH-000361,-0.3482752866904653
ACH-000362,-0.2720737724390974
ACH-000363,-0.10059173106629507
ACH-000364,-0.14697304002250752
ACH-000365,-0.2437353909534817
ACH-000366,-0.2882120614592693
ACH-000368,-0.1900179907644608
ACH-000374,-0.19697920356010973
ACH-000375,-0.08391845918710876
ACH-000376,-0.11154189683530204
ACH-000381,-0.09454921158635148
ACH-000383,-0.11678296884041245
ACH-000387,-0.2712674957351183
ACH-000389,-0.2375242698333437
ACH-000390,-0.2381638501479981
ACH-000393,-0.0634795812806767
ACH-000395,-0.17589779135633418
ACH-000396,-0.14058227481579366
ACH-000397,-0.16198406478626876
ACH-000401,-0.1835021560527887
ACH-000402,-0.3081435551263086
ACH-000403,-0.174621510096048
ACH-000404,-0.14139476105752066
ACH-000406,-0.267165108824202
ACH-000407,-0.2922860585875524
ACH-000408,-0.4208541478401262
ACH-000410,-0.26477298283481865
ACH-000411,-0.0529226232488931
ACH-000414,-0.12104559347534692
ACH-000415,-0.12133597305327692
ACH-000416,-0.18004593043499767
ACH-000420,-0.23817754865286314
ACH-000421,-0.1941604695317928
ACH-000424,-0.1989741406242141
ACH-000425,-0.20384357423488092
ACH-000426,-0.30566088241170103
ACH-000427,-0.04002185488020292
ACH-000433,-0.20848741492892625
ACH-000435,-0.03429183593764097
ACH-000436,-0.12096670434709315
ACH-000444,-0.07810472295162085
ACH-000445,-0.29605811982384006
ACH-000448,-0.13513086028076401
ACH-000450,-0.11862930665205874
ACH-000452,-0.26672943253562625
ACH-000454,-0.24683701662140986
ACH-000458,-0.4480116549992947
ACH-000459,-0.1220283457057436
ACH-000460,-0.12438027719212198
ACH-000461,-0.2536229963859148
ACH-000463,-0.09018330273017464
ACH-000464,-0.2246350095908618
ACH-000466,-0.1431503236890302
ACH-000467,-0.16972005636510964
ACH-000468,-0.3630413358986744
ACH-000469,-0.2165140733871522
ACH-000470,-0.1746261214415107
ACH-000471,-0.0530793499699424
ACH-000472,-0.22305572331809384
ACH-000473,-0.1978663912845588
ACH-000475,-0.2383945152005505
ACH-000476,-0.2000740373246728
ACH-000477,-0.16831880140002586
ACH-000479,-0.4302421000077309
ACH-000480,-0.14661833162125626
ACH-000481,-0.2794310186377403
ACH-000483,-0.2244469923472571
ACH-000484,-0.124589933745844
ACH-000485,-0.05842734987107834
ACH-000486,-0.2056999765438014
ACH-000487,-0.154834698743237
ACH-000488,-0.2478330704110173
ACH-000490,-0.24150115096410044
ACH-000491,-0.08411914456067754
ACH-000495,-0.04902639025281358
ACH-000496,-0.2509143647009905
ACH-000499,-0.2623282913456669
ACH-000500,0.3248873534592652
ACH-000502,-0.14672238703400278
ACH-000503,-0.001483379325896541
ACH-000505,-0.16571176804586746
ACH-000507,-0.4033380707295652
ACH-000510,-0.1472363142434544
ACH-000511,-0.16788452963617695
ACH-000512,-0.2464225882563867
ACH-000516,-0.2228976370356224
ACH-000517,-0.2541239606158173
ACH-000518,-0.1615807472154545
ACH-000520,-0.19849135504631213
ACH-000521,-0.17417101781274255
ACH-000522,-0.12893763226576715
ACH-000524,-0.2492359447600787
ACH-000527,-0.1439743367555169
ACH-000528,-0.1391592252123441
ACH-000537,-0.1365192020098927
ACH-000541,-0.29253741130935484
ACH-000542,-0.12710603896917647
ACH-000544,-0.2707646046118985
ACH-000545,-0.09341050685447412
ACH-000547,-0.2866398910534155
ACH-000548,-0.2368467539781347
ACH-000549,-0.281657543216876
ACH-000550,-0.21399405968640653
ACH-000552,-0.09344586318101387
ACH-000556,-0.3813369096678888
ACH-000557,-0.13236023356141988
ACH-000569,-0.2577743360754899
ACH-000570,-0.21072426243095366
ACH-000571,-0.1282980999957136
ACH-000573,-0.12070382233530305
ACH-000576,-0.11632269372186373
ACH-000579,-0.21992852506017105
ACH-000580,0.07064701629894002
ACH-000584,-0.15536266135582075
ACH-000585,-0.21248738827906796
ACH-000588,-0.1395027224393088
ACH-000589,-0.2105559420061028
ACH-000591,-0.264949886524131
ACH-000593,-0.2490952462690809
ACH-000600,-0.284461976819729
ACH-000601,-0.1272123982675741
ACH-000605,-0.30157604986732817
ACH-000606,-0.25337024087290017
ACH-000608,-0.21191324507145445
ACH-000614,-0.4436555978472801
ACH-000616,-0.2170460126195344
ACH-000618,-0.22437734451593208
ACH-000619,-0.09721555775606933
ACH-000620,-0.15783245856205974
ACH-000621,-0.18001254881683895
ACH-000622,-0.2354616253976411
ACH-000623,-0.1127094529891478
ACH-000624,-0.2354703503244739
ACH-000627,-0.23985665253458202
ACH-000630,-0.1113125571595014
ACH-000631,-0.29890330626937434
ACH-000632,-0.18858316291599225
ACH-000633,-0.11690233684651985
ACH-000637,-0.044706280147811465
ACH-000638,-0.2285878893229146
ACH-000646,-0.2809661809340653
ACH-000647,-0.1454418683905016
ACH-000648,0.0732594028786527
ACH-000649,-0.1900773038557474
ACH-000651,-0.18102333783800706
ACH-000652,-0.2305570417689727
ACH-000653,-0.08548888662886818
ACH-000657,-0.06189230207480197
ACH-000658,-0.21601921921939826
ACH-000661,-0.07561950110184175
ACH-000662,0.03248073119145565
ACH-000663,-0.11801892978119567
ACH-000665,-0.22647512954054375
ACH-000671,-0.19879774663320576
ACH-000672,0.08537252487330198
ACH-000673,-0.18716501542741196
ACH-000676,-0.20938964171690785
ACH-000677,-0.2129685096118339
ACH-000681,-0.220737753069486
ACH-000683,-0.17764550695292686
ACH-000684,-0.04260710616171174
ACH-000688,-0.31109280308466103
ACH-000693,-0.2380263215216773
ACH-000694,-0.2896815623425271
ACH-000695,0.031226145402670682
ACH-000696,-0.16433515974112364
ACH-000697,-0.35526639067169896
ACH-000699,-0.13653491274826882
ACH-000701,-0.20834055933339973
ACH-000706,-0.06967853367915461
ACH-000711,-0.194828863138435
ACH-000713,-0.2724918074887067
ACH-000714,-0.2275374868269112
ACH-000718,-0.16957486269787564
ACH-000720,-0.20838011169364296
ACH-000721,-0.204301749516814
ACH-000724,-0.21119950087359127
ACH-000725,-0.3353714957155471
ACH-000732,-0.22435666134373886
ACH-000734,-0.10069509454130976
ACH-000735,-0.16705349463449912
ACH-000736,-0.3183348891176013
ACH-000738,-0.1371156991614082
ACH-000746,-0.2992749378868123
ACH-000747,-0.1321501102819202
ACH-000748,-0.19387196706271845
ACH-000753,-0.187718566825768
ACH-000756,-0.13970117187415804
ACH-000757,-0.2546692439209057
ACH-000758,-0.3445009170776908
ACH-000760,-0.24676345373894246
ACH-000762,-0.11238425878723833
ACH-000763,-0.187438280814251
ACH-000764,-0.5672050718393623
ACH-000765,-0.28820414778697434
ACH-000766,-0.1750555532795846
ACH-000767,-0.2202386031728219
ACH-000768,-0.22167725566549154
ACH-000769,-0.1117147540410809
ACH-000770,-0.194340216374178
ACH-000771,-0.0563337934738468
ACH-000773,-0.31172899068569626
ACH-000776,-0.15998385740793758
ACH-000777,-0.10385381417018244
ACH-000778,-0.054921088249276884
ACH-000781,-0.05173250648378293
ACH-000782,-0.18091338929950693
ACH-000783,-0.247382904135243
ACH-000784,-0.2292756146752091
ACH-000785,-0.18315778944670694
ACH-000787,-0.12989301740404607
ACH-000788,-0.2723662475328571
ACH-000791,-0.0988427233861871
ACH-000792,-0.2276848740337496
ACH-000794,-0.09982223613650763
ACH-000796,-0.06283349575272959
ACH-000798,-0.21610330104407044
ACH-000799,-0.10298381116977934
ACH-000800,-0.2615535449019476
ACH-000802,-0.2862717115932007
ACH-000804,-0.269323691947342
ACH-000805,-0.06055404810090675
ACH-000809,-0.18144497939992865
ACH-000810,-0.2072634103386011
ACH-000811,-0.1664339198556936
ACH-000817,-0.1701456967511295
ACH-000819,-0.23267616245442585
ACH-000820,-0.4350802746040637
ACH-000821,-0.35417692161087483
ACH-000822,-0.2787245733650746
ACH-000823,-0.3294153798065165
ACH-000824,-0.14932134119202384
ACH-000827,-0.1383207533112377
ACH-000829,-0.06479393629552767
ACH-000831,-0.36404485131191744
ACH-000832,-0.2658756617507013
ACH-000833,-0.2536797829354225
ACH-000834,-0.12516262196982986
ACH-000835,-0.09514872494272902
ACH-000836,-0.17906895154364635
ACH-000837,-0.2055986287531856
ACH-000838,-0.16657689229432698
ACH-000839,-0.2912828085272756
ACH-000840,-0.2274815502055771
ACH-000841,-0.4551562907261652
ACH-000843,-0.02256276595117643
ACH-000846,-0.13669510375401833
ACH-000847,-0.22433199470569626
ACH-000848,-0.08676174764945291
ACH-000849,-0.20482929027153265
ACH-000851,-0.34635719574312324
ACH-000855,-0.18870561513586084
ACH-000856,-0.08556408863898105
ACH-000858,-0.20661241348222045
ACH-000859,-0.3767809917150347
ACH-000861,-0.33328323604225424
ACH-000862,-0.2404820746826335
ACH-000865,-0.2507044265169648
ACH-000866,-0.1011079984641663
ACH-000867,-0.20437714964496947
ACH-000869,-0.1855205008668356
ACH-000872,0.01870070545278601
ACH-000873,-0.1993477431817381
ACH-000876,-0.17494631521865645
ACH-000878,-0.24774353656129666
ACH-000880,-0.2452361964292185
ACH-000881,-0.04240283765309953
ACH-000882,-0.07763544982226475
ACH-000884,-0.19122667705313692
ACH-000885,-0.03980106484514608
ACH-000887,-0.14171997052177202
ACH-000889,-0.284904871668688
ACH-000896,-0.2727738432758373
ACH-000898,-0.1211860410894528
ACH-000900,-0.3384995874479703
ACH-000901,-0.2789665996582936
ACH-000905,-0.16579031294252106
ACH-000906,-0.3016592991368245
ACH-000907,-0.3847188350650641
ACH-000910,-0.2298832780603267
ACH-000911,-0.31422740657337794
ACH-000912,-0.2380567936443668
ACH-000913,-0.1544493055762943
ACH-000915,-0.2259092550804432
ACH-000916,-0.39531998117206296
ACH-000917,-0.1672701130739583
ACH-000920,-0.10591599925292172
ACH-000921,-0.10346511030841504
ACH-000924,-0.06597974986566038
ACH-000926,-0.04280573852199508
ACH-000928,-0.09346732841973243
ACH-000929,-0.10022206838428577
ACH-000932,-0.0703892898081366
ACH-000935,-0.08423139965045426
ACH-000936,-0.1960746740792552
ACH-000937,-0.2205215624850349
ACH-000938,-0.3838616340271661
ACH-000939,-0.23014240593911456
ACH-000941,-0.19468123825280909
ACH-000943,-0.2376667620684281
ACH-000946,-0.14883437504937105
ACH-000947,-0.09979057676936964
ACH-000948,-0.1553443810228296
ACH-000950,-0.15981201766001912
ACH-000953,-0.24633376255478745
ACH-000954,-0.4713785046911756
ACH-000957,0.08479698104000367
ACH-000958,-0.33590159391915186
ACH-000960,-0.33989284335523345
ACH-000963,-0.13942691175249194
ACH-000968,-0.18452917848322575
ACH-000969,-0.0345395905924828
ACH-000972,-0.2713748769923715
ACH-000973,-0.27191550246613466
ACH-000974,-0.21323138072617867
ACH-000978,-0.2827985550816565
ACH-000984,-0.2363342339784931
ACH-000986,-0.1565289593286698
ACH-000988,-0.13488935691056975
ACH-000993,0.05258786675535961
ACH-000994,-0.3324364418851834
ACH-000996,0.0062655042071821645
ACH-001001,-0.18108769549171916
ACH-001020,-0.2416102053756705
ACH-001028,-0.1689372409313693
ACH-001031,-0.2357029109439164
ACH-001038,-0.21010323332747344
ACH-001048,-0.2021356222316376
ACH-001050,-0.20933714415717397
ACH-001053,-0.3351443452175313
ACH-001054,-0.17156881508232402
ACH-001061,-0.2470426820507789
ACH-001067,-0.0010402521534729414
ACH-001075,-0.2436806165505424
ACH-001096,-0.10689949659741813
ACH-001111,-0.3259410070652894
ACH-001119,-0.3049520534923013
ACH-001128,-0.33898913410313003
ACH-001134,-0.24354520926378256
ACH-001151,-0.2885868504664023
ACH-001163,-0.2391085265017484
ACH-001164,-0.18876643827105505
ACH-001183,-0.13892287272516374
ACH-001192,-0.23887049208675204
ACH-001193,-0.42346880932604797
ACH-001196,-0.10095843684230696
ACH-001197,-0.31468747463302593
ACH-001205,-0.1287257068898384
ACH-001211,-0.07765894100214604
ACH-001212,-0.09172207971595844
ACH-001228,-0.2904634110192492
ACH-001232,-0.23383811688236056
ACH-001239,-0.08915267170995247
ACH-001270,-0.2980065442120611
ACH-001274,-0.2295109837987781
ACH-001275,-0.22859861298899226
ACH-001277,-0.15699070636322893
ACH-001278,-0.149490865882351
ACH-001280,-0.0886867288779426
ACH-001283,-0.3823373013435514
ACH-001289,-0.1407196197051007
ACH-001300,-0.25109523634475484
ACH-001301,-0.056206274342978105
ACH-001302,-0.03543391368747503
ACH-001306,0.0019964927044243018
ACH-001318,-0.2985891173042232
ACH-001322,-0.2471169488687617
ACH-001328,-0.3519879235659472
ACH-001332,0.07514135055479433
ACH-001336,-0.24360447757055026
ACH-001346,-0.2857929136918068
ACH-001353,-0.17277584986664296
ACH-001354,-0.11795991717766953
ACH-001367,-0.3151571223738763
ACH-001368,-0.2399066926719153
ACH-001374,-0.20414505727070775
ACH-001377,-0.23660030406154076
ACH-001380,-0.0470061567839385
ACH-001391,-0.147367620775778
ACH-001408,-0.15753015655066466
ACH-001430,-0.3691800473631916
ACH-001431,-0.07765881443234081
ACH-001450,-0.2436360564678411
ACH-001496,-0.12271094705140186
ACH-001500,-0.29656019898780983
ACH-001523,-0.3610034534041429
ACH-001532,-0.08255971268026008
ACH-001550,-0.2788342857788301
ACH-001552,-0.029243700805907432
ACH-001554,-0.10230871322698193
ACH-001654,-0.10129472085049196
ACH-001735,-0.1733059970959045
ACH-001736,-0.3764724807645784
ACH-001737,-0.1564132203906922
ACH-001740,-0.24724650940859666
ACH-001745,-0.13237761562291234
ACH-001765,-0.1376740892044299
