,HEY2 (23493)
ACH-000004,-0.35433301192585626
ACH-000005,-0.3866273354624802
ACH-000007,-0.19801372845097773
ACH-000009,0.06812649246242336
ACH-000011,-0.11322946560570593
ACH-000012,-0.017332200540742068
ACH-000013,-0.0017370282663168243
ACH-000014,-0.09831324131700177
ACH-000015,0.15190269919076493
ACH-000017,-0.09537870310003077
ACH-000018,-0.09790351754504466
ACH-000019,0.019874304088556
ACH-000021,-0.2676794411013089
ACH-000022,-0.04687865507399077
ACH-000025,-0.020147915218712682
ACH-000028,-0.05102585858273126
ACH-000030,-0.0405965375570162
ACH-000035,-0.20949702585436572
ACH-000036,-0.16968876018066525
ACH-000037,0.07938527291074512
ACH-000039,-0.02276651580947686
ACH-000040,-0.1367050187612352
ACH-000041,-0.08268718852234598
ACH-000042,-0.14031106779112062
ACH-000045,-0.1185237496220265
ACH-000047,-0.0640643042565549
ACH-000052,-0.060068453755262284
ACH-000053,-0.0025533043398806104
ACH-000054,-0.17024103965915932
ACH-000055,-0.2653142929333885
ACH-000060,-0.07010537447578623
ACH-000067,-0.09964822354860096
ACH-000070,-0.13153279107851312
ACH-000075,-0.011200783617076536
ACH-000078,-0.08344814071953492
ACH-000082,-0.12795511897582776
ACH-000085,-0.09127249186485624
ACH-000086,-0.07619237833973637
ACH-000087,0.031022882896947105
ACH-000092,-0.15226790360434803
ACH-000095,-0.13367285002870988
ACH-000097,-0.08571996605834534
ACH-000098,0.01817282831310768
ACH-000099,-0.1365145724750609
ACH-000108,-0.13372235023720855
ACH-000113,-0.0003994880745183112
ACH-000116,0.002206135047640749
ACH-000118,-0.17151033834981247
ACH-000120,-0.10968816650444133
ACH-000123,-0.08776636951207052
ACH-000127,-0.04012029741025526
ACH-000128,-0.08127027408024781
ACH-000132,-0.2890943680920762
ACH-000133,0.06343316553799402
ACH-000137,0.056539838606301726
ACH-000138,-0.09433303596148213
ACH-000142,-0.2068279776790232
ACH-000143,-0.13078976848814175
ACH-000146,0.030417814051303737
ACH-000148,-0.051531401802734966
ACH-000150,0.05155193975008448
ACH-000152,-0.18296419073613335
ACH-000153,0.1487909131333365
ACH-000159,-0.08017976083390188
ACH-000160,0.2434470986697982
ACH-000163,0.13103209289809706
ACH-000167,0.5793706342297784
ACH-000168,-0.02344250895847
ACH-000169,0.10305099340600296
ACH-000178,-0.06587397687504605
ACH-000183,0.08766393341317899
ACH-000188,-0.002721939425158552
ACH-000189,0.22090592741748985
ACH-000190,0.18134801436981346
ACH-000198,-0.12737313690290206
ACH-000203,-0.2648520217939327
ACH-000204,-0.16876537919196516
ACH-000206,0.041349338226556766
ACH-000207,-0.04863668467804587
ACH-000208,-0.11761152090757153
ACH-000210,-0.16806107055563632
ACH-000211,-0.1451000489633929
ACH-000215,-0.03786273027749647
ACH-000221,0.00025683468418206815
ACH-000222,-0.1573510536096582
ACH-000223,-0.16120078657009454
ACH-000226,-0.16937390605361735
ACH-000227,0.11388165958687675
ACH-000228,-0.11518154318506475
ACH-000231,-0.08927692276731182
ACH-000232,-0.09429143190814314
ACH-000233,-0.03680980389334227
ACH-000234,-0.1024815360186262
ACH-000235,-0.04718999092206582
ACH-000237,-0.10630740490281776
ACH-000238,0.006631152682564539
ACH-000242,-0.2562550848114339
ACH-000243,-0.07641922037119624
ACH-000244,0.05231818555376487
ACH-000246,-0.10051310540452804
ACH-000248,0.21344289799894148
ACH-000250,-0.09739261005440718
ACH-000251,0.34533879170016746
ACH-000252,-0.0911571454486801
ACH-000253,-0.08327903547302723
ACH-000255,-0.05530599726100262
ACH-000256,-0.1169810058242992
ACH-000257,-0.0239963740976075
ACH-000258,-0.2245080577027652
ACH-000259,-0.07428458699935334
ACH-000260,-0.10996514797914553
ACH-000261,-0.08156606709458739
ACH-000262,-0.14171083723280362
ACH-000263,0.1147772034229664
ACH-000264,-0.0924678442914635
ACH-000265,-0.123464180951228
ACH-000266,-0.0750739422933521
ACH-000272,-0.050953946213163764
ACH-000274,-0.07067376286809643
ACH-000277,0.2007512177526377
ACH-000278,-0.07498468840793135
ACH-000279,-0.2431343959001717
ACH-000280,-0.02335062414362921
ACH-000281,-0.2688337227400896
ACH-000288,-0.03812863989657822
ACH-000291,0.06875116314527586
ACH-000293,0.00018623285307339812
ACH-000294,-0.07329372012050729
ACH-000295,-0.2893765526228588
ACH-000296,-0.08342443700923803
ACH-000302,-0.03651819156606434
ACH-000304,0.03014348306295685
ACH-000307,-0.030483763466217388
ACH-000308,-0.12768703466804518
ACH-000310,-0.029469206976340742
ACH-000311,-0.06658630903981784
ACH-000312,-0.10732126369236446
ACH-000315,-0.3340974642040093
ACH-000316,-0.09633753628055901
ACH-000317,-0.06042386609805265
ACH-000318,-0.03049045809969387
ACH-000319,-0.02624605996529681
ACH-000320,-0.09781457211690796
ACH-000322,-0.21569230392740427
ACH-000323,-0.2218017779790556
ACH-000324,-0.08639158127407656
ACH-000329,-0.10399868096212607
ACH-000330,-0.0043025798775280025
ACH-000331,-0.11086429405313462
ACH-000332,-0.031847526229717496
ACH-000334,-0.02906453608054867
ACH-000335,-0.3473020383458272
ACH-000336,0.14591243341871896
ACH-000337,-0.05691210281997945
ACH-000338,-0.06911719723257591
ACH-000339,-0.08694064292181553
ACH-000341,0.055622818573438065
ACH-000348,-0.016799990532136697
ACH-000350,-0.03979173597003527
ACH-000352,-0.1953132344847961
ACH-000356,-0.10120335080750596
ACH-000361,-0.1266644565196254
ACH-000362,-0.13959624791546246
ACH-000363,-0.10530981841138903
ACH-000364,-0.23667234355216896
ACH-000365,-0.0619766775893431
ACH-000366,-0.146425278141509
ACH-000368,-0.1618526283826198
ACH-000374,-0.16442136992059692
ACH-000375,-0.028872990144505832
ACH-000376,-0.1748198400070437
ACH-000381,-0.02641797743508439
ACH-000383,0.015864685696433328
ACH-000387,-0.14757871626352478
ACH-000389,-0.08402612830596333
ACH-000390,-0.024996338304932884
ACH-000393,-0.16856122224982886
ACH-000395,-0.09521883918883528
