,IFITM3 (10410)
ACH-000004,-0.8591298986183192
ACH-000005,-1.0192800994554323
ACH-000007,-0.8549028205556242
ACH-000009,-0.9385832747934956
ACH-000011,-0.6489625994849112
ACH-000012,-0.7067830896899063
ACH-000013,-0.5703003700313755
ACH-000014,-0.9580232557488692
ACH-000015,-0.7642154279662029
ACH-000017,-0.8230647407282936
ACH-000018,-0.8403743566000528
ACH-000019,-0.6466461303348631
ACH-000021,-0.9052237787414278
ACH-000022,-0.7846419252982689
ACH-000025,-0.7966524994636442
ACH-000028,-0.6853718264164828
ACH-000030,-0.7729057247328648
ACH-000035,-0.750166976243445
ACH-000036,-1.0283151417530478
ACH-000037,-0.8079713259266419
ACH-000039,-0.8783540901989425
ACH-000040,-0.7505103988113301
ACH-000041,-0.8249840566892548
ACH-000042,-0.7935188457367374
ACH-000045,-0.7318384171728766
ACH-000047,-0.6928274679616526
ACH-000052,-0.9543133690197104
ACH-000053,-0.8090091582653536
ACH-000054,-0.6963519515943399
ACH-000055,-0.8732798715926859
ACH-000060,-0.73769879133905
ACH-000067,-1.0570222536610467
ACH-000070,-0.7145326665088584
ACH-000075,-0.7364783692758634
ACH-000078,-0.7774099245181169
ACH-000082,-0.6863973302899922
ACH-000085,-0.5880058853410447
ACH-000086,-0.5863098474158616
ACH-000087,-0.8555619396819821
ACH-000092,-0.6602905757258717
ACH-000095,-0.8641340401343627
ACH-000097,-0.7870207843189931
ACH-000098,-0.7443684421853227
ACH-000099,-0.8265484574196914
ACH-000108,-0.7669064764563668
ACH-000113,-0.7541411825432952
ACH-000116,-0.7022852411992104
ACH-000118,-0.7201864153216068
ACH-000120,-0.8896450702358832
ACH-000123,-0.8886669016197843
ACH-000127,-0.6954336518868043
ACH-000128,-0.7794097711209592
ACH-000132,-0.7206593100512053
ACH-000133,-0.6593373525056502
ACH-000137,-0.7821398505421792
ACH-000138,-0.7024380963182627
ACH-000142,-0.9623429708171092
ACH-000143,-0.6251349803468729
ACH-000146,-0.8449331397706228
ACH-000148,-0.7205549736356754
ACH-000150,-0.7885177313331708
ACH-000152,-0.9405387159429798
ACH-000153,-0.7381611716425623
ACH-000159,-0.7210096512484533
ACH-000160,-0.8755989311893086
ACH-000163,-0.4532057537453769
ACH-000167,-0.8050636669184277
ACH-000168,-0.8176338813777142
ACH-000169,-0.8338861903096776
ACH-000178,-0.5895705791349921
ACH-000183,-1.0505626716236092
ACH-000188,-0.7684626701376543
ACH-000189,-0.6977432660086261
ACH-000190,-0.5381129730593964
ACH-000198,-0.6591530186241757
ACH-000203,-1.2557568858354018
ACH-000204,-0.6802959708271468
ACH-000206,-0.8224076320786551
ACH-000207,-0.7438447271210601
ACH-000208,-0.5064439138774366
ACH-000210,-0.9486632881510668
ACH-000211,-0.6535518767561006
ACH-000215,-0.7781764506443831
ACH-000221,-0.5426158008596158
ACH-000222,-0.8839413837297457
ACH-000223,-0.930302057577826
ACH-000226,-0.7196906279148699
ACH-000227,-0.8949689465406447
ACH-000228,-0.7763320547795179
ACH-000231,-0.7192544394526545
ACH-000232,-0.7800587359518567
ACH-000233,-0.6415555001082196
ACH-000234,-0.7346831157117943
ACH-000235,-0.7039508193260828
ACH-000237,-0.5827350939574364
ACH-000238,-0.8217069859869096
ACH-000242,-0.7019472755402129
ACH-000243,-0.5847752744417434
ACH-000244,-0.7872862438875666
ACH-000246,-0.7173351990723451
ACH-000248,-0.763531305897679
ACH-000250,-0.7588755279247534
ACH-000251,-0.5655186515814778
ACH-000252,-0.8440436357594381
ACH-000253,-0.8470878266730674
ACH-000255,-0.6557766142817766
ACH-000256,-0.8996717313211483
ACH-000257,-1.0096350299672447
