,EXOC3 (11336)
ACH-000004,-0.3380912761168142
ACH-000005,-0.2310549041616697
ACH-000007,-0.5582635522489957
ACH-000009,-0.7098630944633726
ACH-000011,-0.6774127530554607
ACH-000012,-0.4280742911913152
ACH-000013,-0.4960845808161534
ACH-000014,-0.4668417936212162
ACH-000015,-0.4475972852846991
ACH-000017,-0.7809517856600884
ACH-000018,-0.5333230560733386
ACH-000019,-0.4640610357251599
ACH-000021,-0.5894613868845254
ACH-000022,-0.5952381499953137
ACH-000025,-0.5990448253254783
ACH-000028,-0.33193665688395324
ACH-000030,-0.18170314005905944
ACH-000035,-0.6039333993653708
ACH-000036,-0.5268953976242025
ACH-000037,-0.7509691849895427
ACH-000039,-0.5090041952782509
ACH-000040,-0.5773540665813427
ACH-000041,-0.5610474794832832
ACH-000042,-0.8709464600732463
ACH-000045,-0.37388438783036604
ACH-000047,-0.536277789371275
ACH-000052,-0.7161221200969801
ACH-000053,-0.5359498048864408
ACH-000054,-0.6180913494745326
ACH-000055,-0.4969236740489553
ACH-000060,-0.6476303905935439
ACH-000067,-0.595620875288861
ACH-000070,-0.7601765818775905
ACH-000075,-0.4851191756994236
ACH-000078,-0.5422149342902379
ACH-000082,-0.5585073278869191
ACH-000085,-0.2955965858782377
ACH-000086,-0.6107928570540798
ACH-000087,-0.4650266550379673
ACH-000092,-0.7920556968266178
ACH-000095,-0.522638419731452
ACH-000097,-0.7099655365162612
ACH-000098,-0.3617717700577696
ACH-000099,-0.6722243592087354
ACH-000108,-0.7111545030672645
ACH-000113,-0.487553274467799
ACH-000116,-0.5660471644109608
ACH-000118,-0.6618432685776438
ACH-000120,-0.5691251190319614
ACH-000123,-0.5298571902646526
ACH-000127,-0.4941787388422576
ACH-000128,-0.47218843543353
ACH-000132,-0.5821210130083403
ACH-000133,-0.6806221189080077
ACH-000137,-0.4050473338062874
ACH-000138,-0.4886472652492381
ACH-000142,-0.2919553292710389
ACH-000143,-0.5114606505224382
ACH-000146,-0.4185019776416803
ACH-000148,-0.6582243948005608
ACH-000150,-0.8008292093779493
ACH-000152,-0.5231124228910613
ACH-000153,-0.3658789469539296
ACH-000159,-0.3335038841409156
ACH-000160,-0.739490676005042
ACH-000163,-0.5373025380218208
ACH-000167,-0.5527440934261179
ACH-000168,-0.6507766441356094
ACH-000169,-0.6663067030620297
ACH-000178,-0.5361383502286059
ACH-000183,-0.5506245173749833
ACH-000188,-0.3892645046394705
ACH-000189,-0.5226604698292262
ACH-000190,-0.5608954597111669
ACH-000198,-0.4458780845915911
ACH-000203,-0.40002340494368255
ACH-000204,-0.5302816718311064
ACH-000206,-0.5092341148135825
ACH-000207,-0.5829673464905177
ACH-000208,-0.7131666153621541
ACH-000210,-0.6128689024112156
ACH-000211,-0.5294061668156996
ACH-000215,-0.4110219692276286
ACH-000221,-0.6407564832793957
ACH-000222,-0.4964714692833864
ACH-000223,-0.37464901700432496
ACH-000226,-0.2634018047379401
ACH-000227,-0.5522985789519544
ACH-000228,-0.5783085944663217
ACH-000231,-0.6544866417806524
ACH-000232,-0.7121308390335509
ACH-000233,-0.3009752282993605
ACH-000234,-0.6615757588420441
ACH-000235,-0.7826224694655624
ACH-000237,-0.5276903326854543
ACH-000238,-0.35955115176452496
ACH-000242,-0.6555030241638606
ACH-000243,-0.5854873618580002
ACH-000244,-0.6651879280116605
ACH-000246,-0.7370899222127019
ACH-000248,-0.5871131401153233
ACH-000250,-0.5395326441782422
ACH-000251,-0.4532467668853506
ACH-000252,-0.6943067542871656
ACH-000253,-0.6372300914979477
ACH-000255,-0.5555367878412976
ACH-000256,-0.4497634049940689
ACH-000257,-0.8444856176418182
ACH-000258,-0.5580148412552204
ACH-000259,-0.6888613868740237
ACH-000260,-0.5717278489303459
ACH-000261,-0.6240558584366918
ACH-000262,-0.5649281735201112
ACH-000263,-0.31560190290488843
ACH-000264,-0.5662390459729069
ACH-000265,-0.3967868407466266
ACH-000266,-0.7705228827244255
ACH-000272,-0.5755648399846859
ACH-000274,-0.35334450546931817
ACH-000277,-0.4376357863638394
ACH-000278,-0.5428800122890597
ACH-000279,-0.3706625178247816
ACH-000280,-0.7270276256362604
ACH-000281,-0.6122921735165181
ACH-000288,-0.5875059271479899
ACH-000291,-0.7481201351907991
ACH-000293,-0.6184042469808232
ACH-000294,-0.6379136833514114
ACH-000295,-0.6065289883376721
ACH-000296,-0.5568067964874739
ACH-000302,-0.35343212772682936
ACH-000304,-0.5682221036061109
ACH-000307,-0.5958655772894113
ACH-000308,-0.4202183186155798
ACH-000310,-0.6291153016461303
ACH-000311,-0.6143390410691825
ACH-000312,-0.7706565158068684
ACH-000315,-0.6928078067790711
ACH-000316,-0.5862638524952574
ACH-000317,-0.6698136824063775
ACH-000318,-0.4143198104653675
ACH-000319,-0.5498697631346471
ACH-000320,-0.7428936748685061
ACH-000322,-0.3276659481967767
ACH-000323,-0.5071986492380771
ACH-000324,-0.6254669442146527
ACH-000329,-0.6097356471327503
ACH-000330,-0.6311892591047354
ACH-000331,-0.6697566236224215
ACH-000332,-0.5865314430871377
ACH-000334,-0.4414059308892433
ACH-000335,-0.5884594596116876
ACH-000336,-0.4645538391810037
ACH-000337,-0.4176161905469567
ACH-000338,-0.9038602909054848
ACH-000339,-0.6576095690870204
ACH-000341,-0.6507759658751943
ACH-000348,-0.5506414468370301
ACH-000350,-0.2711973876261216
ACH-000352,-0.547784953875617
ACH-000356,-0.4756805263637308
ACH-000361,-0.5467208013524083
ACH-000362,-0.6293337855239328
ACH-000363,-0.489401963002095
ACH-000364,-0.5725581080120486
ACH-000365,-0.5818866803937526
ACH-000366,-0.5594131097955519
ACH-000368,-0.65183545668053
ACH-000374,-0.29190158393781224
ACH-000375,-0.7093474576512128
ACH-000376,-0.4815656931535461
ACH-000381,-0.7284088329142173
ACH-000383,-0.6217989291859402
ACH-000387,-0.6222211711077619
ACH-000389,-0.6070858290213583
ACH-000390,-0.5486962586339592
ACH-000393,-0.5617509735482867
ACH-000395,-0.914587870292294
ACH-000396,-0.5553021384180242
ACH-000397,-0.7044807808224283
ACH-000401,-0.6399438394824664
ACH-000402,-0.4706004922373271
ACH-000403,-0.5691964522157192
ACH-000404,-0.3003023001458739
ACH-000406,-0.5767087884937006
ACH-000407,-0.3221703154247965
ACH-000408,-0.4306259707516269
ACH-000410,-0.6547637430643845
ACH-000411,-0.5896385655328192
ACH-000414,-0.4669924520217977
ACH-000415,-0.5861529295484555
ACH-000416,-0.7949935950387779
ACH-000420,-0.6207357836488658
ACH-000421,-0.7331524635146338
ACH-000424,-0.4574631251611176
ACH-000425,-0.4416762764101809
ACH-000426,-0.6996281870872825
ACH-000427,-0.6398858865766262
ACH-000433,-0.5370743270942117
ACH-000435,-0.6629171584593906
ACH-000436,-0.4444223265250663
ACH-000444,-0.6277537299165293
ACH-000445,-0.6093111049340212
ACH-000448,-0.4905318527511691
ACH-000450,-0.27132367336275004
ACH-000452,-0.6279069056228649
ACH-000454,-0.4388489182463557
ACH-000458,-0.6226168710837549
ACH-000459,-0.3713511316071398
ACH-000460,-0.5586350316500608
ACH-000461,-0.8027831369997025
ACH-000463,-0.4537186401406426
ACH-000464,-0.38993285660088384
ACH-000466,-0.6255218511698337
ACH-000467,-0.7708374520650967
ACH-000468,-0.41806417985896255
ACH-000469,-0.5573143224792313
ACH-000470,-0.5426080432099919
ACH-000471,-0.5113776161071929
ACH-000472,-0.5362623834626825
ACH-000473,-0.649820333566036
ACH-000475,-0.5007154607167262
ACH-000476,-0.6077289622063721
ACH-000477,-0.540271629775075
ACH-000479,-0.7474307610656973
ACH-000480,-0.7167126851661294
ACH-000481,-0.4778034426743254
ACH-000483,-0.5936347574908544
ACH-000484,-0.6268125648096626
ACH-000485,-0.6646926903319816
ACH-000486,-0.5935730660564821
ACH-000487,-0.6245597340440667
ACH-000488,-0.4509363741379207
ACH-000490,-0.4553625220728215
ACH-000491,-0.3367617627069713
ACH-000495,-0.5772273983925843
ACH-000496,-0.4539367588366381
ACH-000499,-0.3844972493540621
