,SDR9C7 (121214)
ACH-000004,0.03891175515703407
ACH-000005,0.1436712783165677
ACH-000007,0.022962134119226457
ACH-000009,-0.08794726227104523
ACH-000011,0.04118182358074367
ACH-000012,-0.011298410031466059
ACH-000013,0.08427287931492206
ACH-000014,-0.12288591348918518
ACH-000015,-0.060756394530603414
ACH-000017,0.070985250980082
ACH-000018,-0.17998249564771784
ACH-000019,0.0967391267994834
ACH-000021,0.026522820359925117
ACH-000022,-0.036618611002308635
ACH-000025,-0.0918179850319061
ACH-000028,0.07120428298348865
ACH-000030,-0.05480271902460382
ACH-000035,-0.13081674226769002
ACH-000036,0.0759245403892798
ACH-000037,0.045424083666214386
ACH-000039,-0.16894361841107458
ACH-000040,-0.07625645361836443
ACH-000041,-0.06935753912760095
ACH-000042,0.031221525566156483
ACH-000045,-0.015462244780508968
ACH-000047,-0.014467746981427797
ACH-000052,0.02978370140420141
ACH-000053,-0.07561144484629352
ACH-000054,0.05637826503325971
ACH-000055,-0.01734286440969412
ACH-000060,0.04265716061632078
ACH-000067,-0.016477221878531068
ACH-000070,-0.014083360821762547
ACH-000075,-0.1251247705675778
ACH-000078,-0.1400426447675278
ACH-000082,-0.1028679520726068
ACH-000085,-0.12458716320867735
ACH-000086,-0.1307406310679883
ACH-000087,-0.03460598177393598
ACH-000092,-0.035077248956462206
ACH-000095,0.009406934034118113
ACH-000097,0.004409900030453733
ACH-000098,0.01873910568051754
ACH-000099,0.06337371396413148
ACH-000108,0.051054323242459766
ACH-000113,-0.052559537508506234
ACH-000116,0.04479103571325066
ACH-000118,-0.02916924290630551
ACH-000120,0.06110898483552001
ACH-000123,-0.13240592555637098
ACH-000127,-0.08888203519182744
ACH-000128,0.025385639718127087
ACH-000132,0.16415138060457038
ACH-000133,-0.043522423692317055
ACH-000137,-0.09691745724589014
ACH-000138,-0.13934171687516453
ACH-000142,-0.03442900611002292
ACH-000143,-0.031243097595464644
ACH-000146,-0.04424519227663078
ACH-000148,-0.02919430638968165
ACH-000150,-0.10984256358759883
ACH-000152,-0.047829283028946484
ACH-000153,-0.2234922810913595
ACH-000159,-0.006077610923792475
ACH-000160,0.03544807947368798
ACH-000163,0.02174254657561548
ACH-000167,-0.27101117941313785
ACH-000168,0.015947747111707426
ACH-000169,0.0812201478811224
ACH-000178,0.035564191363674266
ACH-000183,-0.04496963204615366
ACH-000188,-0.07311318663449386
ACH-000189,-0.012342153948066049
ACH-000190,0.11685259134731815
ACH-000198,0.028530554710509012
ACH-000203,0.22285788294022152
ACH-000204,0.29201405720594303
ACH-000206,-0.10063262231272102
ACH-000207,0.05438052046553842
ACH-000208,-0.048122009638843034
ACH-000210,0.14231654960813053
ACH-000211,-0.09374607187154543
ACH-000215,-0.08711576750975558
ACH-000221,0.03579952360114272
ACH-000222,0.11632870178235585
ACH-000223,-0.06780106632694792
ACH-000226,-0.06441351950342851
ACH-000227,-0.03609776744790109
ACH-000228,0.01293677336192975
ACH-000231,-0.06496768589781123
ACH-000232,-0.08156120100821579
ACH-000233,-0.05443802291154547
ACH-000234,-0.04787886038921499
ACH-000235,0.006253243224723726
ACH-000237,0.05461706032463285
ACH-000238,0.06635941470757335
ACH-000242,-0.26986676220457645
ACH-000243,-0.017508924633239727
ACH-000244,0.008005046473282791
ACH-000246,0.011547110221830156
ACH-000248,-0.1343606638326056
ACH-000250,0.045901253178709536
ACH-000251,0.13471586243172975
ACH-000252,0.04565324776979168
ACH-000253,-0.03111228859198487
ACH-000255,0.15792606716738575
ACH-000256,0.06873264827554633
ACH-000257,0.23671619492547735
ACH-000258,-0.07852065546205066
ACH-000259,0.030402324227909762
ACH-000260,-0.04601387005228863
ACH-000261,-0.003472414424951957
ACH-000262,-0.16504049999197196
ACH-000263,-0.06753128262133798
ACH-000264,-0.09252827368704973
ACH-000265,0.013547214022409477
ACH-000266,-0.006789832498850304
ACH-000272,0.11676407493520327
ACH-000274,-0.041224425145000666
ACH-000277,0.11152636010155902
ACH-000278,-0.16438173623603605
ACH-000279,-0.152004391607165
ACH-000280,0.04897900238296194
ACH-000281,0.01674003380518031
ACH-000288,-0.15021344308909398
ACH-000291,0.19119012831333135
ACH-000293,0.00482599752106205
ACH-000294,-0.16747362058601886
ACH-000295,0.1079926772817521
ACH-000296,-0.07874321939091468
ACH-000302,0.00014344414534348112
ACH-000304,-0.02060099423814529
ACH-000307,0.02465865822288693
ACH-000308,-0.0072118989073755
ACH-000310,-0.016920926840245546
ACH-000311,-0.015461179220511804
ACH-000312,-0.008036278783121421
ACH-000315,-0.05827400962123335
ACH-000316,0.13839995795297258
ACH-000317,-0.041729236519332094
ACH-000318,-0.285903744495433
ACH-000319,-0.2241805589593121
ACH-000320,0.03638878978616953
ACH-000322,0.0941570013896558
ACH-000323,0.06994146321773811
ACH-000324,0.032693448804466334
ACH-000329,-0.07944117563322306
ACH-000330,-0.05527790263676352
ACH-000331,0.012418463195751177
ACH-000332,0.09066595309426437
ACH-000334,-0.03631722913446976
ACH-000335,-0.19033503939219745
ACH-000336,-0.027747120985480503
ACH-000337,-0.16669715631928206
ACH-000338,-0.3120564145465943
ACH-000339,-0.038363417050390015
ACH-000341,-0.02657477051587164
ACH-000348,-0.17033938145991473
ACH-000350,0.054533594549826335
ACH-000352,0.06525489838371949
ACH-000356,0.025520156096238283
ACH-000361,-0.0623758186650664
ACH-000362,-0.13778764726490614
ACH-000363,-0.0156690959614693
ACH-000364,-0.0831569466461877
ACH-000365,-0.10864143548014182
ACH-000366,-0.020527440865710515
ACH-000368,-0.21099087451065154
ACH-000374,-0.007923761670545591
ACH-000375,-0.08206841968988011
ACH-000376,0.07046020174599807
ACH-000381,0.0523434887436484
ACH-000383,-0.024476070473226825
ACH-000387,0.06355050569479141
ACH-000389,0.223506820826514
ACH-000390,-0.03878717855965919
ACH-000393,0.0024084071624263675
ACH-000395,-0.08578143486840704
ACH-000396,-0.0010284671328854725
ACH-000397,0.07443622790870086
ACH-000401,-0.12512639918301952
ACH-000402,-0.07786778951025114
ACH-000403,0.07937835450813398
ACH-000404,-0.07368170549955583
ACH-000406,-0.04965370616484496
ACH-000407,0.05442141788415798
ACH-000408,-0.17970062168828266
ACH-000410,0.1403916395720561
ACH-000411,0.08517195391799434
ACH-000414,-0.05549943522026605
ACH-000415,-0.013874674938474805
ACH-000416,-0.015586539805512376
ACH-000420,-0.09910950587702644
ACH-000421,-0.021213635531048568
ACH-000424,-0.2334746869266141
ACH-000425,0.05490430138662472
ACH-000426,-0.07806167427921712
