,NCR3LG1 (374383)
ACH-000424,0.09465388606188363
ACH-000425,-0.10066386431835428
ACH-000426,-0.1611771806796504
ACH-000427,-0.1321747635949886
ACH-000433,-0.026557933268228254
ACH-000435,-0.15458886063201127
ACH-000436,-0.14104968507126234
ACH-000444,-0.1335730916320001
ACH-000445,-0.22758833268983644
ACH-000448,-0.10787528786545024
ACH-000450,-0.2864705720050368
ACH-000452,-0.1667927634147084
ACH-000454,0.03149690520889236
ACH-000458,-0.0418482267597966
ACH-000459,-0.19395644784822266
ACH-000460,-0.05577836202194896
ACH-000461,-0.17358905950634235
ACH-000463,-0.07819767677845241
ACH-000464,-0.0867503677562629
ACH-000466,-0.08586177934609984
ACH-000467,-0.21649924303778675
ACH-000468,-0.07769953736861214
ACH-000469,-0.103874601291827
ACH-000470,0.05939500347720208
ACH-000471,-0.10203127889115547
ACH-000472,-0.1408415986239612
ACH-000473,-0.09718921536149804
ACH-000475,-0.15854529864977007
ACH-000476,-0.1356685736324172
ACH-000477,-0.09014139362835352
ACH-000479,-0.19509270640003948
ACH-000480,-0.18214152968964836
ACH-000481,-0.16559968383745066
ACH-000483,-0.016967312681806398
ACH-000484,-0.17629473172858787
ACH-000485,-0.24647821104954576
ACH-000486,-0.20101564825637092
ACH-000487,-0.13323585281398154
ACH-000488,-0.010935361731008252
ACH-000490,-0.16653520791048185
ACH-000491,-0.14514766125574524
ACH-000495,-0.09858483341439504
ACH-000496,-0.10941284905234268
ACH-000499,-0.33668209043993363
ACH-000500,0.3887283647439173
ACH-000502,-0.08302290907423747
ACH-000503,0.008905914330298175
ACH-000505,-0.1023484810764482
ACH-000507,-0.19082292261757464
ACH-000510,-0.16271943087892204
ACH-000511,-0.16202878776728644
ACH-000512,-0.21501789027812954
ACH-000516,-0.10306881722783756
ACH-000517,-0.1512965429574001
ACH-000518,-0.12099947657506745
ACH-000520,-0.2530011784979168
ACH-000521,0.006188051547236067
ACH-000522,-0.1270104310749632
ACH-000524,-0.14203450574967386
ACH-000527,-0.11238300445943313
ACH-000528,-0.17296276245655734
ACH-000537,-0.13350850198871847
ACH-000541,0.09158820259417898
ACH-000542,-0.15876624665830533
ACH-000544,-0.08759577335245101
ACH-000545,-0.21117765407429065
ACH-000547,-0.034381175574131465
ACH-000548,-0.06325319994672518
ACH-000549,-0.12421570892221005
ACH-000550,-0.1667852968441929
ACH-000552,-0.018013195500161144
ACH-000556,-0.1535116877635617
ACH-000557,-0.17218915667596854
ACH-000569,0.0003240771961898449
ACH-000570,-0.15624688399980532
ACH-000571,-0.21951998204775852
ACH-000573,-0.09097532704227113
ACH-000576,-0.18607014939125646
ACH-000579,0.008590371189412836
ACH-000580,0.01611977643147964
ACH-000584,-0.22059866258229746
ACH-000585,-0.17539433735846965
ACH-000588,-0.20882119058335807
ACH-000589,-0.1534501564791724
ACH-000591,-0.1693196806738376
ACH-000593,-0.14588437864912324
ACH-000600,-0.2010800422099185
ACH-000601,-0.1642946060572048
ACH-000605,-0.16148349715500931
ACH-000606,-0.011047371967538279
ACH-000608,-0.2064497887315467
ACH-000614,-0.21882648163787147
ACH-000616,-0.144855855335108
ACH-000618,-0.1360616223963447
ACH-000619,-0.08321773867912234
ACH-000620,-0.06866649112324398
ACH-000621,-0.13007353439815614
ACH-000622,-0.14121516697519007
ACH-000623,-0.3286815438258597
ACH-000624,-0.17671215757581735
ACH-000627,-0.11515652640277815
ACH-000630,-0.1602673753816909
ACH-000631,0.22393363858662466
ACH-000632,-0.2718196490476521
ACH-000633,-0.2968536617560596
ACH-000637,-0.09499700415232283
ACH-000638,-0.017026694515211747
ACH-000646,0.03510616483836946
ACH-000647,-0.1444633377603045
ACH-000648,-0.15180252805412303
ACH-000649,-0.06150167547389785
ACH-000651,-0.10920975712171893
ACH-000652,-0.2753420384940867
ACH-000653,-0.09138988081764436
ACH-000657,-0.18836260393584914
ACH-000658,-0.17585297159523694
ACH-000661,-0.13082305446348522
ACH-000662,0.25624793069326635
ACH-000663,-0.2367910149973025
ACH-000665,-0.2450091934232019
ACH-000671,-0.18980913074265046
ACH-000672,-0.18824130177822115
ACH-000673,-0.07488803724460409
ACH-000676,-0.1453384955372306
ACH-000677,-0.0857321327320123
ACH-000681,-0.03910451895806983
ACH-000683,-0.13392943790373285
ACH-000684,0.12760823655774672
ACH-000688,-0.10651707224995996
ACH-000693,-0.16393580297043087
ACH-000694,-0.07797554908220393
ACH-000695,-0.20681586999230492
ACH-000696,-0.1939815198962724
ACH-000697,0.06195039424209978
ACH-000699,-0.13316342198328807
ACH-000701,-0.11751100235151572
ACH-000706,-0.11986331253223145
ACH-000711,-0.14388663914752894
ACH-000713,-0.3378266888966209
ACH-000714,-0.16221668592804753
ACH-000718,-0.10804601119305872
ACH-000720,-0.1268789936493255
ACH-000721,-0.0586314430412949
ACH-000724,-0.08350384728177468
ACH-000725,-0.06850794418127974
ACH-000732,0.047094413626070815
ACH-000734,-0.2055461097319375
ACH-000735,-0.056519894886071675
ACH-000736,-0.015298805886649709
ACH-000738,-0.2586883723182029
ACH-000746,-0.08436187514429462
ACH-000747,-0.06978821939798358
ACH-000748,-0.2857857496691463
ACH-000753,-0.17452832616509453
ACH-000756,-0.2949070457694223
ACH-000757,-0.2163787321668836
ACH-000758,-0.3971977642071395
ACH-000760,-0.12858637872367726
ACH-000762,-0.10735209722516716
ACH-000763,-0.14299179517827573
ACH-000764,-0.13514042890314187
ACH-000765,-0.12347927140978796
ACH-000766,-0.06275336393000333
ACH-000767,-0.1162815678536774
ACH-000768,-0.18623834764293348
ACH-000769,-0.11161378125141043
ACH-000770,-0.1527714261810484
ACH-000771,-0.2405896282748949
ACH-000773,-0.05808164286956185
ACH-000776,-0.15976931476072526
ACH-000777,-0.08184348534294683
ACH-000778,-0.1303377285032658
ACH-000781,-0.1157866287913462
ACH-000782,-0.07829958193084323
ACH-000783,-0.09921608845348176
ACH-000784,-0.2066214964831597
ACH-000785,-0.16142372742586095
ACH-000787,-0.02534746933197781
ACH-000788,-0.056722128881649465
ACH-000791,-0.09433087882226933
ACH-000792,-0.20459122855175615
ACH-000794,-0.02154829094748972
ACH-000796,-0.13458696410228954
ACH-000798,-0.11314742621966402
ACH-000799,-0.17085225880429833
ACH-000800,0.03845039125991004
ACH-000802,-0.06245740461049961
ACH-000804,-0.03897874712779693
ACH-000805,-0.053880123357552163
ACH-000809,-0.1416975751742915
ACH-000810,-0.2022780973953236
ACH-000811,-0.12691338196586305
ACH-000817,-0.4293732668500808
ACH-000819,-0.2575962924138904
ACH-000820,-0.016147339774067845
ACH-000821,-0.23608991261348106
ACH-000822,-0.16029772665203815
ACH-000823,-0.15526431845642102
ACH-000824,-0.1409997366886712
ACH-000827,-0.17292190400220805
ACH-000829,-0.008479350675420647
ACH-000831,-0.16242079282387234
ACH-000832,0.08918972879671294
ACH-000833,-0.13439515470047236
ACH-000834,-0.10194745801950772
ACH-000835,-0.1394503931152348
ACH-000836,-0.06436767392385859
ACH-000837,-0.17802478968972205
ACH-000838,-0.21552143621753025
ACH-000839,-0.12449608916970692
ACH-000840,-0.09288209460619276
ACH-000841,-0.05362256716798624
ACH-000843,-0.17528030856686194
ACH-000846,-0.10987792393624314
ACH-000847,-0.12429681325160055
ACH-000848,-0.016542257477840758
ACH-000849,-0.05506119280001711
ACH-000851,-0.0625547984921118
ACH-000855,0.018586057112710042
ACH-000856,-0.08928571118574767
ACH-000858,-0.10591971341725956
ACH-000859,-0.004715742708358114
ACH-000861,-0.05608465201265851
ACH-000862,-0.16553679012630154
ACH-000865,-0.11600397854446283
ACH-000866,-0.18593592125545613
ACH-000867,-0.11041208786309883
ACH-000869,-0.32085513713134683
ACH-000872,-0.2946557263243376
ACH-000873,-0.10401419713053928
ACH-000876,-0.206210601615696
ACH-000878,-0.182125579154052
ACH-000880,-0.01917777844945906
ACH-000881,-0.1441010404583684
ACH-000882,-0.10396786433829752
ACH-000884,-0.09931134730827704
ACH-000885,-0.14916448613434102
ACH-000887,-0.15120440738722635
ACH-000889,-0.07301901464882454
ACH-000896,-0.12996913866515658
ACH-000898,-0.13116121095771774
ACH-000900,-0.1893076848698299
ACH-000901,-0.16261879381851999
ACH-000905,-0.07585864703865468
ACH-000906,-0.14525816104901546
ACH-000907,-0.1308726225597764
ACH-000910,-0.21210623833583844
ACH-000911,-0.2170702423619034
ACH-000912,-0.05843453608698659
ACH-000913,-0.17356962031031556
ACH-000915,-0.12483176945909773
ACH-000916,-0.422107100106818
ACH-000917,-0.15382664990800188
ACH-000920,-0.11824306715744022
ACH-000921,-0.0787789649824109
ACH-000924,-0.11664372125524165
ACH-000926,-0.09983761071666247
ACH-000928,0.08706603461189462
ACH-000929,-0.051523639598201235
ACH-000932,-0.2804970558875322
ACH-000935,-0.2096245797447661
ACH-000936,-0.2128297284270348
ACH-000937,-0.1367070441195172
ACH-000938,-0.21901734124202027
ACH-000939,-0.16771796252704882
ACH-000941,-0.08760100859225471
ACH-000943,-0.15219943059697136
ACH-000946,-0.16179733309943006
ACH-000947,-0.16444877019795362
ACH-000948,-0.14532074203078793
ACH-000950,0.03903790037876075
ACH-000953,-0.06744477756316739
ACH-000954,-0.2407145425083861
ACH-000957,-0.2896667597630795
ACH-000958,-0.0767128102536645
ACH-000960,-0.08144427383283519
ACH-000963,-0.2029438532073795
ACH-000968,-0.17496572483689668
ACH-000969,-0.21550201227836213
ACH-000972,-0.34768945334978657
ACH-000973,-0.1910590375779623
ACH-000974,-0.09004417251145737
ACH-000978,-0.12796251408194972
ACH-000984,-0.06586023364064086
ACH-000986,-0.32608058212842633
ACH-000988,-0.167344844100818
ACH-000993,-0.019706850902010454
ACH-000994,-0.09130265217565724
ACH-000996,-0.2893895867869898
ACH-001001,-0.0517261831909778
ACH-001020,-0.11662326644635113
ACH-001028,-0.14276740874243082
ACH-001031,-0.19721658120615526
ACH-001038,-0.06462638666654505
ACH-001048,-0.14943451712675693
ACH-001050,-0.2446700379210039
ACH-001053,-0.17736744209813304
ACH-001054,-0.15136118368988072
ACH-001061,-0.11588276600228795
ACH-001067,-0.06044864864226029
ACH-001075,-0.3854632529812124
ACH-001096,-0.14415340220090506
ACH-001111,-0.17312468452980387
ACH-001119,-0.2060828691364264
ACH-001128,-0.31786615734571044
ACH-001134,-0.091632033377413
ACH-001151,-0.20740664127015912
ACH-001163,-0.08971930565963314
ACH-001164,-0.0785674072495525
ACH-001183,0.046741587090571766
ACH-001192,-0.13885374281147553
ACH-001193,0.003053640116194497
ACH-001196,-0.308234727604886
ACH-001197,-0.06292924290033845
ACH-001205,-0.15636188852207542
ACH-001211,-0.08835404987321098
ACH-001212,-0.20882518035265915
ACH-001228,-0.1840951642783612
ACH-001232,-0.18486612886402387
ACH-001239,-0.21437500135689944
ACH-001270,-0.31872859187676433
ACH-001274,-0.2782513460095553
ACH-001275,-0.1065076663518856
ACH-001277,-0.13374131215953974
ACH-001278,-0.17414935908820126
ACH-001280,-0.17448013996813852
ACH-001283,-0.17292621873909342
ACH-001289,-0.25879228965903817
ACH-001300,-0.22259733904224405
ACH-001301,-0.2867510345737938
ACH-001302,-0.2818831551527972
ACH-001306,-0.10749268465536096
ACH-001318,-0.06230612546965442
ACH-001322,-0.2612329823667965
ACH-001328,-0.0391420985572552
ACH-001332,-0.03472833583649094
ACH-001336,-0.1748545277009304
ACH-001346,0.005020128025511595
ACH-001353,-0.0936679229853164
ACH-001354,-0.5200203952077068
ACH-001367,-0.1976491154597196
ACH-001368,-0.10048586052101456
ACH-001374,-0.11355216209232785
ACH-001377,-0.1747737102511163
ACH-001380,-0.012448450485568485
ACH-001391,-0.07537522451022192
ACH-001408,-0.11281049610589187
ACH-001430,-0.3598591735691814
ACH-001431,-0.3016265471605589
ACH-001450,0.07667823960961606
ACH-001496,-0.19883179040950125
ACH-001500,-0.03493828363824105
ACH-001523,-0.12940471317546706
ACH-001532,-0.17305542976878446
ACH-001550,-0.0916696090648438
ACH-001552,-0.20016597650983786
ACH-001554,-0.16625512035781936
ACH-001654,-0.07519957027196099
ACH-001735,-0.08639154578072906
ACH-001736,-0.17880281154670333
ACH-001737,0.17438152574696267
ACH-001740,-0.2733466481827301
ACH-001745,-0.1202677912297192
ACH-001765,-0.2073845069490611
