,NDUFAF3 (25915)
ACH-000004,-0.43339599977554666
ACH-000005,-0.2421094477711806
ACH-000007,-0.6507140234609627
ACH-000009,-0.23424958363065035
ACH-000011,-0.20281869309119724
ACH-000012,-0.5447873690589847
ACH-000013,-0.4376711315569321
ACH-000014,-0.3851355218781337
ACH-000015,-0.5330786968713301
ACH-000017,-0.195486283941784
ACH-000018,-0.2723925904343335
ACH-000019,-0.6466348284613911
ACH-000021,-0.322688501581204
ACH-000022,-0.2319566029125104
ACH-000025,-0.7300952101855074
ACH-000028,-0.8135250467011482
ACH-000030,-0.3638770118050613
ACH-000035,-0.4516417593069233
ACH-000036,-0.09045872417819463
ACH-000037,-0.731824037054509
ACH-000039,-0.4293003138880956
ACH-000040,-0.3039904521454924
ACH-000041,-0.3452619686303341
ACH-000042,-0.3343410522674569
ACH-000045,-0.5846405423487401
ACH-000047,-0.7612287633214553
ACH-000052,-0.06807307157902208
ACH-000053,-0.4837403679536999
ACH-000054,-0.3671845285088961
ACH-000055,-0.3469019403049057
ACH-000060,-0.5336970796685584
ACH-000067,-0.7427218893109461
ACH-000070,-0.5754523242582025
ACH-000075,-0.4370076841167252
ACH-000078,-0.4452185271698972
ACH-000082,-0.4060323907161014
ACH-000085,-0.4553513427743936
ACH-000086,-0.5972374880333217
ACH-000087,-0.4666519371311287
ACH-000092,-0.3497759761997017
ACH-000095,-0.2185687563875684
ACH-000097,-0.4050065250541592
ACH-000098,-0.4159739876872315
ACH-000099,-0.4567778701453144
ACH-000108,-0.2938178767787969
ACH-000113,-0.7705357281308968
ACH-000116,-0.4728043647783589
ACH-000118,-0.9523651696668004
ACH-000120,-0.3545107174485124
ACH-000123,-0.442861180538293
ACH-000127,-0.6519499656314116
ACH-000128,-0.7292430944587659
ACH-000132,-0.29061097090038945
ACH-000133,-0.3752301996036821
ACH-000137,-0.31744553184891466
ACH-000138,-0.47042675150592206
ACH-000142,-0.28496928170426417
ACH-000143,-0.43271559440560825
ACH-000146,-0.3468369063866024
ACH-000148,-0.4568930720712858
ACH-000150,-0.6368561778145617
ACH-000152,-0.5319224275116468
ACH-000153,-0.6295946110533509
ACH-000159,-0.5535658224932113
ACH-000160,-0.6249991447820386
ACH-000163,-0.32418538817078835
ACH-000167,-0.14956105521362645
ACH-000168,-0.22242670621963426
ACH-000169,-0.5327946509487338
ACH-000178,-0.23388521389357944
ACH-000183,-0.6274111907583851
ACH-000188,-0.15878949498365613
ACH-000189,-0.20374257424016476
ACH-000190,-0.7992116173193808
ACH-000198,-0.5221978799858247
ACH-000203,-0.6156608010678377
ACH-000204,-0.6887055447375526
ACH-000206,-0.3198984916003049
ACH-000207,-0.4146290154706755
ACH-000208,-0.5693006202978721
ACH-000210,-0.4591585087962231
ACH-000211,-0.3866524401548148
ACH-000215,-0.3795687147802944
ACH-000221,-0.7986357155847326
ACH-000222,-0.4242446619272181
ACH-000223,-0.5462643254738803
ACH-000226,-0.5200402649222922
ACH-000227,-0.4595399982432906
ACH-000228,-0.4847347526021316
ACH-000231,-0.21554207563510025
ACH-000232,-0.3304316261590492
ACH-000233,-0.5105409897777351
ACH-000234,-0.2738764055681657
ACH-000235,-0.4054674854433689
ACH-000237,-0.29651572853315283
ACH-000238,-0.5262209335625504
ACH-000242,-0.7432853526027076
ACH-000243,-0.5334429402268149
ACH-000244,-0.5740486545441121
ACH-000246,-0.7068784845472621
ACH-000248,-0.2831755259320589
ACH-000250,-0.29399287036946903
ACH-000251,-0.2501350675194013
ACH-000252,-0.2423455558446929
ACH-000253,-0.4308090049386577
ACH-000255,-0.3885454752114193
ACH-000256,-0.12979352693317575
ACH-000257,-0.5754958148491279
ACH-000258,-0.4480984581090316
ACH-000259,-0.5403824365919774
ACH-000260,-0.28093504957784604
ACH-000261,-0.4201605107188168
ACH-000262,-0.2829362758457588
ACH-000263,-0.5810966523960208
ACH-000264,-0.34672239621284
ACH-000265,-0.7246169903007001
ACH-000266,-0.286324938205412
ACH-000272,-0.4103077430119571
ACH-000274,-0.5082806260789715
ACH-000277,-0.6794781213961116
ACH-000278,-0.30748301430688857
ACH-000279,-0.5201078222833329
ACH-000280,-0.5460866060854845
ACH-000281,-0.4492948653123043
ACH-000288,-0.4487851134947082
ACH-000291,-0.4368401214985259
ACH-000293,-0.6451295572434584
ACH-000294,0.10840603313935317
ACH-000295,-0.5119422697035472
ACH-000296,-0.3183302354234207
ACH-000302,-0.5426985572962002
ACH-000304,-0.3579772533166171
ACH-000307,-0.4208827902946984
ACH-000308,-0.3300634896241466
ACH-000310,-0.5094357306400287
ACH-000311,-0.2789622307947923
ACH-000312,-0.4494338966266472
ACH-000315,-0.1865863364819492
ACH-000316,-0.4744065449639217
ACH-000317,-0.8810271336126589
ACH-000318,-0.49229649733804703
ACH-000319,-0.35683953982290256
ACH-000320,-0.2974699960319933
ACH-000322,-0.4902276256278787
ACH-000323,-0.62466266162296
ACH-000324,-0.11858087634339022
ACH-000329,-0.6675955726154561
ACH-000330,-0.33526512571915457
ACH-000331,-0.3592473657116987
ACH-000332,-0.32542096766032125
ACH-000334,-0.20984210605161946
ACH-000335,-0.5400407524776738
ACH-000336,-0.17325951568190087
ACH-000337,-0.4587094662965098
ACH-000338,-0.4462257453205066
ACH-000339,-0.4458083569810513
ACH-000341,-0.5015782546427562
ACH-000348,-0.4031131545689638
ACH-000350,-0.4569533462207362
ACH-000352,-0.5280297450821313
ACH-000356,-0.4437951730817927
ACH-000361,-0.4510361730261028
ACH-000362,-0.5159323981031992
ACH-000363,-0.4281075111689601
ACH-000364,-0.42108474659986894
ACH-000365,-0.6760475760193698
ACH-000366,-0.21511294952381427
ACH-000368,-0.5683725839034269
ACH-000374,-0.8117400166863079
ACH-000375,-0.5152566501449396
ACH-000376,-0.5974589938837844
ACH-000381,-0.34613382501052403
ACH-000383,-0.38511802681788265
ACH-000387,-0.28864333136249004
ACH-000389,-0.036515282124543545
ACH-000390,-0.5863383542502464
ACH-000393,-0.2297274459345071
ACH-000395,-0.3503397661983101
ACH-000396,-0.930356739829664
ACH-000397,-0.4586354577938832
ACH-000401,-0.42668130577985536
ACH-000402,-0.3042591530786561
ACH-000403,-0.5088771149992384
ACH-000404,-0.5608484241732918
ACH-000406,-0.7775475045146387
ACH-000407,-0.6677209414857689
ACH-000408,-0.5017476352098043
ACH-000410,-0.4328905716838784
ACH-000411,-0.09046180876612857
ACH-000414,-0.3578368044775936
ACH-000415,-0.5430902477496847
ACH-000416,-0.4245981820149027
ACH-000420,-0.5007244694872642
ACH-000421,-0.3538222418589593
ACH-000424,-0.6188417674811899
ACH-000425,-0.39391595010250297
ACH-000426,-0.3297045570402657
ACH-000427,-0.549912022284625
ACH-000433,-0.4226834722235048
ACH-000435,-0.4352011381656625
ACH-000436,-0.3918465316012952
ACH-000444,-0.5338016131954412
ACH-000445,-0.3566641581013609
ACH-000448,-0.397159899624014
ACH-000450,-0.6907523198243029
ACH-000452,-0.41505403238096705
ACH-000454,-0.66884681428587
ACH-000458,-0.3560221898710633
ACH-000459,-0.8230794566062648
ACH-000460,-0.3594112576130595
ACH-000461,-0.935091655658596
ACH-000463,-0.24632545268620834
ACH-000464,-0.3561863311626161
ACH-000466,-0.5952658355996991
ACH-000467,-0.7707201959702161
ACH-000468,-0.4693692308719376
ACH-000469,-0.5882937101679713
ACH-000470,-0.1964422690914412
ACH-000471,-0.21457789064025296
ACH-000472,-0.3356413148158757
ACH-000473,-0.6577620332250097
ACH-000475,-0.5124028348898296
ACH-000476,-0.4958545302152834
ACH-000477,-0.29236228588168706
ACH-000479,-0.5470042178571122
ACH-000480,-0.5065679333707251
ACH-000481,-0.6112281763761556
ACH-000483,-0.5939869379741585
ACH-000484,-0.4754678453584524
ACH-000485,-0.24293423216959675
ACH-000486,-0.7857135664180607
ACH-000487,-0.3862011194935204
ACH-000488,-0.8766890453135121
ACH-000490,-0.49159639205339295
ACH-000491,-0.24207290819886826
ACH-000495,-0.4875104611593884
ACH-000496,-0.28295813372135364
ACH-000499,-0.5723921150716021
ACH-000500,0.1606670066129745
ACH-000502,-0.3217003465362889
ACH-000503,-0.4828113728707761
ACH-000505,-0.3973239642165087
ACH-000507,-0.4184977694711071
ACH-000510,-0.4020049134391973
ACH-000511,-0.3164735532128938
ACH-000512,-0.7823135463343093
ACH-000516,-0.3436860229620645
ACH-000517,-0.39444846387245736
ACH-000518,-0.17622107183112806
ACH-000520,-0.2559765967344651
ACH-000521,-0.3826960180116396
ACH-000522,-0.4362290415353877
ACH-000524,-0.4462348070960738
ACH-000527,-0.3355822915522629
ACH-000528,-0.5544048409047672
ACH-000537,-0.5667590605676346
ACH-000541,-0.3667399536679599
ACH-000542,-0.2983405035453209
ACH-000544,-0.3500830568424276
ACH-000545,-0.5704895659552376
ACH-000547,-0.6348196401880061
ACH-000548,-0.269750489617623
ACH-000549,-0.6577584348477001
ACH-000550,-0.4993264636471129
ACH-000552,-0.4677127476151034
