,ZFYVE21 (79038)
ACH-000004,-0.03253209608873213
ACH-000005,0.04782989190000976
ACH-000007,-0.24871554577412625
ACH-000009,-0.10613234484773912
ACH-000011,-0.13388782705410426
ACH-000012,-0.07499367878388029
ACH-000013,-0.05906317497795255
ACH-000014,-0.10248966973998297
ACH-000015,-0.07455562994766665
ACH-000017,0.06460889378345687
ACH-000018,-0.026500240035848662
ACH-000019,-0.11707585147691983
ACH-000021,-0.0945273764705902
ACH-000022,-0.1787418970652626
ACH-000025,-0.037163260992177406
ACH-000028,0.02960915359432662
ACH-000030,0.13867363824369525
ACH-000035,0.0629424276376924
ACH-000036,-0.1992994189749536
ACH-000037,-0.3978693221254794
ACH-000039,0.14762796119073585
ACH-000040,-0.07650862369200924
ACH-000041,-0.11946176135594085
ACH-000042,-0.08561537466998832
ACH-000045,-0.1562455451056687
ACH-000047,-0.0570850080118857
ACH-000052,-0.21148619630689908
ACH-000053,-0.06062592163548106
ACH-000054,-0.13661309971994048
ACH-000055,-0.13519906269096052
ACH-000060,-0.13062576791960792
ACH-000067,-0.0631522612988408
ACH-000070,-0.051061506976451385
ACH-000075,0.07940014934661592
ACH-000078,-0.1167919210294915
ACH-000082,-0.01198413436632204
ACH-000085,0.15415869332317722
ACH-000086,-0.045971720344818535
ACH-000087,0.2640086454395114
ACH-000092,0.06057944140209363
ACH-000095,-0.06529387689213921
ACH-000097,-0.0009451570884712113
ACH-000098,-0.06459498098121441
ACH-000099,-0.014800051166345385
ACH-000108,-0.286359481022825
ACH-000113,-0.09143937516240523
ACH-000116,-0.1580452063647842
ACH-000118,-0.10723526447878776
ACH-000120,-0.009309549098693129
ACH-000123,-0.0369559218978728
ACH-000127,-0.08048401341199124
ACH-000128,-0.15223264991517482
ACH-000132,-0.13954491880381106
ACH-000133,-0.2885219785547706
ACH-000137,-0.3029989588354228
ACH-000138,-0.0794343945552056
ACH-000142,-0.13425739713549126
ACH-000143,-0.008821544281588696
ACH-000146,-0.12199274001264702
ACH-000148,0.06681439909662627
ACH-000150,-0.019139003514938344
ACH-000152,-0.1171011605442143
ACH-000153,0.12533585309736686
ACH-000159,-0.07567081311257823
ACH-000160,-0.2345925587114202
ACH-000163,0.029900575952366282
ACH-000167,-0.0992308999044993
ACH-000168,-0.3166607746833269
ACH-000169,-0.08154058939090382
ACH-000178,-0.10770910333061974
ACH-000183,-0.2840275309049078
ACH-000188,-0.1024427723826399
ACH-000189,-0.3987201945019833
ACH-000190,-0.3488900951015101
ACH-000198,-0.12984028989162058
ACH-000203,0.06368889622887877
ACH-000204,-0.29627201767155914
ACH-000206,0.0231259811207183
ACH-000207,-0.007326070243969055
ACH-000208,-0.39558047050381584
ACH-000210,0.05510127939569592
ACH-000211,-0.13546912838521474
ACH-000215,-0.24559785416963145
