,POMGNT1 (55624)
ACH-000004,-0.13390203657945274
ACH-000005,-0.01748818106513915
ACH-000007,0.08363343077795367
ACH-000009,-0.19815937736083689
ACH-000011,0.02179205653656612
ACH-000012,-0.20756083610554332
ACH-000013,-0.12127675873554497
ACH-000014,-0.3738990680006768
ACH-000015,-0.1269294231262589
ACH-000017,-0.16240783982930676
ACH-000018,-0.07197671207034806
ACH-000019,-0.251104996354356
ACH-000021,-0.17611919851252272
ACH-000022,0.0030176524313931643
ACH-000025,-0.19179715298129
ACH-000028,-0.18775555164117108
ACH-000030,-0.16949947503756224
ACH-000035,-0.05940121405347831
ACH-000036,-0.07136139659407761
ACH-000037,-0.010201643582907642
ACH-000039,0.0737846530616657
ACH-000040,-0.17466659391291406
ACH-000041,-0.18067864818824245
ACH-000042,-0.010263765119751177
ACH-000045,-0.19469096338248404
ACH-000047,-0.06345829812368924
ACH-000052,-0.32169548732632536
ACH-000053,-0.14856408413975142
ACH-000054,-0.0956207244529591
ACH-000055,-0.12176662666729116
ACH-000060,-0.33556062897829536
ACH-000067,-0.17674141632208454
ACH-000070,-0.0215633636862317
ACH-000075,-0.1791706489426219
ACH-000078,-0.05477999132225859
ACH-000082,-0.1474552134304195
ACH-000085,0.02238319029822491
ACH-000086,-0.2565854405026566
ACH-000087,-0.3266543978284613
ACH-000092,-0.2623458301108911
ACH-000095,-0.20993059769128086
ACH-000097,-0.1821500206148172
ACH-000098,-0.2363991390220801
ACH-000099,-0.16893477013022642
ACH-000108,-0.010487668879714371
ACH-000113,-0.004701570595414345
ACH-000116,-0.11350797174826238
ACH-000118,-0.15919303972815987
ACH-000120,-0.04002135197079088
ACH-000123,-0.1728599794812154
ACH-000127,-0.16921139077390407
ACH-000128,-0.2335832618779385
ACH-000132,-0.1436377492655511
ACH-000133,-0.2403633132524801
ACH-000137,-0.021520005427120792
ACH-000138,-0.032656418635828494
ACH-000142,-0.20262185934128488
ACH-000143,-0.17017348225405465
ACH-000146,-0.12842745047144158
ACH-000148,-0.0921732136429527
ACH-000150,-0.3412272848614157
ACH-000152,-0.1608608945342698
ACH-000153,-0.2538091295608436
ACH-000159,-0.09087066671884288
ACH-000160,-0.2540876018166555
ACH-000163,0.038195231082047136
ACH-000167,-0.0072868886913753685
ACH-000168,-0.015787910313572018
ACH-000169,-0.1828536558124265
ACH-000178,-0.1420425555023528
ACH-000183,-0.19998155682199026
ACH-000188,-0.1962590788066692
ACH-000189,-0.0963402168562236
ACH-000190,-0.022250603789773338
ACH-000198,-0.01947753512760712
ACH-000203,-0.04058140865040123
ACH-000204,-0.02091106799965113
ACH-000206,-0.08851778900788848
ACH-000207,-0.22341183231735287
ACH-000208,-0.07642467090340886
ACH-000210,0.062474147102183075
ACH-000211,-0.015210900598533184
ACH-000215,-0.17721062863428844
ACH-000221,-0.15454737014555106
ACH-000222,-0.1972206013266916
ACH-000223,0.03873311251926317
ACH-000226,-0.08824578235753358
ACH-000227,-0.0928444228188478
ACH-000228,-0.14741799893343432
ACH-000231,-0.12138469304645973
ACH-000232,-0.14090770055631635
ACH-000233,-0.11368951387092947
ACH-000234,-0.11902933134328594
ACH-000235,-0.1220304355580304
ACH-000237,-0.13066196168042518
ACH-000238,-0.1362896126886497
ACH-000242,0.12771977341612234
ACH-000243,0.0022827586633472944
ACH-000244,-0.13721084070383685
ACH-000246,-0.07387966129337199
ACH-000248,-0.13911563787648484
ACH-000250,-0.0960179825841389
ACH-000251,-0.03362956050234996
ACH-000252,-0.28661869592053996
ACH-000253,-0.15517929678187253
ACH-000255,-0.11081317484494196
ACH-000256,-0.10763547732592724
ACH-000257,0.03664655225318458
ACH-000258,0.11408603850563928
ACH-000259,-0.08036708346389225
ACH-000260,-0.12881883336835664
ACH-000261,-0.15383819739376256
ACH-000262,-0.06837924413248993
ACH-000263,-0.0962364302477668
ACH-000264,-0.04942282575614622
ACH-000265,-0.0726844920519365
ACH-000266,-0.0516402769547603
ACH-000272,-0.13690606216088058
ACH-000274,-0.19060720375508786
ACH-000277,-0.04981761122811694
ACH-000278,-0.1448313199033099
ACH-000279,-0.12879437252332046
ACH-000280,-0.20791374789750472
ACH-000281,0.04019181453095877
ACH-000288,-0.2527909299271457
ACH-000291,-0.2917649171786097
ACH-000293,-0.09742722988669232
ACH-000294,-0.001465592722588256
ACH-000295,0.058281069056576464
ACH-000296,-0.013123910253908928
ACH-000302,-0.22430473039124652
ACH-000304,-0.29061479455666184
ACH-000307,-0.11661253057848595
ACH-000308,-0.07806935620216278
ACH-000310,-0.1582557420868475
ACH-000311,0.017574336912586738
ACH-000312,-0.17912438399401434
ACH-000315,-0.11758264546861835
ACH-000316,-0.028479336006276286
ACH-000317,-0.2364706668684325
ACH-000318,-0.2359736473434381
ACH-000319,-0.1850910690155074
ACH-000320,-0.3215200634134872
ACH-000322,-0.12253265528339265
ACH-000323,-0.18894166364315407
ACH-000324,-0.12225429661764332
ACH-000329,-0.20029115938288666
ACH-000330,-0.20663541508305572
ACH-000331,-0.19881814122384656
ACH-000332,-0.10751946314429824
ACH-000334,-0.1780061228021234
ACH-000335,-0.31366277769079043
ACH-000336,-0.19525778731460824
ACH-000337,0.01655368487129804
ACH-000338,-0.3632722528472677
ACH-000339,-0.014729540274687768
ACH-000341,-0.17440543689162125
ACH-000348,-0.057036264064951575
ACH-000350,-0.02139095952754308
ACH-000352,-0.15022413498538995
ACH-000356,-0.0950059979614064
ACH-000361,-0.01528422758690712
ACH-000362,-0.03375792041133127
ACH-000363,-0.08082742684287403
ACH-000364,-0.14005403700741506
ACH-000365,-0.11944148878362187
ACH-000366,-0.1003939300558592
ACH-000368,-0.15905211603440295
ACH-000374,-0.08670523549186827
ACH-000375,-0.2607407714883174
ACH-000376,-0.17940944002006234
ACH-000381,-0.14763421914845182
ACH-000383,-0.16219806906495007
ACH-000387,-0.10941657743552577
ACH-000389,-0.2286663095778284
ACH-000390,-0.2164457806741073
ACH-000393,-0.21740718384639884
ACH-000395,-0.018459233310872854
ACH-000396,-0.5915900584254986
ACH-000397,-0.12357475489757072
