,OR51I2 (390064)
ACH-000004,-0.13856687963494102
ACH-000005,-0.09984923548711487
ACH-000007,-0.16549461837026905
ACH-000009,-0.2316763001493337
ACH-000011,-0.4633970960666194
ACH-000012,-0.1928286793943878
ACH-000013,-0.043730556595664494
ACH-000014,-0.2324659476196665
ACH-000015,-0.031132563694676336
ACH-000017,-0.11430041672468495
ACH-000018,-0.2431664183513733
ACH-000019,-0.28476882220553024
ACH-000021,-0.2526868692840385
ACH-000022,-0.12360371759714875
ACH-000025,-0.10546098384436707
ACH-000028,-0.25619953824702485
ACH-000030,-0.29568402291654633
ACH-000035,-0.18924561284133795
ACH-000036,-0.2847872446186822
ACH-000037,-0.15341833876813754
ACH-000039,-0.3659998284008655
ACH-000040,-0.2887620436085924
ACH-000041,-0.2041487175120469
ACH-000042,-0.17804019640262198
ACH-000045,-0.11098271137788067
ACH-000047,-0.2917600147012447
ACH-000052,-0.19113971876605435
ACH-000053,-0.13602733859886734
ACH-000054,-0.3127640318950573
ACH-000055,-0.22132542464681
ACH-000060,-0.17126262212469287
ACH-000067,-0.3845688671782301
ACH-000070,-0.16033571897476714
ACH-000075,-0.27060988230593525
ACH-000078,-0.31739232197812284
ACH-000082,-0.3924491996124721
ACH-000085,-0.2965548898511205
ACH-000086,-0.2938503680078112
ACH-000087,-0.0734910720459283
ACH-000092,-0.32595336787631163
ACH-000095,-0.13471243530239754
ACH-000097,-0.4026657323146286
ACH-000098,-0.2241668119993016
ACH-000099,-0.12316126200500215
ACH-000108,-0.03145557557833814
ACH-000113,-0.12339290720180633
ACH-000116,-0.3492713517504427
ACH-000118,-0.16429638260727505
ACH-000120,-0.2419893001483724
ACH-000123,-0.11701232201382482
ACH-000127,-0.15650955795966093
ACH-000128,-0.08025954519802855
ACH-000132,-0.24857039266947895
ACH-000133,-0.19902637512930227
ACH-000137,-0.44006044555974416
ACH-000138,-0.20787158848641413
ACH-000142,-0.1393946341252023
ACH-000143,-0.25676288215497073
ACH-000146,-0.17542752263814168
ACH-000148,-0.3822705272769327
ACH-000150,-0.08149794007151505
ACH-000152,-0.2550252411468301
ACH-000153,0.08258392718039383
ACH-000159,-0.32649701788146895
ACH-000160,-0.24641729875710885
ACH-000163,-0.2926769952659595
ACH-000167,0.05683916799187098
ACH-000168,-0.29340980075697354
ACH-000169,-0.3323557081025893
ACH-000178,-0.24203617713153824
ACH-000183,-0.045132358408813834
ACH-000188,-0.13966911445931002
ACH-000189,-0.2007548342816116
ACH-000190,-0.3728944299994456
ACH-000198,-0.18041876995632786
ACH-000203,-0.32524751463919105
ACH-000204,-0.4805402305095303
ACH-000206,-0.454859543665224
