,UTP11L (51118)
ACH-000242,-0.8649199782064398
ACH-000243,-0.656290797241828
ACH-000244,-0.6626307125517915
ACH-000246,-0.4459892140630974
ACH-000248,-0.5445905276379548
ACH-000250,-0.6701844923608474
ACH-000251,-0.27205284186127154
ACH-000252,-0.7540741449353761
ACH-000253,-0.7002253179684957
ACH-000255,-0.8017324564416962
ACH-000256,-0.3684453116309866
ACH-000257,-0.6513923672181439
ACH-000258,-0.6264142214341332
ACH-000259,-0.6388379456681819
ACH-000260,-0.7253326529890716
ACH-000261,-0.4615388172473642
ACH-000262,-0.5413036728968578
ACH-000263,-0.6929218183828252
ACH-000264,-0.5636307035532542
ACH-000265,-0.6504391779749065
ACH-000266,-0.5612693552252579
ACH-000272,-0.6717585374879352
ACH-000274,-0.6082016476367029
ACH-000277,-0.6413935525868655
ACH-000278,-0.6804144416884852
ACH-000279,-0.5794179498113357
ACH-000280,-0.4745982357803769
ACH-000281,-0.6739576709053295
ACH-000288,-0.5465361507781206
ACH-000291,-0.5969076389640564
ACH-000293,-0.4077092185980796
ACH-000294,-0.41841556396769797
ACH-000295,-0.687588953495781
ACH-000296,-0.5282326850008816
ACH-000302,-0.5044719199486787
ACH-000304,-0.5198481225557099
ACH-000307,-0.7689840549357295
ACH-000308,-0.6678963735031719
ACH-000310,-0.9016754572830592
ACH-000311,-0.5280541257064136
ACH-000312,-0.7403819206289959
ACH-000315,-0.7175909350918215
ACH-000316,-0.5935993950076637
ACH-000317,-0.6989140429845158
ACH-000318,-0.7203916010667725
ACH-000319,-0.7990590787663583
ACH-000320,-0.492893226134252
ACH-000322,-0.7228692855470512
ACH-000323,-0.7086518018014699
ACH-000324,-0.5994108689946961
ACH-000329,-0.6195837093455054
ACH-000330,-0.8600890916472362
ACH-000331,-0.6822614526461411
ACH-000332,-0.6114649706383215
ACH-000334,-0.7529723872713826
ACH-000335,-0.5634338885272397
ACH-000336,-0.4172096810461529
ACH-000337,-0.5225958887701121
ACH-000338,-0.022238752879785124
ACH-000339,-0.5326726385011163
ACH-000341,-0.8151316077489092
ACH-000348,-0.6584026897960162
ACH-000350,-0.6786560596014628
ACH-000352,-0.6300538046441082
ACH-000356,-0.6951273176767246
ACH-000361,-0.352757154521798
ACH-000362,-0.6046000396721162
ACH-000363,-0.6021294680235242
ACH-000364,-0.6059269724154573
ACH-000365,-0.6524951967362763
ACH-000366,-0.5736493571301607
ACH-000368,-0.5192003825163105
ACH-000374,-0.4596286848922298
ACH-000375,-0.7207507175251596
ACH-000376,-0.6946375672993345
ACH-000381,-0.9813489672158944
ACH-000383,-0.6276668886696207
ACH-000387,-0.6477067299433972
ACH-000389,-0.4208993538698976
ACH-000390,-0.7815909888957645
ACH-000393,-0.5799854326181211
ACH-000395,-0.7320467892204646
ACH-000396,-0.5208734370014326
ACH-000397,-0.7291366648198948
ACH-000401,-0.5178722233728487
ACH-000402,0.452622125022054
ACH-000403,-0.6642560174051845
ACH-000404,-0.31183318156559725
ACH-000406,-0.5591423914113888
ACH-000407,-0.4526908392996512
ACH-000408,-0.8030279128666562
ACH-000410,-0.6419274662836402
ACH-000411,-0.7191898570921909
ACH-000414,-0.6634993331299386
ACH-000415,-0.5948336155353643
ACH-000416,-0.6514724826779713
ACH-000420,-0.7163453685538874
ACH-000421,-0.5397933431235816
ACH-000424,-0.4981811495441536
ACH-000425,-0.7351274624143165
ACH-000426,-0.5530208587597422
ACH-000427,-0.6207451739744599
ACH-000433,-0.506539474142523
ACH-000435,-0.8989293707179938
ACH-000436,-0.5107039095531971
ACH-000444,-0.6689919292068316
ACH-000445,-0.5500990051094505
ACH-000448,-0.5973446209014835
ACH-000450,-0.20939105251073525
ACH-000452,-0.5872134259350567
ACH-000454,-0.816864687768393
ACH-000458,-0.6653398575787284
ACH-000459,-0.526168558977779
ACH-000460,-0.4474548385469509
ACH-000461,-0.6521905411901766
ACH-000463,-0.6327539599359165
ACH-000464,-0.7267192409649952
ACH-000466,-0.7109514722253881
ACH-000467,-0.6371703451392293
ACH-000468,-0.683455747753811
ACH-000469,-0.6012728426122317
ACH-000470,-0.5043454346143607
ACH-000471,-0.7238977993528655
ACH-000472,-0.5267841194298646
ACH-000473,-0.7063817106988449
ACH-000475,-0.5153069501959999
ACH-000476,-0.4862608578446429
ACH-000477,-0.7660485948742931
ACH-000479,-0.6585854441541641
ACH-000480,-0.8598662729006125
ACH-000481,-0.8027461683114796
ACH-000483,-0.4676224659247232
ACH-000484,-0.5898173954409692
ACH-000485,-0.7487944043581574
ACH-000486,-0.7002232567648525
ACH-000487,-0.3872439523385664
ACH-000488,-0.5031921182784386
ACH-000490,-0.7844960773148093
ACH-000491,-0.3348145203604543
ACH-000495,-0.34016792037695603
ACH-000496,-0.6190470114466818
ACH-000499,-0.7283948136507191
ACH-000500,-0.7528783792742242
ACH-000502,-0.5586435459790676
ACH-000503,-0.6173299298985752
ACH-000505,-0.4844971646543529
ACH-000507,-0.7924860092370903
ACH-000510,-0.5409211784009859
ACH-000511,-0.5755159611512254
ACH-000512,-0.6057150588318789
ACH-000516,-0.4255601179510092
ACH-000517,-0.6603225434915583
ACH-000518,-0.5996441652043136
ACH-000520,-0.6386101645926483
ACH-000521,-0.6740932456836872
ACH-000522,-0.4809874035554106
ACH-000524,-0.5347674299829414
ACH-000527,-0.5225124473318797
ACH-000528,-0.6525456693937515
ACH-000537,-0.4457353116468703
ACH-000541,-0.7150676755739829
ACH-000542,-0.6464504905379794
ACH-000544,-0.6507868588992657
ACH-000545,-0.6229971780350144
ACH-000547,-0.7747544737289344
ACH-000548,-0.5133431129853085
ACH-000549,-0.4394074347944173
ACH-000550,-0.7001689789374711
ACH-000552,-0.5407310383075081
ACH-000556,-0.6902417713362526
ACH-000557,-0.6869801304218991
ACH-000569,-0.5455736019863829
ACH-000570,-0.8320766763371344
ACH-000571,-0.5511070766406296
ACH-000573,-0.6043068881262025
ACH-000576,-0.450395909247084
ACH-000579,-0.6159974166614927
ACH-000580,-0.7026867781632333
ACH-000584,-0.5303173752531691
ACH-000585,-0.7596112743200851
ACH-000588,-0.53192718291315
ACH-000589,-0.5900657788254218
ACH-000591,-0.642362337505765
ACH-000593,-0.5963506077528595
ACH-000600,-0.5554910481604892
ACH-000601,-0.5910252947580944
ACH-000605,-0.6765834976258097
ACH-000606,-0.6823271866701652
ACH-000608,-0.5852601052783333
ACH-000614,-0.4901467595211285
ACH-000616,-0.6961632498808812
ACH-000618,-0.6755891933786852
ACH-000619,-0.723651680137561
ACH-000620,-0.5396191352628016
ACH-000621,-0.4925512225131937
ACH-000622,-0.7763652906947177
ACH-000623,-0.7539296287111681
ACH-000624,-0.6131507293655337
ACH-000627,-0.4583465211287741
ACH-000630,-0.4994944314971242
ACH-000631,-0.533756729378253
ACH-000632,-0.6854364486206429
ACH-000633,-0.5049680258775799
ACH-000637,-0.596723416856182
ACH-000638,-0.5390010384633294
ACH-000646,-0.7149148003063645
ACH-000647,-0.5672923084084548
ACH-000648,-0.5560235084258158
ACH-000649,-0.650373334001244
ACH-000651,-0.7456498948614216
ACH-000652,-0.6767519970300645
ACH-000653,-0.5970978895449152
ACH-000657,-0.6434787520927642
ACH-000658,-0.5238950221617464
ACH-000661,-0.6231774353631935
ACH-000662,-0.3817834230198075
ACH-000663,-0.6654398843020857
ACH-000665,-0.4891226249464266
ACH-000671,-0.5459989275580241
ACH-000672,-0.7497239318121958
ACH-000673,-0.5612549329378103
ACH-000676,-0.5987130791555542
ACH-000677,-0.4878421434064157
ACH-000681,-0.6655655261862379
ACH-000683,-0.6261860151782409
ACH-000684,-0.7794102589929579
ACH-000688,-0.6392219824793259
ACH-000693,-0.6645755429077993
ACH-000694,-0.6707197911430643
ACH-000695,-0.6152413076729624
ACH-000696,-0.7386007999939177
ACH-000697,-0.4540583698905721
ACH-000699,-0.6404031465297784
ACH-000701,-0.5884648195363151
ACH-000706,-0.7761564124776791
ACH-000711,-0.5919148033701881
ACH-000713,-0.5360092174798288
ACH-000714,-0.5771746359978379
ACH-000718,-0.577985302008937
ACH-000720,-0.4789631675393932
ACH-000721,-0.6854516828944367
ACH-000724,-0.4694963038955643
ACH-000725,-0.42735216155024375
ACH-000732,-0.6077709485941228
ACH-000734,-0.6022906682364038
ACH-000735,-0.6216942811838864
ACH-000736,-0.7373346920420573
ACH-000738,-0.5815745916295652
ACH-000746,-0.4194801913613079
ACH-000747,-0.6411661471035305
ACH-000748,-0.6646712491765321
ACH-000753,-0.4803581354286668
ACH-000756,-0.6784878906520909
ACH-000757,-0.6790840101517717
ACH-000758,-0.6158742446704449
ACH-000760,-0.5014536370942426
ACH-000762,-0.4804968672473764
ACH-000763,-0.6354558581135572
ACH-000764,-0.5637936493598491
ACH-000765,-0.9024867831041304
ACH-000766,-0.6667938140651104
ACH-000767,-0.4807254809488681
ACH-000768,-0.5545890989778576
ACH-000769,-0.6013098630448526
ACH-000770,-0.7970750435132455
ACH-000771,-0.6748135040064521
ACH-000773,-0.4593262977894386
ACH-000776,-0.7087455378187907
ACH-000777,-0.6658155397326301
ACH-000778,-0.5808461943338139
ACH-000781,-0.5457394218421863
ACH-000782,-0.5406815018285619
ACH-000783,-0.7396747654655155
ACH-000784,-0.6772094710455907
ACH-000785,-0.7232086852156133
ACH-000787,-0.5261312029146441
ACH-000788,-0.6689084309075539
ACH-000791,-0.5742730943933361
ACH-000792,-0.6546719619664166
ACH-000794,-0.5458679123732189
ACH-000796,-0.4138905829795559
ACH-000798,-0.5822746743614954
ACH-000799,-0.8642563343406551
ACH-000800,-0.6821357223359318
ACH-000802,-0.7888140031087455
ACH-000804,-0.7352799058275834
ACH-000805,-0.8962473197311255
ACH-000809,-0.4760289285755227
ACH-000810,-0.288933400454414
ACH-000811,-0.6737106387366321
ACH-000817,-0.4074798008533933
ACH-000819,-0.5827414219390099
ACH-000820,-0.5832651391246299
ACH-000821,-0.2408495622314781
ACH-000822,-0.5144549647601513
ACH-000823,-0.7309637553791819
ACH-000824,-0.5798492309831955
ACH-000827,-0.6492915778554328
ACH-000829,-0.6366023508081069
ACH-000831,-0.6484272686460122
ACH-000832,-0.7360400572138508
ACH-000833,-0.3976842701336308
ACH-000834,-0.6471259344898865
ACH-000835,-0.6037615229441419
ACH-000836,-0.5390671134429786
ACH-000837,-0.5762510773065461
ACH-000838,-0.8385213372271826
ACH-000839,-0.5579536912950759
ACH-000840,-0.37034504802076096
ACH-000841,-0.3889866243503883
ACH-000843,-0.6731186683283303
ACH-000846,-0.7361226454044532
ACH-000847,-0.7426556756518709
ACH-000848,-0.5508460007306234
ACH-000849,-0.3056715095479622
ACH-000851,-0.3744239765464649
ACH-000855,-0.6674846623633928
ACH-000856,-0.6787624867625728
ACH-000858,-0.6953201090264273
ACH-000859,-0.5637787127643282
ACH-000861,-0.5409694455689289
ACH-000862,-0.5973856486215257
ACH-000865,-0.75423197918475
ACH-000866,-0.6500849408261643
ACH-000867,-0.6986529348615973
ACH-000869,-0.4942303671220492
ACH-000872,-0.5854280352102604
ACH-000873,-0.4394191276613441
ACH-000876,-0.5721980385502954
ACH-000878,-0.4611175919681379
ACH-000880,-0.8428464964583476
ACH-000881,-0.7010683987761679
ACH-000882,-0.6676973709403866
ACH-000884,-0.749600595908429
ACH-000885,-0.6764143312520279
ACH-000887,-0.6014587041919244
ACH-000889,-0.5668152324030604
ACH-000896,-0.6238472350825528
ACH-000898,-0.6253612466444349
ACH-000900,-0.5957194409868881
ACH-000901,-0.5979541958249914
ACH-000905,-0.4887606254200613
ACH-000906,-0.496549771602207
ACH-000907,-0.754502051771737
ACH-000910,-0.5270077503938876
ACH-000911,-0.6218145460891714
ACH-000912,-0.5257255843565589
ACH-000913,-0.6472016450067372
ACH-000915,-0.4868205809889732
ACH-000916,-0.12769292687450046
ACH-000917,-0.8801633882647991
ACH-000920,-0.5232191220392086
ACH-000921,-0.6123984635589326
ACH-000924,-0.6002197216180646
ACH-000926,-0.6110264435549152
ACH-000928,-0.7127324532874205
ACH-000929,-0.5708261791087027
ACH-000932,-0.6066462636406842
ACH-000935,-0.5587252066076556
ACH-000936,-0.546864567670299
ACH-000937,-0.5769478550608781
ACH-000938,-0.7701209428028546
ACH-000939,-0.6797136811194072
ACH-000941,-0.4498813567276391
ACH-000943,-0.4461406071980038
ACH-000946,-0.4836862820571205
ACH-000947,-0.7241955962021571
ACH-000948,-0.5090075008858326
ACH-000950,-0.4290673966045694
ACH-000953,-0.7004057734349276
ACH-000954,-0.8067884800175347
ACH-000957,-0.5402483597579413
ACH-000958,-0.4200771780753648
ACH-000960,-0.4940643157528366
ACH-000963,-0.7871432681216406
ACH-000968,-0.557982789527193
ACH-000969,-0.5768952790984425
ACH-000972,-0.4606026184047087
ACH-000973,-0.5445104145642303
ACH-000974,-0.4722181414960544
ACH-000978,-0.3860553880282391
ACH-000984,-0.5825172083181395
ACH-000986,-0.4905359702298806
ACH-000988,-0.9002464047520072
ACH-000993,-0.25110208682692964
ACH-000994,-0.5306646125636042
ACH-000996,-0.6187840931401146
ACH-001001,-0.6005722022742617
ACH-001020,-0.7760237025804572
ACH-001028,-0.36909093618531774
ACH-001031,-0.5722238052497615
ACH-001038,-0.5218088777024955
ACH-001048,-0.4766706066172765
ACH-001050,-0.6005161695393814
ACH-001053,-0.4429369383424654
ACH-001054,-0.5115002011820535
ACH-001061,-0.4851890423692406
ACH-001067,-0.6004937524067574
ACH-001075,-0.5752172511112437
ACH-001096,-0.5899641917600711
ACH-001111,-0.3763741977945001
ACH-001119,-0.4850827633144029
ACH-001128,-0.5535141010537354
ACH-001134,-0.7563080320944233
ACH-001151,-0.6574511563512484
ACH-001163,-0.5460246471429895
ACH-001164,-0.7367559870743192
ACH-001183,-0.6038573466928666
ACH-001192,-0.5872253101303863
ACH-001193,-0.34358137129307786
ACH-001196,-0.6158110519457892
ACH-001197,-0.4253886122160481
ACH-001205,-0.5707168648057608
ACH-001211,-0.7602868917085357
ACH-001212,-0.5274606713503841
ACH-001228,-0.6211518023984639
ACH-001232,-0.6361794165625446
ACH-001239,-0.5636391720917956
ACH-001270,-0.5379972543393777
ACH-001274,-0.5975688271440384
ACH-001275,-0.7047431504577577
ACH-001277,-0.4044079879848292
ACH-001278,-0.7685778975968511
ACH-001280,-0.7027052161781747
ACH-001283,-0.6835326805587301
ACH-001289,-0.8046901707436767
ACH-001300,-0.7277446160522689
ACH-001301,-0.7275873766975129
ACH-001302,-1.0586556241618776
ACH-001306,-0.5103812767277367
ACH-001318,-0.7698478493214431
ACH-001322,-0.8087460198689942
ACH-001328,-0.4892565192428705
ACH-001332,-0.7086814930414631
ACH-001336,-0.6939540535205712
ACH-001346,-0.6836968401200751
ACH-001353,-0.549178165845916
ACH-001354,-0.4828444839920815
ACH-001367,-0.4864969595961179
ACH-001368,-0.6428925404210732
ACH-001374,-0.6772450099236269
ACH-001377,-0.8053514610977387
ACH-001380,-0.5703329131753458
ACH-001391,-0.4725162906545703
ACH-001408,-0.7058868889610367
ACH-001430,-0.8540076746628599
ACH-001431,-0.7877163207754666
ACH-001450,-0.7725398273690615
ACH-001496,-0.83751005620944
ACH-001500,-0.5052661889416669
ACH-001523,-0.5716474623654236
ACH-001532,-0.6203703268819956
ACH-001550,-0.7591922181959387
ACH-001552,-0.614766262264611
ACH-001554,-0.5030565138359889
ACH-001654,-0.6532243670476201
ACH-001735,-0.5498301291382435
ACH-001736,-0.694203574819673
ACH-001737,-0.397306775069151
ACH-001740,-0.7508006086376574
ACH-001745,-0.5889487422732242
ACH-001765,-0.44011561207222416
