,NFRKB (4798)
ACH-000004,-0.498153317987762
ACH-000005,-0.8903936594120357
ACH-000007,-0.6173556939585091
ACH-000009,-0.4104113565119977
ACH-000011,-0.5190937384417289
ACH-000012,-0.6371417878416612
ACH-000013,-0.7436771861170196
ACH-000014,-0.6011090594806301
ACH-000015,-0.6440172130570938
ACH-000017,-0.7993511419457127
ACH-000018,-0.4311775687772913
ACH-000019,-0.1469977690416491
ACH-000021,-0.4689143102062645
ACH-000022,-0.3971272701374745
ACH-000025,-0.5343634690178205
ACH-000028,-0.2737557768844475
ACH-000030,-0.42437593021939707
ACH-000035,-0.7051125971022028
ACH-000036,-0.8194079693189379
ACH-000037,-0.4325097956766178
ACH-000039,-0.6128867903413427
ACH-000040,-0.5468331438853351
ACH-000041,-0.3746537662937706
ACH-000042,-0.11547742058511312
ACH-000045,-0.6442848211667239
ACH-000047,-0.157955730658523
ACH-000052,-0.5430922521675916
ACH-000053,-0.7837970338107356
ACH-000054,-0.2610761454811856
ACH-000055,-0.4886635299610824
ACH-000060,-0.6716850240180231
ACH-000067,-0.4086552955278312
ACH-000070,-0.33992204501399576
ACH-000075,-0.3122699670493542
ACH-000078,-0.3101093047138201
ACH-000082,-0.5730524192058947
ACH-000085,-0.7419558885206179
ACH-000086,-0.44531775003273616
ACH-000087,-0.4888824238061315
ACH-000092,-0.4733485278860626
ACH-000095,-0.386708385039114
ACH-000097,-0.7252368971584691
ACH-000098,-0.3805356224577635
ACH-000099,-0.506889884289803
ACH-000108,-0.5360608986004134
ACH-000113,-0.3929909151814049
ACH-000116,-0.6746128659287869
ACH-000118,-0.502150043520879
ACH-000120,-0.4600163271240949
ACH-000123,-0.5947756771427477
ACH-000127,-0.5938242966989223
ACH-000128,-0.402886861462276
ACH-000132,-0.475581229205099
ACH-000133,-0.5322293769487434
ACH-000137,-0.5041857051028483
ACH-000138,-0.5591736896353793
ACH-000142,-0.4672514990927441
ACH-000143,-0.3654843720751195
ACH-000146,-0.4595552998091621
ACH-000148,-0.6093105923557066
ACH-000150,-0.4648447159348018
ACH-000152,-0.4525733633289079
ACH-000153,-0.7602663048574971
ACH-000159,-0.27234732949112034
ACH-000160,-0.21270304670457607
ACH-000163,-0.3989043233202874
ACH-000167,-0.3847725815498333
ACH-000168,-0.4386925932138585
ACH-000169,-0.4238741712785424
ACH-000178,-0.5761378606773888
ACH-000183,-0.5300754275058692
ACH-000188,-0.4631725890864271
ACH-000189,0.028393317097100506
ACH-000190,-0.1570656941449344
ACH-000198,-0.6547755471536431
ACH-000203,-0.4869432621610974
ACH-000204,-0.7292826357297936
ACH-000206,-0.4510928034382405
ACH-000207,-0.30163583766704666
ACH-000208,-0.22130207729653076
ACH-000210,-0.5936305527390346
ACH-000211,-0.598670912341005
ACH-000215,-0.4141544808489565
ACH-000221,-0.3697444244401197
ACH-000222,-0.4009793370592516
ACH-000223,-0.3629381101861954
ACH-000226,-0.6290492497905557
ACH-000227,-0.4184000822367675
ACH-000228,-0.5344915718549792
ACH-000231,-0.4508401256197741
ACH-000232,-0.2410576470730017
ACH-000233,-0.575154119812297
ACH-000234,-0.5455547082198373
ACH-000235,-0.3342037314626172
ACH-000237,-0.6881671143871534
ACH-000238,-0.5934522766084642
ACH-000242,-0.01945494759159649
ACH-000243,-0.5567161361755334
ACH-000244,-0.6882804456417577
ACH-000246,-0.6425572286252648
ACH-000248,-0.5025607391577803
ACH-000250,-0.694503373242737
ACH-000251,-0.5128118513276375
ACH-000252,-0.5291422897182296
ACH-000253,-0.4775785814875147
ACH-000255,-0.11401325947492084
ACH-000256,-0.5349184114286016
ACH-000257,-0.4417517905107729
ACH-000258,-0.4251993578557627
ACH-000259,-0.10842071073361338
ACH-000260,-0.5977522268000067
ACH-000261,-0.5574778330692614
ACH-000262,-0.6510761102487507
ACH-000263,-0.43895511480358734
