,FIGN (55137)
ACH-000004,-0.06058890374818076
ACH-000005,0.3056127961160928
ACH-000007,-0.024475844171201532
ACH-000009,0.1439520470765371
ACH-000011,0.17990756628440785
ACH-000012,0.04472488650339281
ACH-000013,0.047919405877564415
ACH-000014,0.13129317599578946
ACH-000015,0.01462718851700412
ACH-000017,0.0470391022839544
ACH-000018,0.060558799717401274
ACH-000019,-0.16338310695262548
ACH-000021,0.15247377444652094
ACH-000022,0.06809986332330233
ACH-000025,0.2065127104134186
ACH-000028,0.04103128303881259
ACH-000030,0.14281147272216602
ACH-000035,0.023604495304068617
ACH-000036,0.2281341014302576
ACH-000037,-0.009164031965987229
ACH-000039,-0.05547845707201536
ACH-000040,0.20264573781510312
ACH-000041,-0.07172419107295716
ACH-000042,0.04754107248814304
ACH-000045,0.0973855664058278
ACH-000047,0.17755375971870735
ACH-000052,0.04000659147024512
ACH-000053,0.11314191777733035
ACH-000054,0.04188940848086546
ACH-000055,0.15831380578639825
ACH-000060,0.08015337669366843
ACH-000067,-0.0400439691735425
ACH-000070,0.016676500266118083
ACH-000075,0.1346005504841367
ACH-000078,0.16775337612292346
ACH-000082,0.13097056585239406
ACH-000085,0.1518085526731559
ACH-000086,0.03711906551334162
ACH-000087,-0.024854666217245074
ACH-000092,-0.042806096190003834
ACH-000095,0.04430699989053046
ACH-000097,0.0472476272383268
ACH-000098,-0.013790974491672062
ACH-000099,0.14754096378651646
ACH-000108,0.1442545962772093
ACH-000113,0.1087286273053362
ACH-000116,0.005704038393951036
ACH-000118,0.0912034673093658
ACH-000120,-0.1840592969242348
ACH-000123,0.09404988493935502
ACH-000127,0.021104587838382115
ACH-000128,0.025187930088742337
ACH-000132,-0.055188737180561456
ACH-000133,0.06587953480343366
ACH-000137,-0.04729240748686325
ACH-000138,0.1328513022507685
ACH-000142,0.15056288706864715
ACH-000143,0.10768395024795416
ACH-000146,0.09640169036839072
ACH-000148,0.15691306502543606
ACH-000150,0.08362318681139032
ACH-000152,0.0725526953390962
ACH-000153,0.21373390305169607
ACH-000159,0.09664194815242222
ACH-000160,0.010241403788506472
ACH-000163,0.11284167429155673
ACH-000167,0.2632784460350578
ACH-000168,0.16306237400520315
ACH-000169,0.1463956375765868
ACH-000178,0.0596963654081483
ACH-000183,-0.042104639265783866
ACH-000188,0.13146716688297672
ACH-000189,-0.0843563201354398
ACH-000190,0.06828339597083859
ACH-000198,0.09620206646117137
ACH-000203,0.5797141710373602
ACH-000204,-0.06832253959971063
ACH-000206,0.06599558067029887
ACH-000207,0.11898181418852025
ACH-000208,-0.08345557918777241
ACH-000210,0.11842749967330266
ACH-000211,0.08581737438130711
ACH-000215,0.02746294772804296
ACH-000221,0.029839679881079918
ACH-000222,0.10779832271515973
ACH-000223,0.0313678183092378
ACH-000226,-0.06930547212698898
ACH-000227,0.11716037381911105
ACH-000228,0.05100728411127108
ACH-000231,0.04798377343322786
ACH-000232,0.21976410852967126
ACH-000233,0.122341279714362
ACH-000234,0.12762804861015312
ACH-000235,0.1239289698089662
ACH-000237,0.003703923176562258
ACH-000238,0.05482635834734899
ACH-000242,0.3649700945428745
ACH-000243,0.036561297494836636
ACH-000244,-0.13718489622714097
ACH-000246,0.23864496070045124
ACH-000248,-0.0016379864438207205
ACH-000250,0.048784254226485406
ACH-000251,0.03180927129005083
ACH-000252,0.05432290760908893
ACH-000253,-0.03125048427818771
ACH-000255,0.1447798696821807
ACH-000256,0.13138600433955
ACH-000257,-0.024064601780772747
ACH-000258,0.21436531724232866
ACH-000259,0.07923907653657009
ACH-000260,0.0998481803651069
ACH-000261,0.12788485570045302
ACH-000262,0.30524523356431577
ACH-000263,0.004068528506955349
ACH-000264,0.12410557290449822
ACH-000265,0.1120701294667802
ACH-000266,0.08834124825874146
ACH-000272,0.2234061514105782
ACH-000274,0.02461160732639469
ACH-000277,0.17200107458754876
ACH-000278,0.1861229165229848
