,KLRC4 (8302)
ACH-000004,0.04286150824367399
ACH-000005,-0.0032790750791503124
ACH-000007,-0.01322510870395805
ACH-000009,-0.014190804814865498
ACH-000011,-0.0658058369466134
ACH-000012,0.162199528296017
ACH-000013,0.11638086085924215
ACH-000014,0.03367709398811678
ACH-000015,0.062651995697068
ACH-000017,0.11373524782172885
ACH-000018,0.07654626237440468
ACH-000019,0.026675978851895158
ACH-000021,0.02925484714454232
ACH-000022,0.012205522526191916
ACH-000025,0.04418500896648569
ACH-000028,0.13480465934662866
ACH-000030,0.028849382169937418
ACH-000035,0.05919801112478739
ACH-000036,-0.1009967996862244
ACH-000037,0.062132656107414835
ACH-000039,0.07521655999801477
ACH-000040,0.1029539675718358
ACH-000041,0.0568612562647076
ACH-000042,0.21042943460721808
ACH-000045,-0.0599491590846458
ACH-000047,0.08812886188458625
ACH-000052,0.05648928632834396
ACH-000053,0.009033592995956406
ACH-000054,-0.05917379918728105
ACH-000055,0.13900865722972872
ACH-000060,0.1121160790723842
ACH-000067,-0.05539347063932775
ACH-000070,-0.11308255181611987
ACH-000075,-0.004106129692303754
ACH-000078,-0.0900175158851648
ACH-000082,-0.0020531545639195094
ACH-000085,-0.038833050842741315
ACH-000086,-0.07987571730651075
ACH-000087,0.17375254252645114
ACH-000092,0.03366258215728537
ACH-000095,0.008693846122104155
ACH-000097,0.01437273016035511
ACH-000098,0.12306011684053103
ACH-000099,-0.036722835139228166
ACH-000108,0.04247312267705075
ACH-000113,-0.09636934961526733
ACH-000116,0.018747350960559062
ACH-000118,0.2473052504778937
ACH-000120,-0.08513743761413561
ACH-000123,0.11487062416127672
ACH-000127,0.044049563139122415
ACH-000128,0.08864556000154247
ACH-000132,0.1484088029806421
ACH-000133,-0.09737594709722
ACH-000137,0.13365066823185592
ACH-000138,0.10601523404500436
ACH-000142,0.054666289894735716
ACH-000143,0.1767960155169825
ACH-000146,-0.01643156039991186
ACH-000148,0.05699593982765781
ACH-000150,0.0909489631470878
ACH-000152,-0.00858544940031937
ACH-000153,-0.14870937749973406
ACH-000159,0.028490327398932883
ACH-000160,-0.000596333636932007
ACH-000163,0.1997877824738998
ACH-000167,-0.29226950264390433
ACH-000168,0.1027143786007324
ACH-000169,0.047155973700210733
ACH-000178,0.07632217559532795
ACH-000183,-0.007330012398600896
ACH-000188,-0.003755407867829484
ACH-000189,0.09002657893264562
ACH-000190,-0.040966799890216184
ACH-000198,-0.003590426423139257
ACH-000203,-0.03405839678547134
ACH-000204,0.19381384328206272
ACH-000206,0.2769169442502894
ACH-000207,0.1693460547442766
ACH-000208,-0.2569688641781029
