,SEH1L (81929)
ACH-000004,-1.1522529912097697
ACH-000005,-1.1968806746450422
ACH-000007,-1.06569412346746
ACH-000009,-0.7926416061753647
ACH-000011,-1.0256914092295866
ACH-000012,-0.9686292806784986
ACH-000013,-0.8919099516194472
ACH-000014,-1.0528345507689807
ACH-000015,-0.9713668706549026
ACH-000017,-1.09785604230241
ACH-000018,-0.9905029494834195
ACH-000019,-1.0383598754203216
ACH-000021,-0.939423132852238
ACH-000022,-0.8119065830064542
ACH-000025,-0.7833827602108012
ACH-000028,-0.9387084298156108
ACH-000030,-0.9577627623128092
ACH-000035,-1.022892970227985
ACH-000036,-0.8453192894530368
ACH-000037,-1.1880860071327002
ACH-000039,-0.7714662755778319
ACH-000040,-1.0584408183947258
ACH-000041,-1.1468001147146472
ACH-000042,-0.9408428976610992
ACH-000045,-0.8820446118918488
ACH-000047,-0.8284661550546544
ACH-000052,-0.8251275724010525
ACH-000053,-1.0986284838114964
ACH-000054,-0.974915523109158
ACH-000055,-0.9783880949389244
ACH-000060,-0.8957807925225548
ACH-000067,-0.926763830968224
ACH-000070,-0.9472538342218766
ACH-000075,-0.9154285340416842
ACH-000078,-0.8961661414564108
ACH-000082,-1.0068336866053689
ACH-000085,-1.058555192541912
ACH-000086,-0.9732272036127371
ACH-000087,-0.8345642232870256
ACH-000092,-0.8818675757810427
ACH-000095,-0.9908187889572048
ACH-000097,-0.9700728189875392
ACH-000098,-0.8929716516060014
ACH-000099,-0.8277952158041981
ACH-000108,-1.1544550598213204
ACH-000113,-0.9432828124756087
ACH-000116,-1.093442632460592
ACH-000118,-0.8221362269840363
ACH-000120,-0.921675330304495
ACH-000123,-0.9271011681213528
ACH-000127,-1.0003889686669816
ACH-000128,-1.2621846009481663
ACH-000132,-0.9834184600233684
ACH-000133,-0.6210591367157919
ACH-000137,-1.178596144114029
ACH-000138,-1.2985564413204866
ACH-000142,-0.8415490582555846
ACH-000143,-1.1399147951110846
ACH-000146,-0.9470725521384769
ACH-000148,-0.9974354700741672
ACH-000150,-1.095732593062121
ACH-000152,-0.7482695128841298
ACH-000153,-1.1412787528029271
ACH-000159,-1.25374210143553
ACH-000160,-0.6944864919365645
ACH-000163,-0.9361423399518702
ACH-000167,-1.2414744967784022
ACH-000168,-0.8670779931421694
ACH-000169,-1.0509404870791232
ACH-000178,-1.1189553403063748
ACH-000183,-0.9560082397670372
ACH-000188,-0.8394228356124297
ACH-000189,-1.0103797168499673
ACH-000190,-1.1530646953433683
ACH-000198,-1.07770914038975
ACH-000203,-1.0827741441522574
ACH-000204,-0.719534812970845
ACH-000206,-0.8838858096212873
ACH-000207,-1.1223964194692964
ACH-000208,-1.17851633516996
ACH-000210,-0.9668321112559808
ACH-000211,-1.1755580892164303
ACH-000215,-1.1219103550840577
ACH-000221,-0.8858183699176443
ACH-000222,-0.9005502102608837
ACH-000223,-0.8142689452229103
ACH-000226,-0.8916381850751863
ACH-000227,-0.6125964436776524
ACH-000228,-1.1533926540373904
ACH-000231,-1.1464321799286088
ACH-000232,-0.9699510547471772
ACH-000233,-0.8864623103450315
ACH-000234,-0.9231461189881586
ACH-000235,-1.0568549184974778
ACH-000237,-1.2061455405560413
ACH-000238,-1.2283005294836786
ACH-000242,-0.96060796657277
ACH-000243,-1.1147483692486713
ACH-000244,-0.908864108062468
ACH-000246,-0.9879449442115668
ACH-000248,-0.9225266774165312
ACH-000250,-1.0136067509132929
ACH-000251,-1.175171929347702
ACH-000252,-1.0661256057627329
ACH-000253,-1.1021869529401471
ACH-000255,-1.069990207419523
ACH-000256,-0.7505863492863747
ACH-000257,-0.6434832717919322
ACH-000258,-1.072147345386952
ACH-000259,-1.1112289276794858
ACH-000260,-0.9760315866238812
ACH-000261,-0.7662260339127034
ACH-000262,-0.9419479436322176
ACH-000263,-0.9325542071989996
ACH-000264,-1.3077121389399209
ACH-000265,-0.9979541124676108
ACH-000266,-0.9551222517124396
ACH-000272,-1.0103119670064975
ACH-000274,-0.5724743682462887
ACH-000277,-1.0073575749001349
ACH-000278,-1.1709348084965103
ACH-000279,-1.1619477489575918
ACH-000280,-1.0093224334625246
ACH-000281,-1.1421181578344068
ACH-000288,-0.9392647486023158
ACH-000291,-0.8435852091813345
ACH-000293,-0.5629927788147137
ACH-000294,-0.6068512126240023
ACH-000295,-0.8670619138343877
ACH-000296,-0.7258904838058605
ACH-000302,-0.7818959071570303
ACH-000304,-0.7662476382722595
ACH-000307,-1.0068511231908241
ACH-000308,-1.1189098752968687
ACH-000310,-0.9016367453407472
ACH-000311,-0.8320458239883879
ACH-000312,-1.1487194755616943
ACH-000315,-0.9685662819308613
ACH-000316,-0.9121152255118824
ACH-000317,-0.7920565196082633
ACH-000318,-0.8313874501945535
ACH-000319,-0.6368623818377468
ACH-000320,-1.0326544214935744
ACH-000322,-0.9487828712484251
ACH-000323,-1.0213273207742075
ACH-000324,-0.9896446602831176
ACH-000329,-1.1192504683901583
ACH-000330,-1.4526456239971863
ACH-000331,-0.9058607610890546
ACH-000332,-0.8760137928720554
ACH-000334,-1.4973794653300896
ACH-000335,-0.7700496049855281
ACH-000336,-0.938732949336698
ACH-000337,-1.00951173801018
