,L3HYPDH (112849)
ACH-000004,-0.15795484649059738
ACH-000005,0.21448729492408505
ACH-000007,-0.4743470798793799
ACH-000009,-0.2921380437178252
ACH-000011,-0.20000077161174026
ACH-000012,-0.1912035879599855
ACH-000013,0.01015444522064317
ACH-000014,-0.02243149149060548
ACH-000015,-0.1265666809064088
ACH-000017,-0.01372525678727564
ACH-000018,0.14684306106273765
ACH-000019,-0.11629481018841115
ACH-000021,-0.1279667244799147
ACH-000022,0.02048203610695876
ACH-000025,-0.20766017412773696
ACH-000028,-0.10471504955246146
ACH-000030,-0.18737734903181835
ACH-000035,0.15165462919705885
ACH-000036,-0.024852112096503728
ACH-000037,-0.07163645543351993
ACH-000039,-0.1686387803191133
ACH-000040,-0.35448917301181576
ACH-000041,-0.10686392399343453
ACH-000042,-0.17503656024295833
ACH-000045,-0.18685467543797604
ACH-000047,-0.024799352626493548
ACH-000052,-0.2827634242507009
ACH-000053,-0.05022847447943814
ACH-000054,-0.2615279054905793
ACH-000055,-0.14823475423585905
ACH-000060,-0.3225730346830258
ACH-000067,-0.15406342133945114
ACH-000070,-0.12638947093127634
ACH-000075,-0.2920760443239375
ACH-000078,-0.04293622198252885
ACH-000082,-0.16832817405470152
ACH-000085,-0.060028319613811276
ACH-000086,-0.11403923622573495
ACH-000087,-0.4276104058791783
ACH-000092,-0.06291881642897201
ACH-000095,-0.12095873092552625
ACH-000097,-0.10937315467110596
ACH-000098,-0.1879785550115592
ACH-000099,-0.2756075356767677
ACH-000108,-0.03200022119012424
ACH-000113,-0.11153328037886244
ACH-000116,-0.06745316640593997
ACH-000118,-0.15978641581509076
ACH-000120,-0.11570642048550722
ACH-000123,-0.14327843651502842
ACH-000127,-0.06458178444898985
ACH-000128,-0.1695444913554339
ACH-000132,-0.15486469329934216
ACH-000133,-0.2268480693935441
ACH-000137,-0.017512776013865975
ACH-000138,-0.22932190159292046
ACH-000142,-0.26763664316886304
ACH-000143,-0.3850991718287829
ACH-000146,-0.07776570221370929
ACH-000148,-0.0906455374211878
ACH-000150,-0.06299106313705828
ACH-000152,-0.009788321221894013
ACH-000153,-0.0706636686595553
ACH-000159,-0.1593776316311299
ACH-000160,-0.11148883049921952
ACH-000163,-0.16351600952336628
ACH-000167,-0.3736991745472102
ACH-000168,-0.20083298939200664
ACH-000169,-0.09633035680240536
ACH-000178,-0.242413793756468
ACH-000183,-0.04120224750290863
ACH-000188,-0.1311457802317113
ACH-000189,-0.15385002376116147
ACH-000190,-0.06726107502912616
ACH-000198,-0.09565077287477618
ACH-000203,-0.17933216578336414
ACH-000204,-0.029069290984559324
ACH-000206,-0.3505224995243745
ACH-000207,-0.2783869966362933
ACH-000208,-0.21438495516861533
ACH-000210,-0.20406982852677727
ACH-000211,-0.19752466900204516
ACH-000215,-0.07125392716286931
ACH-000221,0.03987325777616669
ACH-000222,-0.11709851784256264
ACH-000223,-0.31531664713520363
ACH-000226,-0.2280684143315525
ACH-000227,-0.060234418955512285
