,PRPH2 (5961)
ACH-000004,-0.07848038877998187
ACH-000005,-0.02802360448183969
ACH-000007,0.04165370282785071
ACH-000009,-0.1231595778165385
ACH-000011,0.19796852110074498
ACH-000012,0.01290544743764114
ACH-000013,-0.051894237522416564
ACH-000014,0.02319326052537069
ACH-000015,0.11426355454336115
ACH-000017,0.031085976549061912
ACH-000018,0.01006294556153526
ACH-000019,0.017663601476134747
ACH-000021,0.05266314856758343
ACH-000022,-0.023833509218529884
ACH-000025,0.058789856329338176
ACH-000028,0.18478999681120226
ACH-000030,0.04008061595880733
ACH-000035,-0.010838113639104694
ACH-000036,0.1066612493606916
ACH-000037,0.059215369471540186
ACH-000039,0.06565812819158985
ACH-000040,0.032611431031263946
ACH-000041,0.050747828157995306
ACH-000042,0.02879557441575356
ACH-000045,0.04540908769315315
ACH-000047,-0.057281904222822325
ACH-000052,0.00535195417569466
ACH-000053,-0.07242352098155222
ACH-000054,-0.018960018990830812
ACH-000055,-0.008377153333444095
ACH-000060,0.025407452741834476
ACH-000067,0.10628494206108023
ACH-000070,-0.07671904573584401
ACH-000075,0.11273609700096104
ACH-000078,0.07745282703089269
ACH-000082,-0.04786677198250678
ACH-000085,-0.03433063784475472
ACH-000086,0.04899156809702265
ACH-000087,-0.03578524816851132
ACH-000092,0.07023812127032603
ACH-000095,0.017366807446782834
ACH-000097,0.01660227622555994
ACH-000098,0.04415247709417865
ACH-000099,0.07466953422641984
ACH-000108,0.050471130453233384
ACH-000113,-0.018246954138055625
ACH-000116,0.052632755819131634
ACH-000118,-0.01079311707946266
ACH-000120,0.049715758490081016
ACH-000123,0.015042452106426366
ACH-000127,0.10515249787336056
ACH-000128,-0.043372428519795315
ACH-000132,-0.105210774345035
ACH-000133,-0.035074210056246606
ACH-000137,0.10250561808922064
ACH-000138,0.0005327843934093093
ACH-000142,-0.08708525109022673
ACH-000143,0.0157940006006921
ACH-000146,-0.004605234241028221
ACH-000148,0.0005709227690477118
ACH-000150,-0.09202175530126763
ACH-000152,0.04155424997674255
ACH-000153,0.0337329782553833
ACH-000159,0.0003271026570185676
ACH-000160,-0.01263817195107102
ACH-000163,0.1646235709844006
ACH-000167,0.18649152589946646
ACH-000168,0.040205979726370085
ACH-000169,-0.05849855436101276
ACH-000178,0.09417658294693723
ACH-000183,0.180860762488298
ACH-000188,-0.047865842318924885
ACH-000189,0.206615905186406
ACH-000190,0.06721300959227787
ACH-000198,-0.020976593045644656
ACH-000203,-0.4041028897622457
ACH-000204,0.040993089662237525
ACH-000206,0.2595438950003731
ACH-000207,-0.2191934418295281
ACH-000208,0.32946999534525145
ACH-000210,-0.05309248719664438
ACH-000211,0.1175535694912378
ACH-000215,0.009109922702275241
ACH-000221,0.0020221610863034173
ACH-000222,0.07411637290294301
ACH-000223,-0.029072157363074363
ACH-000226,0.033864561481688385
ACH-000227,0.03628042781163431
ACH-000228,-0.06723773904720222
ACH-000231,-0.034539515521404864
ACH-000232,0.07205439568083301
ACH-000233,0.04640553239781425
ACH-000234,0.06197962954885863
ACH-000235,0.053826227647733066
ACH-000237,0.11197408414911793
ACH-000238,-0.03871658145006275
ACH-000242,0.1845583183391936
ACH-000243,0.054544392235458095
ACH-000244,-0.043696430783920256
ACH-000246,0.0680127170591402
ACH-000248,0.03494773311883731
ACH-000250,-0.0029784699708071518
ACH-000251,0.11158287733936834
ACH-000252,0.0074997045095658845
ACH-000253,-0.16933206450665725
ACH-000255,0.0178734089359693
ACH-000256,-0.009948377231652449
ACH-000257,-0.1023461874625317
ACH-000258,0.004653410445624621
ACH-000259,-0.043796312923529535
ACH-000260,0.06912823509197681
ACH-000261,0.039427615664738215
ACH-000262,0.17176486649225187
ACH-000263,0.1272495079934016
ACH-000264,0.0779350988306869
ACH-000265,0.12694723085237386
ACH-000266,0.0531671149931285
ACH-000272,-0.04883972377951702
ACH-000274,0.0976328453545697
ACH-000277,0.02446084209124926
ACH-000278,0.09013860107389864
ACH-000279,-0.03700336229056495
ACH-000280,0.0007684300742286309
ACH-000281,-0.019953494963599657
ACH-000288,0.058401937267436074
ACH-000291,0.1118754583356086
ACH-000293,0.016609549869383646
ACH-000294,0.09379469206492876
ACH-000295,0.007044010766540986
ACH-000296,0.015404826745198628
ACH-000302,0.04160106855930038
ACH-000304,0.204144681204101
ACH-000307,0.03601216430185035
ACH-000308,0.04421021109826262
ACH-000310,0.13020834516972554
ACH-000311,-0.05887025612192505
ACH-000312,0.05679558119487954
ACH-000315,0.026790624727056067
ACH-000316,-0.01267976632767148
ACH-000317,-0.05280697536382828
ACH-000318,0.06561953997532735
ACH-000319,0.0968055915015954
ACH-000320,-0.0970013489377913
ACH-000322,0.14209052970846495
ACH-000323,0.033009330287506126
ACH-000324,0.015236520662050506
ACH-000329,-0.011546503267172176
ACH-000330,-0.22657543382326376
ACH-000331,0.0013061580950618375
ACH-000332,-0.04009072787703069
ACH-000334,0.047530608011332964
ACH-000335,-0.02604159306769461
ACH-000336,-0.04001140228780762
ACH-000337,-0.03688034098470352
ACH-000338,-0.12099171948020715
ACH-000339,0.053328644712195665
ACH-000341,0.052079696930091415
ACH-000348,0.04644111194377644
ACH-000350,0.07525251495562517
