,TAPT1 (202018)
ACH-000159,-0.06760038598019871
ACH-000160,-0.2557716085556487
ACH-000163,-0.12898642975791788
ACH-000167,0.37032998865257694
ACH-000168,-0.28694243161558497
ACH-000169,-0.0248169050319599
ACH-000178,-0.5560169550457191
ACH-000183,-0.0910672462076374
ACH-000188,-0.2920093300574106
ACH-000189,-0.21649640466690745
ACH-000190,-0.041898599942423814
ACH-000198,-0.08195282650403557
ACH-000203,-0.21127468656825
ACH-000204,-0.39940770415441995
ACH-000206,-0.18890649671673848
ACH-000207,-0.03973477548702674
ACH-000208,-0.14756645862326712
ACH-000210,-0.5543344008754042
ACH-000211,-0.14113518151073082
ACH-000215,-0.3558873284752032
ACH-000221,-0.03254122975247122
ACH-000222,-0.3366002113199071
ACH-000223,-0.11600787966287986
ACH-000226,-0.2277546823801665
ACH-000227,-0.03258838399653868
ACH-000228,-0.33966141456974025
ACH-000231,-0.22428244003582087
ACH-000232,-0.3690412429306269
ACH-000233,-0.23002084982059715
ACH-000234,-0.4586045258245916
ACH-000235,-0.18627112543416496
ACH-000237,-0.6380247888377191
ACH-000238,-0.20285731845392668
ACH-000242,0.023439905353962644
ACH-000243,-0.4207788750036858
ACH-000244,-0.3491556081452067
ACH-000246,-0.1702596788821694
ACH-000248,-0.09460813485669503
ACH-000250,-0.3684591785790925
ACH-000251,-0.6056436188503859
ACH-000252,-0.31226310114186834
ACH-000253,-0.2618799795286977
ACH-000255,-0.4252779215012999
ACH-000256,-0.13355360975997768
ACH-000257,-0.4199785271613313
ACH-000258,-0.4161427776181221
ACH-000259,-0.4354190257688097
ACH-000260,-0.2405014854150793
ACH-000261,-0.16424060375644753
ACH-000262,-0.16017337014853888
ACH-000263,-0.3953258726594092
ACH-000264,-0.027372527881408492
ACH-000265,-0.030971990816803463
ACH-000266,-0.13379460857892686
ACH-000272,-0.26538754671391257
ACH-000274,-0.6531200263715158
ACH-000277,-0.20266853753103845
ACH-000278,-0.3111754343554577
ACH-000279,-0.22495991988750091
ACH-000280,-0.2219831238287849
ACH-000281,-0.22793835986862024
ACH-000288,-0.002856508686590045
ACH-000291,-0.4053835114821229
ACH-000293,-0.1737878327084676
ACH-000294,-0.12962308943546802
ACH-000295,-0.06079350689365778
ACH-000296,-0.1905626635123903
ACH-000302,-0.1536197475323887
ACH-000304,-0.585437793111518
ACH-000307,-0.2509795429674427
ACH-000308,-0.3177470097487072
ACH-000310,-0.13352816702095252
ACH-000311,-0.32211378122293205
ACH-000312,-0.09514603343057024
ACH-000315,-0.16028458457265385
ACH-000316,-0.14431958193827898
ACH-000317,-0.487813867574073
ACH-000318,-0.2170711104310169
ACH-000319,-0.3363663865645816
ACH-000320,-0.15294436750421195
ACH-000322,-0.0962512079182941
ACH-000323,-0.31011311858714363
ACH-000324,-0.6285793198499032
ACH-000329,-0.19034597344842413
ACH-000330,-0.22148095445256094
ACH-000331,-0.7993236459338778
ACH-000332,-0.3030328177958414
ACH-000334,-0.10631858126622937
ACH-000335,-0.9768858757776124
ACH-000336,-0.1858916733836956
ACH-000337,-0.30793736221963874
ACH-000338,-0.07660209766950997
ACH-000339,-0.28033570504180433
ACH-000341,-0.027522654998544158
ACH-000348,-0.1580488300268816
ACH-000350,0.000925891051138962
ACH-000352,-0.1385900777049957
ACH-000356,-0.34369125619414986
ACH-000361,-0.14925177455214053
ACH-000362,-0.1985350422424479
ACH-000363,0.015082087684925218
ACH-000364,-0.3582255910263307
ACH-000365,-0.1452715363221226
ACH-000366,-0.3560457912446421
ACH-000368,-0.19657773587910635
ACH-000374,-0.11071087451841057
ACH-000375,-0.3719671415708624
ACH-000376,-0.5625334314077021
ACH-000381,-0.4048085090323565
ACH-000383,-0.0859719616691009
ACH-000387,-0.2398007259156525
ACH-000389,-0.3383147588626557
ACH-000390,-0.6098768310090932
ACH-000393,-0.19121352346233492
ACH-000395,-0.3031483688265641
ACH-000396,0.12508652068633566
ACH-000397,-0.05852154518446805
ACH-000401,-0.6666566763368313
ACH-000402,-0.02320766326781608
ACH-000403,-0.18532220704628707
ACH-000404,-0.25471268542473235
ACH-000406,-0.047545010978061186
ACH-000407,-0.2316591093986905
ACH-000408,-0.1551348623647748
ACH-000410,-0.270382476405799
ACH-000411,-0.5047014212464177
ACH-000414,-0.3531567693502306
ACH-000415,-0.12789001061562189
ACH-000416,-0.3354269624999043
ACH-000420,-0.5068717978753565
ACH-000421,-0.26610266125425786
ACH-000424,-0.4000890816414571
ACH-000425,-0.08975047422643112
ACH-000426,-0.10700318902515013
ACH-000427,-0.370291711364507
ACH-000433,-0.11134425614744738
ACH-000435,-0.2230489019116884
ACH-000436,-0.15518601516606206
ACH-000444,-0.34592016308207507
ACH-000445,-0.02746332200367162
ACH-000448,-0.0943220311207392
ACH-000450,-0.2932667076803531
ACH-000452,-0.14581909967868484
ACH-000454,-0.6035257394960051
ACH-000458,-0.5637150835365892
ACH-000459,0.0319717193962542
ACH-000460,-0.30466185161375064
ACH-000461,-0.44296199145002413
ACH-000463,-0.6682028403347773
ACH-000464,-0.5453697539878385
ACH-000466,-0.14409295878833625
ACH-000467,-0.2432946792777891
ACH-000468,-0.1928582359723572
ACH-000469,-0.4484831316647878
ACH-000470,-0.19351817882288466
ACH-000471,-0.25484787224588545
ACH-000472,-0.05658483648073291
ACH-000473,-0.271718097779846
ACH-000475,-0.96040328897835
ACH-000476,-0.0829704393488911
ACH-000477,0.1208795217889569
ACH-000479,-0.16710632431798142
ACH-000480,-0.10648291994127887
ACH-000481,-0.3611727046983784
ACH-000483,-0.2332192827077786
ACH-000484,-0.2328146048945176
ACH-000485,-0.3332772373433121
ACH-000486,-0.17679733459772376
ACH-000487,-0.060028522300426164
ACH-000488,-0.27004230983391336
ACH-000490,-0.28523510445197364
ACH-000491,-0.2374673274667702
ACH-000495,-0.11126820352430443
ACH-000496,-0.5759539065059434
ACH-000499,-0.13179525274196136
ACH-000500,-0.15096305205091365
ACH-000502,-0.2520808293463637
ACH-000503,-0.7574367085475385
ACH-000505,-0.13742342239910973
ACH-000507,-0.1665237949370022
ACH-000510,-0.14894795845076844
ACH-000511,-0.20052659134964546
ACH-000512,-0.09187320843903668
ACH-000516,-0.17588141842491273
ACH-000517,-0.4802251280235417
ACH-000518,-0.4612380302686692
ACH-000520,-0.5997099707759171
ACH-000521,-0.6282291965358815
ACH-000522,-0.10183073473224814
ACH-000524,-0.2335489062903947
ACH-000527,0.005977240633214919
ACH-000528,-0.10106307168922166
ACH-000537,-0.2618058386546926
ACH-000541,-0.284691126292775
ACH-000542,-0.2765357750343098
ACH-000544,-0.27612894542114075
ACH-000545,-0.03738075276747608
ACH-000547,-0.16961052653063455
ACH-000548,-0.3361105689364888
ACH-000549,-0.13208034310278294
ACH-000550,-0.2408841851708458
ACH-000552,-0.15104685049446334
ACH-000556,-0.15700966105339387
ACH-000557,-0.16745329210954565
ACH-000569,-0.2781576969343214
ACH-000570,-0.3508187784060225
ACH-000571,-0.3081463067228714
ACH-000573,-0.17258514169095496
ACH-000576,-0.12526108756006074
ACH-000579,0.006943828331285277
ACH-000580,-0.3237200224513789
ACH-000584,-0.1275222888605043
ACH-000585,-0.07849778378022305
ACH-000588,-0.18253295275968406
ACH-000589,-0.35102488724478514
ACH-000591,-0.23910331991454184
ACH-000593,-0.5128057941324832
ACH-000600,-0.5273879204792082
ACH-000601,-0.3276789177154863
ACH-000605,-0.9006887206236575
ACH-000606,-0.3513446841339453
ACH-000608,-0.19828967580130075
ACH-000614,-0.07500671074952388
ACH-000616,0.01303328450086914
ACH-000618,-0.3563926175048893
ACH-000619,-0.02624024276442633
ACH-000620,-0.2273507390960703
ACH-000621,-0.3045793220577425
ACH-000622,-0.20818768076172686
ACH-000623,-0.231210588739352
ACH-000624,-0.5816557571034884
ACH-000627,-0.1426103057665432
ACH-000630,-0.6024703776568174
ACH-000631,-0.2096555824390217
ACH-000632,-0.3387119973018435
ACH-000633,-0.340304213879803
ACH-000637,-0.1227604812198671
ACH-000638,-0.1693073734757239
ACH-000646,-0.05228156534373705
ACH-000647,-0.5102966100660397
ACH-000648,-0.2285411986062913
ACH-000649,-0.24084438162585
ACH-000651,-0.1683116158983877
ACH-000652,-0.3638512776501664
ACH-000653,-0.14690202710518094
ACH-000657,-0.1832831523179262
ACH-000658,-0.14784770199577887
ACH-000661,-0.3701806781461657
ACH-000662,-0.12720630307593328
ACH-000663,0.005761760300796921
ACH-000665,-0.6387952166443905
ACH-000671,-0.461289877432361
ACH-000672,-0.4498539284812928
ACH-000673,-0.4360309465055863
ACH-000676,-0.06399005705240225
ACH-000677,-0.1801772835839023
ACH-000681,-0.6969406005574715
ACH-000683,-0.6075244982045329
ACH-000684,-0.3722533048384238
ACH-000688,-0.03345232382749107
ACH-000693,-0.7321137280432679
ACH-000694,-0.5061144400199187
ACH-000695,-0.12172930361389525
ACH-000696,-0.23473769841679465
ACH-000697,-0.2364678350225205
ACH-000699,-0.6751197710055095
ACH-000701,-0.21751912597815176
ACH-000706,-0.29031062244267025
ACH-000711,-0.720816672073825
ACH-000713,-0.4630849204280289
ACH-000714,-0.2877344542336625
ACH-000718,-0.17576230703897575
ACH-000720,-0.42892435081259933
ACH-000721,-0.23530900608662014
ACH-000724,-0.3188841816848929
ACH-000725,-0.15357763798101004
ACH-000732,-0.4677504453632682
ACH-000734,-0.3186569001000961
ACH-000735,-0.19494522252547175
ACH-000736,-0.3137276508166745
ACH-000738,-0.2152069154944578
ACH-000746,-0.1829946662066064
ACH-000747,-0.6115946763620932
ACH-000748,-0.5719547413908455
ACH-000753,-0.15283853464190095
ACH-000756,-0.4271842089373927
ACH-000757,-0.01342201902974049
ACH-000758,-0.4904589742230558
ACH-000760,-0.2545126088959429
ACH-000762,-0.22641761511629604
ACH-000763,-0.2698721811708661
ACH-000764,-0.7918482277470095
ACH-000765,-0.4162642656270547
ACH-000766,-0.5699254119926229
ACH-000767,-0.15152398384423404
ACH-000768,-0.17188670976749762
ACH-000769,-0.11510200049975515
ACH-000770,-0.15433645455466607
ACH-000771,-0.09792841954007746
ACH-000773,-0.245566921830482
ACH-000776,-0.23482159419474485
ACH-000777,-0.12358841806451865
ACH-000778,-0.15707446895243732
ACH-000781,-0.6261386753903692
ACH-000782,-0.2827794262739313
ACH-000783,-0.1404829849994593
ACH-000784,-0.6025739922293052
ACH-000785,-0.26148717636759605
ACH-000787,-0.7442736799499626
ACH-000788,-0.3548974536735984
ACH-000791,0.033968107237731734
ACH-000792,-0.34200328042999256
ACH-000794,-0.25247389535649845
ACH-000796,-0.2504787331390438
ACH-000798,-0.23351119546044774
ACH-000799,-0.16050056882094865
ACH-000800,-0.0329578681548675
ACH-000802,0.08089337601776228
ACH-000804,-0.10457353550583252
ACH-000805,-0.2861792005576411
ACH-000809,-0.3965683026704768
ACH-000810,-0.3491966535422468
ACH-000811,-0.2716749532734921
ACH-000817,-0.11082729597684288
ACH-000819,-0.21134278310604676
ACH-000820,-0.20398625346916624
ACH-000821,0.054807064971775066
ACH-000822,-0.09453857321795434
ACH-000823,-0.2346285020839089
ACH-000824,-0.11064301492278604
ACH-000827,-0.7038029676802915
ACH-000829,-0.12262136265206625
ACH-000831,-0.2271594596198624
ACH-000832,-0.16316684770224413
ACH-000833,-0.08629150760169797
ACH-000834,-0.2025070332170094
ACH-000835,-0.05255647372250925
ACH-000836,-0.21568678427376844
ACH-000837,-0.27216617734972337
ACH-000838,-0.14006122515012834
ACH-000839,-0.1813681245900539
ACH-000840,-0.4255062643456672
ACH-000841,-0.4699743013352981
ACH-000843,-0.2778628174600889
ACH-000846,-0.07164097218703
ACH-000847,-0.4630293280126684
ACH-000848,-0.1291067057831665
ACH-000849,-0.12912523650825286
ACH-000851,-0.15356406128024816
ACH-000855,-0.14614346450114032
ACH-000856,-0.31074625370155456
ACH-000858,-0.8536617769949192
ACH-000859,-0.5055423015019748
ACH-000861,-0.31965377089124297
ACH-000862,-0.027437967220941203
ACH-000865,-0.26613092133285404
ACH-000866,-0.2493588793076463
ACH-000867,-0.6185685760645249
ACH-000869,-0.2134681115676907
ACH-000872,-0.13172485709043405
ACH-000873,-0.2993894308065882
ACH-000876,-0.22360584246545806
ACH-000878,-0.6073662002212483
ACH-000880,-0.3744551486195089
ACH-000881,-0.2564866563968429
ACH-000882,-0.2852383657335258
ACH-000884,-0.3088531109343203
ACH-000885,-0.2134504666202013
ACH-000887,-0.26287732265393365
ACH-000889,-0.029263945869462463
ACH-000896,-0.3056840555546164
ACH-000898,-0.0484747606498213
ACH-000900,-0.4182573819737376
ACH-000901,-0.3400905821655219
ACH-000905,-0.13066686293189322
ACH-000906,-0.2293417036941497
ACH-000907,-0.23211241191353565
ACH-000910,-0.1923213756573082
ACH-000911,-0.13242252465822346
ACH-000912,-0.1932977281645048
ACH-000913,-0.0972973356217052
ACH-000915,-0.013933657046380409
ACH-000916,-0.8678700802140601
ACH-000917,-0.6566059386132828
ACH-000920,-0.021975006144731208
ACH-000921,-0.424321248548233
ACH-000924,-0.21034214408601354
ACH-000926,-0.15315408361719662
ACH-000928,-0.31963633895141635
ACH-000929,-0.6300691587774246
ACH-000932,-0.2139563245300367
ACH-000935,-0.17464684589428914
ACH-000936,-0.1189119850559543
ACH-000937,-0.027405034236909258
ACH-000938,-0.2401532293742921
ACH-000939,-0.13504087976368584
ACH-000941,-0.4364883871263142
ACH-000943,-0.34997747746853025
ACH-000946,-0.23105702951293025
ACH-000947,-0.11766584030516815
ACH-000948,-0.2048558421452003
ACH-000950,-0.5786851895368985
ACH-000953,-0.0875646782179808
ACH-000954,-0.26592215376774914
ACH-000957,-0.1472711876607243
ACH-000958,-0.5020214255618768
ACH-000960,-0.2295074930624917
ACH-000963,-0.05595884806862959
ACH-000968,-0.5403610285848999
ACH-000969,-0.1841314100364319
ACH-000972,-0.19992496216219408
ACH-000973,-0.14249615696311346
ACH-000974,-0.18318242069999968
ACH-000978,-0.4226953473537904
ACH-000984,-0.3455785569460534
ACH-000986,-0.40804179478997454
ACH-000988,-0.3283708033793218
ACH-000993,-0.05718535290091109
ACH-000994,0.057376748597903676
ACH-000996,-0.25529195079146305
ACH-001001,-0.08695216591367907
ACH-001020,-0.4871682499706456
ACH-001028,0.0557394050306342
ACH-001031,-0.19199063823438425
ACH-001038,-0.027217722930661586
ACH-001048,-0.28297747261620904
ACH-001050,-0.23886889545305584
ACH-001053,-0.18608009794749916
ACH-001054,-0.029036108362234636
ACH-001061,-0.2708124237706497
ACH-001067,-0.5663753668905234
ACH-001075,-0.1891627553953473
ACH-001096,-0.0793641105106296
ACH-001111,-0.09474084073557028
ACH-001119,-0.19348572605127276
ACH-001128,-0.2378628072234517
ACH-001134,-0.31326660528421074
ACH-001151,-0.2999447724058117
ACH-001163,-0.2337177926630743
ACH-001164,-0.04296213203425908
ACH-001183,-0.127966430981986
ACH-001192,-0.2796681354087082
ACH-001193,-0.1433023484698325
ACH-001196,0.039680553510800014
ACH-001197,-0.13444174061638195
ACH-001205,-0.43262289894337697
ACH-001211,-0.4112419844907914
ACH-001212,-0.33571383151942674
ACH-001228,-0.3106214314651603
ACH-001232,-0.11399732083456522
ACH-001239,-0.1519770647247344
ACH-001270,-0.11489269665185772
ACH-001274,-0.2326791334103282
ACH-001275,-0.2602908174465558
ACH-001277,-0.15278326161871275
ACH-001278,-0.4873368410263058
ACH-001280,0.013504347339387258
ACH-001283,-0.5864505508309066
ACH-001289,-0.1742396224752404
ACH-001300,-0.060589549246829015
ACH-001301,-0.22252565419369572
ACH-001302,-0.22226451745906628
ACH-001306,-0.1486688631832845
ACH-001318,-0.06632898388741397
ACH-001322,-0.308364367898147
ACH-001328,-0.4189761316068468
ACH-001332,-0.3307818742723661
ACH-001336,-0.2447919841530347
ACH-001346,-0.2211975997559144
ACH-001353,-0.16966147655984862
ACH-001354,-0.4071820138857551
ACH-001367,-0.33940742230568977
ACH-001368,-0.18170491380787454
ACH-001374,-0.5105184319514048
ACH-001377,-0.18053089234764236
ACH-001380,-0.05848797998061954
ACH-001391,-0.05469798369659727
ACH-001408,-0.6136945065223877
ACH-001430,-0.2660986479490252
ACH-001431,-0.2541733665762845
ACH-001450,0.06586861910299853
ACH-001496,-0.4484283068960682
ACH-001500,-0.2678629818182177
ACH-001523,-0.06367435702529706
ACH-001532,-0.23619356447463244
ACH-001550,-0.28214363077777577
ACH-001552,-0.2614399772888515
ACH-001554,-0.3156461455075491
ACH-001654,-0.6170659073465129
ACH-001735,-0.11071960632299443
ACH-001736,-0.16517693923256385
ACH-001737,-0.4073863578121607
ACH-001740,-0.13317521266762455
ACH-001745,-0.12623584784382466
ACH-001765,-0.051309884312922105
