,CHMP4C (92421)
ACH-000004,-0.0596212341886977
ACH-000005,-0.18022280750671896
ACH-000007,-0.2008633648616088
ACH-000009,-0.05382532282493103
ACH-000011,-0.1319991843621669
ACH-000012,-0.16555431716880334
ACH-000013,-0.08064694159150433
ACH-000014,-0.170269960485536
ACH-000015,-0.08570895267426143
ACH-000017,-0.00706203802032277
ACH-000018,-0.17840371863022267
ACH-000019,0.03116510333374238
ACH-000021,-0.058363959982049976
ACH-000022,-0.07979116070466964
ACH-000025,-0.09492322618917642
ACH-000028,-0.018870788696616743
ACH-000030,-0.04763822418227112
ACH-000035,-0.07048921438163062
ACH-000036,-0.040693650872714086
ACH-000037,-0.07568106382757255
ACH-000039,0.021358290895459254
ACH-000040,-0.09327515050159853
ACH-000041,-0.10033409521550364
ACH-000042,0.02240502380583542
ACH-000045,-0.08527510034918735
ACH-000047,-0.10447522690636836
ACH-000052,-0.16284070996886152
ACH-000053,-0.09868679853667424
ACH-000054,0.024943213892748128
ACH-000055,-0.16770112828973213
ACH-000060,0.12051823491719955
ACH-000067,-0.03185133433409194
ACH-000070,-0.13552302508953776
ACH-000075,-0.14560939129442996
ACH-000078,-0.09932188724487734
ACH-000082,-0.13349051635334794
ACH-000085,-0.23731909305122176
ACH-000086,-0.008820763513771467
ACH-000087,-0.046159827473739916
ACH-000092,-0.17322615685623424
ACH-000095,-0.011319136300375031
ACH-000097,-0.1573934953197232
ACH-000098,-0.09824761586677497
ACH-000099,-0.07110823556647812
ACH-000108,-0.0923114344888125
ACH-000113,0.02114121676360332
ACH-000116,0.016391666442997166
ACH-000118,-0.08174053100566445
ACH-000120,0.02215843769455311
ACH-000123,-0.029479329717416174
ACH-000127,-0.009649942157620429
ACH-000128,-0.2652432831464141
ACH-000132,-0.10816415660432584
ACH-000133,-0.08276591312574143
ACH-000137,-0.02034780839735129
ACH-000138,-0.06750677639849405
ACH-000142,0.07266494783192758
ACH-000143,-0.11734684984561293
ACH-000146,-0.030868065543168562
ACH-000148,-0.09449960520100698
ACH-000150,-0.3004677841587793
ACH-000152,-0.2302248695253495
ACH-000153,-0.1297672780136784
ACH-000159,-0.06239807132072305
ACH-000160,-0.144717957905069
ACH-000163,-0.13937687273401372
ACH-000167,-0.09628572481826436
ACH-000168,-0.08423172370086372
ACH-000169,-0.11315264808935177
ACH-000178,-0.13860649818139198
ACH-000183,-0.11652087136587667
ACH-000188,0.05177409673682962
ACH-000189,0.17730247618549735
ACH-000190,-0.17618840711225084
ACH-000198,-0.018974480344653856
ACH-000203,-0.2822559686360237
ACH-000204,0.004480123034808261
ACH-000206,-0.13903485838919147
ACH-000207,0.20233678599005636
ACH-000208,-0.2952661554757581
ACH-000210,-0.3051764546544392
ACH-000211,-0.069039020137039
ACH-000215,-0.02180511120042161
ACH-000221,0.007488278972381155
ACH-000222,0.026736318941060128
ACH-000223,-0.13396974737901088
ACH-000226,-0.23365954637065856
ACH-000227,-0.14588013489219093
ACH-000228,0.010009854106454677
ACH-000231,-0.13964551750121354
ACH-000232,-0.037987608181989325
ACH-000233,-0.1715651538678613
ACH-000234,-0.08506598028501615
ACH-000235,-0.18323115247013474
ACH-000237,-0.12454995031186733
ACH-000238,-0.02880857514470422
ACH-000242,-0.1214152564282796
ACH-000243,-0.06603772007187174
ACH-000244,-0.04315519048064431
ACH-000246,-0.11682254407640585
ACH-000248,-0.03531298730710651
ACH-000250,-0.0948592744474166
ACH-000251,0.17773190807216596
ACH-000252,-0.19294086766465773
ACH-000253,-0.0938842156693806
ACH-000255,-0.04630818194242477
ACH-000256,-0.16050092921754522
ACH-000257,-0.1941341988287383
ACH-000258,-0.11863332950448105
ACH-000259,-0.062048720892663375
ACH-000260,-0.03235918026307556
ACH-000261,-0.17535621896229714
ACH-000262,-0.14267147301569025
ACH-000263,-0.20376863940401024
ACH-000264,-0.10951210560350776
ACH-000265,-0.1901388836664511
ACH-000266,-0.09747979340946288
ACH-000272,-0.12357118608063072
ACH-000274,-0.16773088963355498
ACH-000277,-0.8545801532107682
ACH-000278,-0.117196542039402
ACH-000279,-0.15319292275286087
ACH-000280,-0.1620464027556691
ACH-000281,-0.04770630090470066
ACH-000288,-0.006298290553230546
ACH-000291,-0.07358100784579673
ACH-000293,-0.02540659523630236
ACH-000294,-0.19974733947787585
ACH-000295,0.11668187328463253
ACH-000296,-0.1348069040150792
ACH-000302,-0.04959701410991179
ACH-000304,-0.2116788506532961
ACH-000307,-0.0390842242419198
ACH-000308,0.027217772575265645
ACH-000310,-0.0701998262558002
ACH-000311,-0.1844565273036588
ACH-000312,-0.1929758752511237
ACH-000315,0.12520760713208365
ACH-000316,-0.16063898641412516
ACH-000317,-0.060974232952801785
ACH-000318,-0.020101390841260787
ACH-000319,-0.10637325075274842
ACH-000320,-0.08542974964469828
ACH-000322,-0.08846268051789599
ACH-000323,-0.14992027434584784
ACH-000324,-0.1014850004613063
ACH-000329,-0.047402608998608924
ACH-000330,-0.005026413262715528
ACH-000331,-0.12117848814751687
ACH-000332,-0.02712504254981605
ACH-000334,-0.2644813601012241
ACH-000335,0.0882957247025942
ACH-000336,-0.0888423240621424
ACH-000337,-0.05776217421266538
ACH-000338,-0.05433371807946514
ACH-000339,-0.1323568916440067
ACH-000341,-0.19778017890151245
ACH-000348,-0.13909084611121664
ACH-000350,0.0456213378454744
ACH-000352,-0.05298487547354246
ACH-000356,0.17238768246856204
ACH-000361,-0.10892844891109567
ACH-000362,-0.21195339253937587
ACH-000363,0.06721925062738825
ACH-000364,-0.20218064711407244
ACH-000365,-0.1346223658801428
ACH-000366,0.005827139056623484
ACH-000368,-0.05603368757021916
ACH-000374,0.16401799958204094
ACH-000375,0.0075143677099759765
ACH-000376,-0.05366336206125108
ACH-000381,0.06914337852868177
ACH-000383,-0.054242154412571186
ACH-000387,-0.20392136274685568
ACH-000389,-0.10826056742719464
ACH-000390,-0.04310338409294046
ACH-000393,-0.09395458535143772
ACH-000395,0.07195437642689839
ACH-000396,-0.008165239511770374
ACH-000397,0.04190243066622535
ACH-000401,-0.07547976496798788
ACH-000402,-0.2067326804971121
ACH-000403,-0.09615540836585246
ACH-000404,0.12042341858799915
ACH-000406,-0.06075912819512455
ACH-000407,-0.02574957045293326
ACH-000408,-0.004772377327260682
ACH-000410,-0.0880373983124756
ACH-000411,-0.13944943523850553
ACH-000414,-0.23292917292826298
ACH-000415,-0.0071596252377977895
ACH-000416,-0.14891013871937345
ACH-000420,0.003985798161213396
ACH-000421,0.00291123772948557
ACH-000424,-0.21384220062054027
ACH-000425,-0.12103324629691625
ACH-000426,-0.013173623106830405
ACH-000427,-0.06529984923542728
ACH-000433,-0.010685420844841084
ACH-000435,0.12709994761203114
ACH-000436,-0.3253874391316644
ACH-000444,-0.20698182024514802
ACH-000445,-0.05274607035008473
ACH-000448,-0.11356084099343546
ACH-000450,0.09828959783592027
ACH-000452,-0.017994777823565466
ACH-000454,0.10316233032112164
ACH-000458,-0.10070411068839212
ACH-000459,0.05946855637655444
ACH-000460,-0.004987498981363545
ACH-000461,-0.08986803785606969
ACH-000463,-0.1220813710211207
ACH-000464,-0.048248783374683885
ACH-000466,-0.03557451213327345
ACH-000467,-0.1788768732337931
ACH-000468,-0.03152081572270213
ACH-000469,-0.11845050352205724
ACH-000470,-0.09841234465804814
ACH-000471,-0.11849659285028333
ACH-000472,-0.12698666763019234
ACH-000473,0.018102777308404254
ACH-000475,-0.009840092455736395
ACH-000476,-0.07669062713971925
ACH-000477,-0.07845832161697806
ACH-000479,0.1383326674736466
ACH-000480,-0.14235471616161632
ACH-000481,-0.1665003228516017
ACH-000483,-0.07747446905922749
ACH-000484,-0.17719383603227465
ACH-000485,-0.019761110495466482
ACH-000486,-0.13073262155597068
ACH-000487,-0.08027346297549713
ACH-000488,0.013346470919913136
ACH-000490,-0.10017397923367287
ACH-000491,-0.09311089174657193
ACH-000495,-0.23745834723970266
ACH-000496,-0.06296184890761809
ACH-000499,-0.021934797786454803
ACH-000500,-0.2270621295575574
ACH-000502,-0.07260584051307653
ACH-000503,0.013625108827544877
ACH-000505,-0.15278560577270306
ACH-000507,-0.07069605041537863
ACH-000510,-0.031296021338617586
ACH-000511,-0.07065061482100869
ACH-000512,-0.2544502694868491
ACH-000516,-0.13343393219297142
ACH-000517,0.03129300899659488
ACH-000518,-0.06493254495923602
ACH-000520,-0.15577600151648802
ACH-000521,0.028351848464393738
ACH-000522,-0.12885825895081973
ACH-000524,-0.057451868461219364
ACH-000527,0.051349204420312926
ACH-000528,-0.036975656994263265
ACH-000537,-0.060996444501930126
ACH-000541,-0.05213402043470528
ACH-000542,-0.25568597303166896
ACH-000544,-0.031962651476041645
ACH-000545,-0.1211377632512852
ACH-000547,-0.07123298371732623
ACH-000548,-0.14126625870856105
ACH-000549,-0.005990239014934472
ACH-000550,-0.13149752188258532
ACH-000552,-0.16323626834810026
ACH-000556,-0.10450883827543113
ACH-000557,-0.268781479057126
ACH-000569,0.007337471889608114
ACH-000570,-0.11199564636378936
ACH-000571,-0.04062303647748477
ACH-000573,-0.06737761838449703
ACH-000576,-0.04172843988240988
ACH-000579,-0.04971397575630384
ACH-000580,-0.25074660021839634
ACH-000584,0.0017866115065331102
ACH-000585,-0.014231403668165419
ACH-000588,-0.10531517633252456
ACH-000589,-0.030353272072809745
ACH-000591,-0.0031482143346202585
ACH-000593,0.03778883887688427
ACH-000600,-0.07601136499674715
ACH-000601,-0.07869735867964979
ACH-000605,0.03425202311007613
ACH-000606,-0.020578685660822115
ACH-000608,-0.08709646658560746
ACH-000614,-0.16123749419320918
ACH-000616,-0.1919619933424695
ACH-000618,-0.048701472713363406
ACH-000619,-0.21375369425684207
ACH-000620,-0.0005594919257828579
ACH-000621,-0.154242234408724
ACH-000622,-0.14982399684610476
ACH-000623,0.05577616410828101
ACH-000624,-0.013257140187078815
ACH-000627,-0.040257719678732574
ACH-000630,0.01024159256089884
ACH-000631,0.028176333601917382
ACH-000632,-0.10221660885654442
ACH-000633,-0.05874500075976785
ACH-000637,0.058104005857125635
ACH-000638,-0.031345178363333226
ACH-000646,-0.022418855670043977
ACH-000647,-0.1020678975577418
ACH-000648,-0.21953737460417289
ACH-000649,-0.1270945344208156
ACH-000651,-0.0091251909386471
ACH-000652,-0.14353144007642668
ACH-000653,-0.03437924309280083
ACH-000657,-0.03854507638572573
ACH-000658,-0.1255689875148341
ACH-000661,-0.07507502407449691
ACH-000662,-0.01128367704946291
ACH-000663,-0.135888111087856
ACH-000665,-0.10336654208764093
ACH-000671,-0.05347001577415145
ACH-000672,0.036794807902929515
ACH-000673,-0.08145130277907013
ACH-000676,-0.15377789327941493
ACH-000677,-0.06174541381173136
ACH-000681,-0.18872539939537716
ACH-000683,0.009187927328022392
ACH-000684,-0.1938886688655732
ACH-000688,-0.025257219080631468
ACH-000693,-0.040075464123137707
ACH-000694,-0.06719185647611581
ACH-000695,-0.08884013487738815
ACH-000696,-0.003879759470360162
ACH-000697,-0.1387310150774558
ACH-000699,-0.0943335581084645
ACH-000701,-0.19503880628856796
ACH-000706,-0.08069446471637921
ACH-000711,-0.018556515192150503
ACH-000713,-0.11807691837355115
ACH-000714,0.0597764576569173
ACH-000718,-0.1060712721611012
ACH-000720,-0.06254792085150249
ACH-000721,-0.19088609899631825
ACH-000724,-0.16449292411798322
ACH-000725,-0.11514597606196918
ACH-000732,0.019927782991250063
ACH-000734,-0.036316753678490216
ACH-000735,-0.05366675850089413
ACH-000736,0.020055358169841338
ACH-000738,0.007140762848040032
ACH-000746,0.0325795130738727
