,CHMP4C (92421)
ACH-000747,-0.0545794512027858
ACH-000748,0.05593957504903476
ACH-000753,-0.08177706181822328
ACH-000756,-0.03882380973712748
ACH-000757,-0.17438975829236608
ACH-000758,0.03792437086478099
ACH-000760,-0.07740423065378196
ACH-000762,-0.04613416454656606
ACH-000763,-0.2422558222368255
ACH-000764,0.07007675815712061
ACH-000765,-0.13801405732830568
ACH-000766,-0.17411186600892029
ACH-000767,-0.21816352236576453
ACH-000768,-0.04191835665229891
ACH-000769,-0.10903013495744042
ACH-000770,-0.0017006623041782526
ACH-000771,-0.04189399928150202
ACH-000773,-0.09968698230793767
ACH-000776,-0.11790158478138155
ACH-000777,-0.02312915588314141
ACH-000778,-0.06351727228708114
ACH-000781,-0.06269276989679427
ACH-000782,-0.058512003643752974
ACH-000783,-0.1035170736542592
ACH-000784,-0.110206688621207
ACH-000785,0.06549201781494624
ACH-000787,0.04346818737788826
ACH-000788,0.011569517000739693
ACH-000791,-0.14925298081934324
ACH-000792,-0.1208827185546183
ACH-000794,0.015197138247531803
ACH-000796,-0.08965347753568749
ACH-000798,-0.1605444864137217
ACH-000799,-0.06362024685113837
ACH-000800,0.0013104572951022214
ACH-000802,-0.03406346257162942
ACH-000804,-0.0973530503335516
ACH-000805,0.0040522348403673044
ACH-000809,-0.05365439264872969
ACH-000810,-0.14052317289043334
ACH-000811,-0.2034503463045344
ACH-000817,0.09164986623725742
ACH-000819,-0.07382138069629496
ACH-000820,-0.025372314828566504
ACH-000821,0.0056964002345543645
ACH-000822,-0.1547842404145252
ACH-000823,-0.0920388147331692
ACH-000824,-0.16257468107552026
ACH-000827,-0.11597270851955327
ACH-000829,-0.12150953686773347
ACH-000831,-0.1667953280753162
ACH-000832,0.02446798180365041
ACH-000833,0.014557181314675231
ACH-000834,-0.1979985088530589
ACH-000835,-0.05218730170099569
ACH-000836,-0.14747703937152545
ACH-000837,-0.053537381752401365
ACH-000838,-0.07091177757779428
ACH-000839,-0.061805149727604265
ACH-000840,0.0006263241844118593
ACH-000841,-0.08354241472785018
ACH-000843,0.11714060410733562
ACH-000846,-0.11801755741579238
ACH-000847,-0.1708984738206849
ACH-000848,-0.045546399845196005
ACH-000849,-0.1031376395591967
ACH-000851,-0.15974775781305092
ACH-000855,-0.08012932675440787
ACH-000856,-0.04230422855462778
ACH-000858,-0.12981194064946922
ACH-000859,-0.031083665147824607
ACH-000861,-0.0820391832404258
ACH-000862,-0.0899103634798115
ACH-000865,-0.10394178669927914
ACH-000866,-0.12260263036252968
ACH-000867,-0.10182575914936996
ACH-000869,0.045300222481206055
ACH-000872,-0.12113980928407095
ACH-000873,-0.11562463199393147
ACH-000876,-0.15741137196297422
ACH-000878,-0.03700482002724675
ACH-000880,-0.121981187581482
ACH-000881,0.022797906120269617
ACH-000882,-0.08965208013228047
ACH-000884,-0.0781567380046503
ACH-000885,-0.09538142514362853
ACH-000887,-0.058935783624239325
ACH-000889,0.033979173311367177
ACH-000896,-0.01961268398537571
ACH-000898,0.05417555474175255
ACH-000900,0.07949446699543852
ACH-000901,-0.03590231344377298
ACH-000905,-0.02585258128781904
ACH-000906,-0.093919301460668
ACH-000907,-0.10600259394668912
ACH-000910,-0.06366979118246385
ACH-000911,-0.0958732345298066
ACH-000912,-0.08392938607575794
ACH-000913,-0.11495229912949385
ACH-000915,-0.1831440333353504
ACH-000916,-0.0966640812493199
ACH-000917,0.08396309671370124
ACH-000920,0.33069125627221924
ACH-000921,-0.1831890626667549
ACH-000924,-0.05771812793391936
ACH-000926,-0.05400498074729315
ACH-000928,-0.15048187573580146
ACH-000929,-0.004406411360946872
ACH-000932,-0.21070743095085706
ACH-000935,-0.0434371154584669
ACH-000936,-0.030811473603152967
ACH-000937,-0.15229354598543715
ACH-000938,-0.1844927880639083
ACH-000939,-0.037783965330658864
ACH-000941,-0.1498836715143096
ACH-000943,-0.11015371217880657
ACH-000946,-0.2344651459827063
ACH-000947,0.04940529000257996
ACH-000948,-0.09946722213988164
ACH-000950,-0.2578200213861875
ACH-000953,-0.15345684177240818
ACH-000954,-0.050986230413224684
ACH-000957,0.03293353111654862
ACH-000958,-0.21908852312260427
ACH-000960,-0.056149257316486116
ACH-000963,-0.1563245911642131
ACH-000968,-0.07607240471881603
ACH-000969,-0.19346668760383406
ACH-000972,-0.14300957664666844
ACH-000973,-0.06424415562597734
ACH-000974,-0.11347441388346376
ACH-000978,-0.10915477517531767
ACH-000984,-0.05150306750663973
ACH-000986,-0.11978177074653812
ACH-000988,-0.2313609340797152
ACH-000993,-0.08932916474598547
ACH-000994,-0.02046116362153162
ACH-000996,-0.07673262427191788
ACH-001001,-0.1059893251377707
ACH-001020,-0.1619652501741866
ACH-001028,-0.045135317982098834
ACH-001031,-0.03890546161231141
ACH-001038,-0.04704926171356465
ACH-001048,-0.05029530902826432
ACH-001050,-0.03836500618450783
ACH-001053,-0.10405115767005492
ACH-001054,-0.023062106747616263
ACH-001061,-0.04214097781770045
ACH-001067,-0.2778519663283181
ACH-001075,-0.2139658194676457
ACH-001096,-0.028604366322553094
ACH-001111,0.05937843706183675
ACH-001119,-0.008523688433719322
ACH-001128,-0.2274598855097735
ACH-001134,-0.1495594988926192
ACH-001151,-0.15638187888775928
ACH-001163,-0.13399222181375658
ACH-001164,-0.07157315232314129
ACH-001183,-0.09243164715633156
ACH-001192,-0.1156339910639497
ACH-001193,0.1982081367548555
ACH-001196,-0.05128689556717687
ACH-001197,-0.09869898175112914
ACH-001205,-0.2653980954670372
ACH-001211,-0.043659641800844966
ACH-001212,-0.09289419664860556
ACH-001228,-0.06265707966119269
ACH-001232,-0.1140604493165936
ACH-001239,-0.01905917761852289
ACH-001270,-0.2669936882281609
ACH-001274,-0.06930756093948523
ACH-001275,-0.12113349202304408
ACH-001277,-0.1276456986566822
ACH-001278,0.02645595657917157
ACH-001280,-0.15929629551899233
ACH-001283,-0.025101364435494114
ACH-001289,-0.08914416282976463
ACH-001300,-0.02953254458281928
ACH-001301,-0.016181917607628733
ACH-001302,-0.21053667558175648
ACH-001306,0.009174960891062293
ACH-001318,-0.11726010536405095
ACH-001322,-0.06721094533287067
ACH-001328,0.1532964452475026
ACH-001332,-0.10298521827712193
ACH-001336,0.0030010365225754338
ACH-001346,-0.030875944894658357
ACH-001353,-0.006801950650659251
ACH-001354,0.0282883014723974
ACH-001367,-0.043862335014071566
ACH-001368,-0.14553853064049094
ACH-001374,0.11314095305607932
ACH-001377,-0.049761053253542534
ACH-001380,-0.05938271918244605
ACH-001391,0.04419023075478752
ACH-001408,-0.10288141392122968
ACH-001430,0.12571333647519442
ACH-001431,0.05099991219333458
ACH-001450,-0.17939057714281215
ACH-001496,-0.027366032100987227
ACH-001500,-0.04177573441164065
ACH-001523,0.028386065622069717
ACH-001532,-0.15860965170685434
ACH-001550,-0.12726716205024585
ACH-001552,-0.12096571731667458
ACH-001554,-0.03809534022115379
ACH-001654,-0.024653493852052528
ACH-001735,-0.09065279101020816
ACH-001736,-0.08792992117328205
ACH-001737,0.15348168725380448
ACH-001740,0.005293043115109015
ACH-001745,-0.02875218642041225
ACH-001765,-0.006525648514685429
