,MNDA (4332)
ACH-000004,0.17068295497487082
ACH-000005,0.01076938659440952
ACH-000007,0.03611584496926002
ACH-000009,-0.0017608746756157625
ACH-000011,0.20465460616618086
ACH-000012,0.053955210958284094
ACH-000013,0.05789975144561028
ACH-000014,0.18740241122034346
ACH-000015,0.008012344203694455
ACH-000017,0.08202404349473456
ACH-000018,-0.05438909880715022
ACH-000019,-0.09459845978255994
ACH-000021,0.13662552195183794
ACH-000022,0.030356321739032008
ACH-000025,-0.048611572148161794
ACH-000028,0.03990999262496956
ACH-000030,0.16208400792120348
ACH-000035,0.004731730287057647
ACH-000036,0.11624667717483325
ACH-000037,0.20435048745328488
ACH-000039,-0.06503747823684554
ACH-000040,0.1157289908569544
ACH-000041,0.05278326933312126
ACH-000042,0.15912273425651186
ACH-000045,0.052257971747227835
ACH-000047,0.02761114727384733
ACH-000052,0.005642945412479069
ACH-000053,0.1259679837247817
ACH-000054,-0.00544410736771904
ACH-000055,0.15200575532212002
ACH-000060,0.055555644973588315
ACH-000067,0.13918621757569358
ACH-000070,0.12602895344460854
ACH-000075,0.14441532552944686
ACH-000078,0.060690659469514525
ACH-000082,0.05690868373850661
ACH-000085,0.1591439265277319
ACH-000086,-0.0979659341145801
ACH-000087,0.1723244097009818
ACH-000092,0.12805989438669907
ACH-000095,0.14249942895066114
ACH-000097,0.14333687352067087
ACH-000098,0.046954953387212166
ACH-000099,0.13126920519379845
ACH-000108,0.11471451168189413
ACH-000113,0.04825869054427594
ACH-000116,0.0456039133484936
ACH-000118,0.12881006059306085
ACH-000120,0.08511925247219866
ACH-000123,0.08416396464666258
ACH-000127,0.06685880327882594
ACH-000128,0.2190765765271748
ACH-000132,0.050469814433757525
ACH-000133,0.01760510697090253
ACH-000137,0.4134866317817745
ACH-000138,0.15791142927205049
ACH-000142,0.002807282865407562
ACH-000143,-0.009908058275678531
ACH-000146,0.11113739885671746
ACH-000148,0.05202051968875391
ACH-000150,0.0033303886236612577
ACH-000152,0.1525045249152462
ACH-000153,0.03575345496937615
ACH-000159,0.023670365641440004
ACH-000160,0.1081495354539704
ACH-000163,0.05374670408857129
ACH-000167,0.028558390444110845
ACH-000168,0.1378824834967476
ACH-000169,0.011717941349289223
ACH-000178,0.11237924970765424
ACH-000183,0.06699551380080432
ACH-000188,0.05807005075925531
ACH-000189,-0.0780778493468531
ACH-000190,0.05882843311455707
ACH-000198,0.12442781632035148
ACH-000203,0.434002865616308
ACH-000204,-0.1960112816769331
ACH-000206,0.21079829265869612
ACH-000207,0.06105287500343315
ACH-000208,-0.1624914357105952
ACH-000210,-0.04905123247070541
ACH-000211,0.1138600734485064
ACH-000215,0.02737971691398917
ACH-000221,0.052734667897126636
ACH-000222,0.1490623466629065
ACH-000223,-0.005887374128239117
ACH-000226,-0.011216824163504537
ACH-000227,0.12159115363297053
ACH-000228,0.0869642054813486
ACH-000231,0.12314260620697995
ACH-000232,0.10518083762705062
ACH-000233,0.14565259684713813
ACH-000234,0.051585787597022974
ACH-000235,0.09898639936336254
ACH-000237,0.09517747948830158
ACH-000238,0.08084801780598666
ACH-000242,0.2333820390511656
ACH-000243,0.0535123038407913
ACH-000244,0.3391676033015418
ACH-000246,0.027280603736360026
ACH-000248,0.11974430580503626
ACH-000250,0.08352902191916607
ACH-000251,-0.01784398719801662
ACH-000252,0.03071580957300349
ACH-000253,0.17235765919833668
ACH-000255,0.029206307849143482
ACH-000256,0.11801414319232376
ACH-000257,0.11322143504576974
ACH-000258,0.183819018151718
ACH-000259,0.0149117115667038
ACH-000260,0.10420467174040504
ACH-000261,0.06800174153615415
ACH-000262,0.1228105206782036
ACH-000263,0.1234018798429068
ACH-000264,-0.015639165014744882
ACH-000265,0.062094432276023626
ACH-000266,0.11847377325825545
ACH-000272,-0.03285574644912093
ACH-000274,0.15143467997904805
ACH-000277,0.017786313945725926
ACH-000278,0.01014627811947362
ACH-000279,0.12889323505213127
ACH-000280,0.15151061462767604
ACH-000281,0.16749166763837342
ACH-000288,0.09521836064591764
ACH-000291,-0.029129307768972768
ACH-000293,-0.008669029689919937
ACH-000294,0.1156054579347832
ACH-000295,0.0744784921066961
ACH-000296,0.1512229733295445
ACH-000302,0.11922589721205636
ACH-000304,0.1512809417355893
ACH-000307,0.04324284950075344
ACH-000308,0.06255208912787465
ACH-000310,0.0955219308355221
ACH-000311,0.09602890651252333
ACH-000312,0.0961475017978396
ACH-000315,0.13013468361090666
ACH-000316,0.0578416954053785
ACH-000317,0.0826205250339238
ACH-000318,0.007498023786118622
ACH-000319,0.1170369641949794
ACH-000320,0.13992149025161732
ACH-000322,0.11417738152565565
ACH-000323,-0.04267234098339636
ACH-000324,0.020015740296354025
ACH-000329,0.10438165398935204
ACH-000330,0.18044070034627446
ACH-000331,0.16013505649662085
ACH-000332,-0.016719754003461085
ACH-000334,0.11458481169405982
ACH-000335,-0.10000929423489703
ACH-000336,0.015161628550215304
ACH-000337,-0.017984507229517804
ACH-000338,0.08078924127947258
ACH-000339,0.10276649092937302
ACH-000341,0.1761178543078222
ACH-000348,0.1455911573104081
ACH-000350,0.10053319201952704
ACH-000352,0.046636191089355766
ACH-000356,0.10295981508383012
ACH-000361,0.15828391299142236
ACH-000362,0.1208487863980226
ACH-000363,0.03561291849388642
ACH-000364,0.10944676798200967
ACH-000365,0.14205587425699406
ACH-000366,0.06291933659086392
ACH-000368,0.18126964571759566
ACH-000374,0.02378568175358459
ACH-000375,0.09652331669999234
ACH-000376,-0.02650050464931674
ACH-000381,-0.00500709418762921
ACH-000383,0.09285042466428517
ACH-000387,-0.0374904016657646
ACH-000389,0.20964483550633092
ACH-000390,0.04398116917980331
ACH-000393,-0.006878187456250968
ACH-000395,0.09143423510933936
ACH-000396,0.023994459076907483
ACH-000397,0.14462486033752614
ACH-000401,-0.02097180093587321
ACH-000402,-0.10262839522711932
ACH-000403,0.09567777990230228
ACH-000404,0.20059401743966704
ACH-000406,0.09861831120327774
ACH-000407,0.08180635155397195
ACH-000408,0.2187181207419326
ACH-000410,-0.10964357486602727
ACH-000411,-0.045450694063388655
ACH-000414,0.053346485547843
ACH-000415,0.09720136403640033
ACH-000416,0.05112964400853357
ACH-000420,0.05312608290777345
ACH-000421,0.06898904562703001
ACH-000424,-0.04573599847494265
ACH-000425,0.06447139755146072
ACH-000426,-0.009068230375515523
ACH-000427,-0.12634826697991394
ACH-000433,0.14832658971135082
ACH-000435,-0.026282923004414056
ACH-000436,0.03255872165196925
ACH-000444,0.05125829864985839
ACH-000445,0.04579984791570798
ACH-000448,0.06415599192790157
ACH-000450,0.00577621996326696
ACH-000452,0.06262400944503152
ACH-000454,0.08260459616846956
ACH-000458,0.07387260501706536
ACH-000459,-0.0034804406154861954
ACH-000460,0.0434555538864802
ACH-000461,0.16251949858101186
ACH-000463,0.07934596610508644
ACH-000464,0.04800684056913279
ACH-000466,0.04141699318373427
ACH-000467,0.12098115392031475
ACH-000468,0.12098630797425344
ACH-000469,0.2291827013075543
ACH-000470,0.2029777280141196
ACH-000471,0.13203836503258104
ACH-000472,0.12301745537575585
ACH-000473,0.1853429426777037
ACH-000475,0.03779078276387489
ACH-000476,0.018988854395117858
ACH-000477,-0.10977770900233484
ACH-000479,-0.1410645450833724
ACH-000480,-0.025632687611423042
ACH-000481,0.05404266323327374
ACH-000483,0.08402008522989157
ACH-000484,-0.021965714973477973
ACH-000485,0.13590770063427976
ACH-000486,0.03199900033495305
ACH-000487,0.09134160347231024
ACH-000488,0.1403393381552158
ACH-000490,0.05981277596094186
ACH-000491,0.0892194718128481
ACH-000495,0.009098528736540344
ACH-000496,0.19618807224911106
ACH-000499,0.1749529714941148
ACH-000500,0.2299555175803177
ACH-000502,0.19644064562312527
ACH-000503,0.1560054164539212
ACH-000505,0.07808468452416982
ACH-000507,-0.0013135934908054528
ACH-000510,0.05263984202352809
