,WIZ (58525)
ACH-000004,-0.17719708537709755
ACH-000005,-0.01855259542554108
ACH-000007,-0.12484356195332927
ACH-000009,0.06385045258590873
ACH-000011,-0.07384353148067706
ACH-000012,0.2094366035062526
ACH-000013,-0.10705128166113692
ACH-000014,-0.2317842385062769
ACH-000015,-0.20437121507738004
ACH-000017,-0.09632350307153016
ACH-000018,-0.2430967439839721
ACH-000019,-0.201708184402279
ACH-000021,-0.2079767623984972
ACH-000022,0.0701018202155417
ACH-000025,-0.08277643562256602
ACH-000028,-0.055944911350500164
ACH-000030,-0.1883886389704348
ACH-000035,-0.13043562939619824
ACH-000036,0.08189508677216455
ACH-000037,0.07194709332510774
ACH-000039,0.09659786028553408
ACH-000040,-0.0012320578037968827
ACH-000041,-0.3765218042280987
ACH-000042,-0.26412943123967714
ACH-000045,-0.08126695005569376
ACH-000047,-0.04295277212919574
ACH-000052,-0.2373793446563328
ACH-000053,-0.13790054037638275
ACH-000054,-0.046131479447033434
ACH-000055,0.3751310496288398
ACH-000060,-0.06844682209182673
ACH-000067,0.0037009421607559993
ACH-000070,-0.09026000918610123
ACH-000075,0.0038339218036609205
ACH-000078,0.018365977469792447
ACH-000082,-0.02440155960453656
ACH-000085,-0.019585360687070882
ACH-000086,-0.006377544910714636
ACH-000087,-0.3418409176735618
ACH-000092,-0.053747245454805546
ACH-000095,0.0730717838399808
ACH-000097,0.18733480321504914
ACH-000098,0.07141939206906407
ACH-000099,0.16564391007765927
ACH-000108,-0.03264898905910693
ACH-000113,-0.2412226163469969
ACH-000116,-0.0954595700573956
ACH-000118,-0.11933924821179087
ACH-000120,-0.31116638764022
ACH-000123,-0.3353416861976922
ACH-000127,-0.08439144438593305
ACH-000128,-0.20450393926603133
ACH-000132,-0.08707060465729333
ACH-000133,0.09410304412461766
ACH-000137,0.2036541468515485
ACH-000138,-0.22217079228635375
ACH-000142,-0.04927944957349352
ACH-000143,-0.2483582910902857
ACH-000146,0.055600785894633804
ACH-000148,0.22124819237011825
ACH-000150,0.21312830953765852
ACH-000152,-0.06087298928810001
ACH-000153,-0.011310224077326066
ACH-000159,-0.12391244243447493
ACH-000160,0.028988266901228955
ACH-000163,-0.11808431269990373
ACH-000167,-0.4813859454888008
ACH-000168,-0.14240034793809356
ACH-000169,-0.1830583302405172
ACH-000178,-0.2845621550385155
ACH-000183,0.001994047495565309
ACH-000188,-0.1156762651090254
ACH-000189,0.06413241475548058
ACH-000190,-0.016880919993656183
ACH-000198,-0.1156659461025966
ACH-000203,-0.39688572004382594
ACH-000204,0.0658062292002325
ACH-000206,0.005843372477465664
ACH-000207,-0.17552713872117653
ACH-000208,-0.2248550627711564
ACH-000210,-0.03228106618533013
ACH-000211,-0.023833034861373642
ACH-000215,0.050952636905021866
ACH-000221,0.06981872594947082
ACH-000222,-0.207732453424176
ACH-000223,-0.15948268432908894
ACH-000226,-0.13472791823576707
ACH-000227,-0.046247941189447736
ACH-000228,-0.04744963953484957
ACH-000231,0.0808762841232851
ACH-000232,-0.12835998504136029
ACH-000233,-0.15395064071656153
ACH-000234,-0.21476859776130766
ACH-000235,-0.2117596443451568
ACH-000237,-0.16064990573928878
ACH-000238,-0.06955348635336184
ACH-000242,-0.11227464777760666
ACH-000243,-0.2660929854169141
ACH-000244,0.11017430003143973
ACH-000246,0.03702679157968264
ACH-000248,-0.1296674091637448
ACH-000250,-0.13884690054093712
ACH-000251,-0.10885175591543324
ACH-000252,-0.4754183267771045
ACH-000253,-0.061317048712105776
ACH-000255,-0.17950045837905848
ACH-000256,0.0011214616722367704
ACH-000257,0.047504403962367145
ACH-000258,0.16988782697137922
ACH-000259,0.08544981159883952
ACH-000260,-0.1967038072100032
ACH-000261,-0.015161243074560932
ACH-000262,-0.010610179039244
ACH-000263,0.08130395017515375
ACH-000264,-0.012047646900689695
ACH-000265,0.08532665866285953
ACH-000266,-0.04409847763544222
ACH-000272,-0.04802576888809115
ACH-000274,0.022547287449421527
ACH-000277,0.08583117852339768
ACH-000278,-0.1728731533631402
ACH-000279,-0.052044016007986166
ACH-000280,0.024653316836022395
ACH-000281,-0.1783894313261267
ACH-000288,0.05143616514214832
ACH-000291,-0.2558470157823466
ACH-000293,0.04523609280353761
ACH-000294,-0.21079879980918964
ACH-000295,-0.1841979293462284
ACH-000296,-0.00017591287710784614
ACH-000302,-0.036851291847904234
ACH-000304,-0.03157941245721512
ACH-000307,-0.2819960687615883
ACH-000308,-0.2983830912026087
ACH-000310,0.0680187721244266
ACH-000311,0.06017239806890533
ACH-000312,-0.09119077717218553
ACH-000315,-0.15888927968822303
ACH-000316,-0.023814838333750383
ACH-000317,0.02899379876882066
ACH-000318,-0.2184975472815863
ACH-000319,-0.1506216434021306
ACH-000320,-0.0803281574705085
ACH-000322,0.11528628355370127
ACH-000323,-0.016013470520894666
ACH-000324,-0.007504096777361484
ACH-000329,-0.06585583633830261
ACH-000330,-0.13398494766496338
ACH-000331,-0.058410748016604626
ACH-000332,-0.1802995263876536
ACH-000334,-0.06777730982554106
ACH-000335,0.055663085744925934
ACH-000336,-0.13938410830362613
ACH-000337,-0.31740858682041884
ACH-000338,0.3386926796726051
ACH-000339,0.02112811875582669
ACH-000341,-0.10347345178196543
ACH-000348,-0.03257024183052777
ACH-000350,0.0115994405388464
ACH-000352,-0.014987768110751969
ACH-000356,0.017193544522875533
ACH-000361,-0.06149005952313314
ACH-000362,-0.10817876339262024
ACH-000363,0.08085318266252281
ACH-000364,0.07548106915995391
ACH-000365,-0.19849897052173146
ACH-000366,-0.0722974532760216
ACH-000368,0.27978619018075274
ACH-000374,0.17750987325956855
ACH-000375,-0.34536326722095023
ACH-000376,-0.05910973893148363
ACH-000381,0.18517874395801767
ACH-000383,-0.15514259371269715
ACH-000387,-0.051311279681192035
ACH-000389,-0.20667152977613698
ACH-000390,-0.19575335810370365
ACH-000393,0.09580096100643964
ACH-000395,-0.18196354245296129
ACH-000396,0.16200662909710015
ACH-000397,0.1618853620704886
ACH-000401,-0.1182475802465026
ACH-000402,-0.08194868674151537
ACH-000403,-0.12393900446693736
ACH-000404,0.11406292980185548
ACH-000406,0.04437995852424306
ACH-000407,-0.0550183593907441
ACH-000408,-0.04005507813124359
ACH-000410,-0.1783617378106953
ACH-000411,0.05971007749609025
ACH-000414,-0.14599170915822213
ACH-000415,-0.0438255087327951
ACH-000416,-0.050718393269737434
ACH-000420,0.21946727861531712
ACH-000421,0.029287725201460463
ACH-000424,0.037279966000274715
ACH-000425,-0.14223496683084044
ACH-000426,-0.13889919679404278
ACH-000427,-0.094258048271655
ACH-000433,0.03213172160295677
ACH-000435,-0.2390977644364223
ACH-000436,0.0603462025457236
ACH-000444,-0.16133440420429093
ACH-000445,-0.26023467718220755
ACH-000448,-0.2441368453199805
ACH-000450,-0.2336820288343356
ACH-000452,-0.026600202828977747
ACH-000454,-0.4127301463396496
ACH-000458,-0.11786068419356215
ACH-000459,-0.057385469214562536
ACH-000460,-0.13300568321397552
ACH-000461,-0.12477325113859555
ACH-000463,0.026300489646795263
ACH-000464,0.08214348927234581
ACH-000466,0.14143171851402467
ACH-000467,0.1552636319883517
ACH-000468,0.04435625975417209
ACH-000469,0.058708654327388726
ACH-000470,-0.02211062892597929
ACH-000471,-0.0920475426290506
ACH-000472,-0.13792103633492336
ACH-000473,-0.2854281251837891
ACH-000475,-0.2373429378581459
ACH-000476,0.15359369263564285
ACH-000477,-0.14171796049466298
ACH-000479,-0.1509449100407263
ACH-000480,-0.24051628531710464
ACH-000481,0.0392959183828021
ACH-000483,-0.021983435677486188
ACH-000484,0.19647248724210511
ACH-000485,-0.1420236699842955
ACH-000486,-0.1343019935112659
ACH-000487,-0.015805239243729098
ACH-000488,-0.22566877177145625
ACH-000490,-0.17478590748739276
ACH-000491,0.12230773141355845
ACH-000495,-0.29730206387737595
ACH-000496,0.03401794752878587
ACH-000499,-0.20521949005004905
ACH-000500,0.06027758787200997
ACH-000502,-0.1952175994820081
ACH-000503,-0.3259756589037556
ACH-000505,-0.11525280862193775
ACH-000507,0.012978580057339902
ACH-000510,0.03350845431072725
ACH-000511,-0.14093318786552633
ACH-000512,0.2242104562713159
ACH-000516,-0.020285046590176246
ACH-000517,-0.04146128439941617
ACH-000518,0.006874579351185669
ACH-000520,-0.03206713394087225
ACH-000521,0.16232656899594294
ACH-000522,-0.18063859100540586
ACH-000524,0.010695568290881974
ACH-000527,-0.02322811089914031
ACH-000528,-0.035671195795391554
ACH-000537,-0.00445115639602676
ACH-000541,0.07522110623017246
ACH-000542,-0.135409458844648
ACH-000544,-0.3189677412982146
ACH-000545,-0.15360156677506526
ACH-000547,-0.05147837617323968
ACH-000548,-0.10416833041659612
ACH-000549,-0.052524817316615714
ACH-000550,0.055835191541614725
ACH-000552,-0.19685346692281955
ACH-000556,0.03963516729899833
ACH-000557,-0.1061830444768955
ACH-000569,0.2333591820232547
ACH-000570,0.07670630752365305
ACH-000571,0.04153638568913854
ACH-000573,0.047135465909859724
ACH-000576,-0.0799463317004429
ACH-000579,-0.15509937221814835
ACH-000580,0.07551832659687936
ACH-000584,0.04462312664237533
ACH-000585,-0.3144878964080914
ACH-000588,-0.13359026716382014
ACH-000589,-0.2999572915463917
ACH-000591,0.2304407731852516
ACH-000593,-0.12476684103279426
ACH-000600,0.06737592514319647
ACH-000601,-0.05870364169723578
ACH-000605,-0.055471101126831034
ACH-000606,0.01924619312447886
ACH-000608,-0.09357523556259023
ACH-000614,-0.18671418758743966
ACH-000616,-0.15444789029760495
ACH-000618,-0.2332164774778045
ACH-000619,-0.05071957120394755
ACH-000620,-0.38568310509204734
ACH-000621,-0.18175971305719812
ACH-000622,-0.1746250251028783
ACH-000623,0.11298028061147315
ACH-000624,-0.18907106472268295
ACH-000627,-0.0142045012875762
ACH-000630,0.2425264008483904
ACH-000631,-0.06145224491489092
ACH-000632,-0.2118762879149616
ACH-000633,-0.06068957271117071
ACH-000637,-0.14783756211133134
ACH-000638,0.001602363230282018
ACH-000646,-0.09205178351950684
ACH-000647,-0.003703537427994571
ACH-000648,0.011864571328724184
ACH-000649,-0.056846272224976686
ACH-000651,-0.043024740363409815
ACH-000652,-0.4927112228719746
ACH-000653,-0.04433615394958198
ACH-000657,-0.057350716688289574
ACH-000658,-0.1685705903430596
ACH-000661,-0.05821229158102489
ACH-000662,0.1575230979425536
ACH-000663,-0.1986578989156598
ACH-000665,-0.3353030636677425
ACH-000671,0.004505900010456143
ACH-000672,0.6150884083953025
ACH-000673,-0.011034205267173004
ACH-000676,-0.05635082227571867
ACH-000677,-0.10136744206251533
ACH-000681,0.2201053230305836
ACH-000683,-0.22942133706301265
ACH-000684,-0.29696516893702857
ACH-000688,0.0026768290174655827
ACH-000693,-0.11820980747846126
ACH-000694,-0.02485311206959093
ACH-000695,0.047333412046291504
ACH-000696,0.020005638050510442
ACH-000697,-0.14353611467010735
ACH-000699,0.011964847213541706
ACH-000701,-0.003027593105250978
ACH-000706,-0.12895056025646354
ACH-000711,0.08338094799158521
ACH-000713,-0.01820042232263604
ACH-000714,0.11245187761078
ACH-000718,0.05841480528077105
ACH-000720,-0.06836273797570246
