,EAF1 (85403)
ACH-000004,-0.18715192221369706
ACH-000005,0.028097352023445283
ACH-000007,-0.32226429798540834
ACH-000009,-0.5671329565436379
ACH-000011,-0.1881155496592733
ACH-000012,-0.28696638624215515
ACH-000013,-0.4879938411168391
ACH-000014,-0.20138320794249476
ACH-000015,-0.13861671805995535
ACH-000017,-0.3853671723052293
ACH-000018,-0.304219391115089
ACH-000019,-0.4517413317474366
ACH-000021,-0.05020361202317873
ACH-000022,-0.4169599542230059
ACH-000025,-0.17760686788116026
ACH-000028,-0.5718601721841744
ACH-000030,-0.7971498489786327
ACH-000035,-0.6567188827941222
ACH-000036,-0.5811128768693088
ACH-000037,-0.28045126893519623
ACH-000039,-0.0037545448925966093
ACH-000040,-0.42314071798586816
ACH-000041,-0.1963134652441706
ACH-000042,-0.5252222951096752
ACH-000045,-0.06518721196793338
ACH-000047,-0.1862033340314544
ACH-000052,-0.27408296205262284
ACH-000053,-0.2372624819640684
ACH-000054,-0.19422447543072316
ACH-000055,-0.6728521446471234
ACH-000060,-0.6422379665349389
ACH-000067,-1.0874390424202898
ACH-000070,-0.06789201539669544
ACH-000075,-0.3010783533181196
ACH-000078,-0.3050116166457329
ACH-000082,-0.4858743294001687
ACH-000085,-0.2485459102745109
ACH-000086,-0.4514260590773071
ACH-000087,-0.08439448308756595
ACH-000092,-0.3081422535932525
ACH-000095,-0.1598382954256196
ACH-000097,-0.8381491198719639
ACH-000098,-0.15602586718579922
ACH-000099,-0.14521062527135453
ACH-000108,-0.2323810026600452
ACH-000113,-0.1968045653811121
ACH-000116,-0.3294569265563461
ACH-000118,-0.6648474887477644
ACH-000120,-0.4260384183910673
ACH-000123,-0.3212435729107397
ACH-000127,-0.17209429520651226
ACH-000128,-0.0007215362924733907
ACH-000132,-0.2615529198671
ACH-000133,-0.4186338307955297
ACH-000137,-0.2558884554189924
ACH-000138,-0.3905415563797983
ACH-000142,-0.16495801988912098
ACH-000143,-0.5717104111905885
ACH-000146,0.03167265543399803
ACH-000148,-0.12378511848249478
ACH-000150,-0.2759778934719297
ACH-000152,-0.61557525843309
ACH-000153,-0.8463230584000659
ACH-000159,-0.4297120636223521
ACH-000160,-0.05510393202967992
ACH-000163,-0.3770115189980415
ACH-000167,-0.7272916716531879
ACH-000168,-0.1271252316742744
ACH-000169,-0.3327960942627929
ACH-000178,-0.5945389772912613
ACH-000183,-0.3221238129028241
ACH-000188,-0.6170263716834363
ACH-000189,-0.6270176155998031
ACH-000190,-0.7760637111449366
ACH-000198,-0.14041865330439182
ACH-000203,-0.7179955072995691
ACH-000204,-0.3755816807621026
ACH-000206,-0.2706978950114734
ACH-000207,-0.11048369591086
ACH-000208,-0.3283751458587065
ACH-000210,-0.4865509313063808
ACH-000211,-0.1684864197539171
ACH-000215,-0.8074632217247654
ACH-000221,-0.16764966747074628
ACH-000222,-0.34289107006334074
ACH-000223,-0.4440980259893356
ACH-000226,-0.4753708775662719
ACH-000227,-0.591867149372936
ACH-000228,-0.4288787045459291
ACH-000231,-0.6652855776581583
ACH-000232,-0.8842673125893835
ACH-000233,-0.052119423065953685
ACH-000234,-0.4744527084617566
ACH-000235,-0.6884538743201523
ACH-000237,-0.4977605879809806
ACH-000238,-0.6280890256661514
ACH-000242,-0.2612469895776019
ACH-000243,-0.8627312950802434
ACH-000244,-0.29409286086754016
ACH-000246,-0.07504927038987066
ACH-000248,-0.19829648503581787
ACH-000250,-0.5946517430598292
ACH-000251,-0.4244568562990674
ACH-000252,-0.2879424276733392
ACH-000253,-0.09087258063373983
ACH-000255,-0.7330614521721531
ACH-000256,-0.3031911033508126
ACH-000257,-0.2258617516863211
ACH-000258,-0.3263762980102288
ACH-000259,-0.13691466734134106
ACH-000260,-0.8516520707288076
ACH-000261,-0.2672033363622488
ACH-000262,-0.2687317580153553
ACH-000263,-0.3184042299579771
ACH-000264,-0.21909674418025607
ACH-000265,-0.2664075684236393
ACH-000266,-0.10011915564624373
ACH-000272,-0.8249222255041015
ACH-000274,-0.5499832735539784
ACH-000277,-0.18368483440804825
ACH-000278,-0.6611449231523149
ACH-000279,-0.17182111626772412
ACH-000280,-0.5032736609512181
ACH-000281,-0.4675562749284925
ACH-000288,-0.05579359110979474
ACH-000291,-0.4892610396661296
ACH-000293,-0.120448631081819
