,MCM10 (55388)
ACH-000004,-0.3005963080154211
ACH-000005,-0.3729249523288471
ACH-000007,-0.4256264130722191
ACH-000009,-0.24211409492009586
ACH-000011,-0.21248880171275936
ACH-000012,-0.5877463067240413
ACH-000013,-0.5766552799979056
ACH-000014,-0.4289389269785289
ACH-000015,-0.2981571571921833
ACH-000017,-0.15885379372325942
ACH-000018,-0.29065920303018017
ACH-000019,-0.323450998205912
ACH-000021,-0.5297839965918163
ACH-000022,-0.13857066220963868
ACH-000025,-0.14523415318459748
ACH-000028,-0.34020454801380845
ACH-000030,-0.2759549948181622
ACH-000035,-0.20760787246905954
ACH-000036,-0.4498386075791262
ACH-000037,-0.16533549657996094
ACH-000039,-0.4411337247886688
ACH-000040,-0.20359154223166112
ACH-000041,-0.2441197991393096
ACH-000042,-0.16515805450419682
ACH-000045,-0.16150214963310486
ACH-000047,-0.5748140823717363
ACH-000052,-0.4674209346045191
ACH-000053,-0.6125040913423537
ACH-000054,-0.17535945720867388
ACH-000055,-0.2595059184652885
ACH-000060,-0.6384094750818545
ACH-000067,-0.378753406702049
ACH-000070,-0.3447618089817283
ACH-000075,-0.4975076904929721
ACH-000078,-0.1936113568735408
ACH-000082,-0.6255752392761674
ACH-000085,-0.4920364629785742
ACH-000086,-0.2347913461547788
ACH-000087,-0.24928587489464074
ACH-000092,-0.5551231609529265
ACH-000095,-0.3803797833083911
ACH-000097,-0.3277226792269277
ACH-000098,-0.3064150142345768
ACH-000099,-0.2654350426804337
ACH-000108,-0.443437708366123
ACH-000113,-0.3975824032568273
ACH-000116,-0.5646209124407942
ACH-000118,-0.5743323668024902
ACH-000120,-0.33765003437161056
ACH-000123,-0.40338862051647106
ACH-000127,-0.4430918396086415
ACH-000128,-0.2694607545146919
ACH-000132,-0.3080985479123369
ACH-000133,-0.3983106387711298
ACH-000137,-0.3063998326707268
ACH-000138,-0.09768706712268996
ACH-000142,-0.3644725856866328
ACH-000143,-0.5023096558348755
ACH-000146,-0.4031330219952912
ACH-000148,-0.3352297015435388
ACH-000150,-0.06821640785527175
ACH-000152,-0.3834754417580088
ACH-000153,-0.3402449834489734
ACH-000159,-0.3220568030153721
ACH-000160,-0.4083251959945817
ACH-000163,-0.3903654751830882
ACH-000167,-0.33364961673125954
ACH-000168,-0.6136544862206592
ACH-000169,-0.4900147126061186
ACH-000178,-0.4330853528749497
ACH-000183,-0.1953720748259488
ACH-000188,-0.15840892906084048
ACH-000189,-0.41964670304215423
ACH-000190,-0.4279263648763828
ACH-000198,-0.1837686549322896
ACH-000203,-0.4055945559751412
ACH-000204,-0.3179559860852362
ACH-000206,-0.32921814439802305
ACH-000207,-0.2969721766102521
ACH-000208,-0.16804608465366502
ACH-000210,-0.38844075628463737
ACH-000211,-0.2579460756863335
ACH-000215,-0.27488081615258025
ACH-000221,-0.4423522986001642
ACH-000222,-0.052678309269341785
ACH-000223,-0.4014791007900556
ACH-000226,-0.5431891010071687
ACH-000227,-0.4958273890831395
ACH-000228,-0.3679741948936939
ACH-000231,-0.5034235692603527
ACH-000232,-0.3085670573767077
ACH-000233,-0.2497240453048233
