,TNFAIP8L2 (79626)
ACH-000004,-0.13071834927295484
ACH-000005,-0.3809588049196591
ACH-000007,-0.1119603527259203
ACH-000009,-0.26636086865445563
ACH-000011,-0.02933400198198625
ACH-000012,-0.20535369098601905
ACH-000013,-0.20631570129999766
ACH-000014,-0.28476287136472744
ACH-000015,-0.07711489236894846
ACH-000017,-0.07565896637702131
ACH-000018,-0.18207566902893352
ACH-000019,-0.2023397340511844
ACH-000021,-0.1549235329904778
ACH-000022,-0.042830969291416617
ACH-000025,-0.2672630538787061
ACH-000028,-0.29136878150301193
ACH-000030,-0.15227157242358574
ACH-000035,-0.26605155446460904
ACH-000036,-0.2507885029754305
ACH-000037,-0.11207311380601316
ACH-000039,-0.20088046434215276
ACH-000040,-0.1274731700081003
ACH-000041,-0.07254453161399893
ACH-000042,-0.025856443049643053
ACH-000045,-0.15935018299266954
ACH-000047,-0.25781706949217104
ACH-000052,0.058981510761630086
ACH-000053,-0.3427163809010001
ACH-000054,-0.07935038866773016
ACH-000055,-0.1445130039382945
ACH-000060,-0.10819866959303796
ACH-000067,0.006503022055226847
ACH-000070,-0.26173921739433026
ACH-000075,-0.04776771783472383
ACH-000078,-0.1418501236673238
ACH-000082,-0.2224680858105951
ACH-000085,-0.1114424120968634
ACH-000086,-0.3724886005057534
ACH-000087,-0.15286878635022946
ACH-000092,-0.2684120342315469
ACH-000095,-0.14172432339931776
ACH-000097,-0.15133789705454326
ACH-000098,-0.15831858243620262
ACH-000099,-0.06764032567148139
ACH-000108,-0.10790521826388333
ACH-000113,-0.0736754577767341
ACH-000116,-0.3064292038687814
ACH-000118,-0.15240714120076013
ACH-000120,-0.2261080750222767
ACH-000123,-0.19467248254689232
ACH-000127,-0.08862431660617004
ACH-000128,-0.1209974147392077
ACH-000132,-0.1173878642563674
ACH-000133,-0.15810653007235725
ACH-000137,-0.019686764041177345
ACH-000138,-0.06335472815665735
ACH-000142,-0.2531063331717848
ACH-000143,-0.1803530911736004
ACH-000146,-0.1351596107913932
ACH-000148,-0.19422592131173735
ACH-000150,-0.10846452303586898
ACH-000152,-0.10961575488336664
ACH-000153,-0.5514674747141675
ACH-000159,-0.09578577160115773
ACH-000160,-0.03670023563934203
ACH-000163,-0.25225426970211084
ACH-000167,0.027800537904264826
ACH-000168,-0.3037861911965941
ACH-000169,-0.05622778073890373
ACH-000178,-0.1555999311229957
ACH-000183,-0.36421173084008096
ACH-000188,-0.23898169492774915
ACH-000189,-0.1024304001540118
ACH-000190,-0.09968680654935563
ACH-000198,-0.1446906295245882
