,AANAT (15)
ACH-000004,-0.2284007326728292
ACH-000005,-0.12034160980934455
ACH-000007,0.09478618142914706
ACH-000009,-0.2081596584498702
ACH-000011,-0.22032954192955936
ACH-000012,-0.13416165095974594
ACH-000013,-0.11399787382283708
ACH-000014,-0.03880558958909376
ACH-000015,-0.10718110730134132
ACH-000017,-0.2488197123184908
ACH-000018,-0.04300487474342378
ACH-000019,-0.2413600522066149
ACH-000021,-0.13289533858070454
ACH-000022,-0.09981368119410088
ACH-000025,0.07493551729248465
ACH-000028,-0.15869347803671538
ACH-000030,-0.1026538310703183
ACH-000035,-0.14135454662858174
ACH-000036,-0.09163891699946987
ACH-000037,0.028075554470177903
ACH-000039,-0.11030862200386518
ACH-000040,-0.19370438378941626
ACH-000041,-0.1767253900934111
ACH-000042,-0.2083249165917689
ACH-000045,-0.26130493564710466
ACH-000047,-0.09641800891085638
ACH-000052,-0.1436552300556275
ACH-000053,-0.1831387872060009
ACH-000054,-0.13438906043060309
ACH-000055,-0.14417282416509875
ACH-000060,-0.2711193150767781
ACH-000067,-0.1873131288416881
ACH-000070,-0.058580367404931825
ACH-000075,-0.06283131537158419
ACH-000078,-0.17909682180420147
ACH-000082,-0.11930890662350058
ACH-000085,-0.15582761917216106
ACH-000086,-0.1687962364913728
ACH-000087,-0.2129138548788287
ACH-000092,-0.1953791478302032
ACH-000095,-0.2732634086660133
ACH-000097,-0.21842095170475725
ACH-000098,-0.18182842612676114
ACH-000099,-0.3069742162485028
ACH-000108,-0.3401612969093251
ACH-000113,-0.2114027976152005
ACH-000116,-0.16639405176730634
ACH-000118,-0.15411427370422512
ACH-000120,-0.1558437596489013
ACH-000123,0.0259426064062947
ACH-000127,-0.21951041048603925
ACH-000128,-0.16362221398339502
ACH-000132,-0.21215373546750171
ACH-000133,-0.05727340306492661
ACH-000137,-0.08746128641036127
ACH-000138,-0.1253531551480596
ACH-000142,-0.26683889417488305
ACH-000143,0.05206752355707778
ACH-000146,-0.05127776101737203
ACH-000148,-0.09962555021529447
ACH-000150,-0.1682495756553725
ACH-000152,-0.19104291486125974
ACH-000153,-0.2547502048554248
ACH-000159,-0.1871014811997102
ACH-000160,-0.1000729133134221
ACH-000163,-0.09157989476121207
ACH-000167,-0.039456794202651975
ACH-000168,-0.18673263893183756
ACH-000169,-0.18868459715465194
ACH-000178,-0.1756615860698293
ACH-000183,-0.27479556632827395
ACH-000188,-0.1610059820646086
ACH-000189,-0.114033189906127
ACH-000190,-0.3206578374324222
ACH-000198,-0.16333866391130716
ACH-000203,-0.29391891036713563
ACH-000204,-0.03210375842673919
ACH-000206,-0.07694419526752662
ACH-000207,-0.12976918648180405
ACH-000208,-0.2984257803777745
ACH-000210,0.00678058137825676
ACH-000211,-0.2384646752130024
