,PRRX1 (5396)
ACH-000004,0.07923616821966717
ACH-000005,0.3003784543875729
ACH-000007,0.00842463748847822
ACH-000009,-0.012585206879904096
ACH-000011,-0.04387303108396642
ACH-000012,0.07081045734031058
ACH-000013,-0.0593991334266888
ACH-000014,-0.14507053566579275
ACH-000015,-0.07541936952213539
ACH-000017,-0.1034734174464722
ACH-000018,0.013091262992381085
ACH-000019,-0.11260480453456145
ACH-000021,-0.08787035221395982
ACH-000022,-0.02472672509697503
ACH-000025,-0.17070357982602652
ACH-000028,-0.10671394849513643
ACH-000030,-0.056680447184369875
ACH-000035,-0.008155448166577015
ACH-000036,-0.18915024711823256
ACH-000037,-0.061239588834104124
ACH-000039,-0.10868464257344344
ACH-000040,-0.06402489134967332
ACH-000041,-0.011050544393935135
ACH-000042,-0.04089425448002566
ACH-000045,0.013804336585236372
ACH-000047,0.010874647179290587
ACH-000052,-0.24691487786707425
ACH-000053,-0.06369334239521621
ACH-000054,-0.08304594036243401
ACH-000055,-0.07797657716375113
ACH-000060,0.054885730255076544
ACH-000067,-0.010148148603081232
ACH-000070,-0.07791851891722196
ACH-000075,-0.16342183953925407
ACH-000078,-0.07782584956497951
ACH-000082,-0.303637601730073
ACH-000085,-0.11074542479680673
ACH-000086,-0.14687433388647764
ACH-000087,-0.16653381876098353
ACH-000092,0.013783653007769904
ACH-000095,-0.13667424991019356
ACH-000097,-0.04119095231183451
ACH-000098,-0.12560142803063715
ACH-000099,-0.01136845277301663
ACH-000108,-0.016705388302730738
ACH-000113,0.011222030924736736
ACH-000116,-0.1088837506742182
ACH-000118,-0.053620136928636465
ACH-000120,-0.21333191661207065
ACH-000123,0.04100668942058254
ACH-000127,-0.1329204407501725
ACH-000128,-0.04511230346560166
ACH-000132,-0.025813917191204818
ACH-000133,-0.16828354299488968
ACH-000137,-0.1126371671801664
ACH-000138,-0.01436304557165391
ACH-000142,0.042493694029081285
ACH-000143,-0.08489862919226053
ACH-000146,-0.12076008468676945
ACH-000148,-0.1826470670059538
ACH-000150,0.016436198905158676
ACH-000152,-0.12090222535549768
ACH-000153,-0.09663988868387197
ACH-000159,-0.10815059807571313
ACH-000160,0.060293575307897175
ACH-000163,-0.4561868546067278
ACH-000167,-0.16110690541253914
ACH-000168,0.07367050057295123
ACH-000169,-0.10783891308923192
ACH-000178,0.02609759013451995
ACH-000183,-0.06554514486906937
ACH-000188,0.061828846378965976
ACH-000189,0.01503922753353882
ACH-000190,-0.047911097923973016
ACH-000198,-0.08735498564630692
ACH-000203,-0.37882272977041104
ACH-000204,-0.3628950292279912
ACH-000206,-0.10258173778712996
ACH-000207,0.112966760198401
ACH-000208,-0.03971025293588276
ACH-000210,-0.11087697339993363
ACH-000211,-0.06428323266979481
ACH-000215,-0.04032489785641213
ACH-000221,-0.01715675389048259
ACH-000222,-0.18500457837090428
ACH-000223,-0.12650483659012007
ACH-000226,-0.16308462319901776
ACH-000227,0.09342663214649166
ACH-000228,-0.07976199509481477
ACH-000231,-0.09843063175562136
ACH-000232,-0.011374005761991306
ACH-000233,-0.00029792130967749847
ACH-000234,-0.042654371782807635
ACH-000235,-0.0874312065793792
ACH-000237,0.005958636798893447
ACH-000238,0.02430808202184756
ACH-000242,0.10435827924212143
ACH-000243,-0.04019199737618659
ACH-000244,-0.034614879966837014
ACH-000246,-0.0577430721471292
ACH-000248,-0.19734191035862844
ACH-000250,-0.061692771041468225
ACH-000251,-0.20194130756584647
ACH-000252,-0.11985862747318014
ACH-000253,0.026572115179308343
ACH-000255,0.0037250432249887108
ACH-000256,0.1261029798988149
ACH-000257,-0.06286349565356836
ACH-000258,-0.3577950277178913
ACH-000259,-0.07538592528046438
ACH-000260,-0.004161380870180571
ACH-000261,-0.006674724844514025
ACH-000262,-0.1931027299376223
ACH-000263,-0.022185264904065517
ACH-000264,-0.03204641515062605
ACH-000265,0.045365087937709166
ACH-000266,-0.021067382001096504
ACH-000272,-0.11349956998671575
ACH-000274,0.0735430133891992
ACH-000277,-0.00042552388026475526
ACH-000278,-0.0386315071044392
ACH-000279,-0.01722486640615575
ACH-000280,0.03147908345026504
ACH-000281,0.018777824611018387
ACH-000288,-0.051706865701509785
ACH-000291,0.011339876797825828
ACH-000293,-0.10631300627632713
ACH-000294,-0.02453864273270032
ACH-000295,-0.10920534196605128
ACH-000296,0.037184759080470885
ACH-000302,-0.09546586287266433
ACH-000304,-0.2588527003377389
ACH-000307,-0.16548568217874868
ACH-000308,-0.1014869010469532
ACH-000310,-0.2341413316235151
ACH-000311,-0.013425918406141737
ACH-000312,0.015000396683460156
ACH-000315,-0.2275096647488309
ACH-000316,-0.03696919003499631
ACH-000317,-0.1205661224158186
ACH-000318,-0.02844361859554325
ACH-000319,-0.13115837639002378
ACH-000320,-0.09299597661170464
ACH-000322,-0.07339124384422839
ACH-000323,-0.32544510837675417
ACH-000324,-0.0218324088977878
