,COPS7A (50813)
ACH-000004,0.044594057126994636
ACH-000005,-0.17535165145981546
ACH-000007,-0.04641181496998153
ACH-000009,-0.11520713273419407
ACH-000011,0.04135957896609186
ACH-000012,-0.026076033875110132
ACH-000013,0.011378635274155731
ACH-000014,-0.13469010080336394
ACH-000015,0.04737106139631316
ACH-000017,-0.4266464937411916
ACH-000018,-0.21758649557642207
ACH-000019,-0.24849138314338576
ACH-000021,-0.03708780029510597
ACH-000022,-0.10057377020679477
ACH-000025,-0.08276646044581562
ACH-000028,-0.08027507331673946
ACH-000030,0.024033827767507517
ACH-000035,-0.029772829535176695
ACH-000036,-0.02902344469365753
ACH-000037,0.04539924659811469
ACH-000039,0.052315202874329024
ACH-000040,0.040951030011799866
ACH-000041,-0.0669463444800843
ACH-000042,0.08938828363903857
ACH-000045,-0.04607393491443973
ACH-000047,-0.18531594733085005
ACH-000052,-0.07262940783044232
ACH-000053,-0.04899240563458955
ACH-000054,0.09405019380473624
ACH-000055,-0.15256486851347506
ACH-000060,0.1284857219957773
ACH-000067,0.032598509666070016
ACH-000070,-0.04589037314850146
ACH-000075,-0.036817002834270925
ACH-000078,-0.08085493240796687
ACH-000082,0.00914610904390803
ACH-000085,-0.19817353167235185
ACH-000086,0.016557994149484646
ACH-000087,-0.010942216629600791
ACH-000092,-0.1783529126786933
ACH-000095,0.0034223192764844105
ACH-000097,-0.11053748618672482
ACH-000098,0.12154900858552985
ACH-000099,-0.08642259333730942
ACH-000108,-0.04539699259146834
ACH-000113,-0.005282031676383334
ACH-000116,-0.3177271269453984
ACH-000118,0.040185672571620736
ACH-000120,-0.1462189794228448
ACH-000123,0.007302425687124947
ACH-000127,-0.055574659556478674
ACH-000128,0.09399748914662752
ACH-000132,0.03342120421277983
ACH-000133,-0.19916426557575675
ACH-000137,-0.05326511282597569
ACH-000138,-0.06567278733086576
ACH-000142,-0.03426766450451235
ACH-000143,0.10985735239860492
ACH-000146,-0.0535834840916482
ACH-000148,0.0529646046041088
ACH-000150,-0.009232553193983558
ACH-000152,-0.05685763377468536
ACH-000153,-0.1886279136211346
ACH-000159,-0.2099675717938898
ACH-000160,0.02872734769424364
ACH-000163,-0.05096771325757556
ACH-000167,-0.33644734268549664
ACH-000168,-0.031136290756401508
ACH-000169,-0.07513722085363107
ACH-000178,-0.0196496846750234
ACH-000183,-0.040929415144308284
ACH-000188,-0.03901521101127522
ACH-000189,-0.14997367651562413
ACH-000190,-0.04085361985674745
ACH-000198,-0.027485599406912573
ACH-000203,-0.2196302353299208
ACH-000204,0.10843673915497723
ACH-000206,0.07712615520919944
ACH-000207,0.027083518830763743
ACH-000208,-0.06511366528802334
ACH-000210,-0.09918614867363122
ACH-000211,-0.1978671816687027
ACH-000215,-0.027622051359640347
ACH-000221,-0.17895344536661253
ACH-000222,-0.0995305475128735
ACH-000223,-0.1283399462518114
ACH-000226,-0.0431332777903496
ACH-000227,0.04691798081933797
ACH-000228,-0.24323474901688666
ACH-000231,0.00509486717814043
ACH-000232,0.1960038979152885
ACH-000233,-0.019859084103634152
ACH-000234,-0.12655414996599673
ACH-000235,-0.015173074178304694
ACH-000237,-0.11627465917007182
ACH-000238,-0.029509670787215444
ACH-000242,-0.07185044028775496
ACH-000243,-0.06128892789665594
ACH-000244,0.17829441473732846
ACH-000246,-0.09509873597250704
ACH-000248,-0.5228994002374534
ACH-000250,-0.1884738402340708
ACH-000251,-0.14030697976511167
ACH-000252,-0.049573349670753546
ACH-000253,-0.0011137165860831395
