,RBBP5 (5929)
ACH-000004,-1.0283333479152634
ACH-000005,-1.2446517714910692
ACH-000007,-0.8570203605764865
ACH-000009,-1.0442959492662949
ACH-000011,-0.7242496439702575
ACH-000012,-1.15530451888275
ACH-000013,-0.8725169999215857
ACH-000014,-0.9799781451559382
ACH-000015,-1.0525517299027425
ACH-000017,-0.7784161854905691
ACH-000018,-0.9197862907479044
ACH-000019,-0.8683890959662547
ACH-000021,-0.8625946773351251
ACH-000022,-0.6963903349913194
ACH-000025,-0.9342936770450241
ACH-000028,-0.8012379588022873
ACH-000030,-0.9229936333647668
ACH-000035,-1.0922524866157577
ACH-000036,-0.901817979331885
ACH-000037,-0.16065838017458972
ACH-000039,-0.9156042480466438
ACH-000040,-0.920048117663692
ACH-000041,-1.0172417181912117
ACH-000042,-1.0473441949915068
ACH-000045,-0.9372933662915052
ACH-000047,-0.8857107112865565
ACH-000052,-1.1536092409564846
ACH-000053,-0.7642622973723588
ACH-000054,-0.8782692883720662
ACH-000055,-0.6544336878401096
ACH-000060,-1.0090733570606891
ACH-000067,-1.0225419340017
ACH-000070,-0.9314153418482549
ACH-000075,-1.0688199740961055
ACH-000078,-0.9642960638872856
ACH-000082,-0.8990590094302476
ACH-000085,-0.9917446509922097
ACH-000086,-0.9516116853392292
ACH-000087,-0.9076818668657592
ACH-000092,-0.941208189170118
ACH-000095,-0.8844305008065726
ACH-000097,-1.0016387112195535
ACH-000098,-1.1802147268669327
ACH-000099,-0.953644711998087
ACH-000108,-0.9905409559291634
ACH-000113,-0.7304251241729497
ACH-000116,-0.9422206644874436
ACH-000118,-1.0321308614606832
ACH-000120,-0.7829294961140415
ACH-000123,-0.8424949871773807
ACH-000127,-0.8539425826095967
ACH-000128,-0.8833912822135673
ACH-000132,-1.097395304665338
ACH-000133,-0.9160290010038032
ACH-000137,-0.8506058122724393
ACH-000138,-0.923896603923002
ACH-000142,-0.9408882961668532
ACH-000143,-0.9924134877123076
ACH-000146,-0.838519125541165
ACH-000148,-0.9108362582082572
ACH-000150,-0.8702070019554302
ACH-000152,-0.7795912716645493
ACH-000153,-0.9873012244808408
ACH-000159,-0.8725049660906687
ACH-000160,-0.64758668792739
ACH-000163,-0.7684936580775346
ACH-000167,-0.5223249684165485
ACH-000168,-0.9528042757643084
ACH-000169,-0.9320654034707698
ACH-000178,-0.8285841730050691
ACH-000183,-0.9007890642831232
ACH-000188,-0.7415297371617077
ACH-000189,-0.9319263979399066
ACH-000190,-0.4775335677832537
ACH-000198,-0.8781500619500369
ACH-000203,-0.6897138542191492
ACH-000204,-0.7736668374387239
ACH-000206,-0.7587421167837957
ACH-000207,-1.0396059842879666
ACH-000208,-0.8920417433280597
ACH-000210,-0.7784653300394441
ACH-000211,-0.8168095291161219
ACH-000215,-0.6903389525890626
ACH-000221,-1.2197615789090857
ACH-000222,-0.7787589422352564
ACH-000223,-0.6952112421300918
ACH-000226,-0.3872524604033412
ACH-000227,-0.7085918979673618
ACH-000228,-0.8446230862029825
ACH-000231,-0.7156152075216131
ACH-000232,-0.9550555187689556
ACH-000233,-0.6455435130847854
ACH-000234,-0.9595474244458712
ACH-000235,-0.7335467441738206
ACH-000237,-1.0181998560329522
ACH-000238,-0.8732662575457892
ACH-000242,-0.9940802824669192
ACH-000243,-1.0670597530332802
ACH-000244,-0.9479534093656355
ACH-000246,-0.6520570061069588
ACH-000248,-0.9383864140970748
ACH-000250,-0.9488186296264008
ACH-000251,-1.1662916608824838
ACH-000252,-0.7675204384134574
ACH-000253,-0.8787112913393336
ACH-000255,-0.7886158177900211
ACH-000256,-0.8818263669382598
ACH-000257,-0.7970318373622192
ACH-000258,-0.9778786499600768
ACH-000259,-0.8230963179591532
ACH-000260,-0.9150958915726612
ACH-000261,-0.953454065517812
ACH-000262,-1.0528967084960104
ACH-000263,-1.3820148875070792
ACH-000264,-1.027481278833891
ACH-000265,-0.9375806889109628
ACH-000266,-0.8709228536037614
ACH-000272,-0.975870639197454
ACH-000274,-0.9726277834913732
ACH-000277,-0.7809014801406785
ACH-000278,-0.7283254326760192
ACH-000279,-0.9136257781201148
ACH-000280,-0.8989286199438073
ACH-000281,-0.9689922506893516
ACH-000288,-0.7346250501214383
ACH-000291,-1.0804323920173138
