,DHCR7 (1717)
ACH-000004,-0.012906937195484395
ACH-000005,0.09216972329234822
ACH-000007,-0.023349708184809262
ACH-000009,-0.039819343614009184
ACH-000011,0.03455724750960636
ACH-000012,-0.007274610109611154
ACH-000013,-0.022591372539848047
ACH-000014,0.09727389684538318
ACH-000015,0.007451468314949853
ACH-000017,-0.07078776433632049
ACH-000018,0.021197832409504472
ACH-000019,-0.03218484997419814
ACH-000021,-0.15055325046205412
ACH-000022,0.167891842709538
ACH-000025,0.052761657510939364
ACH-000028,-0.07785187868827127
ACH-000030,-0.08248207313628181
ACH-000035,-0.012912979081412087
ACH-000036,-0.02719575041871084
ACH-000037,-0.2340038773780629
ACH-000039,-0.23544338515956234
ACH-000040,0.13688245885325812
ACH-000041,-0.06912201400008937
ACH-000042,-0.02230398563580738
ACH-000045,-0.06616817041641726
ACH-000047,-0.03541888320393241
ACH-000052,-0.05861683364297996
ACH-000053,0.018851985667715968
ACH-000054,-0.014187949541034504
ACH-000055,-0.055883505235610406
ACH-000060,-0.06079104352765353
ACH-000067,0.11863574738220566
ACH-000070,-0.03782610689352763
ACH-000075,-0.15401358710388746
ACH-000078,0.03757425801997272
ACH-000082,-0.08851547557353963
ACH-000085,-0.3045433159523981
ACH-000086,-0.2069580054112212
ACH-000087,-0.2673755918939792
ACH-000092,-0.06616720358260197
ACH-000095,-0.05059799058200954
ACH-000097,-0.11340312658799725
ACH-000098,0.08649035301296873
ACH-000099,0.03804778482578041
ACH-000108,-0.08263556019727791
ACH-000113,-0.13297607792526292
ACH-000116,-0.13164053104922124
ACH-000118,-0.05344064404239796
ACH-000120,-0.10099680640189272
ACH-000123,-0.10302828626860988
ACH-000127,-0.02582771095711315
ACH-000128,-0.06265069975494282
ACH-000132,-0.0797963664823812
ACH-000133,0.05450962266718443
ACH-000137,-0.0981928985183238
ACH-000138,-0.16499883205572932
ACH-000142,0.06468226434714823
ACH-000143,0.03833369756989809
ACH-000146,-0.04172030844685002
ACH-000148,0.020126411181623838
ACH-000150,-0.1127616545455617
ACH-000152,0.06614053449758986
ACH-000153,-0.25788578797720524
ACH-000159,0.06761945013749078
ACH-000160,-0.16613568809881835
ACH-000163,0.11834170084238703
ACH-000167,0.0765062827466797
ACH-000168,0.017880820849165
ACH-000169,-0.050049981253201016
ACH-000178,-0.10454173180713404
ACH-000183,-0.2459218804062648
ACH-000188,-0.2770300535471075
ACH-000189,-0.0701354199505998
ACH-000190,-0.15637270744430495
ACH-000198,-0.10220484315659976
ACH-000203,-0.19917917381364286
ACH-000204,-0.11556982653377595
ACH-000206,-0.13230187929876613
ACH-000207,-0.15569580127201976
ACH-000208,0.21953435787335152
ACH-000210,-0.049095260915965014
ACH-000211,0.0064889918934676995
ACH-000215,0.04444195955385468
ACH-000221,-0.0428090285278514
ACH-000222,0.023721924387867962
ACH-000223,-0.05053626797569937
ACH-000226,-0.013970042158163174
ACH-000227,-0.2950094886362936
ACH-000228,-0.1883193154244828
ACH-000231,-0.02228887558836525
ACH-000232,-0.050589658973795686
ACH-000233,-0.13782807641807193
ACH-000234,-0.009544314355895513
ACH-000235,-0.052846926425808884
