,HVCN1 (84329)
ACH-000260,-0.09246054190355
ACH-000261,-0.09553488646343504
ACH-000262,-0.23369958710784985
ACH-000263,-0.2902304673386708
ACH-000264,-0.1878138606152808
ACH-000265,-0.13469300325698785
ACH-000266,-0.10919265658602856
ACH-000272,-0.05038685721071195
ACH-000274,-0.11611012607266707
ACH-000277,-0.1773047444182369
ACH-000278,-0.26245405695281404
ACH-000279,-0.21459153225262895
ACH-000280,-0.15876094539175198
ACH-000281,-0.26151195932209925
ACH-000288,-0.17354448918484466
ACH-000291,-0.03936694642199855
ACH-000293,-0.23837386642968655
ACH-000294,-0.3562417782327911
ACH-000295,-0.29491888060085764
ACH-000296,-0.027600488304776908
ACH-000302,-0.2250508529745537
ACH-000304,-0.1531611854596719
ACH-000307,-0.08466320033780575
ACH-000308,-0.1366986738867607
ACH-000310,-0.061985186664054115
ACH-000311,0.02765747424029284
ACH-000312,-0.07772690353371764
ACH-000315,-0.10873890696574832
ACH-000316,-0.012879043310614631
ACH-000317,0.03312942111045547
ACH-000318,-0.1419923749196486
ACH-000319,-0.1081232358389817
ACH-000320,0.06262292235083848
ACH-000322,0.031250344637981944
ACH-000323,-0.1718968046957616
ACH-000324,-0.17982824282190518
ACH-000329,-0.12171253370668345
ACH-000330,-0.13647357639820826
ACH-000331,-0.258823748904632
ACH-000332,-0.12465667582461375
ACH-000334,-0.21782291015132169
ACH-000335,0.04151456294974371
ACH-000336,-0.03622251696969188
ACH-000337,-0.2749438451462661
ACH-000338,-0.03907318589464928
ACH-000339,-0.14659543397384478
ACH-000341,-0.17632757048308206
ACH-000348,-0.11334078095459812
ACH-000350,-0.18668105674458685
ACH-000352,-0.11972103005067945
ACH-000356,-0.08628610688597056
ACH-000361,-0.21340673221257064
ACH-000362,-0.1623065969131874
ACH-000363,-0.028957570049630187
ACH-000364,-0.10123973609402487
ACH-000365,-0.1331476639271778
ACH-000366,-0.1370056386643885
ACH-000368,-0.23566565231401304
ACH-000374,-0.14605552106655048
ACH-000375,-0.19154108476642
ACH-000376,-0.12514115216692467
ACH-000381,-0.09721727243114246
ACH-000383,-0.17016130169744104
ACH-000387,-0.20844891888654574
ACH-000389,-0.13223962095305264
ACH-000390,-0.08141967337511098
ACH-000393,-0.1704133656422129
ACH-000395,-0.22305893823474146
ACH-000396,-0.12613499140464027
ACH-000397,-0.2661404800050425
ACH-000401,-0.2994430167113752
ACH-000402,-0.2435587169003786
ACH-000403,-0.13696325646131813
ACH-000404,-0.22260915431017847
ACH-000406,-0.18925163015720625
ACH-000407,-0.23244083133370755
ACH-000408,-0.029091308087025237
ACH-000410,-0.13072816756515104
ACH-000411,-0.13980478271481253
ACH-000414,-0.16742193079693604
ACH-000415,-0.093485021973109
ACH-000416,-0.20744620054685994
ACH-000420,-0.05589872842717775
ACH-000421,-0.2620070523378687
ACH-000424,-0.19767513537859605
ACH-000425,-0.19821159511073794
ACH-000426,-0.2127745037127524
ACH-000427,-0.15014462294910905
ACH-000433,-0.2049309094458308
ACH-000435,-0.14696192572837974
ACH-000436,-0.2480102741033269
ACH-000444,-0.08062789859104373
ACH-000445,-0.14612552160158934
ACH-000448,-0.17223697617937306
ACH-000450,-0.3748615802763703
ACH-000452,-0.2045894014036767
ACH-000454,-0.2481362605904473
ACH-000458,-0.12299938769387415
ACH-000459,-0.08946648114521677
ACH-000460,-0.2238587357273832
ACH-000461,-0.15455499104366874
ACH-000463,-0.041030082822110465
ACH-000464,-0.17388785417847286
ACH-000466,-0.22443631492724314
ACH-000467,-0.25248097380818474
ACH-000468,-0.15971955122604706
ACH-000469,-0.09952773797905994
ACH-000470,-0.18675601556657576
ACH-000471,-0.03133940979970235
ACH-000472,-0.16926535075555876
ACH-000473,-0.16978663820861584
ACH-000475,-0.1526189521479527
ACH-000476,-0.1965760641064486
ACH-000477,-0.34846006244533995
ACH-000479,-0.3284282547019268
ACH-000480,-0.18186729580016534
ACH-000481,-0.2036056357203629
ACH-000483,-0.24505807903193005
ACH-000484,0.03030663467267686
ACH-000485,-0.06986564027415446
ACH-000486,-0.16219097705370158
ACH-000487,-0.21095178199535453
ACH-000488,-0.19439888246026032
ACH-000490,-0.17788960641104165
ACH-000491,-0.1493593468347142
ACH-000495,-0.2070478921945685
ACH-000496,-0.17762976796220611
ACH-000499,-0.23057502737889354
ACH-000500,0.02656581842489438
ACH-000502,-0.08086791950440995
ACH-000503,-0.09984893352066526
ACH-000505,-0.11421330281255206
ACH-000507,-0.14429310858445224
ACH-000510,-0.1545334712144986
ACH-000511,-0.13211371096356833
ACH-000512,0.09064117035967373
ACH-000516,-0.19006719094183291
ACH-000517,-0.1636097766897306
ACH-000518,-0.29499385689994395
ACH-000520,-0.18240514243128766
ACH-000521,-0.08868155797075719
ACH-000522,-0.15023611001698745
ACH-000524,-0.10903727931116236
ACH-000527,-0.1399855517359364
ACH-000528,-0.18149593393736452
ACH-000537,-0.16712775085146275
ACH-000541,0.008434647507091464
ACH-000542,-0.1879835798689844
ACH-000544,-0.04397324086409557
ACH-000545,-0.1565688310695875
ACH-000547,-0.12619180928926524
ACH-000548,-0.10401638840535407
ACH-000549,-0.12285041199044335
ACH-000550,-0.2058164750996548
ACH-000552,-0.05806432597469788
ACH-000556,-0.07430381482871506
ACH-000557,-0.03191938097309725
ACH-000569,-0.15142848618376678
ACH-000570,-0.1083841788465812
ACH-000571,-0.16561778846327674
ACH-000573,-0.12405487787510405
ACH-000576,-0.1244412154354855
ACH-000579,-0.3496807845043164
ACH-000580,-0.04868871731205045
ACH-000584,-0.1271576021603214
ACH-000585,-0.16870766650851934
ACH-000588,-0.013879893344216996
ACH-000589,-0.12498117677336333
ACH-000591,-0.3070759446872259
ACH-000593,-0.15063014746406234
ACH-000600,-0.0811728492115665
ACH-000601,-0.06831777906399478
ACH-000605,-0.183577913455136
ACH-000606,-0.2744936201627902
ACH-000608,-0.20599446120411272
ACH-000614,-0.1944406752001033
ACH-000616,-0.04023046543841919
ACH-000618,-0.10271203004127634
ACH-000619,-0.08620642106422029
ACH-000620,-0.1899880290864835
ACH-000621,-0.07130547565488875
ACH-000622,-0.10157523687256992
ACH-000623,-0.07644070225677765
ACH-000624,-0.0796570539370731
ACH-000627,-0.12882829452266525
ACH-000630,-0.11888087263103005
ACH-000631,-0.09930640429960666
ACH-000632,-0.09159423946181264
ACH-000633,-0.12242086961907865
ACH-000637,-0.11666085096451408
ACH-000638,-0.13487359309370384
ACH-000646,-0.16098983960739352
ACH-000647,-0.16162141599020466
ACH-000648,-0.120230952864789
ACH-000649,-0.15212002168076033
ACH-000651,-0.18563256810314385
ACH-000652,-0.07773906080919073
ACH-000653,0.014924448282787188
ACH-000657,-0.08766571328097715
ACH-000658,-0.06574322352982667
ACH-000661,0.08772671978739853
ACH-000662,-0.17601199685379534
ACH-000663,-0.1968942816288157
ACH-000665,-0.08799389793614107
ACH-000671,0.012205538138872051
ACH-000672,-0.22020046166819415
ACH-000673,-0.11019920379620124
ACH-000676,-0.23397076933477806
ACH-000677,-0.19329840277530966
ACH-000681,-0.07924149609027431
ACH-000683,-0.16049636682837165
ACH-000684,-0.1572163699994152
ACH-000688,-0.2223096370534755
ACH-000693,-0.12722453731489364
ACH-000694,-0.2207370263526096
ACH-000695,0.021334418381604024
ACH-000696,-0.21928397430666494
ACH-000697,-0.16856722489892675
ACH-000699,-0.16255191918058984
ACH-000701,-0.37191683806843456
ACH-000706,-0.156662940645381
ACH-000711,-0.12498827162526807
ACH-000713,-0.04754516908937786
ACH-000714,-0.21236533266552315
ACH-000718,-0.16102544159784407
ACH-000720,-0.10781371888279302
ACH-000721,-0.12488992605163675
ACH-000724,-0.17296155513684205
ACH-000725,-0.006128103216387918
ACH-000732,-0.20142142522159934
ACH-000734,-0.14588044973719655
ACH-000735,-0.1752930187541298
ACH-000736,-0.13471865238103134
ACH-000738,-0.12389470126918588
ACH-000746,-0.17470043965061086
ACH-000747,-0.3066894948187419
ACH-000748,-0.04581504810705751
ACH-000753,-0.1577032898765623
ACH-000756,-0.05980895021798927
ACH-000757,-0.21214238035870306
ACH-000758,-0.14357173923234015
ACH-000760,-0.15934400049502687
ACH-000762,-0.01053577185270206
ACH-000763,-0.10490813470226527
ACH-000764,-0.11222025735213348
ACH-000765,-0.17079444680069875
ACH-000766,-0.1602999350049206
ACH-000767,-0.16061576025722266
ACH-000768,-0.3421555318571843
ACH-000769,-0.3049764036134917
ACH-000770,-0.1621494931029768
ACH-000771,-0.12860503828150105
ACH-000773,-0.02451324758047936
ACH-000776,-0.2745084468967524
ACH-000777,-0.13935125126371115
ACH-000778,-0.03286874326537477
ACH-000781,-0.11554772001866252
ACH-000782,-0.09110572173203392
ACH-000783,-0.14492134701985993
ACH-000784,-0.199855950833108
ACH-000785,-0.11255723915768108
ACH-000787,-0.16477728900864233
ACH-000788,-0.1638424440072876
ACH-000791,-0.06253327606123545
ACH-000792,-0.24088450320350674
ACH-000794,-0.13283654389383298
ACH-000796,-0.2382337966219743
ACH-000798,-0.04175354794366603
ACH-000799,-0.06091599528537594
ACH-000800,-0.3370544853024925
ACH-000802,-0.15818281179591845
ACH-000804,-0.13308624991259554
ACH-000805,-0.1809873094605941
ACH-000809,-0.20549707942260909
ACH-000810,0.0484542100519172
ACH-000811,-0.1636985883174929
ACH-000817,-0.29163940536341754
ACH-000819,-0.16521565498247806
ACH-000820,0.02448786218115029
ACH-000821,-0.09156641030276916
ACH-000822,-0.13800756912391188
ACH-000823,-0.2586216750916073
ACH-000824,-0.1746581242173307
ACH-000827,-0.0972900079247956
ACH-000829,-0.3187750144734033
ACH-000831,-0.17244930346664833
ACH-000832,-0.22310644839565996
ACH-000833,-0.12890629972162426
ACH-000834,-0.19299892604729527
ACH-000835,-0.11696672962399855
ACH-000836,-0.046119667047855965
ACH-000837,-0.12451857212658665
ACH-000838,-0.03803498505334791
ACH-000839,-0.10379741258268653
ACH-000840,-0.2673632724134091
ACH-000841,-0.1701923236562554
ACH-000843,0.07048028961209289
ACH-000846,-0.11531242847000887
ACH-000847,-0.1860363181553925
ACH-000848,-0.14246279908952555
ACH-000849,-0.1649590985283571
ACH-000851,-0.11265253733275454
ACH-000855,-0.07175668470678719
ACH-000856,-0.20343514370126087
ACH-000858,-0.09003425698782094
ACH-000859,-0.03400121675296231
ACH-000861,-0.1589154878437469
ACH-000862,-0.08860253319708469
ACH-000865,-0.15351782089498456
ACH-000866,-0.1160237127570416
ACH-000867,-0.09154938926564732
ACH-000869,-0.15048202703335312
ACH-000872,-0.1134982560223192
ACH-000873,-0.16135093878163026
ACH-000876,-0.06176710317691673
ACH-000878,-0.2872042751851525
ACH-000880,-0.1526072430004985
ACH-000881,-0.056073616987833697
ACH-000882,-0.16342608949547274
ACH-000884,-0.14174467726723794
ACH-000885,-0.1651164481517969
ACH-000887,-0.1922912832175553
ACH-000889,-0.249840799797148
ACH-000896,-0.2704707044855632
ACH-000898,-0.14649284325277265
ACH-000900,-0.22005880931904606
ACH-000901,-0.15758188045438618
ACH-000905,-0.13685008465072612
ACH-000906,-0.2566650168460096
ACH-000907,-0.11663617961278355
ACH-000910,-0.13259611750776926
ACH-000911,-0.044099364883165584
ACH-000912,-0.09118980964115823
ACH-000913,-0.17051826825510852
ACH-000915,0.010711238391011922
ACH-000916,-0.1848276039548104
ACH-000917,-0.2033594259828256
ACH-000920,-0.18869026858480287
ACH-000921,-0.2910511333631561
ACH-000924,-0.14372279561466364
ACH-000926,-0.09992067176317283
ACH-000928,0.05553259728376138
ACH-000929,-0.314762081860615
ACH-000932,-0.1201380987219961
ACH-000935,-0.1298392229708464
ACH-000936,-0.04201713597064682
ACH-000937,-0.12742306313101912
ACH-000938,-0.011061068741211915
ACH-000939,-0.1316133645613835
ACH-000941,-0.09823951121743686
ACH-000943,-0.12766619911624938
ACH-000946,-0.245575639115578
ACH-000947,-0.14988587158487815
ACH-000948,-0.12947102724957515
ACH-000950,-0.330969253303212
ACH-000953,-0.20975022948217126
ACH-000954,-0.3528859759968556
ACH-000957,-0.13159907648249575
ACH-000958,0.028518484887477925
ACH-000960,-0.07879205489844501
ACH-000963,-0.1894228635989685
ACH-000968,-0.1653732736137553
ACH-000969,-0.11550977820930125
ACH-000972,0.0008068523646370532
ACH-000973,-0.0810784747772223
ACH-000974,-0.11049134132666626
ACH-000978,-0.07731328577323955
ACH-000984,-0.25381841584001463
ACH-000986,-0.07429810810564785
ACH-000988,-0.16047129659818404
ACH-000993,-0.15823146169291047
ACH-000994,-0.1347051167636968
ACH-000996,-0.007987701213636983
ACH-001001,-0.15642321885490884
ACH-001020,0.11662995734464847
ACH-001028,-0.18643969370770114
ACH-001031,-0.17185155155088916
ACH-001038,-0.2238058683465105
ACH-001048,-0.06028311248808276
ACH-001050,-0.08942484840684056
ACH-001053,-0.32410385556053384
ACH-001054,-0.130892454382208
ACH-001061,-0.21795321343486845
ACH-001067,-0.1878390627681369
ACH-001075,-0.2532940506907225
ACH-001096,-0.04358648982574476
ACH-001111,-0.2090507704714989
ACH-001119,-0.17155547372416768
ACH-001128,-0.1217779081558363
ACH-001134,0.07123864396997256
ACH-001151,-0.17483468824560516
ACH-001163,-0.1532591143894351
ACH-001164,-0.025012330961809208
ACH-001183,-0.04299119353124994
ACH-001192,-0.03365958891014604
ACH-001193,-0.11240994377648106
ACH-001196,-0.08821348100248595
ACH-001197,-0.11286243857723148
ACH-001205,-0.30069990138467245
ACH-001211,-0.20369925797321495
ACH-001212,0.09991925145746937
ACH-001228,-0.19003503465955265
ACH-001232,-0.19421766461463247
ACH-001239,-0.15459819518933274
ACH-001270,-0.18465076773349026
ACH-001274,-0.18448886580133456
ACH-001275,-0.09995638188859443
ACH-001277,-0.2452216614008682
ACH-001278,-0.2866556645116009
ACH-001280,-0.2766483313213096
ACH-001283,-0.1321058440301427
ACH-001289,-0.1289349369000666
ACH-001300,-0.26545769771927885
ACH-001301,-0.1715752441122566
ACH-001302,-0.3774328766364163
ACH-001306,-0.19074971248537972
ACH-001318,-0.20262156898499747
ACH-001322,-0.21038513135194045
ACH-001328,-0.15731154747183498
ACH-001332,-0.1785783295582518
ACH-001336,-0.16599315527160985
ACH-001346,-0.10793883929334364
ACH-001353,-0.14227145703122035
ACH-001354,-0.08665886036147777
ACH-001367,-0.13756822670429852
ACH-001368,-0.1683871172436384
ACH-001374,0.15628131537580034
ACH-001377,-0.16152434031146265
ACH-001380,-0.0978476509369393
ACH-001391,-0.06386143501167026
ACH-001408,-0.09151473954144923
ACH-001430,-0.1301771458969274
ACH-001431,-0.1906782544676705
ACH-001450,0.03717132056582649
ACH-001496,-0.05224225601129282
ACH-001500,-0.14640603395394675
ACH-001523,-0.09829726034791507
ACH-001532,-0.1871477871547533
ACH-001550,-0.19611471442644648
ACH-001552,-0.0912105171615031
ACH-001554,-0.11697374540163852
ACH-001654,-0.19710528162103005
ACH-001735,-0.12585791558994916
ACH-001736,-0.046901237163971835
ACH-001737,-0.1823660865074344
ACH-001740,-0.35951192667850895
ACH-001745,-0.2289119883372664
ACH-001765,-0.21218380811789014
