,NISCH (11188)
ACH-000280,-0.3505198663253691
ACH-000281,-0.5424685166272524
ACH-000288,-0.2547392748246348
ACH-000291,-0.3635355864975481
ACH-000293,-0.3637940414039619
ACH-000294,-0.468255207767791
ACH-000295,-0.6974396505453507
ACH-000296,-0.22272146062389775
ACH-000302,-0.284097943479528
ACH-000304,-0.4343818028139868
ACH-000307,-0.3554165908980169
ACH-000308,-0.3536635947487916
ACH-000310,-0.3764387584294285
ACH-000311,-0.19136889400076912
ACH-000312,-0.21635734755055885
ACH-000315,-0.2288647364705021
ACH-000316,-0.4716420019075266
ACH-000317,-0.3437054630944373
ACH-000318,-0.11912827730055132
ACH-000319,-0.3002500513732705
ACH-000320,-0.20043840180784803
ACH-000322,-0.17981264854539794
ACH-000323,-0.4029682494919019
ACH-000324,-0.2253715484773786
ACH-000329,-0.5060356023035689
ACH-000330,-0.0439550091582156
ACH-000331,-0.24497707473673874
ACH-000332,-0.3200696492175925
ACH-000334,-0.5742088505056558
ACH-000335,-0.3480101386063445
ACH-000336,-0.34472397843062
ACH-000337,-0.2774655369891077
ACH-000338,-0.40017531877271134
ACH-000339,-0.2889313461359848
ACH-000341,-0.4117537152278434
ACH-000348,-0.3027695172322939
ACH-000350,-0.3565189623673645
ACH-000352,-0.26719210696990303
ACH-000356,-0.3953789799088277
ACH-000361,-0.3088404791878065
ACH-000362,-0.34817190788521285
ACH-000363,-0.2510824879792667
ACH-000364,-0.20164438524143974
ACH-000365,-0.3065273237438876
ACH-000366,-0.4052256152516179
ACH-000368,-0.2360136447568641
ACH-000374,-0.312281071317122
ACH-000375,-0.2488664309779084
ACH-000376,-0.2411684888784064
ACH-000381,-0.4268148349799088
ACH-000383,-0.3863306083060567
ACH-000387,-0.4699664660924183
ACH-000389,-0.3597639522087036
ACH-000390,-0.4032622188689451
ACH-000393,-0.579610127665539
ACH-000395,-0.5390683755034216
ACH-000396,-0.6659658699300423
ACH-000397,-0.40304642717318223
ACH-000401,-0.5124044448884503
ACH-000402,-0.6477523465629373
ACH-000403,-0.3520960104248821
ACH-000404,-0.41180543020981136
ACH-000406,-0.3231012064934216
ACH-000407,-0.2857701827117262
ACH-000408,-0.4961924762772141
ACH-000410,-0.2226625988498206
ACH-000411,-0.4225131600154731
ACH-000414,-0.26272086056391986
ACH-000415,-0.5054257306225863
ACH-000416,-0.3626696735464937
ACH-000420,-0.417480529427246
ACH-000421,-0.3329944022702783
ACH-000424,-0.3171979517213419
ACH-000425,-0.2827510330231832
ACH-000426,-0.4250000596985935
ACH-000427,-0.19752051060242573
ACH-000433,-0.4089218713854851
ACH-000435,-0.3214448091873523
ACH-000436,-0.5400709650546112
ACH-000444,-0.281061114844663
ACH-000445,-0.1480171808819966
ACH-000448,-0.18408131440523653
ACH-000450,-0.2781904420653881
ACH-000452,-0.441742296695579
ACH-000454,-0.5377998278767823
ACH-000458,-0.4927208476964446
ACH-000459,-0.3574871302951764
ACH-000460,-0.1922727640178499
ACH-000461,-0.3113883104407474
ACH-000463,-0.257756926987188
ACH-000464,-0.39584318143439984
ACH-000466,-0.3114917250039345
ACH-000467,-0.31723637733834337
ACH-000468,-0.4178687347627045
ACH-000469,-0.2184812148769409
ACH-000470,-0.2206738037649835
ACH-000471,-0.2819305081135837
ACH-000472,-0.43687254293132977
ACH-000473,-0.28462794175003564
ACH-000475,-0.3016630706547435
ACH-000476,-0.4228589496205257
ACH-000477,-0.380741013823101
ACH-000479,-0.15363639653291242
ACH-000480,-0.24669144107764746
ACH-000481,-0.4889082266960951
ACH-000483,-0.2181593113601628
ACH-000484,-0.4135963533063899
ACH-000485,-0.4364871774529699
ACH-000486,-0.4880872478485698
ACH-000487,-0.3095632916817328
ACH-000488,-0.464652540397204
ACH-000490,-0.3132994632758147
ACH-000491,-0.3547747024647406
ACH-000495,-0.4008091424592054
ACH-000496,-0.13540590927332075
ACH-000499,-0.2428734638351757
ACH-000500,-0.06575330820325724
ACH-000502,-0.34427964663953514
ACH-000503,-0.2657634020663417
ACH-000505,-0.3067593662191812
ACH-000507,-0.22450274399027045
ACH-000510,-0.3374206610448804
ACH-000511,-0.35391623593959115
ACH-000512,-0.2975421736216953
ACH-000516,-0.3860009087482832
ACH-000517,-0.2858279185702406
ACH-000518,-0.17272717798406442
ACH-000520,-0.18707764302456106
ACH-000521,-0.3293898233360891
ACH-000522,-0.2841854229924453
ACH-000524,-0.35330185057255825
ACH-000527,-0.33667340963783204
ACH-000528,-0.27872530808833
ACH-000537,-0.2915083116246135
ACH-000541,-0.4409963317361058
ACH-000542,-0.43897214354178105
ACH-000544,-0.2381613616531658
ACH-000545,-0.5166007577268737
ACH-000547,-0.4652250653035746
ACH-000548,-0.3966461910298955
ACH-000549,-0.4205150714913461
ACH-000550,-0.33411752622503543
ACH-000552,-0.2913703712957285
ACH-000556,-0.360387911321212
ACH-000557,-0.227345794157716
ACH-000569,-0.04279165449232805
ACH-000570,-0.3052047403723551
ACH-000571,-0.3311785088015138
ACH-000573,-0.3527655872357525
ACH-000576,-0.3663064405429088
ACH-000579,-0.42899780114175995
ACH-000580,-0.5188380273105152
ACH-000584,-0.2620944379948474
ACH-000585,-0.2716291278078484
ACH-000588,-0.2674297192069737
ACH-000589,-0.3760578496550451
ACH-000591,-0.1352563413950715
ACH-000593,-0.3370587149746331
ACH-000600,-0.38410489795767133
ACH-000601,-0.35381322130066345
ACH-000605,-0.456351391760874
ACH-000606,-0.25462372616820483
ACH-000608,-0.4351693247247889
ACH-000614,-0.3356631512825307
ACH-000616,-0.3770830700398359
ACH-000618,-0.34369017542266805
ACH-000619,-0.5442759104435999
ACH-000620,-0.3675594839667274
ACH-000621,-0.3789238276941486
ACH-000622,-0.4623590731207001
ACH-000623,-0.17925336173989653
ACH-000624,-0.3420886826350338
ACH-000627,-0.4928587904251626
ACH-000630,-0.2865019909708262
ACH-000631,-0.3332932690775567
ACH-000632,-0.3012854929506161
ACH-000633,-0.38388299140055104
ACH-000637,-0.2473042764611223
ACH-000638,-0.2373897851780172
ACH-000646,-0.21813550309277727
ACH-000647,-0.31818364681049044
ACH-000648,-0.1475192081769753
ACH-000649,-0.3485228522576936
ACH-000651,-0.3793722438882591
ACH-000652,-0.5861320969827472
ACH-000653,-0.11732921624947545
ACH-000657,-0.3297779456229528
ACH-000658,-0.31298309613075725
ACH-000661,-0.4993768778517528
ACH-000662,-0.5778810196903504
ACH-000663,-0.2555884592489792
ACH-000665,-0.34187994430791085
ACH-000671,-0.412550602595572
ACH-000672,-0.4231238568294198
ACH-000673,-0.3474421839488097
ACH-000676,-0.2505151211018325
ACH-000677,-0.3883935133336075
ACH-000681,-0.2931673707379531
ACH-000683,-0.3509971692936815
ACH-000684,-0.4176953808328661
ACH-000688,-0.3360811004562433
ACH-000693,-0.392767543759431
ACH-000694,-0.4099469067498152
ACH-000695,-0.3775749080189784
ACH-000696,-0.352217035962174
ACH-000697,-0.19506075023302624
ACH-000699,-0.4246396073551514
ACH-000701,-0.27524625640039097
ACH-000706,-0.2455652372018535
ACH-000711,-0.3226441145671329
ACH-000713,-0.3906649970498552
ACH-000714,-0.2794219680606356
ACH-000718,-0.41177714832537976
ACH-000720,-0.3728637468318409
ACH-000721,-0.3734279020036624
ACH-000724,-0.17057315215959235
ACH-000725,-0.20219551943386316
ACH-000732,-0.4688455108402957
ACH-000734,-0.3023888919819583
ACH-000735,-0.3092970372206265
ACH-000736,-0.4046513178056329
ACH-000738,-0.3059943458405761
ACH-000746,-0.3138893907106489
ACH-000747,-0.38359012616289007
ACH-000748,-0.3157595612722517
ACH-000753,-0.40823657047027656
ACH-000756,-0.4170692852318242
ACH-000757,-0.20393095069273612
ACH-000758,-0.16272945031115438
ACH-000760,-0.2335040422992461
ACH-000762,-0.3040645200422496
ACH-000763,-0.3995298147966967
ACH-000764,-0.4957407290349145
ACH-000765,-0.3699757990781299
ACH-000766,-0.3580775377147205
ACH-000767,-0.1455684675460365
ACH-000768,-0.2867859240632199
ACH-000769,-0.4560770141274076
ACH-000770,-0.2659800496426349
ACH-000771,-0.3335344494468173
ACH-000773,-0.31807014249907223
ACH-000776,-0.279371754779456
ACH-000777,-0.3922718635091687
ACH-000778,-0.2397479031627425
ACH-000781,-0.2823675869600948
ACH-000782,-0.5115115659260617
ACH-000783,-0.1850202036468452
ACH-000784,-0.3116610637346216
ACH-000785,-0.3985646275064164
ACH-000787,-0.21880045059255715
ACH-000788,-0.3321566448816897
ACH-000791,-0.2878790734960763
ACH-000792,-0.43199809540708206
ACH-000794,-0.4830067771087184
ACH-000796,-0.41007940346413946
ACH-000798,-0.3883061232451631
ACH-000799,-0.3136633210118629
ACH-000800,-0.3823401130770878
ACH-000802,-0.31751715254738666
ACH-000804,-0.3664466906899435
ACH-000805,-0.3398492678533213
ACH-000809,-0.3664859409068575
ACH-000810,-0.2456814922326593
ACH-000811,-0.4532016787202009
ACH-000817,-0.3653076538933081
ACH-000819,-0.3072936054783996
ACH-000820,-0.7201829443756501
ACH-000821,-0.23496241491464176
ACH-000822,-0.3772301547652315
ACH-000823,-0.3849138675295653
ACH-000824,-0.3249374451228665
ACH-000827,-0.3947675905206756
ACH-000829,-0.4495546499803861
ACH-000831,-0.3508792800857175
ACH-000832,-0.3606597808940129
ACH-000833,-0.4371300193031172
ACH-000834,-0.3811184636304928
ACH-000835,-0.3949543512476822
ACH-000836,-0.4345493443574203
ACH-000837,-0.26556500621217105
ACH-000838,-0.1443234714447301
ACH-000839,-0.5178225729623499
ACH-000840,-0.19174243089777973
ACH-000841,-0.28653866320563026
ACH-000843,-0.24106268957511576
ACH-000846,-0.5251463178393766
ACH-000847,-0.38383327934570094
ACH-000848,-0.4448261167966686
ACH-000849,-0.4201766086207073
ACH-000851,-0.43925075294015575
ACH-000855,-0.30843647674238145
ACH-000856,-0.2461352072147613
ACH-000858,-0.4340802927765458
ACH-000859,-0.1478717664798104
ACH-000861,-0.22119006483026815
ACH-000862,-0.3599058534608055
ACH-000865,-0.39353213881745575
ACH-000866,-0.3064138780680641
ACH-000867,-0.344191890415503
ACH-000869,-0.3058292185626247
ACH-000872,-0.3789739257408057
ACH-000873,-0.6389711639230995
ACH-000876,-0.3242977591227094
ACH-000878,-0.5047391670919672
ACH-000880,-0.10175358898142868
ACH-000881,-0.3113346292193555
ACH-000882,-0.20603785055868087
ACH-000884,-0.4637006942837129
ACH-000885,-0.2460529373501501
ACH-000887,-0.384853761740262
ACH-000889,-0.31335972543115725
ACH-000896,-0.3827235852209309
ACH-000898,-0.3080273952426563
ACH-000900,-0.4417206964241783
ACH-000901,-0.2924284978927731
ACH-000905,-0.320571406918589
ACH-000906,-0.2710484839332065
ACH-000907,-0.32891651820659085
ACH-000910,-0.10888229704580787
ACH-000911,-0.394646856921802
ACH-000912,-0.25666149927870896
ACH-000913,-0.2382052799572619
ACH-000915,-0.3148926004297706
ACH-000916,0.06542657209923645
ACH-000917,-0.3815273729027992
ACH-000920,-0.5229803525529293
ACH-000921,-0.5571894428239479
ACH-000924,-0.4321326538239741
ACH-000926,-0.426616798274537
ACH-000928,-0.34283548765153354
ACH-000929,-0.17209262675435769
ACH-000932,-0.3257905867494873
ACH-000935,-0.2075406932425653
ACH-000936,-0.44998862865156897
ACH-000937,-0.3746334049154114
ACH-000938,-0.2537739774891683
ACH-000939,-0.4375537146834456
ACH-000941,-0.3452820440283207
ACH-000943,-0.16920568880027706
ACH-000946,-0.2283914839976881
ACH-000947,-0.3729774757242249
ACH-000948,-0.16505235349956035
ACH-000950,-0.3533421095485954
ACH-000953,-0.3164135084729726
ACH-000954,-0.4187786986458685
ACH-000957,-0.3834597802887014
ACH-000958,-0.15305401380475311
ACH-000960,-0.23490356749707614
ACH-000963,-0.17851718263442173
ACH-000968,-0.497624022013109
ACH-000969,-0.3874106171088177
ACH-000972,0.12108197786439903
ACH-000973,-0.3727772550259335
ACH-000974,-0.3152915214772542
ACH-000978,-0.29288012714144607
ACH-000984,-0.315498770382387
ACH-000986,-0.5749776097940242
ACH-000988,-0.17748060051284445
ACH-000993,-0.24375175341139896
ACH-000994,-0.3908596654848601
ACH-000996,-0.4899914133479623
ACH-001001,-0.4154852218039775
ACH-001020,-0.3495632943323301
ACH-001028,-0.3710810961053045
ACH-001031,-0.2168349715262303
ACH-001038,-0.31443437367823485
ACH-001048,-0.4186385764916801
ACH-001050,-0.2705591193628529
ACH-001053,0.06738641078011816
ACH-001054,-0.19383352409337185
ACH-001061,-0.4157424203023308
ACH-001067,-0.3107404970758384
ACH-001075,-0.5078122689939882
ACH-001096,-0.3247720346371419
ACH-001111,-0.6841262536533643
ACH-001119,-0.5299954347122647
ACH-001128,-0.3073787983885254
ACH-001134,-0.31461905867091283
ACH-001151,-0.3956292993133804
ACH-001163,-0.4649554001486387
ACH-001164,-0.2276801864919893
ACH-001183,-0.3068794425626296
ACH-001192,-0.3084264148307421
ACH-001193,-0.366206457970568
ACH-001196,-0.3100319705690622
ACH-001197,-0.4386428570220219
ACH-001205,-0.19665093849659585
ACH-001211,-0.1845434892142272
ACH-001212,0.047486647766727536
ACH-001228,-0.27509057270285714
ACH-001232,-0.40642861996475743
ACH-001239,0.048653616336258865
ACH-001270,-0.36486976543678573
ACH-001274,-0.31032522850095856
ACH-001275,-0.3080282220814033
ACH-001277,-0.36330903990873387
ACH-001278,-0.3448162306955734
ACH-001280,-0.32073960486595
ACH-001283,-0.26670634510046903
ACH-001289,-0.29033655363936
ACH-001300,-0.2561718330885141
ACH-001301,-0.4411590680333104
ACH-001302,-0.2431835367881642
ACH-001306,-0.1939591515788364
ACH-001318,-0.16475997468393214
ACH-001322,-0.2668495802852305
ACH-001328,-0.3888746784885529
ACH-001332,0.05737657952351904
ACH-001336,-0.39882550733378097
ACH-001346,-0.44450580042579296
ACH-001353,-0.4672351972425034
ACH-001354,-0.24041962308331105
ACH-001367,-0.3047090727430283
ACH-001368,-0.4269272202707341
ACH-001374,-0.40277013865378536
ACH-001377,-0.3226612626831244
ACH-001380,-0.3096764284508873
ACH-001391,-0.2707724512272347
ACH-001408,-0.4412100250517278
ACH-001430,-0.4879735256439963
ACH-001431,-0.2917789920711655
ACH-001450,-0.2199853985724272
ACH-001496,-0.5454287625989729
ACH-001500,-0.3367415331787367
ACH-001523,-0.30799558166087604
ACH-001532,-0.09241663263137337
ACH-001550,-0.3484914531301944
ACH-001552,-0.3447860605230742
ACH-001554,-0.3313348706637443
ACH-001654,-0.3767330673391771
ACH-001735,-0.3825862289429257
ACH-001736,-0.2327150789735771
ACH-001737,-1.0991976250967554
ACH-001740,-0.4515564027752572
ACH-001745,-0.4693188924352845
ACH-001765,-0.13413724863914536
