,ROBO1 (6091)
ACH-000004,0.002800963530190879
ACH-000005,0.10743615772819552
ACH-000007,0.07438366257910586
ACH-000009,0.10804919601081793
ACH-000011,0.1220489622716624
ACH-000012,-0.06366689341870313
ACH-000013,0.05690275246617781
ACH-000014,-0.04210534505651995
ACH-000015,0.07369248522884429
ACH-000017,-0.03799279929967022
ACH-000018,-0.00023603669929477052
ACH-000019,0.000916897948081179
ACH-000021,0.002779375970446896
ACH-000022,-0.06281772257389331
ACH-000025,-0.10969227619550613
ACH-000028,0.019537379965850074
ACH-000030,0.0451123772174117
ACH-000035,0.09855024917981782
ACH-000036,0.018793068943900502
ACH-000037,0.11759142470561568
ACH-000039,-0.01850847383519744
ACH-000040,0.14019179597329795
ACH-000041,-0.014490733676094018
ACH-000042,0.013015646396436126
ACH-000045,0.2447979809642596
ACH-000047,0.1877728432502956
ACH-000052,0.12169318634628087
ACH-000053,-0.01849413545243444
ACH-000054,0.04608063168880604
ACH-000055,-0.029439376987697993
ACH-000060,-0.042942966107238655
ACH-000067,-0.0120685860813743
ACH-000070,0.18431279528733627
ACH-000075,0.2878024845933012
ACH-000078,0.14209400454386725
ACH-000082,0.12150618487694312
ACH-000085,-0.02706752332548099
ACH-000086,-0.04616417868122199
ACH-000087,0.006165485967127949
ACH-000092,0.07258382159920494
ACH-000095,0.03505632204278448
ACH-000097,-0.0388709316115645
ACH-000098,0.06771669865408472
ACH-000099,-0.02736075926209072
ACH-000108,-0.016447670164775392
ACH-000113,0.1838983718307738
ACH-000116,0.033108082983754984
ACH-000118,-0.04780616681259572
ACH-000120,0.0652066448967167
ACH-000123,-0.11289402773661768
ACH-000127,-0.09300218009840856
ACH-000128,-0.0038083580063373885
ACH-000132,0.15747102497811225
ACH-000133,0.07820228658666747
ACH-000137,0.27290627989705235
ACH-000138,0.0872554128546006
ACH-000142,0.06973574350681505
ACH-000143,-0.18385622342550945
ACH-000146,-0.048799932833455135
ACH-000148,0.018609276274669056
ACH-000150,-0.22630411195531175
ACH-000152,0.02006217102158251
ACH-000153,-0.018212530335757416
ACH-000159,-0.008227281613526259
ACH-000160,0.19674760248757853
ACH-000163,0.0312156393871032
ACH-000167,0.020449571449811733
ACH-000168,0.2865397519800575
ACH-000169,0.11118981260964557
ACH-000178,-0.036356865078631236
ACH-000183,-0.0744178461350589
ACH-000188,-0.04201251448992943
ACH-000189,-0.31631529104989936
ACH-000190,-0.15913003642061566
ACH-000198,0.013568980888568385
ACH-000203,0.01777839512121124
ACH-000204,0.29100798941588313
ACH-000206,-0.4106488546035181
ACH-000207,0.2397638490483795
ACH-000208,-0.05394083534284393
