,CLK4 (57396)
ACH-000004,-0.15287346073905286
ACH-000005,-0.11349149387632787
ACH-000007,0.01803595066563313
ACH-000009,-0.2472180138190096
ACH-000011,-0.0768520469557311
ACH-000012,-0.0046957892521765476
ACH-000013,0.051273513662095364
ACH-000014,-0.004002960233337538
ACH-000015,-0.08804795880148877
ACH-000017,-0.06377012494226332
ACH-000018,-0.30627923404010643
ACH-000019,-0.171070402427208
ACH-000021,-0.06260425403167866
ACH-000022,-0.19217421498429696
ACH-000025,-0.06570570239973557
ACH-000028,-0.02742293182639634
ACH-000030,-0.035516421222119725
ACH-000035,0.0754291771560604
ACH-000036,0.045840413469648
ACH-000037,-0.18829212696407055
ACH-000039,-0.2371580131020301
ACH-000040,-0.03386423031386635
ACH-000041,-0.005089069594315328
ACH-000042,-0.05670579259437845
ACH-000045,-0.15977644641077088
ACH-000047,-0.0978770708986254
ACH-000052,0.1267253763693314
ACH-000053,-0.06734248314497407
ACH-000054,-0.07145788947289902
ACH-000055,-0.1226625882123742
ACH-000060,-0.2763469002033848
ACH-000067,-0.09062733445431012
ACH-000070,-0.11947142984343385
ACH-000075,0.16785188259977935
ACH-000078,-0.16095376870378567
ACH-000082,-0.15030247187782378
ACH-000085,-0.02711551505283925
ACH-000086,0.027579670067769717
ACH-000087,0.08776102115446444
ACH-000092,-0.1226019971525182
ACH-000095,-0.09406723184098907
ACH-000097,-0.06178653706785318
ACH-000098,-0.18923372527098
ACH-000099,-0.1588476950147988
ACH-000108,-0.05967062649638261
ACH-000113,-0.023911575140662
ACH-000116,-0.07422266311297032
ACH-000118,0.006820261386291087
ACH-000120,-0.06363704691988564
ACH-000123,-0.11426185073025252
ACH-000127,-0.07859897462276304
ACH-000128,-0.11050881367931598
ACH-000132,-0.14586775481084469
ACH-000133,0.038412629608320016
ACH-000137,-0.014847698114084618
ACH-000138,-0.030196167615707887
ACH-000142,0.0397603177264276
ACH-000143,0.02369153240808659
ACH-000146,-0.03330725289337932
ACH-000148,-0.038713201716024576
ACH-000150,-0.22861449709845555
ACH-000152,-0.039295646537360264
ACH-000153,0.0007651984888465262
ACH-000159,0.04323227217708822
ACH-000160,0.02622951003466869
ACH-000163,0.07773891788283675
ACH-000167,-0.2173994897347485
ACH-000168,-0.17889191383458036
ACH-000169,-0.03893336304831847
ACH-000178,-0.17417805680577084
ACH-000183,-0.21987503268885847
ACH-000188,-0.2261465614739332
ACH-000189,-0.24252480485604955
ACH-000190,-0.2728917593689173
ACH-000198,-0.08816943785614027
ACH-000203,1.6092162602577589
ACH-000204,-0.09783525140321388
ACH-000206,0.07345187035210267
ACH-000207,-0.1591848785682067
ACH-000208,-0.2959066321237748
ACH-000210,-0.25557527399798835
ACH-000211,-0.08081475976247034
ACH-000215,-0.04101068122708415
ACH-000221,-0.1207628535438778
ACH-000222,-0.07040564150259919
ACH-000223,-0.11885559707540445
ACH-000226,0.09983133244032667
ACH-000227,-0.23120325682843365
ACH-000228,-0.049146547673953066
ACH-000231,-0.03369378580247491
ACH-000232,-0.14258144845659693
ACH-000233,-0.12201408093164813
ACH-000234,-0.1055381516011746
ACH-000235,-0.0058438828457108025
ACH-000237,-0.012595407753670079
ACH-000238,-0.10870244630712426
ACH-000242,0.10767026478588224
ACH-000243,-0.1444187730394191
ACH-000244,-0.009922886298707677
ACH-000246,-0.09417862383919408
ACH-000248,-0.18647458433378405
ACH-000250,-0.02809705823881499
ACH-000251,-0.18967120062447906
ACH-000252,0.21629922034728935
ACH-000253,-0.04957171528199205
ACH-000255,-0.03968655839649588
ACH-000256,-0.06849467261461377
ACH-000257,-0.0714369930844146
ACH-000258,-0.040308636146312436
ACH-000259,-0.0010920223007338142
ACH-000260,-0.02451568132996169
ACH-000261,-0.06505947358808617
ACH-000262,-0.008458093022576791
ACH-000263,-0.022294466749928542
ACH-000264,0.11060565424868038
ACH-000265,0.061082935505901076
ACH-000266,-0.07263323222725697
ACH-000272,0.003582071135677352
ACH-000274,-0.10296761311286076
ACH-000277,-0.06294800116480823
ACH-000278,-0.09566682251093082
ACH-000279,-0.011880136416050454
ACH-000280,0.014811738313262513
ACH-000281,-0.09720775516912306
ACH-000288,-0.1706461114840937
ACH-000291,-0.05863835323330526
ACH-000293,-0.10516898284049532
ACH-000294,-0.08166335937455586
ACH-000295,-0.3200729340166531
ACH-000296,-0.04487628396956257
ACH-000302,-0.1009533380109474
ACH-000304,-0.1456957967324594
ACH-000307,-0.004783834602340351
ACH-000308,0.037759433714579765
ACH-000310,-0.12385584438343147
ACH-000311,-0.13839872452613047
ACH-000312,-0.1720559095781316
ACH-000315,-0.33836727352380513
ACH-000316,0.06856991579881397
ACH-000317,0.11128503469521686
ACH-000318,0.0026496211467023014
ACH-000319,-0.08407187857347133
ACH-000320,-0.234364488332382
ACH-000322,-0.11983419726952076
ACH-000323,-0.033057625013629424
ACH-000324,-0.04615725500446018
ACH-000329,-0.0316441429680108
ACH-000330,0.031786311876969967
ACH-000331,-0.019162788724114463
ACH-000332,-0.06810069036942216
ACH-000334,0.15869660126191149
ACH-000335,-0.07200913961913559
ACH-000336,-0.02073437903671341
ACH-000337,-0.15762727169736376
ACH-000338,-0.2936574680195502
ACH-000339,-0.013578934129031951
ACH-000341,-0.06531598249341188
ACH-000348,0.05898669670335695
ACH-000350,-0.014417464453307587
ACH-000352,-0.017634704826387796
ACH-000356,0.021102431545282418
ACH-000361,-0.05165812395107325
ACH-000362,-0.0911273067761593
ACH-000363,-0.06819568252461257
ACH-000364,-0.06651709150627062
ACH-000365,0.03538199054907585
ACH-000366,-0.10843607662957644
ACH-000368,-0.19976054953166528
ACH-000374,-0.0750003813097836
ACH-000375,-0.22033112095498936
ACH-000376,0.02169247120845848
ACH-000381,-0.08873820337930444
ACH-000383,-0.02322002688847478
ACH-000387,-0.1702940309493068
ACH-000389,-0.16213067479662396
ACH-000390,-0.04963648470732085
ACH-000393,-0.08658280695445868
ACH-000395,0.03490660084966857
ACH-000396,-0.23442485604540986
ACH-000397,-0.05411845938030907
ACH-000401,-0.0016255635680673074
ACH-000402,-0.01667838004724506
ACH-000403,-0.17194659277463253
ACH-000404,-0.025440192216699468
ACH-000406,0.022696769392881844
ACH-000407,0.014014472283645845
ACH-000408,-0.1337662737183231
ACH-000410,0.04146901752395332
ACH-000411,-0.017780309703761002
ACH-000414,-0.0006320345975555997
ACH-000415,0.021455782701070285
ACH-000416,-0.10169574571653332
ACH-000420,-0.12210997519774515
ACH-000421,-0.006261388259002798
ACH-000424,0.0010048626921591306
