,GGCX (2677)
ACH-000265,-0.2379169400975293
ACH-000266,-0.2804910910555908
ACH-000272,-0.334148822642532
ACH-000274,-0.27197616362246474
ACH-000277,-0.28903793132171474
ACH-000278,-0.262527250187862
ACH-000279,-0.2557376622029949
ACH-000280,-0.2536065749078469
ACH-000281,-0.2639994073025939
ACH-000288,-0.2470183260946069
ACH-000291,-0.1746817023897947
ACH-000293,-0.2372066895219832
ACH-000294,-0.2286808249113508
ACH-000295,-0.11041481861081166
ACH-000296,-0.3286703270496843
ACH-000302,-0.10177018405216524
ACH-000304,-0.08460603914482955
ACH-000307,-0.20645008617568014
ACH-000308,-0.16832781062864915
ACH-000310,-0.14223637077796628
ACH-000311,-0.03485795973149406
ACH-000312,-0.17476957506085133
ACH-000315,0.012825088592973526
ACH-000316,-0.2830978358830331
ACH-000317,-0.3975540733005304
ACH-000318,-0.24806306371284756
ACH-000319,-0.21154952993993256
ACH-000320,-0.2967751292067332
ACH-000322,-0.13190425403907508
ACH-000323,-0.2028034665522537
ACH-000324,-0.3286638362991005
ACH-000329,-0.22662632040514274
ACH-000330,-0.3288045044805814
ACH-000331,-0.16478027640050816
ACH-000332,-0.16263431695128852
ACH-000334,-0.20919978944664305
ACH-000335,-0.08522580580298128
ACH-000336,-0.303695331851817
ACH-000337,-0.09922335043190944
ACH-000338,-0.4693337427969139
ACH-000339,-0.14523224387095526
ACH-000341,-0.24230259748114655
ACH-000348,-0.14740846694458667
ACH-000350,-0.06925293137957059
ACH-000352,-0.17920612910230008
ACH-000356,-0.5321515553623923
ACH-000361,-0.5256565251348141
ACH-000362,-0.1862510001283929
ACH-000363,-0.19786100135937684
ACH-000364,-0.20737953770893047
ACH-000365,-0.21770178499365672
ACH-000366,-0.21992447112960054
ACH-000368,-0.35600981055511705
ACH-000374,-0.3844793415922517
ACH-000375,-0.18035095621600386
ACH-000376,-0.15415305226705542
ACH-000381,-0.27506732729404165
ACH-000383,-0.08911773716641491
ACH-000387,-0.2331470813915465
ACH-000389,-0.09231690290094538
ACH-000390,-0.28503339220900137
ACH-000393,-0.13412199368663738
ACH-000395,-0.15896888525584282
ACH-000396,-0.2800330334906937
ACH-000397,-0.3334730975762488
ACH-000401,-0.3029331882736596
ACH-000402,-0.14739482788664585
ACH-000403,-0.2852427416567959
ACH-000404,-0.31598408194951993
ACH-000406,-0.18850206010231735
ACH-000407,-0.25711817256146124
ACH-000408,-0.03907264684925693
ACH-000410,-0.2959151467987769
ACH-000411,-0.0599229103989677
ACH-000414,-0.17384279975081368
ACH-000415,-0.3292395883549399
ACH-000416,-0.2086191182113056
ACH-000420,-0.30425741150367913
ACH-000421,-0.3524167286833983
ACH-000424,-0.1823983917076655
ACH-000425,-0.14007150123041184
ACH-000426,-0.0603156700908316
ACH-000427,-0.3413842351546143
ACH-000433,-0.3747319964303019
ACH-000435,0.02629278650701997
ACH-000436,-0.08980712230450964
ACH-000444,-0.23032286272727304
ACH-000445,-0.3907772210707903
ACH-000448,-0.0933063415294476
ACH-000450,-0.19320089618822714
ACH-000452,-0.26325269782402194
ACH-000454,-0.3799918949678467
ACH-000458,-0.2578151255214161
ACH-000459,-0.2874811537833069
ACH-000460,-0.17376049283781858
ACH-000461,-0.14673219397853632
ACH-000463,-0.18259037530337768
ACH-000464,-0.3853020180920569
ACH-000466,-0.2532831510289238
ACH-000467,-0.2426345652024487
ACH-000468,-0.28991470254559715
ACH-000469,-0.11284077191875712
ACH-000470,-0.2944977895907073
ACH-000471,-0.3880985265763345
ACH-000472,-0.17527698721599716
ACH-000473,-0.13810071914105546
ACH-000475,-0.19685507734641905
ACH-000476,-0.2356992491308477
ACH-000477,-0.15815464637455318
ACH-000479,-0.4913909218394187
ACH-000480,-0.24054238397172736
ACH-000481,-0.2656555144188761
ACH-000483,-0.16865766420539074
ACH-000484,-0.2590034988368435
ACH-000485,-0.224478781822314
ACH-000486,-0.3779897625382593
ACH-000487,-0.2112335338313009
ACH-000488,-0.1318976084430784
ACH-000490,-0.33148719563830736
ACH-000491,-0.3093536788448064
ACH-000495,-0.3000666915750798
ACH-000496,-0.2862592992295033
ACH-000499,-0.3853786433408044
ACH-000500,-0.2002374571379841
ACH-000502,-0.16996511862487446
ACH-000503,-0.1891400554286164
ACH-000505,-0.24480478817332355
ACH-000507,-0.2375922524965993
ACH-000510,-0.16152095487371632
ACH-000511,-0.21671505866155294
ACH-000512,-0.203888834330552
ACH-000516,-0.1473140976710264
ACH-000517,-0.17615040094456147
ACH-000518,-0.2833552284322673
ACH-000520,-0.18591200928578386
ACH-000521,-0.18171183103997104
ACH-000522,-0.32200045070312994
ACH-000524,-0.21480162360491206
ACH-000527,-0.1910121610325405
ACH-000528,-0.2247186825048968
ACH-000537,-0.30437018466115273
ACH-000541,-0.2690821413467067
ACH-000542,-0.2310553096760034
ACH-000544,-0.1713952787080844
ACH-000545,-0.16397600477757146
ACH-000547,-0.06311313652027194
ACH-000548,-0.23209211872714205
ACH-000549,-0.26562693352128924
ACH-000550,-0.1156952915732527
ACH-000552,-0.3573574618950365
ACH-000556,-0.3323678946833438
ACH-000557,-0.10431912178070182
ACH-000569,-0.3062692796042345
ACH-000570,-0.11251893889067884
ACH-000571,-0.2647053689414667
ACH-000573,-0.22482184415688392
ACH-000576,-0.15916606397382171
ACH-000579,-0.20858946027379008
ACH-000580,-0.359994499687089
ACH-000584,-0.2395654211275771
ACH-000585,-0.3041772058564234
ACH-000588,-0.22461383282672007
ACH-000589,-0.3477726306667606
ACH-000591,-0.2765975000055565
ACH-000593,-0.30639581407154265
ACH-000600,-0.19420048203451995
ACH-000601,-0.2100875371977972
ACH-000605,-0.23780764751281616
ACH-000606,-0.25838320583963714
ACH-000608,-0.20515824825632215
ACH-000614,-0.14562628792105106
ACH-000616,-0.21892985989536204
ACH-000618,-0.3178523850391496
ACH-000619,-0.32103367382411424
ACH-000620,-0.22364545839922206
ACH-000621,-0.16176748844769132
ACH-000622,-0.2297063670575275
ACH-000623,-0.21877359357276907
ACH-000624,-0.3500575383572912
ACH-000627,-0.2257404768936176
ACH-000630,-0.3211162679272587
ACH-000631,-0.1586642753083735
ACH-000632,-0.2357247621634924
ACH-000633,-0.15338913021205108
ACH-000637,-0.2450425738215284
ACH-000638,-0.19284816082058026
ACH-000646,-0.058470714261587925
ACH-000647,-0.09871970252801693
ACH-000648,-0.20194022804313935
ACH-000649,-0.32443476101922497
ACH-000651,-0.2592724372060273
ACH-000652,0.027092368563337216
ACH-000653,-0.1208776316144528
ACH-000657,-0.27210398950697795
ACH-000658,-0.12993978979350432
ACH-000661,-0.21299491367789805
ACH-000662,-0.7685910448102852
ACH-000663,-0.21515100208203344
ACH-000665,-0.2915206222624805
ACH-000671,-0.2341158460780817
ACH-000672,-0.4155530783607777
ACH-000673,-0.2488306324003185
ACH-000676,-0.20613412679982607
ACH-000677,-0.1618458426823147
ACH-000681,-0.17704768849821512
ACH-000683,-0.2553056317628857
ACH-000684,-0.16683591145937085
ACH-000688,-0.2568957556340057
ACH-000693,-0.15176417086131516
ACH-000694,-0.2306086481613993
ACH-000695,-0.3815991209528825
ACH-000696,-0.254609558860641
ACH-000697,-0.1389768231986553
ACH-000699,-0.2381272818187823
ACH-000701,-0.10759364558720767
ACH-000706,-0.2443070566289
ACH-000711,-0.2462778492105644
ACH-000713,-0.3262774750249809
ACH-000714,-0.1444739677565264
ACH-000718,-0.2958470532558797
ACH-000720,-0.16571687715437053
ACH-000721,-0.4334451406305793
ACH-000724,-0.16896185799438904
ACH-000725,-0.21450121611382653
ACH-000732,-0.20350439734330586
ACH-000734,-0.2367352709511084
ACH-000735,-0.27065170001668554
ACH-000736,-0.18687518147098311
ACH-000738,-0.2278749781997305
ACH-000746,-0.18787209964135065
ACH-000747,-0.2839206339059872
ACH-000748,-0.20494389597435675
ACH-000753,-0.33050340532940226
ACH-000756,-0.2372341216634968
ACH-000757,-0.10135160176813604
ACH-000758,-0.09161940607177327
ACH-000760,-0.1941980153521286
ACH-000762,-0.10311943394026883
ACH-000763,-0.18987621466847307
ACH-000764,-0.14859419514627756
ACH-000765,-0.0884723680464554
ACH-000766,-0.2862898645076862
ACH-000767,-0.10530102208784603
ACH-000768,-0.1554201405990696
ACH-000769,-0.1797357838884484
ACH-000770,-0.25297663471233106
ACH-000771,-0.19300135833817855
ACH-000773,-0.03643610211153221
ACH-000776,-0.21260556025630412
ACH-000777,-0.33297604040102163
ACH-000778,-0.1873950202194363
ACH-000781,-0.24314198091208555
ACH-000782,-0.1709093312012394
ACH-000783,-0.13243195748076306
ACH-000784,-0.2735386571380901
ACH-000785,-0.11758659319919837
ACH-000787,-0.3981456451728871
ACH-000788,-0.22556057997287515
ACH-000791,-0.1902239102040818
ACH-000792,-0.11388194184637715
ACH-000794,-0.4013860421005015
ACH-000796,-0.25605238093458205
ACH-000798,-0.053896633630717034
ACH-000799,-0.3999392349735664
ACH-000800,-0.239914381354749
ACH-000802,-0.3148414102229969
ACH-000804,-0.24303322360296956
ACH-000805,-0.19686301497649447
ACH-000809,-0.1610304676206168
ACH-000810,-0.1228311367735816
ACH-000811,-0.19358537545802787
ACH-000817,-0.12271960942000168
ACH-000819,-0.2526723158849857
ACH-000820,-0.3441432365221158
ACH-000821,0.03559189488179281
ACH-000822,-0.16821681676684566
ACH-000823,-0.2860182255556441
ACH-000824,-0.1685060571784419
ACH-000827,-0.056625314616047376
ACH-000829,-0.11772613432685818
ACH-000831,-0.2037997372750888
ACH-000832,-0.3863880469689373
ACH-000833,-0.09470320111116272
ACH-000834,-0.31114495288777577
ACH-000835,-0.28095211162149164
ACH-000836,-0.3162162677423793
ACH-000837,-0.2527466499143108
ACH-000838,-0.21185850812026547
ACH-000839,-0.12361573284837846
ACH-000840,-0.3226162988784269
ACH-000841,-0.3046135104816424
ACH-000843,-0.1058339673491562
ACH-000846,-0.3133394666957509
ACH-000847,-0.33892707373512426
ACH-000848,-0.11665125331308247
ACH-000849,-0.1762743363654461
ACH-000851,-0.3145905653445827
ACH-000855,-0.05020173389929238
ACH-000856,-0.2339962450753877
ACH-000858,-0.28608635230994345
ACH-000859,-0.13034255177409132
ACH-000861,-0.27929180099938145
ACH-000862,-0.2594706825666157
ACH-000865,-0.2191869356422732
ACH-000866,-0.13943664983417292
ACH-000867,-0.26048611190455523
ACH-000869,-0.1919537839645244
ACH-000872,-0.0888304667021996
ACH-000873,-0.20658146223194349
ACH-000876,-0.22173589126049584
ACH-000878,-0.06775737476053939
ACH-000880,-0.2498164597221395
ACH-000881,-0.19973096675526267
ACH-000882,-0.11852598366736335
ACH-000884,-0.11691812486176408
ACH-000885,-0.2171201374590272
ACH-000887,-0.2554884083225997
ACH-000889,-0.1660702885938229
ACH-000896,-0.3289352341234052
ACH-000898,-0.4223253691143877
ACH-000900,-0.19023782854590066
ACH-000901,-0.2945526775273932
ACH-000905,-0.15988989837338646
ACH-000906,-0.172487412450003
ACH-000907,-0.35914016224104034
ACH-000910,-0.1856004039804925
ACH-000911,-0.2708470157779648
ACH-000912,-0.3600003636316105
ACH-000913,-0.04084703368283382
ACH-000915,-0.12309660109964207
ACH-000916,-0.3117233567046154
ACH-000917,-0.24583285469458674
ACH-000920,-0.048784100203603784
ACH-000921,-0.4229382656733754
ACH-000924,-0.19852273870158305
ACH-000926,-0.09228221771880203
ACH-000928,-0.3497037275834053
ACH-000929,-0.1638488709358119
ACH-000932,-0.3111640521223969
ACH-000935,-0.19159004257782306
ACH-000936,-0.15104804112719847
ACH-000937,-0.148039307306811
ACH-000938,-0.2287596007270163
ACH-000939,-0.33006176814431626
ACH-000941,-0.14369486784472538
ACH-000943,-0.1732697571494336
ACH-000946,-0.22896686629531365
ACH-000947,-0.17296389808975224
ACH-000948,-0.19755739919007628
ACH-000950,-0.2829651424147778
ACH-000953,-0.20138663282447414
ACH-000954,-0.31969337641946216
ACH-000957,-0.23979140396024365
ACH-000958,-0.24389384689532975
ACH-000960,-0.1809464246977288
ACH-000963,-0.3531086161849133
ACH-000968,-0.07189819258734864
ACH-000969,-0.1557204139030028
ACH-000972,-0.02868526049557711
ACH-000973,-0.3712693672767786
ACH-000974,-0.12588036486559867
ACH-000978,-0.2283330787239312
ACH-000984,-0.14489084989458798
ACH-000986,-0.22368634985046712
ACH-000988,-0.302501106129604
ACH-000993,-0.32581448335219376
ACH-000994,-0.3495794767796929
ACH-000996,-0.20821316643371085
ACH-001001,-0.3213594627633253
ACH-001020,-0.29212755947802965
ACH-001028,-0.3140774591228001
ACH-001031,-0.18921546212638146
ACH-001038,-0.2954911028998456
ACH-001048,-0.1868940368781748
ACH-001050,-0.30580107222916825
ACH-001053,-0.06846421746162391
ACH-001054,-0.24174346539443406
ACH-001061,-0.19389552032955684
ACH-001067,-0.31488177236810805
ACH-001075,-0.2928120566069656
ACH-001096,-0.2339441667681875
ACH-001111,-0.24686088951487675
ACH-001119,-0.14698223036539113
ACH-001128,-0.043736830556109337
ACH-001134,-0.28506322769065245
ACH-001151,-0.2618720787581352
ACH-001163,-0.3538129180500901
ACH-001164,-0.14482400240101498
ACH-001183,-0.04590314765715221
ACH-001192,-0.31996139695390124
ACH-001193,-0.3844843407889173
ACH-001196,-0.34361023242734823
ACH-001197,-0.15084081185678735
ACH-001205,-0.15761667742669172
ACH-001211,-0.12980814048335576
ACH-001212,-0.023805272973762767
ACH-001228,-0.3287620055141294
ACH-001232,-0.3165014807696793
ACH-001239,-0.2122931002248446
ACH-001270,0.03531236750490757
ACH-001274,-0.3583388351962115
ACH-001275,-0.2985579450693745
ACH-001277,-0.1731802678182214
ACH-001278,-0.2714022552131546
ACH-001280,-0.2678633842573368
ACH-001283,-0.2294922818165104
ACH-001289,-0.16586429579898376
ACH-001300,-0.26247913621894275
ACH-001301,-0.2243651645708904
ACH-001302,-0.17686739576378838
ACH-001306,-0.26456857677992063
ACH-001318,-0.2321032555169344
ACH-001322,-0.3483609005394161
ACH-001328,-0.3354403487207106
ACH-001332,-0.5114070024694394
ACH-001336,-0.3013019767672623
ACH-001346,-0.3224266446938657
ACH-001353,-0.26591174282655305
ACH-001354,-0.13239115144999247
ACH-001367,-0.3637593138693616
ACH-001368,-0.33077292665375824
ACH-001374,-0.18021804419164156
ACH-001377,-0.2631618777533919
ACH-001380,-0.3729970991489711
ACH-001391,-0.3680916519216378
ACH-001408,-0.3324613730771293
ACH-001430,-0.15010347838693958
ACH-001431,-0.2463462247892165
ACH-001450,-0.16142851050372506
ACH-001496,-0.115634191218982
ACH-001500,-0.31498024805340297
ACH-001523,-0.2372009637640768
ACH-001532,-0.1367697727861331
ACH-001550,-0.29291874714872995
ACH-001552,-0.24796343189604605
ACH-001554,-0.3321010185954549
ACH-001654,-0.2006657837193527
ACH-001735,-0.11460752842494877
ACH-001736,-0.1555704623669972
ACH-001737,-0.18240892815617132
ACH-001740,-0.4035877999197012
ACH-001745,-0.2722107096927889
ACH-001765,-0.17584287283016747
