,MIEN1 (84299)
ACH-000466,-1.1002410513407852
ACH-000467,-0.1912627828287172
ACH-000468,-0.36124629989660106
ACH-000469,-0.2882377781178325
ACH-000470,-0.20936396914444624
ACH-000471,-0.3686353389704751
ACH-000472,-0.2439144594222619
ACH-000473,-0.18721801387257914
ACH-000475,-0.2982963471629827
ACH-000476,-0.3701113637975491
ACH-000477,-0.2342328951947208
ACH-000479,-0.1138793768856214
ACH-000480,-0.3337526371379077
ACH-000481,-0.4919150950952849
ACH-000483,-0.2874684138320135
ACH-000484,-0.04369105410620398
ACH-000485,-0.24928715808178295
ACH-000486,-0.23110250535490506
ACH-000487,-0.2392512854783948
ACH-000488,-0.14724171611358486
ACH-000490,-0.2658467352676264
ACH-000491,-0.2194399597117314
ACH-000495,-0.1861225070106649
ACH-000496,-0.2844279339089361
ACH-000499,-0.12395621083398292
ACH-000500,-0.19625765228705866
ACH-000502,-0.2339757525881331
ACH-000503,-0.6836519160449589
ACH-000505,-0.2442298580669382
ACH-000507,-0.40487401259814376
ACH-000510,-0.3002479702289946
ACH-000511,-0.17031736099863504
ACH-000512,-0.002548595527607378
ACH-000516,-0.4266995211350209
ACH-000517,-0.2629660063608211
ACH-000518,-0.18719245845198376
ACH-000520,-0.3391385112413673
ACH-000521,-0.3408409877840503
ACH-000522,-0.2264355820924101
ACH-000524,-0.26463222683976106
ACH-000527,-0.3013333249585347
ACH-000528,-0.3017002191485098
ACH-000537,-0.16523170853542193
ACH-000541,0.21747470280233525
ACH-000542,-0.3506447621012451
ACH-000544,-0.2927527138234454
ACH-000545,-0.2779433598395061
ACH-000547,-0.23448357969537645
ACH-000548,-0.3538008848262452
ACH-000549,-0.3976331574810532
ACH-000550,-0.3043022316746111
ACH-000552,-0.3758815330671985
ACH-000556,-0.22852257433118225
ACH-000557,-0.2268443774891473
ACH-000569,-0.3501686925758617
ACH-000570,-0.29982820014816514
ACH-000571,-0.3582791695922802
ACH-000573,-0.06699126741810603
ACH-000576,-0.210342586546541
ACH-000579,-0.3684429600005603
ACH-000580,-0.23759143887284254
ACH-000584,-0.12531257272199467
ACH-000585,-0.2699954896737432
ACH-000588,-0.32353724697764075
ACH-000589,-0.3495147628328621
ACH-000591,-0.3036360946325492
ACH-000593,-0.2901634460438116
ACH-000600,-0.3453066760197014
ACH-000601,-0.2103358533461668
ACH-000605,-0.4008710152908353
ACH-000606,-0.3887732797240797
ACH-000608,-0.14218792984681142
ACH-000614,-0.17863335142916506
ACH-000616,-0.21662088388947612
ACH-000618,-0.3079024350724853
ACH-000619,-0.3626060132757348
ACH-000620,-0.2643661025320965
ACH-000621,-0.1835163251674322
ACH-000622,-0.2354058946606175
ACH-000623,-0.30242360668490337
ACH-000624,-0.2376257350762453
ACH-000627,-0.331941285752974
ACH-000630,-0.2985639489679
ACH-000631,-0.18422286082567985
ACH-000632,-0.31834585098168633
ACH-000633,-0.2496095679085409
ACH-000637,-0.19125010751372906
ACH-000638,-0.26221431061896694
ACH-000646,-0.2682313372868151
ACH-000647,-0.2442158388406594
ACH-000648,-0.2720616503402433
ACH-000649,-0.2545776517844136
ACH-000651,-0.09207095435303972
ACH-000652,-0.19461690198840065
ACH-000653,-0.1995610238197516
ACH-000657,-0.15263058243877556
ACH-000658,-0.2708815125570532
ACH-000661,-0.3642764185433693
ACH-000662,-0.3302240103186481
ACH-000663,-0.4261617946580205
ACH-000665,-0.2885549398001719
ACH-000671,-0.18966265253510847
ACH-000672,-0.3681322005464384
ACH-000673,-0.2494391162990006
ACH-000676,-0.3061489037272666
ACH-000677,-0.1886181426522837
ACH-000681,-0.2265418446042949
ACH-000683,-0.20143882544385333
ACH-000684,-0.03268744061538654
ACH-000688,-0.2890136828533625
ACH-000693,-0.14640053904006142
ACH-000694,-0.37476434943007936
ACH-000695,-0.3417490645253057
ACH-000696,-0.19144721311300367
ACH-000697,-0.38362503970429696
ACH-000699,-0.2006107966704325
ACH-000701,-0.25721847942106496
ACH-000706,-0.34283120038938936
ACH-000711,-0.2536932965269235
ACH-000713,-0.19067314985846864
ACH-000714,-0.2565521962826558
ACH-000718,-0.2135472882690926
ACH-000720,-0.2784568472868071
ACH-000721,-0.1875539735488918
ACH-000724,-0.3613914282872278
ACH-000725,-0.0788167650396589
ACH-000732,-0.4656827044437509
ACH-000734,-0.2517908455965226
ACH-000735,-0.40450869382031296
ACH-000736,-0.3493845715192409
ACH-000738,-0.2769449610776953
ACH-000746,-0.24434346597244005
ACH-000747,-0.4202832524217681
ACH-000748,-0.3757947388021234
ACH-000753,-0.09983007518058452
ACH-000756,-0.266018254419332
ACH-000757,-0.015746552577136724
ACH-000758,-0.3318326650618157
ACH-000760,-0.21648443731108133
ACH-000762,-0.3035840101266563
ACH-000763,-0.16617142189353956
ACH-000764,-0.13244798085302445
ACH-000765,0.017199600802154564
ACH-000766,-0.4396041517758418
ACH-000767,-0.14700002594459474
ACH-000768,-0.33037797739027425
ACH-000769,-0.30484261995785794
ACH-000770,-0.3157915939680391
ACH-000771,-0.2588904092748344
ACH-000773,-0.371944823697704
ACH-000776,-0.3305083095966549
ACH-000777,-0.2735675370574401
ACH-000778,-0.4644244922901609
ACH-000781,-0.16289452561960951
ACH-000782,-0.3018671944791244
ACH-000783,-0.07309928395528884
ACH-000784,-0.2264258853381235
ACH-000785,-0.2689471367158113
ACH-000787,-0.2687525614512249
ACH-000788,-0.36064680606031496
ACH-000791,-0.3282632381011052
ACH-000792,-0.3383490989954283
ACH-000794,-0.3336902588183972
ACH-000796,-0.23808630049434099
ACH-000798,-0.3738368903660936
ACH-000799,-0.18541561341008528
ACH-000800,-0.13100796861137262
ACH-000802,-0.11938784925252773
ACH-000804,-0.15751679830462306
ACH-000805,-0.22709984394542196
ACH-000809,-0.2781690370399193
ACH-000810,-0.4515214972106589
ACH-000811,-0.20690076821764813
ACH-000817,-0.28174152542266995
ACH-000819,0.0071254516565269765
ACH-000820,-0.17752532962815698
ACH-000821,-0.37108177585717217
ACH-000822,-0.3512933382829873
ACH-000823,-0.19967005667051585
ACH-000824,-0.22713417991222976
ACH-000827,-0.3451847163861346
ACH-000829,-0.2290121513922429
ACH-000831,-0.2831859729688969
ACH-000832,-0.2296952614328655
ACH-000833,-0.22489871445173001
ACH-000834,-0.3818273993765428
ACH-000835,-0.3921873052926215
ACH-000836,-0.30842622403886216
ACH-000837,-0.2941907072182495
ACH-000838,-0.2858741502117712
ACH-000839,-0.23542739437810886
ACH-000840,-0.2478367329795331
ACH-000841,-0.4730191820820981
ACH-000843,-0.6210186850254946
ACH-000846,-0.12216406210082115
ACH-000847,-0.369258714586716
ACH-000848,-0.1754119105498421
ACH-000849,-0.3667866864254848
ACH-000851,-0.17269144582946894
ACH-000855,-0.11538362445359104
ACH-000856,-0.4255991119779219
ACH-000858,-0.3358987038490583
ACH-000859,-0.4728617076997497
ACH-000861,-0.3300277135024348
ACH-000862,-0.118157271090464
ACH-000865,-0.2871287305696309
ACH-000866,-0.2927329967915999
ACH-000867,-0.2273804910900939
ACH-000869,-0.17002142571598258
ACH-000872,-0.21785054908093407
ACH-000873,-0.1831812159332716
ACH-000876,-0.2383957600757024
ACH-000878,-0.40130553716255946
ACH-000880,-0.24397958288082786
ACH-000881,-0.1358076919624133
ACH-000882,-0.2744897032174146
ACH-000884,-0.1555544257014536
ACH-000885,-0.3845858722655054
ACH-000887,-0.32656513000238874
ACH-000889,-0.33251428884522793
ACH-000896,-0.2406726067185897
ACH-000898,-0.046247949019435936
ACH-000900,-0.2473074264663741
ACH-000901,-0.21397897162176954
ACH-000905,-0.2857647705060893
ACH-000906,-0.3154999406531836
ACH-000907,-0.4293491301431547
ACH-000910,-0.319540896346389
ACH-000911,-0.3421276381283961
ACH-000912,-0.2614126664562468
ACH-000913,-0.3646191570935032
ACH-000915,-0.2251703616747298
ACH-000916,-0.3603121296469706
ACH-000917,-0.22147324463269527
ACH-000920,0.07771183412750728
ACH-000921,-0.2320674546822919
ACH-000924,-0.2336373032648705
ACH-000926,-0.2631737503804193
ACH-000928,-0.5185680573568842
ACH-000929,-0.318445953448846
ACH-000932,-0.2023132670612454
ACH-000935,-0.2682644718590977
ACH-000936,-0.3482989424337833
ACH-000937,-0.1760964300152952
ACH-000938,-0.2272435626462476
ACH-000939,-0.12450794591388442
ACH-000941,-0.08846866594076881
ACH-000943,-0.2027616792083179
ACH-000946,-0.17141992817621846
ACH-000947,-0.2323599724407359
ACH-000948,-0.22974911883133145
ACH-000950,-0.23283936198634475
ACH-000953,-0.19466575437849595
ACH-000954,-0.42351336905785336
ACH-000957,-0.2531119554546497
ACH-000958,-0.2954501404948906
ACH-000960,-0.4164690464573923
ACH-000963,-0.2997130151198035
ACH-000968,-0.32705501425670697
ACH-000969,-0.2403870351168634
ACH-000972,0.021989833901226132
ACH-000973,-0.1994084781995369
ACH-000974,-0.1819068318594379
ACH-000978,-0.15715529527914826
ACH-000984,-0.3512994584564641
ACH-000986,-0.27123773580427873
ACH-000988,-0.18923726420184195
ACH-000993,-0.3635056921067388
ACH-000994,-0.14815282096461194
ACH-000996,-0.2357568497798044
ACH-001001,-0.2668532637509099
ACH-001020,-0.2791522231384488
ACH-001028,-0.28215711442820834
ACH-001031,-0.3083386467198522
ACH-001038,-0.2745777520650478
ACH-001048,-0.3415204221695724
ACH-001050,-0.20736514970021644
ACH-001053,-0.2768656441968791
ACH-001054,-0.2514300109979741
ACH-001061,-0.214411801296308
ACH-001067,0.015208197853544441
ACH-001075,-0.2050585169471156
ACH-001096,-0.21693471133712308
ACH-001111,-0.17660775789409502
ACH-001119,-0.1978753217185252
ACH-001128,-0.6409907364622139
ACH-001134,-0.3487872681201489
ACH-001151,-0.435210237405165
ACH-001163,-0.35406221263386545
ACH-001164,-0.4635338327663977
ACH-001183,-0.2899486298562363
ACH-001192,-0.18293671876964426
ACH-001193,-0.1806428458284343
ACH-001196,-0.3981633145559721
ACH-001197,-0.28386157482833113
ACH-001205,-0.17234587025789105
ACH-001211,-0.18798190663573575
ACH-001212,-0.3716573954236865
ACH-001228,-0.2689316850879311
ACH-001232,-0.3972958632227249
ACH-001239,-0.22284857721002133
ACH-001270,0.08725779596520426
ACH-001274,-0.29311129122997603
ACH-001275,-0.01249227922198422
ACH-001277,-0.30339755495180626
ACH-001278,-0.18629516189767367
ACH-001280,-0.31413922916041515
ACH-001283,-0.14546971145360169
ACH-001289,-0.18335501144424704
ACH-001300,-0.2459704812376908
ACH-001301,-0.2020715851416489
ACH-001302,-0.11096477056575732
ACH-001306,-0.13814592240074586
ACH-001318,-0.22971323167157384
ACH-001322,-0.3769829941013095
ACH-001328,-0.3891766199555315
ACH-001332,-0.31171471910042303
ACH-001336,-0.4102262625662325
ACH-001346,-0.3136433075394524
ACH-001353,-0.1767259050480948
ACH-001354,-0.5384166950051638
ACH-001367,-0.1790106876960037
ACH-001368,-0.3663595187482985
ACH-001374,-0.36818491370276973
ACH-001377,-0.2960028072954297
ACH-001380,-0.16673449534805002
ACH-001391,-0.42961193112168855
ACH-001408,-0.3076558041544528
ACH-001430,-0.05408744880191961
ACH-001431,-0.10982238754137794
ACH-001450,-0.16766478754894815
ACH-001496,-0.3567524820844565
ACH-001500,-0.3061930393400312
ACH-001523,-0.3577557346022062
ACH-001532,-0.15863295299403787
ACH-001550,-0.3767024611220763
ACH-001552,-0.26097529034349376
ACH-001554,-0.18666227062318608
ACH-001654,-0.2956667049551832
ACH-001735,-0.21283426605369074
ACH-001736,0.011933138527259664
ACH-001737,-0.4305552779984693
ACH-001740,-0.252185231247448
ACH-001745,-0.2933690070210028
ACH-001765,-0.2283972728127285
