,MERTK (10461)
ACH-000004,-0.18647841636994866
ACH-000005,-0.1421615463414196
ACH-000007,-0.2414838290130489
ACH-000009,-0.12264820886120678
ACH-000011,-0.02058026327692784
ACH-000012,-0.12718401744710284
ACH-000013,-0.071188025999755
ACH-000014,-0.04787201526595609
ACH-000015,-0.3390982980059276
ACH-000017,-0.13201000223807902
ACH-000018,-0.09627079660685416
ACH-000019,0.052118608542254655
ACH-000021,-0.021194083812891448
ACH-000022,-0.13780182026772686
ACH-000025,-0.20128382893513774
ACH-000028,-0.20146598716768999
ACH-000030,-0.06598002791007154
ACH-000035,-0.09600397673200148
ACH-000036,-0.03568280625851778
ACH-000037,-0.09221573473119313
ACH-000039,-0.2700440577476154
ACH-000040,-0.19392359344505375
ACH-000041,-0.15021473002671612
ACH-000042,-0.08021978737584237
ACH-000045,-0.043259925521197666
ACH-000047,-0.3351013172973136
ACH-000052,-0.4585786578976301
ACH-000053,-0.09300369379170624
ACH-000054,-0.15792307996875354
ACH-000055,0.0373808875893666
ACH-000060,-0.13495774008073808
ACH-000067,-0.16632897416277134
ACH-000070,-0.06494461271750822
ACH-000075,-0.34062620657317755
ACH-000078,-0.17432203454057976
ACH-000082,-0.0902245028980886
ACH-000085,-0.0918148630906842
ACH-000086,-0.08963704088844507
ACH-000087,-0.33415932299843104
ACH-000092,-0.15974498076247293
ACH-000095,-0.061527682967603275
ACH-000097,-0.12828934349537985
ACH-000098,-0.3038872773958578
ACH-000099,-0.11805122642225165
ACH-000108,-0.05560093836746577
ACH-000113,-0.1223740852348564
ACH-000116,-0.1431458793463008
ACH-000118,-0.124956118097309
ACH-000120,-0.19318222225898635
ACH-000123,-0.10473600881498306
ACH-000127,-0.06671912518926311
ACH-000128,-0.16257373467313124
ACH-000132,-0.17585079133149056
ACH-000133,-0.04562872913176799
ACH-000137,-0.3446256519089353
ACH-000138,0.0762543224576884
ACH-000142,-0.11807122234753173
ACH-000143,-0.2572158136675236
ACH-000146,-0.12597504271374113
ACH-000148,-0.08545445792343963
ACH-000150,-0.05713543902735314
ACH-000152,-0.06791566577986588
ACH-000153,0.03847120654068058
ACH-000159,-0.05382445545908657
ACH-000160,-0.05964986135645356
ACH-000163,-0.15076731371527513
ACH-000167,0.05028631791296948
ACH-000168,-0.05639987125057318
ACH-000169,-0.0953532418802892
ACH-000178,-0.21617031515734947
ACH-000183,-0.07932685408115503
ACH-000188,-0.14510805351044395
ACH-000189,0.20286154441433452
ACH-000190,-0.028638166832264975
ACH-000198,-0.09733222726453902
ACH-000203,-0.11992986389622802
ACH-000204,-0.342768529201513
ACH-000206,-0.015644582122248563
ACH-000207,-0.3041505216191238
ACH-000208,-0.04687253274053752
ACH-000210,-0.28461629726719595
ACH-000211,-0.11811482642667467
ACH-000215,-0.16454818010314398
ACH-000221,-0.17702139116965745
ACH-000222,-0.2598272824957155
ACH-000223,-0.11332218860377373
ACH-000226,-0.1947751615878569
ACH-000227,-0.4257916505557614
ACH-000228,-0.20413897713787627
ACH-000231,-0.17666708696817784
ACH-000232,-0.096387412086342
ACH-000233,-0.0010069315536659015
ACH-000234,-0.2430127722688449
ACH-000235,-0.06909202816381843
ACH-000237,-0.026030377453462917
ACH-000238,-0.18504058627282288
ACH-000242,-0.17888370295026906
ACH-000243,-0.10969738576316704
ACH-000244,-0.0261305032760788
ACH-000246,-0.07324499052472556
ACH-000248,-0.11047514240494737
ACH-000250,-0.09245800795163042
ACH-000251,-0.13326618293580786
ACH-000252,-0.0688279477478508
ACH-000253,0.0009619887617575306
ACH-000255,-0.2290027047217953
ACH-000256,-0.1811544195689451
ACH-000257,-0.05660623339824974
ACH-000258,-0.041346413799463966
ACH-000259,-0.14666511384558342
ACH-000260,-0.005159552083430359
ACH-000261,-0.052135722661577615
ACH-000262,-0.21173389589487654
ACH-000263,0.07777640521078219
ACH-000264,-0.04592130926663887
ACH-000265,-0.02156299040170495
ACH-000266,-0.034865460527785566
ACH-000272,-0.1651253888989963
ACH-000274,-0.1306483982156196
ACH-000277,-0.06810261655781279
ACH-000278,-0.06910062201801374
ACH-000279,-0.09578976589805352
ACH-000280,-0.004352405729572084
ACH-000281,-0.08641084620548863
ACH-000288,-0.1432280092254576
ACH-000291,-0.11318890613025542
ACH-000293,0.007614508073184372
ACH-000294,0.12880539481966058
ACH-000295,0.04398859613655754
ACH-000296,-0.22814220995166665
ACH-000302,-0.14938559074534805
ACH-000304,0.02429843849340626
ACH-000307,-0.1490591115508911
ACH-000308,-0.12607903209193713
ACH-000310,-0.17514021769416493
ACH-000311,0.050600613407141774
ACH-000312,-0.10203568236576456
ACH-000315,-0.11123495288642474
ACH-000316,-0.17513819337459538
ACH-000317,-0.12326109301849762
ACH-000318,-0.1545197240619194
ACH-000319,-0.039854488553793206
ACH-000320,-0.15144612674205496
ACH-000322,-0.3354639204405957
ACH-000323,-0.050387109076327166
ACH-000324,-0.1406396576624274
ACH-000329,-0.18189359497339308
ACH-000330,-0.06555065046722505
ACH-000331,-0.2510257643317821
ACH-000332,-0.058966738238654524
ACH-000334,0.0948870605835008
ACH-000335,-0.16037114045476344
ACH-000336,-0.014870113649514996
ACH-000337,-0.2314570950137609
ACH-000338,-0.2757002545328853
ACH-000339,-0.1586838723390706
ACH-000341,-0.19229957857789726
ACH-000348,-0.033543770902365766
ACH-000350,0.06286565294086728
ACH-000352,-0.04827442529199341
ACH-000356,-0.1751938807304007
ACH-000361,-0.2117952564368128
ACH-000362,-0.04799927959473753
ACH-000363,-0.05006915527965107
ACH-000364,-0.3466951686104989
ACH-000365,-0.10806499569402572
ACH-000366,-0.2953930575415141
ACH-000368,-0.20139844729522255
ACH-000374,-0.18940933133379084
ACH-000375,0.04345961006059583
ACH-000376,-0.2302424973930645
ACH-000381,-0.14661433965345014
ACH-000383,-0.05309181130744168
ACH-000387,-0.26116283999164513
ACH-000389,0.08445301603707857
ACH-000390,-0.1128551535106365
ACH-000393,-0.131651542853112
ACH-000395,-0.04811257204748613
ACH-000396,-0.15776299968539767
ACH-000397,-0.07527231658893177
ACH-000401,0.033239680744442925
ACH-000402,-0.1261431272781348
ACH-000403,0.0015932609135770107
ACH-000404,-0.18904661304679976
ACH-000406,-0.12834839302479592
ACH-000407,-0.24459606685696814
ACH-000408,0.05386547465031023
ACH-000410,-0.0945241694895924
ACH-000411,-0.05801914281579008
ACH-000414,-0.0865475648954432
ACH-000415,-0.21865965706882326
ACH-000416,-0.08215657316229598
ACH-000420,-0.1192925755163716
ACH-000421,0.006986809756145537
ACH-000424,-0.3577051258574441
ACH-000425,-0.1320897871361501
ACH-000426,-0.10314403931111887
ACH-000427,-0.15081828811274706
ACH-000433,-0.19490340794361127
ACH-000435,-0.02607942177648151
ACH-000436,0.06454736781839086
ACH-000444,-0.13414072900652213
ACH-000445,-0.27961310977142306
ACH-000448,-0.013189574664309549
ACH-000450,-0.29771005172078546
ACH-000452,-0.05234164960816854
ACH-000454,-0.10829572170941308
ACH-000458,-0.15872320551341887
ACH-000459,0.030085053590213975
ACH-000460,-0.13945191702910048
ACH-000461,-0.06319754226595509
ACH-000463,-0.2199702307882435
ACH-000464,-0.12431020830569428
ACH-000466,-0.0620038261464425
ACH-000467,-0.06215807117056187
