,CSNK1D (1453)
ACH-000004,-0.3523200391158924
ACH-000005,0.13121123543311453
ACH-000007,-0.2074531512401491
ACH-000009,-0.24009503678197036
ACH-000011,-0.05998325643215285
ACH-000012,-0.32784868512952176
ACH-000013,-0.01883876708443447
ACH-000014,0.16140016083709718
ACH-000015,-0.014471674245228388
ACH-000017,-0.06961620723902423
ACH-000018,0.032631193093421045
ACH-000019,-0.4798819863927725
ACH-000021,0.005076692341682221
ACH-000022,-0.053132674334976336
ACH-000025,-0.1186287436515384
ACH-000028,-0.5161806863822179
ACH-000030,-0.2366550306017625
ACH-000035,0.08291251047157909
ACH-000036,-0.3583895154126929
ACH-000037,-0.23454353025336624
ACH-000039,-0.1411106984305891
ACH-000040,-0.1288911155883707
ACH-000041,0.08076538379575113
ACH-000042,-0.3229961619929982
ACH-000045,-0.0124596982468009
ACH-000047,0.001482938424926975
ACH-000052,-0.030464418479735557
ACH-000053,-0.18210938727224532
ACH-000054,0.00397910330433206
ACH-000055,-0.165855088349013
ACH-000060,-0.17302544546059173
ACH-000067,-0.2095155199392923
ACH-000070,-0.003490236148408923
ACH-000075,0.01938415911286257
ACH-000078,-0.15254908505128356
ACH-000082,-0.15614624812656894
ACH-000085,-0.2449081257537217
ACH-000086,-0.18601506897576392
ACH-000087,0.04081000760476869
ACH-000092,0.027418625269863342
ACH-000095,-0.050526677751867186
ACH-000097,-0.6866901380731122
ACH-000098,-0.025111939926376232
ACH-000099,-0.17961221722705395
ACH-000108,-0.1951729758599572
ACH-000113,-0.020787186378062362
ACH-000116,-0.3058190430766985
ACH-000118,-0.08409078086392886
ACH-000120,-0.07195377566171003
ACH-000123,-0.0649960877308596
ACH-000127,-0.15994593701958695
ACH-000128,-0.09732365751265104
ACH-000132,0.06503951636080625
ACH-000133,-0.09004443095615629
ACH-000137,0.10769722492679673
ACH-000138,-0.10837389123077322
ACH-000142,-0.4790934451368788
ACH-000143,0.025596864949714627
ACH-000146,-0.06781108565441525
ACH-000148,-0.19396995216167245
ACH-000150,0.03865563041278673
ACH-000152,-0.06870605364391133
ACH-000153,-0.20102674393447328
ACH-000159,-0.18270659212610296
ACH-000160,-0.11534173732295196
ACH-000163,-0.01854827174831133
ACH-000167,0.1402012270770931
ACH-000168,-0.2127084573547707
ACH-000169,-0.04699716410886565
ACH-000178,0.08940787406168457
ACH-000183,-0.04321081208816679
ACH-000188,-0.2274245225973285
ACH-000189,-0.17165780940734016
ACH-000190,-0.2219303114219215
ACH-000198,-0.10180850156376604
ACH-000203,-0.10885929675971444
ACH-000204,0.11088706166346468
ACH-000206,-0.07970782140479364
ACH-000207,-0.1965341513537379
ACH-000208,-0.3801292644083876
ACH-000210,-0.41607575781476297
ACH-000211,0.026284199593756618
ACH-000215,-0.10287771959236107
ACH-000221,-0.22472828980628864
ACH-000222,-0.16871513178117556
ACH-000223,-0.08501109176641201
ACH-000226,0.04650507581473464
ACH-000227,0.15311987252952475
ACH-000228,-0.0359240476003045
ACH-000231,-0.061592090795132635
ACH-000232,0.09289802665940748
ACH-000233,-0.2033890442703232
ACH-000234,-0.3177517303948897
ACH-000235,-0.2841558830571728
ACH-000237,-0.14162143420557236
ACH-000238,-0.14338218128919505
ACH-000242,-0.05411629289475462
ACH-000243,-0.1037587640003764
ACH-000244,-0.04936380536565032
ACH-000246,-0.30156450227566395
ACH-000248,-0.15704342327601115
ACH-000250,-0.04492259789924947
ACH-000251,0.056126806645336334
ACH-000252,0.12296709931415667
ACH-000253,-0.13223877026391076
ACH-000255,-0.28073731621009285
ACH-000256,-0.3674548998652713
ACH-000257,-0.10948320761138247
ACH-000258,0.18057675523153552
ACH-000259,-0.026682311485581586
ACH-000260,-0.4183763027366857
ACH-000261,-0.18082504835354216
ACH-000262,-0.23547209747773246
ACH-000263,-0.1573977244916228
ACH-000264,-0.16443946371352952
ACH-000265,0.08831290493939432
ACH-000266,-0.1249441981966932
ACH-000272,-0.3717948022372417
ACH-000274,-0.17701603532624524
ACH-000277,-0.15171639582046542
ACH-000278,-0.06867643488448122
ACH-000279,-0.140950863757217
ACH-000280,-0.2256754957370136
ACH-000281,-0.06250612358829599
ACH-000288,-0.13636686232678447
ACH-000291,-0.11343120706340525
ACH-000293,-0.12069426322922068
ACH-000294,-0.15199985072503766
ACH-000295,-0.2598765394853653
ACH-000296,-0.26662081074406724
ACH-000302,-0.07886947733327734
ACH-000304,0.167978530071146
ACH-000307,-0.060929932628593975
ACH-000308,-0.025170324040135243
ACH-000310,-0.14119139834196945
ACH-000311,-0.10741222574045414
ACH-000312,-0.06048340965920208
ACH-000315,-0.03187454012120115
ACH-000316,-0.2851633902299524
ACH-000317,-0.04060116868423689
ACH-000318,-0.1171114595170914
ACH-000319,-0.06140508017604303
ACH-000320,-0.0757755930017799
ACH-000322,0.07682599528119477
ACH-000323,-0.24361181376043234
ACH-000324,-0.2383081499164439
ACH-000329,-0.19984857024801972
ACH-000330,-0.30666174498837795
ACH-000331,-0.12012835449471207
ACH-000332,-0.1541655007768108
ACH-000334,-0.0014998224956387733
ACH-000335,0.17493581465268046
ACH-000336,0.12013454148744375
ACH-000337,-0.19212418015859248
ACH-000338,-0.3886766259290262
ACH-000339,-0.13101695713373726
ACH-000341,-0.23394340110418574
ACH-000348,-0.01100240393421637
ACH-000350,-0.4824999380376511
ACH-000352,-0.3012673433247866
ACH-000356,-0.08536901845796845
ACH-000361,-0.17572522762745932
ACH-000362,-0.11794919891316873
ACH-000363,-0.17355476187348828
ACH-000364,0.07919941355505877
ACH-000365,-0.10984581504838634
ACH-000366,-0.13969033763820599
ACH-000368,0.05331068431814622
ACH-000374,0.03614927129634998
ACH-000375,-0.19757470350653636
ACH-000376,-0.10552570322696367
ACH-000381,-0.11657078804719405
ACH-000383,-0.1607051910824086
ACH-000387,-0.06715345801089552
ACH-000389,-0.1688967671587568
ACH-000390,-0.2735560068986561
ACH-000393,0.1569993658783997
ACH-000395,-0.16354911601231115
ACH-000396,-0.02630925223708093
ACH-000397,-0.3732070425028645
ACH-000401,0.040312508072470415
ACH-000402,0.0993064071203736
ACH-000403,-0.19373097701470549
ACH-000404,-0.17162280284761486
ACH-000406,-0.06424419048825572
ACH-000407,-0.192488361668906
ACH-000408,-0.25001219759903354
ACH-000410,0.16840310981691126
ACH-000411,-0.011740095293044213
ACH-000414,0.07461618521645243
