,TREM2 (54209)
ACH-000004,-0.19285909776466365
ACH-000005,-0.09990384796927396
ACH-000007,0.04260785996788605
ACH-000009,-0.030309563174346545
ACH-000011,-0.04575317170920384
ACH-000012,-0.01310228839391516
ACH-000013,-0.052589442897382696
ACH-000014,-0.10157750993106378
ACH-000015,0.08250972240469891
ACH-000017,-0.04229699597067725
ACH-000018,-0.1183396654120231
ACH-000019,0.014873846674500318
ACH-000021,-0.05053758702039232
ACH-000022,-0.08419365854508576
ACH-000025,-0.05436536981356847
ACH-000028,0.011488172553412215
ACH-000030,0.030195522926349888
ACH-000035,-0.1837622150128152
ACH-000036,-0.02896940943028415
ACH-000037,-0.098237077693673
ACH-000039,-0.1518374151470571
ACH-000040,-0.024191441241414983
ACH-000041,-0.1617822664271143
ACH-000042,-0.06849308037214885
ACH-000045,-0.03056447631960144
ACH-000047,-0.02721888324457069
ACH-000052,-0.04199780116413542
ACH-000053,0.013895819862227843
ACH-000054,-0.01427041763560271
ACH-000055,-0.13253495799005507
ACH-000060,-0.1130272325897857
ACH-000067,-0.06810957682413447
ACH-000070,0.2448618116171989
ACH-000075,-0.18192124840753188
ACH-000078,-0.07660857530374524
ACH-000082,-0.0011301609487926686
ACH-000085,0.07761546225368451
ACH-000086,0.07024460499848803
ACH-000087,0.029360128930307924
ACH-000092,-0.025603099732926675
ACH-000095,-0.1124398685141999
ACH-000097,0.06507136429517925
ACH-000098,-0.01069753143403056
ACH-000099,-0.06428918883695325
ACH-000108,-0.16214235825332296
ACH-000113,-0.01180229633338061
ACH-000116,0.02831377166423388
ACH-000118,-0.11747813463521233
ACH-000120,-0.13121469163075822
ACH-000123,-0.08179021081463637
ACH-000127,-0.04165052788702954
ACH-000128,-0.10299595713970053
ACH-000132,-0.024514132491249133
ACH-000133,-0.05371982929870076
ACH-000137,0.07026487703303895
ACH-000138,-0.045070820051846025
ACH-000142,-0.20279440423648126
ACH-000143,-0.09218900631615017
ACH-000146,-0.060134566031849
ACH-000148,0.03857548490414588
ACH-000150,0.15874493510154392
ACH-000152,0.0727809492592609
ACH-000153,-0.08012111890062514
ACH-000159,-0.016791108840128254
ACH-000160,0.004401340050793064
ACH-000163,-0.055965756727800416
ACH-000167,-0.15336524511770844
ACH-000168,0.16902687736644048
ACH-000169,-0.05030664375912648
ACH-000178,0.008498412113024541
ACH-000183,0.010102415106865695
ACH-000188,0.01767403876735704
ACH-000189,-0.10738151450762372
ACH-000190,-0.09159810816119048
ACH-000198,0.0007132475190403804
ACH-000203,0.03140537995614494
ACH-000204,-0.15225880607914974
ACH-000206,-0.0683951873468848
ACH-000207,-0.06005831946392647
ACH-000208,0.016991325509164375
ACH-000210,-0.18361788638291984
ACH-000211,-0.014629036958062372
ACH-000215,0.04592428131232814
ACH-000221,0.09496556260654304
ACH-000222,-0.030280657218572014
ACH-000223,-0.036050987256822015
ACH-000226,-0.1496007256561143
ACH-000227,-0.2278302789011947
ACH-000228,-0.030220555821560014
ACH-000231,-0.04868013472572711
ACH-000232,-0.0003269197622261557
ACH-000233,0.06823470276191271
ACH-000234,0.14623905322767833
ACH-000235,0.02017650230875357
ACH-000237,0.03710891313678254
ACH-000238,0.08737955686597614
ACH-000242,-0.09971367096713342
ACH-000243,-0.034596208475253264
ACH-000244,0.06568578142487809
ACH-000246,-0.03350209663446158
ACH-000248,-0.0995540872996882
ACH-000250,-0.014502376640460463
ACH-000251,-0.017155888052565803
ACH-000252,-0.0611387986090454
ACH-000253,-0.1618977012608617
ACH-000255,-0.12845784957719725
ACH-000256,-0.011938307059851185
ACH-000257,0.1406733472396683
ACH-000258,-0.04338181981239572
ACH-000259,-0.05405290851474972
ACH-000260,-0.03700442467850175
ACH-000261,-0.024672637541292185
ACH-000262,-0.13451791254622478
ACH-000263,0.1917841570510172
ACH-000264,-0.07483155165549463
ACH-000265,-0.03755441908493794
ACH-000266,0.005578373342180807
ACH-000272,-0.09681124215906392
ACH-000274,0.0431761133245687
ACH-000277,0.06633792666946446
ACH-000278,-0.0683785563561629
ACH-000279,-0.046400017366921266
ACH-000280,-0.07555258024034321
ACH-000281,-0.039651824545849264
ACH-000288,0.1246209599586159
ACH-000291,0.02531938820462743
ACH-000293,0.12994452129661593
ACH-000294,-0.1205837542858164
ACH-000295,-0.30035195765476425
ACH-000296,-0.05571484123235771
ACH-000302,0.018843311965106527
ACH-000304,0.01199209405664907
ACH-000307,-0.13400412607189466
ACH-000308,-0.05191190606404007
ACH-000310,0.012486515427451909
ACH-000311,-0.026419310481773685
ACH-000312,-0.07405328967305577
ACH-000315,0.13709409981045348
ACH-000316,0.005952868860339018
ACH-000317,-0.08992213938271658
ACH-000318,-0.04491985062767469
ACH-000319,-0.03620576131620798
ACH-000320,0.07465720488551986
ACH-000322,-0.02040125779263985
ACH-000323,-0.06809122752676097
ACH-000324,0.00551495305033682
ACH-000329,0.02914707189139323
ACH-000330,-0.0015622659383542805
ACH-000331,0.0015268858084725595
ACH-000332,0.014588037682547732
ACH-000334,-0.05061699337915408
ACH-000335,0.13041113940683072
ACH-000336,0.05371514159910379
ACH-000337,-0.045486069900062716
ACH-000338,-0.15597425345526714
ACH-000339,-0.033005579978748895
ACH-000341,-0.019141286587767776
ACH-000348,0.05140547490605233
ACH-000350,0.10621485041397603
ACH-000352,0.02408336434566693
ACH-000356,-0.2059895849389909
ACH-000361,0.061734529286339324
ACH-000362,0.0974306323212012
ACH-000363,-0.027946469308845687
ACH-000364,-0.10529229417033388
ACH-000365,0.02793838258352033
ACH-000366,-0.012838175409400241
ACH-000368,0.12915861696920838
ACH-000374,-0.3495819893325481
ACH-000375,0.09668930607322772
ACH-000376,-0.023451266653569853
ACH-000381,0.06433652577965372
ACH-000383,-0.009650972414993473
ACH-000387,-0.024908767207944986
ACH-000389,-0.051190760191774015
ACH-000390,-0.07609159749127939
ACH-000393,-0.189414476962072
ACH-000395,0.09600183681716147
ACH-000396,0.21335797966804396
ACH-000397,-0.005111773462132462
ACH-000401,-0.048014545596247085
ACH-000402,-0.3217834583903678
ACH-000403,-0.04568804847383672
ACH-000404,-0.1010893975434877
ACH-000406,-0.03864312294853309
ACH-000407,-0.014854843858777415
ACH-000408,0.07252925087838047
ACH-000410,-0.031938766793853116
ACH-000411,0.020540929029248742
ACH-000414,-0.016410387046266184
ACH-000415,-0.017770105907733327
ACH-000416,-0.027662221888268737
ACH-000420,0.2012283777595401
ACH-000421,-0.042611785888705095
ACH-000424,0.2449187584686543
ACH-000425,0.09322070712810436
ACH-000426,-0.2305941008183044
ACH-000427,-0.07122769107295299
ACH-000433,0.09998571870619777
ACH-000435,0.19448832729109405
ACH-000436,0.17560390915240173
ACH-000444,-0.022805826738591342
ACH-000445,-0.0338974378694791
ACH-000448,0.023044203767588086
ACH-000450,-0.02945384481566495
ACH-000452,-0.06172374484568741
ACH-000454,-0.11550785173497878
ACH-000458,-0.008173037996185423
ACH-000459,-0.11260766775433485
ACH-000460,0.10469561517228873
ACH-000461,-0.037974908260207135
ACH-000463,-0.022219307786130082
ACH-000464,0.012306044739918537
ACH-000466,-0.06974187101054499
ACH-000467,-0.12054237492258997
ACH-000468,0.02428674269992253
ACH-000469,-0.1327845044119375
ACH-000470,0.057585960671423936
ACH-000471,0.000674371597941384
ACH-000472,0.05425871994803714
ACH-000473,-0.10184700032465184
ACH-000475,-0.019887294439429663
ACH-000476,0.1081362808845074
