,EPOR (2057)
ACH-000004,-0.0445386271504911
ACH-000005,0.2711202963442039
ACH-000007,-0.2638072854087377
ACH-000009,-0.034410769743056194
ACH-000011,0.12907256399320746
ACH-000012,-0.06938952928092076
ACH-000013,-0.08348485630231238
ACH-000014,-0.19486038384878554
ACH-000015,-0.0982443222027713
ACH-000017,-0.1562416123181024
ACH-000018,-0.4096477008492688
ACH-000019,-0.16801322508332386
ACH-000021,-0.12348902492691315
ACH-000022,-0.12349050397096167
ACH-000025,-0.1330451616932459
ACH-000028,-0.20709088177278973
ACH-000030,-0.14779123604677344
ACH-000035,-0.1009867891341938
ACH-000036,0.01305978954402807
ACH-000037,0.16508077350424602
ACH-000039,0.056574554619977575
ACH-000040,-0.1597207669675414
ACH-000041,-0.203196730613879
ACH-000042,-0.015879082941044582
ACH-000045,-0.1744494043470242
ACH-000047,-0.06027618624129645
ACH-000052,0.005024288165933237
ACH-000053,-0.06967516484896269
ACH-000054,-0.01898723585949456
ACH-000055,-0.023301187864684814
ACH-000060,-0.033885715602380545
ACH-000067,-0.09106879876686952
ACH-000070,-0.09584348795086237
ACH-000075,-0.3229354854293261
ACH-000078,-0.07178801886882842
ACH-000082,-0.06867242507485387
ACH-000085,-0.14300623206776475
ACH-000086,-0.2809703938542962
ACH-000087,-0.05084248502237256
ACH-000092,-0.18932873873056727
ACH-000095,-0.06604036220119884
ACH-000097,-0.03432104974943921
ACH-000098,-0.25257624135209683
ACH-000099,-0.062077083627050236
ACH-000108,-0.1336068451634006
ACH-000113,-0.045400556544416
ACH-000116,-0.13882220414294166
ACH-000118,-0.24868893097470265
ACH-000120,-0.01291797826248273
ACH-000123,-0.1491171347001537
ACH-000127,-0.19900505351611072
ACH-000128,-0.2939878313959447
ACH-000132,-0.24563639753982786
ACH-000133,-0.06311735060630674
ACH-000137,-0.2556778082150391
ACH-000138,-0.22644345650549594
ACH-000142,-0.17378202579357438
ACH-000143,0.05756131762796135
ACH-000146,-0.21376337223862835
ACH-000148,0.0007472362454771103
ACH-000150,-0.03443126566270538
ACH-000152,-0.1111536351955126
ACH-000153,0.12262249193129232
ACH-000159,-0.13548420174089107
ACH-000160,-0.11723483456948725
ACH-000163,-0.009338626305380812
ACH-000167,-0.13548433388773162
ACH-000168,0.047303020792493176
ACH-000169,-0.04074189091009034
ACH-000178,-0.08984532294042971
ACH-000183,-0.15949339630266354
ACH-000188,-0.30384788653729106
ACH-000189,-0.007546958197730125
ACH-000190,-0.03616798213169931
ACH-000198,-0.04016248549293005
ACH-000203,0.11119265845158732
ACH-000204,-0.3630643005476974
ACH-000206,-0.002271890465659144
ACH-000207,-0.09902079904444247
ACH-000208,-0.020092624176501664
ACH-000210,-0.07357638486796993
ACH-000211,-0.06187317706781253
ACH-000215,0.03727526310778392
ACH-000221,-0.1445352474953822
ACH-000222,-0.16713333428125576
ACH-000223,-0.18004595509901072
ACH-000226,0.021476395825416616
ACH-000227,-0.13316928959130184
ACH-000228,-0.11694747146843197
ACH-000231,-0.07120618732515267
ACH-000232,-0.2005356172809837
ACH-000233,-0.10997355711536376
ACH-000234,-0.20583139015847568
ACH-000235,-0.1561766343435077
ACH-000237,-0.07387932086455214
ACH-000238,-0.09875958537646333
ACH-000242,-0.2219574200167102
ACH-000243,-0.1152378766435401
ACH-000244,0.1077899386613052
ACH-000246,-0.01098791841653797
ACH-000248,-0.2545921178225205
ACH-000250,-0.13093943765335772
ACH-000251,-0.22055003892932515
ACH-000252,-0.04067328469967397
ACH-000253,-0.2742046088781304
ACH-000255,-0.1637518760069631
ACH-000256,-0.1366191394846169
ACH-000257,-0.012430519203050636
ACH-000258,-0.0607418129233728
ACH-000259,-0.025320726521815568
ACH-000260,-0.1554845417605993
ACH-000261,-0.06790403739319448
ACH-000262,-0.08397212105416625
ACH-000263,-0.19238906093377228
ACH-000264,-0.11434088294889712
ACH-000265,-0.107829068983252
ACH-000266,-0.09817467974007688
ACH-000272,-0.08591382806381281
ACH-000274,-0.007238276198544277
ACH-000277,-0.045044969062238586
ACH-000278,-0.2691430347611696
ACH-000279,-0.004050396227709405
ACH-000280,-0.0634789359523711
ACH-000281,-0.10388705421709782
ACH-000288,0.040411018376758936
ACH-000291,0.05631223984896661
ACH-000293,-0.10149499032322233
ACH-000294,-0.1069342530225628
ACH-000295,0.0058359616925059326
ACH-000296,0.032265089780126564
ACH-000302,-0.16702111408644146
ACH-000304,-0.4260098395343995
ACH-000307,-0.0015037306568304134
ACH-000308,-0.06172615950050056
ACH-000310,-0.03503282783298673
ACH-000311,-0.230526666012417
ACH-000312,-0.1064792815565846
ACH-000315,-0.2463603143209726
ACH-000316,0.0953708858601617
ACH-000317,-0.05176394493563289
ACH-000318,-0.2930435225940412
ACH-000319,-0.19053249979083875
ACH-000320,-0.0759057126587235
ACH-000322,-0.17747230617627271
ACH-000323,-0.10682438225393248
ACH-000324,0.019651617181709338
ACH-000329,0.00759589399697402
ACH-000330,-0.08305381899776024
ACH-000331,-0.03714392994614369
ACH-000332,-0.11418045940436647
ACH-000334,-0.2381989429014445
ACH-000335,-0.06647680239611721
ACH-000336,-0.11679419768700675
ACH-000337,-0.03945839740349807
ACH-000338,-0.07232155550908177
ACH-000339,0.028636166534353507
ACH-000341,-0.118834621496745
ACH-000348,-0.19399440924729872
ACH-000350,-0.05283883450002784
ACH-000352,-0.11570616147804308
ACH-000356,-0.1214531140757773
ACH-000361,-0.13649519432791393
ACH-000362,-0.16077491741206346
ACH-000363,-0.07273202408953675
ACH-000364,-0.12694025608470735
ACH-000365,-0.087282795495763
ACH-000366,-0.16666718695776225
ACH-000368,-0.1460573663798675
ACH-000374,-0.17429662148086747
ACH-000375,-0.10624228830068204
ACH-000376,0.046845644163424786
ACH-000381,0.0005006392478545854
ACH-000383,-0.08215355820148319
ACH-000387,-0.12907419937208814
ACH-000389,0.024295120311802386
ACH-000390,-0.18829199243866945
ACH-000393,-0.1420583993693142
ACH-000395,-0.12112601395387365
ACH-000396,0.15300493684113636
ACH-000397,0.0686339192095604
ACH-000401,-0.12470281578736647
ACH-000402,-0.35260161701728704
ACH-000403,-0.11833386073520365
ACH-000404,0.12086141197811788
ACH-000406,-0.01383863416798578
ACH-000407,-0.02994122832146444
ACH-000408,-0.02643894292175957
ACH-000410,-0.12059610152025314
ACH-000411,-0.15477684845464856
ACH-000414,-0.16697032398521125
ACH-000415,-0.16281294840925015
ACH-000416,-0.17865727833613596
ACH-000420,-0.1715662972605079
ACH-000421,-0.09244384363641553
ACH-000424,-0.1091757686415671
ACH-000425,-0.05822333421196476
ACH-000426,-0.21629606847437485
ACH-000427,-0.06372435538330745
ACH-000433,-0.2144665650971504
ACH-000435,-0.23390216741198916
ACH-000436,-0.08366968432514525
ACH-000444,-0.2184902219198731
ACH-000445,0.06365211898129122
ACH-000448,-0.13567822238885774
ACH-000450,-0.08234379959650559
ACH-000452,-0.11989982368941872
ACH-000454,-0.26318566356309864
ACH-000458,-0.17332353170173373
ACH-000459,0.008742020156669084
ACH-000460,-0.06731963426084353
ACH-000461,-0.03691582513000443
ACH-000463,0.0480793149774621
ACH-000464,-0.09703616007651823
ACH-000466,0.006893762419283462
ACH-000467,0.05738278609588096
ACH-000468,0.043481497374922316
ACH-000469,-0.006040907496765796
ACH-000470,0.06993579080985253
ACH-000471,-0.09692761763389396
ACH-000472,-0.16192567774597072
ACH-000473,-0.3478460018153946
ACH-000475,-0.10462374312274024
ACH-000476,-0.21100059358246026
ACH-000477,-0.09910768040577116
ACH-000479,0.0043977260117036175
ACH-000480,-0.13754722275293235
ACH-000481,-0.10917863745855336
