,BMP8A (353500)
ACH-000004,0.1939205972043108
ACH-000005,-0.08568584667721267
ACH-000007,0.17128543144162758
ACH-000009,0.02269720357114019
ACH-000011,0.23178190793285405
ACH-000012,0.04724825122684748
ACH-000013,0.18811624540269134
ACH-000014,-0.0841411048044665
ACH-000015,0.11634370529049115
ACH-000017,0.06679661495153633
ACH-000018,0.4010627097984616
ACH-000019,0.16825578205515065
ACH-000021,0.04675669144694737
ACH-000022,0.029779262384926914
ACH-000025,0.2075759193394109
ACH-000028,0.2319130998271804
ACH-000030,0.027720971175142325
ACH-000035,-0.02575135524899441
ACH-000036,0.2200359822074324
ACH-000037,0.0715533870585818
ACH-000039,-0.08469393170914756
ACH-000040,0.08388988211107164
ACH-000041,0.06205792889325359
ACH-000042,0.14020085348171474
ACH-000045,0.2299190587811659
ACH-000047,0.2548860989264038
ACH-000052,0.07136021805682634
ACH-000053,0.12194780751481728
ACH-000054,0.09443594161968062
ACH-000055,0.17947443544192332
ACH-000060,-0.06614373784535485
ACH-000067,0.2331728738377311
ACH-000070,0.1240357714197686
ACH-000075,0.01484624378408151
ACH-000078,0.06149816030552825
ACH-000082,0.07502634428839533
ACH-000085,0.00652123753357913
ACH-000086,0.04305260361218021
ACH-000087,-0.13923116122979912
ACH-000092,-0.019992712410792843
ACH-000095,-0.2251204904753127
ACH-000097,0.0471373267091236
ACH-000098,0.05181022538009399
ACH-000099,0.0638577181648589
ACH-000108,0.09196254311679733
ACH-000113,0.09289112084112372
ACH-000116,0.035185748776043704
ACH-000118,0.15334728837053582
ACH-000120,-0.07072148292625409
ACH-000123,0.07366016172876272
ACH-000127,0.13599895867096012
ACH-000128,0.06809018282945792
ACH-000132,-0.015598506939995984
ACH-000133,0.08261286873031155
ACH-000137,0.06501534400442628
ACH-000138,0.12643334089103375
ACH-000142,0.1077804504071377
ACH-000143,0.1497041592540838
ACH-000146,-0.4535139373722042
ACH-000148,0.13341597415793308
ACH-000150,-0.021560552071363804
ACH-000152,0.1423646587022591
ACH-000153,0.405310212706736
ACH-000159,0.057391021536762635
ACH-000160,0.028682685370065686
ACH-000163,0.18334601387311766
ACH-000167,-0.3792544978288871
ACH-000168,0.2046261682290288
ACH-000169,0.10075105826349737
ACH-000178,0.10853210901062604
ACH-000183,0.011585513636902104
ACH-000188,0.12183227207842624
ACH-000189,0.2884839776432095
ACH-000190,0.10735329514722923
ACH-000198,-0.017287516262192597
ACH-000203,-0.06604520922869972
ACH-000204,0.3550561109074261
ACH-000206,0.2427438998480369
ACH-000207,-0.06662910036263676
ACH-000208,0.24504344897428265
ACH-000210,-0.4102990873229324
ACH-000211,0.1952896439518841
ACH-000215,0.08236008813486301
ACH-000221,0.17345813827652054
ACH-000222,0.16922079450268535
ACH-000223,-0.02912985489543416
ACH-000226,0.08119529322408676
ACH-000227,0.20953096577991995
ACH-000228,-0.09767665183814712
ACH-000231,0.044914692649973886
ACH-000232,0.21483244544852226
ACH-000233,0.2007751579694084
ACH-000234,0.16323584745853065
ACH-000235,0.08914006351202496
ACH-000237,0.2225011540725841
ACH-000238,0.036022613010906736
ACH-000242,-0.2559537116781128
ACH-000243,0.13197709135395555
ACH-000244,0.06712005146347624
ACH-000246,0.030164400634520742
ACH-000248,0.14524498693927795
ACH-000250,0.016132115265796224
ACH-000251,-0.23253212542621315
ACH-000252,0.0009702685401599502
ACH-000253,-0.09227463028286216
ACH-000255,0.10196527243767343
ACH-000256,0.006462520451906517
ACH-000257,-0.2082324285055624
ACH-000258,0.16498963061731886
ACH-000259,-0.03244499081984286
ACH-000260,0.10761350767484797
ACH-000261,0.07757157968254445
ACH-000262,0.22052744776382416
ACH-000263,-0.07047013346906213
ACH-000264,-0.027521907143726244
ACH-000265,0.3080038792298265
ACH-000266,0.049377743062591885
ACH-000272,0.05681036045520758
ACH-000274,-0.02468107191225833
ACH-000277,0.11031920344964233
ACH-000278,-0.05302872693617594
ACH-000279,0.07444908885943766
ACH-000280,0.15260878953840812
ACH-000281,0.13620505962002322
ACH-000288,0.08858577304627023
ACH-000291,0.13776755602117152
ACH-000293,-0.12769875444348908
ACH-000294,0.1287633464579498
ACH-000295,0.07386608752736301
ACH-000296,-0.21136940288311426
ACH-000302,0.006554904336134693
ACH-000304,0.059453315870354136
ACH-000307,0.00556292073841085
ACH-000308,0.09675708602956426
ACH-000310,-0.1531159035797776
ACH-000311,0.07962640518678234
ACH-000312,-0.05673069190144168
ACH-000315,0.07521308210686943
ACH-000316,-0.0843092332637698
ACH-000317,-0.1451220313996958
ACH-000318,-0.02093346948523072
ACH-000319,0.07357962709403854
ACH-000320,0.23607596031919784
ACH-000322,-0.008356708038314578
ACH-000323,0.08067432380522557
ACH-000324,0.14605301455875774
ACH-000329,0.19690578593627212
ACH-000330,0.22678164224182426
ACH-000331,0.002829756518339421
ACH-000332,-0.00694057472009401
ACH-000334,0.19419570640938427
ACH-000335,-0.0494195376120815
ACH-000336,0.07101929020555331
ACH-000337,0.3272236547952223
ACH-000338,-0.051826555768050134
ACH-000339,0.12013752287974486
ACH-000341,-0.05432909550524862
ACH-000348,0.12372332783565823
ACH-000350,0.07995675680208132
ACH-000352,0.14944832121456592
ACH-000356,-0.12268716892791035
ACH-000361,0.032935754428759345
ACH-000362,0.06022799765911765
ACH-000363,0.1746980813504532
ACH-000364,-0.029898272063709406
ACH-000365,0.15268460880648954
ACH-000366,-0.02567687578705957
ACH-000368,0.08032926488103019
ACH-000374,0.13525811517250785
ACH-000375,0.17746269546696994
ACH-000376,0.01929981597823816
ACH-000381,0.07280084136876798
ACH-000383,0.05073216920942372
ACH-000387,0.043809096517814575
ACH-000389,0.1903369516064908
ACH-000390,0.10179792536501306
ACH-000393,-0.06735202728079683
ACH-000395,0.10675072341104888
ACH-000396,-0.009914163258956513
ACH-000397,0.08190767147990523
ACH-000401,0.16036431278853255
ACH-000402,-0.020796027620832675
ACH-000403,-0.049499692354343684
ACH-000404,0.2445763674122285
ACH-000406,0.1463371977033992
ACH-000407,0.15836662438709587
ACH-000408,0.006707907112235548
ACH-000410,0.11748841345560446
ACH-000411,-0.07473550089704215
ACH-000414,0.14419693232505892
ACH-000415,0.06465371198304266
ACH-000416,0.03127612572692594
ACH-000420,0.02580348161808288
ACH-000421,0.0531909009839514
ACH-000424,-0.14645216556796126
ACH-000425,0.16354022079885894
ACH-000426,0.1856615010731376
ACH-000427,-0.04077223586619245
ACH-000433,0.03762756087322097
ACH-000435,0.10097578706284233
ACH-000436,0.03856752932117783
ACH-000444,-0.0008716107467275688
ACH-000445,0.162526682728292
ACH-000448,0.16462843717514242
ACH-000450,0.13540709505339288
ACH-000452,0.11601099422783652
ACH-000454,0.14415659406505102
ACH-000458,0.10443014295896592
ACH-000459,-0.0077129072253627326
ACH-000460,-0.0024778444749763
ACH-000461,-0.07101845384406301
ACH-000463,0.10732360762356796
ACH-000464,0.07584886124813743
ACH-000466,-0.02486660751027583
ACH-000467,0.202926209876617
ACH-000468,0.1084403332190636
ACH-000469,0.1369893543645982
ACH-000470,0.1534617639146494
ACH-000471,7.384727354890469e-05
ACH-000472,0.10546327874368254
ACH-000473,0.03540799157260698
ACH-000475,0.06738397288327723
ACH-000476,0.05052851992968081
ACH-000477,0.034444879538363435
ACH-000479,0.15372859969884325
ACH-000480,-0.07938002925329148
ACH-000481,-0.12635101045689642
ACH-000483,0.08686790501946326
ACH-000484,-0.023530450125706585
ACH-000485,-0.018727683448152968
ACH-000486,0.07394189881718709
ACH-000487,0.06205360681257351
ACH-000488,0.18722542953899984
ACH-000490,0.14132294190584904
ACH-000491,-0.01666548244027027
ACH-000495,0.02773439987743444
ACH-000496,0.006100375934052001
ACH-000499,0.3491963119689899
ACH-000500,0.3502493821723979
ACH-000502,0.20600729456377675
ACH-000503,0.04436628879101386
ACH-000505,0.10803109865933863
ACH-000507,0.13713645715073638
ACH-000510,0.15569204210171586
