,MKKS (8195)
ACH-000004,0.05433840058887126
ACH-000005,0.180949490283402
ACH-000007,0.015182597518846059
ACH-000009,0.1664099376522528
ACH-000011,0.03569515858399671
ACH-000012,0.13996181649048994
ACH-000013,0.07801412348725467
ACH-000014,0.03900205915798425
ACH-000015,0.1450428744221034
ACH-000017,0.1221735665622319
ACH-000018,0.18803076249428854
ACH-000019,-0.07584625918823495
ACH-000021,0.1547917568182335
ACH-000022,0.027002982478829037
ACH-000025,0.097280431532348
ACH-000028,-0.13028102179186318
ACH-000030,0.07723697944308636
ACH-000035,-0.07843497451804121
ACH-000036,-0.12320778919768208
ACH-000037,0.1824044740870826
ACH-000039,0.2784014890500498
ACH-000040,0.06399352966517541
ACH-000041,0.12227539421183754
ACH-000042,0.10114736112239947
ACH-000045,0.028966746025091063
ACH-000047,0.02530706344223406
ACH-000052,-0.0980861677951688
ACH-000053,0.09240905880418412
ACH-000054,0.1354208116747218
ACH-000055,0.015213989219013612
ACH-000060,0.01063899884476293
ACH-000067,0.04894228598066906
ACH-000070,0.1135245856806898
ACH-000075,-0.07098120136382494
ACH-000078,0.06366057547027787
ACH-000082,0.08107582197963238
ACH-000085,-0.05755034389968242
ACH-000086,0.08144853624859066
ACH-000087,-0.05691776405906966
ACH-000092,0.1074718512299424
ACH-000095,-0.04136291471135768
ACH-000097,-0.0362401795694821
ACH-000098,0.16446334199352322
ACH-000099,0.058012555229824014
ACH-000108,0.09506632954067652
ACH-000113,0.06432156335712154
ACH-000116,0.02237163700083141
ACH-000118,0.02773718182215893
ACH-000120,0.07269529865430269
ACH-000123,0.08644569735162587
ACH-000127,0.0818534206599604
ACH-000128,0.03563819188416525
ACH-000132,0.10376956692868138
ACH-000133,0.02738215592445048
ACH-000137,0.19584917870027035
ACH-000138,0.053580632594531705
ACH-000142,0.22095667186426235
ACH-000143,-0.043857476603100985
ACH-000146,0.0981945156503682
ACH-000148,0.005172579440221678
ACH-000150,0.06253202032908975
ACH-000152,-0.0179267557292402
ACH-000153,0.1491090694804727
ACH-000159,0.059715601658229076
ACH-000160,0.01903423848594215
ACH-000163,-0.059051734909441565
ACH-000167,0.326746855095159
ACH-000168,0.0981849471819083
ACH-000169,0.11478118670593256
ACH-000178,0.08237191008024855
ACH-000183,0.12999388485047228
ACH-000188,0.15136995078707333
ACH-000189,-0.02763320815101009
ACH-000190,0.2752192255871925
ACH-000198,0.0041410101179043465
ACH-000203,0.2432514420561856
ACH-000204,0.10787060912326378
ACH-000206,-0.05487225054203605
ACH-000207,0.13914828047611175
ACH-000208,0.19010052466670005
ACH-000210,-0.18274391130811574
ACH-000211,0.11352769321538435
ACH-000215,0.0837766206164079
ACH-000221,0.09122275656980088
ACH-000222,0.3404663554790443
ACH-000223,0.013007386217684578
ACH-000226,0.1335900523996226
ACH-000227,0.0629036154242235
ACH-000228,0.14496335394696944
ACH-000231,0.11452527788286967
ACH-000232,-0.06503753517306808
ACH-000233,0.07215083639244246
ACH-000234,0.016207072278141495
ACH-000235,0.035609149977234744
ACH-000237,-0.05714838380045952
ACH-000238,0.2499170161765631
ACH-000242,0.24604906671124746
ACH-000243,0.04617835080799424
ACH-000244,-0.1272886949404982
ACH-000246,-0.07201733893336291
ACH-000248,0.1016982406058076
ACH-000250,0.09978068224776823
ACH-000251,0.08166629255841769
ACH-000252,-0.0656181168186425
ACH-000253,0.09858162833327908
ACH-000255,0.043059342753502816
ACH-000256,0.19768053575202132
ACH-000257,-0.04985796852629253
ACH-000258,0.005004728733000355
ACH-000259,-0.011343812399971356
ACH-000260,0.08151900269338166
ACH-000261,0.13242715490038512
ACH-000262,0.10511259782570903
ACH-000263,0.2715099497129124
ACH-000264,-0.08550240947547744
ACH-000265,0.020490502131522502
ACH-000266,0.09976382075729792
ACH-000272,-0.02882363094369788
ACH-000274,0.01046790027289108
ACH-000277,-0.05379646467398205
