,DPP9 (91039)
ACH-000004,-0.08454713976861516
ACH-000005,-0.423507673384312
ACH-000007,-0.06497802803121981
ACH-000009,-0.1779227881516112
ACH-000011,-0.05499324072979591
ACH-000012,0.03414112082721278
ACH-000013,0.005580506662320788
ACH-000014,-0.10248982187914757
ACH-000015,-0.17478095462686274
ACH-000017,-0.10092935038673873
ACH-000018,0.24478329954865155
ACH-000019,-0.20856987179505654
ACH-000021,-0.1925638272969689
ACH-000022,-0.2319282980241264
ACH-000025,-0.0720886336066526
ACH-000028,-0.19156080175344187
ACH-000030,0.2578978347640238
ACH-000035,-0.07024329020583588
ACH-000036,-0.08279480778242795
ACH-000037,-0.05012892859659989
ACH-000039,-0.2528374504764154
ACH-000040,-0.08872209731048386
ACH-000041,-0.2171776434296248
ACH-000042,0.07749401963295552
ACH-000045,-0.3520982314480074
ACH-000047,-0.0912243321256847
ACH-000052,-0.28187424209293
ACH-000053,-0.5530970059121474
ACH-000054,-0.03819499563489266
ACH-000055,0.08418030632179915
ACH-000060,-0.058002564047773514
ACH-000067,-0.2817658163663434
ACH-000070,-0.16439610672626934
ACH-000075,-0.3111651122454083
ACH-000078,-0.15590400465704582
ACH-000082,-0.14539381478859448
ACH-000085,-0.3069548588229901
ACH-000086,0.030809889522117245
ACH-000087,-0.3618094198354322
ACH-000092,-0.1567752645463968
ACH-000095,-0.35942372368704184
ACH-000097,-0.035078538745966094
ACH-000098,-0.07885597346144284
ACH-000099,-0.3280035279640986
ACH-000108,-0.06134169140768984
ACH-000113,-0.4527626296066935
ACH-000116,-0.043720370932159684
ACH-000118,-0.047397362830706516
ACH-000120,-0.061293179577974914
ACH-000123,-0.1940106186085193
ACH-000127,-0.1044807818806212
ACH-000128,0.00655015900961211
ACH-000132,-0.0983975201858722
ACH-000133,-0.18316733401489085
ACH-000137,-0.2083584043151004
ACH-000138,-0.12079582807655664
ACH-000142,0.009259323164363445
ACH-000143,-0.0028344742880939463
ACH-000146,-0.384794719824148
ACH-000148,-0.10217441419646077
ACH-000150,-0.37731245904658006
ACH-000152,-0.023243739007124842
ACH-000153,0.4862530953877442
ACH-000159,-0.012579576446994256
ACH-000160,-0.08665537614731789
ACH-000163,-0.09494418986975732
ACH-000167,0.10587537339312908
ACH-000168,-0.3449503492267895
ACH-000169,-0.12483249650255987
ACH-000178,-0.0005134908365534366
