,ITGA2B (3674)
ACH-000322,-0.3219787707098766
ACH-000323,-0.14228262664403266
ACH-000324,-0.20621358641505566
ACH-000329,-0.2935705650707771
ACH-000330,-0.0687267984588263
ACH-000331,-0.18669313400625728
ACH-000332,-0.139852434264102
ACH-000334,-0.16202827567672987
ACH-000335,-0.30434967410632663
ACH-000336,-0.0456683397830546
ACH-000337,-0.3109265154956072
ACH-000338,-0.10631973614188726
ACH-000339,-0.15699184811741365
ACH-000341,-0.19964883848325604
ACH-000348,-0.16738979255689615
ACH-000350,0.012323345460631704
ACH-000352,-0.08509861288837649
ACH-000356,-0.2883479175177274
ACH-000361,-0.0810282058436155
ACH-000362,-0.11335977073314968
ACH-000363,-0.24658746358341385
ACH-000364,-0.05311192252379348
ACH-000365,-0.16166636150735306
ACH-000366,-0.1639692577907864
ACH-000368,0.05196602785905267
ACH-000374,-0.10297399182528813
ACH-000375,-0.03061348066806502
ACH-000376,-0.1920629306964678
ACH-000381,-0.1080612705451198
ACH-000383,-0.18806322743921636
ACH-000387,-0.07486134469271502
ACH-000389,-0.30009227200970445
ACH-000390,-0.20158800356593065
ACH-000393,-0.20197472250547768
ACH-000395,-0.2473427523852917
ACH-000396,-0.19129777916661989
ACH-000397,-0.2646879310364838
ACH-000401,-0.07793552485962811
ACH-000402,-0.16428384535432244
ACH-000403,-0.2373188477175154
ACH-000404,0.0343244941761482
ACH-000406,-0.1821659124065169
ACH-000407,-0.06028671672439349
ACH-000408,-0.2010752985640656
ACH-000410,-0.045204801043031206
ACH-000411,-0.14775558802337935
ACH-000414,-0.1842648818168766
ACH-000415,-0.2457638972057812
ACH-000416,-0.11204998435079563
ACH-000420,-0.32315333242898325
ACH-000421,-0.11502189847705704
ACH-000424,0.0784115138678824
ACH-000425,-0.14502762702435967
ACH-000426,-0.11196074583200044
ACH-000427,-0.2949882087968156
ACH-000433,-0.4018538858546458
ACH-000435,-0.3121627437407365
ACH-000436,-0.2192398487580161
ACH-000444,-0.2474765883678069
ACH-000445,-0.030274446162823286
ACH-000448,-0.021818148699667018
ACH-000450,-0.219262536059452
ACH-000452,-0.1983980531808824
ACH-000454,-0.13480205159130998
ACH-000458,-0.3331185064906244
ACH-000459,-0.017464128502899096
ACH-000460,-0.1134288136813576
ACH-000461,-0.3643009889890525
ACH-000463,-0.17605266746686682
ACH-000464,-0.21979995832607704
ACH-000466,-0.09691338857762263
ACH-000467,-0.16893697932503518
ACH-000468,-0.14925547525162886
ACH-000469,-0.0778337761445875
ACH-000470,-0.34734118023820937
ACH-000471,-0.1566662541344948
ACH-000472,-0.165007092909025
ACH-000473,-0.3897406594869206
ACH-000475,-0.1753618267883423
ACH-000476,-0.2749068832621854
ACH-000477,-0.03865313398890554
ACH-000479,-0.20489279091358292
ACH-000480,-0.1860044011016711
ACH-000481,-0.2350873930670067
ACH-000483,-0.2225467235302833
ACH-000484,-0.1193995472729474
ACH-000485,-0.24760686808410476
ACH-000486,-0.1846598607528744
ACH-000487,-0.18251129962819884
ACH-000488,-0.2206196864304336
ACH-000490,-0.15559715215809344
ACH-000491,-0.14208593215933754
ACH-000495,-0.14715209596489204
ACH-000496,-0.2553140120290372
ACH-000499,-0.2728884655256372
ACH-000500,-0.6458642166904313
ACH-000502,-0.1992755325977907
ACH-000503,-0.1917592984115984
ACH-000505,-0.17233313462821126
ACH-000507,-0.369204238836652
ACH-000510,-0.17622166429288744
ACH-000511,-0.23358397691036134
ACH-000512,-0.3237273948002136
ACH-000516,-0.21218012261486707
ACH-000517,-0.14693809762189258
ACH-000518,-0.22488724392038484
ACH-000520,-0.1774611338046809
ACH-000521,-0.2958065286265309
ACH-000522,-0.20898702885131248
ACH-000524,-0.1900328528339076
ACH-000527,-0.20034872653793187
ACH-000528,-0.21322548123972654
ACH-000537,-0.1728833176307894
ACH-000541,-0.013716253372767674
ACH-000542,-0.2050438724050051
ACH-000544,-0.12212526071926663
ACH-000545,-0.10377759603914824
ACH-000547,-0.151884641145029
ACH-000548,-0.253047076801819
ACH-000549,-0.2954574153642319
ACH-000550,-0.199547916135842
ACH-000552,-0.2311110618393505
ACH-000556,-0.3860680971721009
ACH-000557,-0.027044979996091584
ACH-000569,-0.06363789039932784
ACH-000570,-0.3329213347913231
ACH-000571,-0.18214133463514587
ACH-000573,-0.16063482923574435
ACH-000576,-0.18137040487898926
ACH-000579,-0.25198135001989624
ACH-000580,0.04673573507629173
ACH-000584,-0.1941873105805156
ACH-000585,-0.11343011739550694
ACH-000588,-0.2363167914520724
ACH-000589,-0.1885917167173238
ACH-000591,-0.14825237200117358
ACH-000593,-0.2795470533714805
ACH-000600,-0.2982193374044428
ACH-000601,-0.19371067592294866
ACH-000605,-0.21043134691849646
ACH-000606,-0.2377397585640048
ACH-000608,-0.15135758750931827
ACH-000614,-0.2314007391781301
ACH-000616,-0.12095939968304385
ACH-000618,-0.2309780744548189
ACH-000619,0.015586190938816169
ACH-000620,-0.09315683645313268
ACH-000621,-0.1302931053866927
ACH-000622,-0.2832653452686905
ACH-000623,-0.16204851492320446
ACH-000624,-0.1756922483599923
ACH-000627,-0.1965070750218828
ACH-000630,-0.16694485154431493
ACH-000631,-0.4096947177223346
ACH-000632,-0.1684666667928328
ACH-000633,-0.11387009973633365
ACH-000637,-0.4100457241832283
ACH-000638,-0.16435464544943362
ACH-000646,-0.06324451181247212
ACH-000647,-0.2701815196671124
ACH-000648,-0.2619091179274909
ACH-000649,-0.1883354581662758
ACH-000651,-0.059693354093709676
ACH-000652,-0.2622092670365824
ACH-000653,-0.1863789587944183
ACH-000657,-0.0867211223051942
ACH-000658,-0.04443443751377656
ACH-000661,-0.15041116505993382
ACH-000662,-0.3657737510439855
ACH-000663,-0.36757104453924655
ACH-000665,-0.21020117346309788
ACH-000671,-0.11970942128436067
ACH-000672,-0.5701494107132505
ACH-000673,-0.2715230004711253
ACH-000676,-0.2088962506127604
ACH-000677,-0.04122593035813129
ACH-000681,-0.1971854691514976
ACH-000683,-0.13118860225238052
ACH-000684,-0.12092721700298192
ACH-000688,-0.07901027304712194
ACH-000693,-0.11407855369208394
ACH-000694,-0.12917433098815626
ACH-000695,-0.033032567954095496
ACH-000696,-0.21628376130255725
ACH-000697,-0.12714429628701335
ACH-000699,-0.08396024316982986
ACH-000701,-0.19282239901693188
ACH-000706,-0.18655370528737095
ACH-000711,-0.16600471941666625
ACH-000713,-0.12411039190814566
ACH-000714,-0.3022275066230847
ACH-000718,-0.2522806861231237
ACH-000720,-0.3894730620005276
ACH-000721,-0.2827092523757493
ACH-000724,-0.20344910094464555
ACH-000725,-0.2457938305767197
ACH-000732,-0.21392978308478328
ACH-000734,-0.11155541446693934
ACH-000735,-0.23988550533351485
ACH-000736,-0.13953807903063714
ACH-000738,-0.1334187204221327
ACH-000746,-0.1284862333527821
ACH-000747,-0.3452385698931991
ACH-000748,-0.21003383465008166
ACH-000753,-0.2221828425397848
ACH-000756,-0.2999710001237932
ACH-000757,-0.12288637002790853
ACH-000758,-0.2528234639076985
ACH-000760,-0.2447237938249023
ACH-000762,-0.2250043241103992
ACH-000763,-0.1413205924060119
ACH-000764,-0.28067664127616043
ACH-000765,-0.09689916223949176
ACH-000766,-0.3815562558523283
ACH-000767,-0.035754786759074036
ACH-000768,-0.16587922770495506
ACH-000769,-0.04328350052412526
ACH-000770,-0.17005066819521655
ACH-000771,-0.2728433100743653
ACH-000773,-0.09004517372150962
ACH-000776,-0.15275257639001785
ACH-000777,-0.12127418556006915
ACH-000778,-0.25891112806659045
ACH-000781,-0.17006401173422048
ACH-000782,-0.05309243644989218
ACH-000783,-0.22802693076313585
ACH-000784,-0.2611864544227189
ACH-000785,-0.10535843837930008
ACH-000787,-0.0926832197493326
ACH-000788,-0.2520124553300063
ACH-000791,-0.22104601932471907
ACH-000792,-0.13508977251579088
ACH-000794,-0.201113640002536
ACH-000796,-0.16335184932260274
ACH-000798,-0.04800859175534938
ACH-000799,-0.3301088733374022
ACH-000800,-0.2398410744766256
ACH-000802,-0.1378042383367388
ACH-000804,-0.18956909535175884
ACH-000805,-0.030849269720473287
ACH-000809,-0.2410715171132176
ACH-000810,-0.17042718427442508
ACH-000811,-0.2712508964028626
ACH-000817,-0.3637747008628392
ACH-000819,-0.2515813719310129
ACH-000820,-0.03580284457529831
ACH-000821,-0.2821533828005523
ACH-000822,-0.17858349267765905
ACH-000823,-0.2007461193076136
ACH-000824,-0.17304881498950014
ACH-000827,-0.2117313242144852
ACH-000829,-0.10242248785518164
ACH-000831,-0.1947700829289945
ACH-000832,-0.19395956133341186
ACH-000833,-0.3047677800087207
ACH-000834,-0.02001876696243885
ACH-000835,-0.15895319434498173
ACH-000836,-0.2268852187057712
ACH-000837,-0.20820171597388368
ACH-000838,-0.1282659717995781
ACH-000839,-0.07742733568520539
ACH-000840,-0.033674445138640416
ACH-000841,-0.2337452006665237
ACH-000843,-0.2747538659393368
ACH-000846,-0.017915292760198983
ACH-000847,-0.23732051487003586
ACH-000848,-0.04197729478913257
ACH-000849,-0.1852708467365732
ACH-000851,-0.08320111198586909
ACH-000855,-0.0005664125961784168
ACH-000856,-0.1653701960551717
ACH-000858,-0.08168387169850748
ACH-000859,-0.10365854626717147
ACH-000861,-0.2566567882516094
ACH-000862,-0.0888828563844892
ACH-000865,-0.14099991684762675
ACH-000866,-0.17665426290795258
ACH-000867,-0.14742573331131087
ACH-000869,-0.2060046159669726
ACH-000872,-0.05450532203562347
ACH-000873,-0.11501541605421893
ACH-000876,-0.1916981737099454
ACH-000878,-0.1950373649619244
ACH-000880,-0.17288549257967278
ACH-000881,-0.0884152212677607
ACH-000882,-0.04225369267206188
ACH-000884,-0.1685386250236679
ACH-000885,-0.22377170658304169
ACH-000887,-0.2747610394845409
ACH-000889,-0.08428913550155999
ACH-000896,-0.09311980083788643
ACH-000898,-0.008460556715437172
ACH-000900,-0.2659385033965189
ACH-000901,-0.1821614653807323
ACH-000905,-0.07132192997731407
ACH-000906,-0.20167085891396344
ACH-000907,-0.1359957387155903
ACH-000910,-0.13889581089531333
ACH-000911,-0.2731494725545774
ACH-000912,-0.24228244299656385
ACH-000913,-0.20242411576872651
ACH-000915,-0.20024884180365835
ACH-000916,-0.5015423614475442
ACH-000917,-0.18520723569397055
ACH-000920,-0.14772331857985127
ACH-000921,-0.14326670110984005
ACH-000924,-0.2637391384651521
ACH-000926,-0.07629743344204849
ACH-000928,-0.2506756780031069
ACH-000929,-0.04939862237877676
ACH-000932,-0.22592725511126066
ACH-000935,-0.2574738242438434
ACH-000936,-0.17025696558257933
ACH-000937,-0.16139356884260767
ACH-000938,-0.17446559182053611
ACH-000939,-0.22158836586775568
ACH-000941,-0.2657379895278955
ACH-000943,-0.1872278863212037
ACH-000946,-0.1710162168988909
ACH-000947,-0.1173942989892441
ACH-000948,-0.1955862204624566
ACH-000950,-0.21683344725341755
ACH-000953,-0.15554079837840507
ACH-000954,-0.015820571180818675
ACH-000957,-0.2675333796070261
ACH-000958,-0.3707544733845559
ACH-000960,-0.2100583702614498
ACH-000963,-0.3867691186301441
ACH-000968,-0.21865554287254332
ACH-000969,-0.3719681512407459
ACH-000972,0.008879483725223203
ACH-000973,-0.3219919702187697
ACH-000974,-0.2475571349328237
ACH-000978,0.18055509932340227
ACH-000984,-0.20587326127114716
ACH-000986,-0.2600683403045336
ACH-000988,-0.15536760452317108
ACH-000993,-0.2720640576625014
ACH-000994,-0.20516362417383546
ACH-000996,-0.348210264451278
ACH-001001,-0.16784663984492018
ACH-001020,-0.06112019610111745
ACH-001028,-0.12865525223708174
ACH-001031,-0.2076263718323476
ACH-001038,-0.08939822981581784
ACH-001048,-0.1773354914869337
ACH-001050,-0.35460241146240234
ACH-001053,-0.07806790107928054
ACH-001054,-0.3282550006757569
ACH-001061,-0.2561343581456851
ACH-001067,-0.2219081317031681
ACH-001075,0.12485785943113395
ACH-001096,-0.16939604964028473
ACH-001111,-0.24112657795613274
ACH-001119,-0.22625867743687406
ACH-001128,-0.25898799738414946
ACH-001134,-0.13206850104022094
ACH-001151,-0.15586676109517114
ACH-001163,-0.33026362787102864
ACH-001164,-0.08891622548880837
ACH-001183,-0.32349076187565384
ACH-001192,-0.1603451524846402
ACH-001193,-0.12768560183332714
ACH-001196,-0.29284195356430875
ACH-001197,-0.06330835728296964
ACH-001205,-0.10544346360440256
ACH-001211,-0.2559071515483927
ACH-001212,-0.3135536582604548
ACH-001228,-0.2116421622496996
ACH-001232,-0.20231775709054345
ACH-001239,-0.27897180397282223
ACH-001270,-0.3365511785043511
ACH-001274,-0.1162821022484521
ACH-001275,-0.20338648090676475
ACH-001277,-0.14315735327518067
ACH-001278,-0.17225183338712471
ACH-001280,-0.2983859880885926
ACH-001283,-0.23344675817773744
ACH-001289,-0.029920395268075807
ACH-001300,-0.1749835312980916
ACH-001301,-0.16574382431785498
ACH-001302,-0.2226915592023932
ACH-001306,-0.23992237413483514
ACH-001318,-0.1799091724603289
ACH-001322,-0.03734681562549656
ACH-001328,-0.36211512567944704
ACH-001332,-0.29858322328369225
ACH-001336,-0.0920238664547378
ACH-001346,-0.27349669449875563
ACH-001353,-0.17651811744554927
ACH-001354,0.12931256627026028
ACH-001367,-0.5546899563234389
ACH-001368,-0.2726397371222969
ACH-001374,-0.1378496832296391
ACH-001377,-0.06610340491577751
ACH-001380,-0.2623562626899778
ACH-001391,-0.31865230117373045
ACH-001408,-0.1311239879644455
ACH-001430,-0.1265382103317521
ACH-001431,-0.0769581484904965
ACH-001450,-0.03830678577908756
ACH-001496,-0.22276257520779705
ACH-001500,-0.3051850063123717
ACH-001523,-0.2862305958471634
ACH-001532,-0.1824115847014453
ACH-001550,-0.18421230922221685
ACH-001552,-0.017747803933377115
ACH-001554,-0.10479914034588096
ACH-001654,-0.109549614140413
ACH-001735,-0.2204097784553159
ACH-001736,-0.11497377722939595
ACH-001737,0.2857491734750302
ACH-001740,-0.18044592226203
ACH-001745,-0.07288649138790575
ACH-001765,-0.19914510811644173
