,CTF1 (1489)
ACH-000004,-0.10319968769856554
ACH-000005,0.0070652150522586485
ACH-000007,-0.027700504771708063
ACH-000009,0.16690207834585186
ACH-000011,0.0223317909067737
ACH-000012,-0.10647690716770546
ACH-000013,-0.02347678758023631
ACH-000014,-0.0034798511002613404
ACH-000015,-0.06903364667158628
ACH-000017,-0.0666726817407825
ACH-000018,-0.031950222897941714
ACH-000019,-0.09214275856860593
ACH-000021,-0.1153679897383798
ACH-000022,0.14023134499345655
ACH-000025,-0.09892208758630933
ACH-000028,-0.009796964808244038
ACH-000030,0.09087317874583406
ACH-000035,-0.10669567485077767
ACH-000036,-0.1886304803696087
ACH-000037,-0.17489173689453172
ACH-000039,-0.13723078616533502
ACH-000040,0.031628232586365934
ACH-000041,0.006635586704665152
ACH-000042,0.03937874279827688
ACH-000045,0.011915233847400269
ACH-000047,0.02978396942695021
ACH-000052,0.07971102302349907
ACH-000053,0.012537898978098792
ACH-000054,-0.0385258764466917
ACH-000055,-0.012717676851123577
ACH-000060,0.145940259105931
ACH-000067,-0.05821237915052649
ACH-000070,0.10190808984601347
ACH-000075,-0.09855390670461388
ACH-000078,-0.12542479479642946
ACH-000082,0.03682540946542513
ACH-000085,-0.07038093687634098
ACH-000086,0.09343382165284496
ACH-000087,0.2011769971027299
ACH-000092,-0.06721748049864197
ACH-000095,0.047110282360993856
ACH-000097,-0.10356465036784604
ACH-000098,-0.06599302409921727
ACH-000099,-0.03816325427979685
ACH-000108,0.12691736763508027
ACH-000113,0.013128988645246841
ACH-000116,-0.01762945638710757
ACH-000118,-0.011111249433539892
ACH-000120,-0.1281376893332008
ACH-000123,-0.01129696870166147
ACH-000127,-0.1411554754472598
ACH-000128,-0.08086722504080555
ACH-000132,-0.004799883386887141
ACH-000133,0.0429119260528831
ACH-000137,-0.13931403009676124
ACH-000138,0.07618043910423318
ACH-000142,-0.07038329185222138
ACH-000143,-0.22310796592264248
ACH-000146,-0.06980022954061353
ACH-000148,0.012177070480242271
ACH-000150,-0.04833063795099336
ACH-000152,0.06879935303501719
ACH-000153,-0.15681644433422662
ACH-000159,-0.09311995236694848
ACH-000160,0.12429974578500165
ACH-000163,-0.023100475013693632
ACH-000167,-0.0304237280190774
ACH-000168,-0.04248728381458404
ACH-000169,0.15711378363135464
ACH-000178,-0.14605215405702146
ACH-000183,0.1799042811866963
ACH-000188,-0.004263241704757018
ACH-000189,-0.19266235552717076
ACH-000190,-0.03823414035119454
ACH-000198,-0.013712396334458456
ACH-000203,0.20239741281390147
ACH-000204,-0.2452425039635141
ACH-000206,-0.029005361845224918
ACH-000207,-0.014371442312634397
ACH-000208,-0.09907944803312713
ACH-000210,-0.1717942139510358
ACH-000211,-0.0025120526198726427
ACH-000215,0.0017277174179579178
ACH-000221,-0.09447048890305416
ACH-000222,-0.019341898396984043
ACH-000223,0.01932223590053948
ACH-000226,-0.11798662135224855
ACH-000227,0.15736696967750985
ACH-000228,0.014878984844016209
ACH-000231,-0.1223851462379061
ACH-000232,0.031327901397195684
ACH-000233,-0.06698609896285147
ACH-000234,-0.08278087494610285
ACH-000235,-0.041135780558384974
ACH-000237,-0.08450952057922112
ACH-000238,0.06987922714717362
ACH-000242,-0.22469536918802052
ACH-000243,-0.034120931968183534
ACH-000244,-0.1818838833227911
ACH-000246,0.07950929436023046
ACH-000248,-0.28418357921717186
ACH-000250,-0.04786240034956249
ACH-000251,-0.11497866729612953
ACH-000252,0.021592264097115982
ACH-000253,0.013138755062380564
ACH-000255,-0.1687983922102533
ACH-000256,-0.06361570435007098
ACH-000257,0.01853754993615476
ACH-000258,-0.07575159140961864
ACH-000259,0.0003847024828526226
ACH-000260,-0.1046517123065116
ACH-000261,0.29940708366806673
